"parent_id"	"miRNA_cluster"	"target_name"	"query_name"	"mfe"	"pval"	"gene_id"	"cmp_ref_gene"
"856"	"ptg000018l:2210398-2227434"	"Cluster_14402"	"ptg000018l:2216397-2217398"	"Cluster_14402.mature::ptg000023l:18708925-18708946(+)"	-27.8	0.048087	"MSTRG.30782"	NA
"857"	"ptg000018l:2210398-2227434"	"Cluster_14402"	"ptg000018l:2216397-2217398"	"Cluster_14402.mature::ptg000023l:18708925-18708946(+)"	-27.8	0.048087	"MSTRG.30782"	NA
"858"	"ptg000018l:2210398-2227434"	"Cluster_14402"	"ptg000018l:2216397-2217398"	"Cluster_14402.mature::ptg000023l:18708925-18708946(+)"	-27.8	0.048087	"MSTRG.30782"	NA
"859"	"ptg000018l:2210398-2227434"	"Cluster_14402"	"ptg000018l:2216397-2217398"	"Cluster_14402.mature::ptg000023l:18708925-18708946(+)"	-27.8	0.048087	"MSTRG.30782"	NA
"860"	"ptg000018l:2210451-2222059"	"Cluster_14402"	"ptg000018l:2216450-2217451"	"Cluster_14402.mature::ptg000023l:18708925-18708946(+)"	-27.8	0.048087	"MSTRG.30782"	NA
"861"	"ptg000018l:2210451-2222059"	"Cluster_14402"	"ptg000018l:2216450-2217451"	"Cluster_14402.mature::ptg000023l:18708925-18708946(+)"	-27.8	0.048087	"MSTRG.30782"	NA
"862"	"ptg000019l:5259691-5272349"	"Cluster_14402"	"ptg000019l:5269690-5270691"	"Cluster_14402.mature::ptg000023l:18708925-18708946(+)"	-30	0.015298	"MSTRG.33085"	NA
"863"	"ptg000019l:5259697-5272349"	"Cluster_14402"	"ptg000019l:5269696-5270697"	"Cluster_14402.mature::ptg000023l:18708925-18708946(+)"	-30	0.015298	"MSTRG.33085"	NA
"864"	"ptg000019l:5259697-5272349"	"Cluster_14402"	"ptg000019l:5269696-5270697"	"Cluster_14402.mature::ptg000023l:18708925-18708946(+)"	-30	0.015298	"MSTRG.33085"	NA
"865"	"ptg000019l:5259700-5272349"	"Cluster_14402"	"ptg000019l:5269699-5270700"	"Cluster_14402.mature::ptg000023l:18708925-18708946(+)"	-30	0.015298	"MSTRG.33085"	NA
"866"	"ptg000019l:5259700-5272349"	"Cluster_14402"	"ptg000019l:5269699-5270700"	"Cluster_14402.mature::ptg000023l:18708925-18708946(+)"	-30	0.015298	"MSTRG.33085"	NA
"867"	"ptg000019l:5259731-5272349"	"Cluster_14402"	"ptg000019l:5269730-5270731"	"Cluster_14402.mature::ptg000023l:18708925-18708946(+)"	-30	0.015298	"MSTRG.33085"	NA
"868"	"ptg000021l:6970378-6970677"	"Cluster_14402"	"ptg000021l:6970377-6970677"	"Cluster_14402.mature::ptg000023l:18708925-18708946(+)"	-24.5	0.046768	"MSTRG.36293"	NA
"869"	"ptg000023l:9892179-9893822"	"Cluster_14402"	"ptg000023l:9893178-9893822"	"Cluster_14402.mature::ptg000023l:18708925-18708946(+)"	-29.3	0.010883	"MSTRG.40002"	NA
"870"	"ptg000024l:9830074-9830834"	"Cluster_14402"	"ptg000024l:9830073-9830834"	"Cluster_14402.mature::ptg000023l:18708925-18708946(+)"	-29.4	0.013591	"MSTRG.45854"	NA
"871"	"ptg000024l:10210369-10210853"	"Cluster_14402"	"ptg000024l:10210368-10210853"	"Cluster_14402.mature::ptg000023l:18708925-18708946(+)"	-26.1	0.040423	"MSTRG.45906"	NA
"872"	"ptg000025l:12304141-12304367"	"Cluster_14402"	"ptg000025l:12304140-12304367"	"Cluster_14402.mature::ptg000023l:18708925-18708946(+)"	-29.7	0.001175	"MSTRG.47689"	NA
"873"	"ptg000027l:7421903-7422179"	"Cluster_14402"	"ptg000027l:7421902-7422179"	"Cluster_14402.mature::ptg000023l:18708925-18708946(+)"	-24.8	0.034301	"MSTRG.51017"	NA
"874"	"ptg000031l:15201271-15224809"	"Cluster_14402"	"ptg000031l:15203270-15204271"	"Cluster_14402.mature::ptg000023l:18708925-18708946(+)"	-29.7	0.017901	"MSTRG.54664"	NA
"875"	"ptg000031l:15460972-15569538"	"Cluster_14402"	"ptg000031l:15497971-15498972"	"Cluster_14402.mature::ptg000023l:18708925-18708946(+)"	-29.7	0.017901	"MSTRG.54693"	NA
"876"	"ptg000031l:15792498-15799472"	"Cluster_14402"	"ptg000031l:15792497-15793498"	"Cluster_14402.mature::ptg000023l:18708925-18708946(+)"	-29.7	0.017901	"MSTRG.54757"	NA
"877"	"ptg000031l:15792498-15799472"	"Cluster_14402"	"ptg000031l:15798497-15799472"	"Cluster_14402.mature::ptg000023l:18708925-18708946(+)"	-29.7	0.017208	"MSTRG.54757"	NA
"878"	"ptg000031l:15799755-15804680"	"Cluster_14402"	"ptg000031l:15801754-15802755"	"Cluster_14402.mature::ptg000023l:18708925-18708946(+)"	-29.7	0.017901	"MSTRG.54758"	NA
"879"	"ptg000031l:15825834-15830860"	"Cluster_14402"	"ptg000031l:15830833-15830860"	"Cluster_14402.mature::ptg000023l:18708925-18708946(+)"	-20.3	0.006002	"MSTRG.54767"	NA
"880"	"ptg000031l:15006510-15007548"	"Cluster_14402"	"ptg000031l:15007509-15007548"	"Cluster_14402.mature::ptg000023l:18708925-18708946(+)"	-20.3	0.014902	"MSTRG.54620"	NA
"881"	"ptg000036l:322042-323108"	"Cluster_14402"	"ptg000036l:323041-323108"	"Cluster_14402.mature::ptg000023l:18708925-18708946(+)"	-24.5	0.002327	"MSTRG.56802"	NA
"882"	"ptg000049l:2292689-2293289"	"Cluster_14402"	"ptg000049l:2292688-2293289"	"Cluster_14402.mature::ptg000023l:18708925-18708946(+)"	-28	0.019852	"MSTRG.59273"	NA
"883"	"ptg000072c:192874-209072"	"Cluster_14402"	"ptg000072c:208873-209072"	"Cluster_14402.mature::ptg000023l:18708925-18708946(+)"	-23.6	0.040254	"MSTRG.59659"	NA
"884"	"ntLink_8:29636050-29636273"	"Cluster_14768"	"ntLink_8:29636049-29636273"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-23.9	0.039066	"MSTRG.6429"	NA
"885"	"ptg000002l:8694853-8699329"	"Cluster_14768"	"ptg000002l:8697852-8698853"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-41.8	2.9e-05	"MSTRG.10674"	NA
"886"	"ptg000002l:8695180-8699329"	"Cluster_14768"	"ptg000002l:8698179-8699180"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-41.8	2.9e-05	"MSTRG.10674"	NA
"887"	"ptg000002l:13000472-13000718"	"Cluster_14768"	"ptg000002l:13000471-13000718"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-34.8	5.7e-05	"MSTRG.11242"	NA
"888"	"ptg000008l:22634013-22669442"	"Cluster_14768"	"ptg000008l:22642012-22643013"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-28	0.041758	"MSTRG.17680"	"FUN_013445"
"889"	"ptg000008l:36670326-36675585"	"Cluster_14768"	"ptg000008l:36675325-36675585"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-24	0.047353	"MSTRG.19433"	NA
"890"	"ptg000008l:36104767-36107866"	"Cluster_14768"	"ptg000008l:36107766-36107866"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-24	0.007709	"MSTRG.19334"	NA
"891"	"ptg000008l:6555680-6555960"	"Cluster_14768"	"ptg000008l:6555679-6555960"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.4	0.007004	"MSTRG.16026"	NA
"892"	"ptg000008l:36037609-36037837"	"Cluster_14768"	"ptg000008l:36037608-36037837"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-24	0.038181	"MSTRG.19322"	NA
"893"	"ptg000008l:36059985-36061936"	"Cluster_14768"	"ptg000008l:36059984-36060985"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-29.6	0.018119	"MSTRG.19326"	NA
"894"	"ptg000008l:36186357-36186805"	"Cluster_14768"	"ptg000008l:36186356-36186805"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.6	0.014572	"MSTRG.19352"	NA
"895"	"ptg000008l:38157902-38158166"	"Cluster_14768"	"ptg000008l:38157901-38158166"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-24	0.048877	"MSTRG.19713"	NA
"896"	"ptg000009l:11188008-11191081"	"Cluster_14768"	"ptg000009l:11191007-11191081"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-22.3	0.013213	"MSTRG.21215"	NA
"897"	"ptg000009l:5745590-5745933"	"Cluster_14768"	"ptg000009l:5745589-5745933"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-29.8	0.00247	"MSTRG.20562"	NA
"898"	"ptg000011l:2278894-2279124"	"Cluster_14768"	"ptg000011l:2278893-2279124"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-26.2	0.010036	"MSTRG.22297"	NA
"899"	"ptg000012l:16823337-16824608"	"Cluster_14768"	"ptg000012l:16823336-16824337"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-28.5	0.032205	"MSTRG.25396"	NA
"900"	"ptg000016l:1155998-1156689"	"Cluster_14768"	"ptg000016l:1155997-1156689"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.9	0.025177	"MSTRG.27473"	NA
"901"	"ptg000017l:7418450-7425689"	"Cluster_14768"	"ptg000017l:7422449-7423450"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-41.5	3.4e-05	"MSTRG.29840"	NA
"902"	"ptg000020l:7883082-7965887"	"Cluster_14768"	"ptg000020l:7894081-7895082"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-28.3	0.035737	"MSTRG.34048"	"FUN_026358"
"903"	"ptg000021l:14821166-14821598"	"Cluster_14768"	"ptg000021l:14821165-14821598"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-26.8	0.021643	"MSTRG.37005"	NA
"904"	"ptg000023l:25360381-25361117"	"Cluster_14768"	"ptg000023l:25360380-25361117"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-29.8	0.009936	"MSTRG.42020"	NA
"905"	"ptg000024l:11748083-11754916"	"Cluster_14768"	"ptg000024l:11754082-11754916"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.046141	"MSTRG.46127"	NA
"906"	"ptg000024l:11792442-11794805"	"Cluster_14768"	"ptg000024l:11794441-11794805"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.011991	"MSTRG.46132"	NA
"907"	"ptg000024l:11879126-11880905"	"Cluster_14768"	"ptg000024l:11880125-11880905"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.04178	"MSTRG.46142"	NA
"908"	"ptg000024l:11889020-11891638"	"Cluster_14768"	"ptg000024l:11891019-11891638"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.029285	"MSTRG.46145"	NA
"909"	"ptg000024l:11932293-11935450"	"Cluster_14768"	"ptg000024l:11935292-11935450"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-24	0.019475	"MSTRG.46154"	NA
"910"	"ptg000024l:12016412-12020183"	"Cluster_14768"	"ptg000024l:12019411-12020183"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.04114	"MSTRG.46167"	NA
"911"	"ptg000024l:12069498-12075284"	"Cluster_14768"	"ptg000024l:12074497-12075284"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.042341	"MSTRG.46178"	NA
"912"	"ptg000024l:12078894-12084549"	"Cluster_14768"	"ptg000024l:12083893-12084549"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.032077	"MSTRG.46179"	NA
"913"	"ptg000024l:12108079-12110435"	"Cluster_14768"	"ptg000024l:12110078-12110435"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.011581	"MSTRG.46185"	NA
"914"	"ptg000024l:12151514-12155173"	"Cluster_14768"	"ptg000024l:12154513-12155173"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.032382	"MSTRG.46193"	NA
"915"	"ptg000024l:12272228-12286487"	"Cluster_14768"	"ptg000024l:12286227-12286487"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.006411	"MSTRG.46217"	NA
"916"	"ptg000024l:12278535-12279679"	"Cluster_14768"	"ptg000024l:12279534-12279679"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-24	0.016505	"MSTRG.46219"	NA
"917"	"ptg000024l:12313234-12315639"	"Cluster_14768"	"ptg000024l:12315233-12315639"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.014541	"MSTRG.46224"	NA
"918"	"ptg000024l:11526650-11536214"	"Cluster_14768"	"ptg000024l:11535649-11536214"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.025314	"MSTRG.46092"	NA
"919"	"ptg000024l:11773065-11774884"	"Cluster_14768"	"ptg000024l:11774064-11774884"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.045004	"MSTRG.46130"	NA
"920"	"ptg000024l:11773065-11777497"	"Cluster_14768"	"ptg000024l:11777064-11777497"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.016255	"MSTRG.46130"	NA
"921"	"ptg000024l:11774274-11777497"	"Cluster_14768"	"ptg000024l:11777273-11777497"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.004779	"MSTRG.46130"	NA
"922"	"ptg000024l:11793011-11793329"	"Cluster_14768"	"ptg000024l:11793010-11793329"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.009436	"MSTRG.46133"	NA
"923"	"ptg000024l:11794857-11797460"	"Cluster_14768"	"ptg000024l:11796856-11797460"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.028169	"MSTRG.46134"	NA
"924"	"ptg000024l:11891217-11891638"	"Cluster_14768"	"ptg000024l:11891216-11891638"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.01555	"MSTRG.46146"	NA
"925"	"ptg000024l:11986307-11987919"	"Cluster_14768"	"ptg000024l:11987306-11987919"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.028837	"MSTRG.46160"	NA
"926"	"ptg000024l:12010093-12014723"	"Cluster_14768"	"ptg000024l:12014092-12014723"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-26.7	0.041862	"MSTRG.46165"	NA
"927"	"ptg000024l:12036190-12037886"	"Cluster_14768"	"ptg000024l:12037189-12037886"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.035231	"MSTRG.46170"	NA
"928"	"ptg000024l:12198934-12203537"	"Cluster_14768"	"ptg000024l:12202933-12203537"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.028169	"MSTRG.46200"	NA
"929"	"ptg000024l:12200024-12202356"	"Cluster_14768"	"ptg000024l:12202023-12202356"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.01021	"MSTRG.46201"	NA
"930"	"ptg000024l:12205862-12206329"	"Cluster_14768"	"ptg000024l:12205861-12206329"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.018553	"MSTRG.46203"	NA
"931"	"ptg000024l:12218048-12220919"	"Cluster_14768"	"ptg000024l:12220047-12220919"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.04925	"MSTRG.46207"	NA
"932"	"ptg000024l:12271689-12276056"	"Cluster_14768"	"ptg000024l:12275688-12276056"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.012228	"MSTRG.46216"	NA
"933"	"ptg000024l:12312359-12313209"	"Cluster_14768"	"ptg000024l:12312358-12313209"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.047528	"MSTRG.46223"	NA
"934"	"ptg000024l:12323411-12327264"	"Cluster_14768"	"ptg000024l:12326410-12327264"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.047774	"MSTRG.46225"	NA
"935"	"ptg000024l:12338162-12342674"	"Cluster_14768"	"ptg000024l:12342161-12342674"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.021624	"MSTRG.46226"	NA
"936"	"ptg000024l:11355482-11355744"	"Cluster_14768"	"ptg000024l:11355481-11355744"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-24	0.048266	"MSTRG.46061"	NA
"937"	"ptg000024l:11459262-11459473"	"Cluster_14768"	"ptg000024l:11459261-11459473"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-24	0.033377	"MSTRG.46080"	NA
"938"	"ptg000024l:11762350-11762589"	"Cluster_14768"	"ptg000024l:11762349-11762589"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-24	0.041379	"MSTRG.46128"	NA
"939"	"ptg000024l:11769424-11769656"	"Cluster_14768"	"ptg000024l:11769423-11769656"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.00517	"MSTRG.46129"	NA
"940"	"ptg000024l:12204564-12204900"	"Cluster_14768"	"ptg000024l:12204563-12204900"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.010434	"MSTRG.46202"	NA
"941"	"ptg000024l:12212773-12213118"	"Cluster_14768"	"ptg000024l:12212772-12213118"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.010946	"MSTRG.46206"	NA
"942"	"ptg000024l:12277498-12277965"	"Cluster_14768"	"ptg000024l:12277497-12277965"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-27.3	0.018553	"MSTRG.46218"	NA
"943"	"ptg000026l:6511658-6526875"	"Cluster_14768"	"ptg000026l:6526657-6526875"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-26.9	0.005806	"MSTRG.49359"	"FUN_037165"
"944"	"ptg000026l:6511658-6526875"	"Cluster_14768"	"ptg000026l:6526657-6526875"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-26.9	0.005806	"MSTRG.49359"	"FUN_037165"
"945"	"ptg000026l:6511658-6526875"	"Cluster_14768"	"ptg000026l:6526657-6526875"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-26.9	0.005806	"MSTRG.49359"	"FUN_037165"
"946"	"ptg000026l:6511729-6526875"	"Cluster_14768"	"ptg000026l:6526728-6526875"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-26.9	0.00255	"MSTRG.49359"	"FUN_037165"
"947"	"ptg000031l:12108359-12108790"	"Cluster_14768"	"ptg000031l:12108358-12108790"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-26.1	0.03214	"MSTRG.54217"	NA
"948"	"ptg000047l:7145844-7146080"	"Cluster_14768"	"ptg000047l:7145843-7146080"	"Cluster_14768.mature::ptg000023l:37965298-37965318(+)"	-25.3	0.018321	"MSTRG.58602"	NA
"949"	"ntLink_6:2708499-2709648"	"Cluster_15316"	"ntLink_6:2709498-2709648"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-23.1	0.038141	"MSTRG.419"	NA
"950"	"ntLink_6:12371069-12374219"	"Cluster_15316"	"ntLink_6:12374068-12374219"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-23.1	0.0386	"MSTRG.1567"	NA
"951"	"ntLink_8:29299751-29301037"	"Cluster_15316"	"ntLink_8:29300750-29301037"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-24.8	0.041639	"MSTRG.6385"	NA
"952"	"ptg000001l:7131024-7131229"	"Cluster_15316"	"ptg000001l:7131023-7131229"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-27.9	0.003461	"MSTRG.8010"	NA
"953"	"ptg000001l:7131024-7131229"	"Cluster_15316"	"ptg000001l:7131023-7131229"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-24.4	0.029966	"MSTRG.8010"	NA
"954"	"ptg000001l:19936946-19937193"	"Cluster_15316"	"ptg000001l:19936945-19937193"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-25.1	0.027194	"MSTRG.9441"	NA
"955"	"ptg000004l:8167520-8174547"	"Cluster_15316"	"ptg000004l:8170519-8171520"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-29.8	0.019615	"MSTRG.12726"	NA
"956"	"ptg000004l:10766424-10767993"	"Cluster_15316"	"ptg000004l:10766423-10767424"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-29	0.029642	"MSTRG.13001"	NA
"957"	"ptg000004l:11567655-11590405"	"Cluster_15316"	"ptg000004l:11573654-11574655"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-28.1	0.047016	"MSTRG.13085"	"FUN_009784"
"958"	"ptg000004l:7677464-7684250"	"Cluster_15316"	"ptg000004l:7677463-7678464"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-28	0.049474	"MSTRG.12656"	NA
"959"	"ptg000004l:7677464-7684250"	"Cluster_15316"	"ptg000004l:7677463-7678464"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-28	0.049474	"MSTRG.12656"	NA
"960"	"ptg000004l:8801949-8805532"	"Cluster_15316"	"ptg000004l:8801948-8802949"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-28.6	0.036406	"MSTRG.12792"	NA
"961"	"ptg000004l:4581275-4581671"	"Cluster_15316"	"ptg000004l:4581274-4581671"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-26	0.035543	"MSTRG.12203"	NA
"962"	"ptg000004l:4581275-4581671"	"Cluster_15316"	"ptg000004l:4581274-4581671"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-25.6	0.044539	"MSTRG.12203"	NA
"963"	"ptg000007l:8330027-8330227"	"Cluster_15316"	"ptg000007l:8330026-8330227"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-24.7	0.023859	"MSTRG.14798"	NA
"964"	"ptg000008l:7824784-7827157"	"Cluster_15316"	"ptg000008l:7826783-7827157"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-27.9	0.010839	"MSTRG.16176"	NA
"965"	"ptg000008l:22427971-22428617"	"Cluster_15316"	"ptg000008l:22427970-22428617"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-28.9	0.015815	"MSTRG.17662"	NA
"966"	"ptg000008l:28194369-28194686"	"Cluster_15316"	"ptg000008l:28194368-28194686"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-24.9	0.046482	"MSTRG.18316"	NA
"967"	"ptg000008l:28516236-28516584"	"Cluster_15316"	"ptg000008l:28516235-28516584"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-27.8	0.010144	"MSTRG.18331"	NA
"968"	"ptg000008l:30281444-30281916"	"Cluster_15316"	"ptg000008l:30281443-30281916"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-26.9	0.028488	"MSTRG.18619"	NA
"969"	"ptg000008l:32463247-32464399"	"Cluster_15316"	"ptg000008l:32463246-32464247"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-28.9	0.031207	"MSTRG.18905"	NA
"970"	"ptg000009l:6660244-6663439"	"Cluster_15316"	"ptg000009l:6663243-6663439"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-23.8	0.039631	"MSTRG.20665"	NA
"971"	"ptg000009l:2630382-2630619"	"Cluster_15316"	"ptg000009l:2630381-2630619"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-24.6	0.034166	"MSTRG.20163"	NA
"972"	"ptg000010l:1082966-1086214"	"Cluster_15316"	"ptg000010l:1084965-1085966"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-28.4	0.040334	"MSTRG.21840"	NA
"973"	"ptg000011l:5955919-5963605"	"Cluster_15316"	"ptg000011l:5961918-5962919"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-29.7	0.020656	"MSTRG.22727"	NA
"974"	"ptg000011l:3313276-3314349"	"Cluster_15316"	"ptg000011l:3314275-3314349"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-20.7	0.049775	"MSTRG.22434"	NA
"975"	"ptg000015l:929001-929460"	"Cluster_15316"	"ptg000015l:929000-929460"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-26	0.044923	"MSTRG.25864"	NA
"976"	"ptg000015l:5396880-5397724"	"Cluster_15316"	"ptg000015l:5396879-5397724"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-27.9	0.040791	"MSTRG.26501"	NA
"977"	"ptg000015l:11226362-11226693"	"Cluster_15316"	"ptg000015l:11226361-11226693"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-25	0.04705	"MSTRG.27264"	NA
"978"	"ptg000017l:11858254-11858550"	"Cluster_15316"	"ptg000017l:11858253-11858550"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-25.1	0.036994	"MSTRG.30381"	NA
"979"	"ptg000018l:3832092-3832306"	"Cluster_15316"	"ptg000018l:3832091-3832306"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-28.1	0.003339	"MSTRG.30983"	NA
"980"	"ptg000019l:1021496-1022571"	"Cluster_15316"	"ptg000019l:1021495-1022496"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-32	0.006256	"MSTRG.32592"	NA
"981"	"ptg000019l:3177801-3178961"	"Cluster_15316"	"ptg000019l:3178800-3178961"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-23.3	0.038183	"MSTRG.32822"	NA
"982"	"ptg000019l:4124508-4124953"	"Cluster_15316"	"ptg000019l:4124507-4124953"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-26.1	0.040483	"MSTRG.32929"	NA
"983"	"ptg000020l:10086938-10091056"	"Cluster_15316"	"ptg000020l:10090937-10091056"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-24.8	0.008084	"MSTRG.34309"	NA
"984"	"ptg000020l:4098334-4098592"	"Cluster_15316"	"ptg000020l:4098333-4098592"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-32.8	0.000284	"MSTRG.33650"	NA
"985"	"ptg000020l:12921699-12923290"	"Cluster_15316"	"ptg000020l:12922698-12923290"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-26.6	0.047696	"MSTRG.34713"	NA
"986"	"ptg000021l:18616381-18616690"	"Cluster_15316"	"ptg000021l:18616380-18616690"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-26	0.023511	"MSTRG.37489"	NA
"987"	"ptg000023l:27679867-27685565"	"Cluster_15316"	"ptg000023l:27684866-27685565"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-27.5	0.037901	"MSTRG.42339"	NA
"988"	"ptg000023l:29278000-29278554"	"Cluster_15316"	"ptg000023l:29277999-29278554"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-27.3	0.029518	"MSTRG.42535"	NA
"989"	"ptg000023l:5196587-5207223"	"Cluster_15316"	"ptg000023l:5201586-5202587"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-28	0.049474	"MSTRG.39478"	"FUN_029744"
"990"	"ptg000023l:22643374-22675700"	"Cluster_15316"	"ptg000023l:22655373-22656374"	"Cluster_15316.mature::ptg000024l:4086254-4086275(+)"	-29.2	0.026741	"MSTRG.41692"	"FUN_031535"
