Orthogroup	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep
OG0011059	Pocillopora_meandrina_HIv1___RNAseq.g12990.t1a	Peve_00022425
OG0011060	Pocillopora_meandrina_HIv1___RNAseq.g12990.t1b	Peve_00022419
OG0011062	Pocillopora_meandrina_HIv1___TS.g2168.t1a	Peve_00041996
OG0011063	Pocillopora_meandrina_HIv1___RNAseq.g13178.t1	Peve_00041984
OG0011064	Pocillopora_meandrina_HIv1___TS.g2335.t2	Peve_00001204
OG0011065	Pocillopora_meandrina_HIv1___TS.g2338.t1	Peve_00001202
OG0011066	Pocillopora_meandrina_HIv1___RNAseq.g13338.t1	Peve_00001200
OG0011067	Pocillopora_meandrina_HIv1___RNAseq.g13339.t1	Peve_00001194
OG0011068	Pocillopora_meandrina_HIv1___RNAseq.g13340.t1	Peve_00001193
OG0011069	Pocillopora_meandrina_HIv1___RNAseq.g13342.t1	Peve_00001191
OG0011070	Pocillopora_meandrina_HIv1___RNAseq.g13343.t1	Peve_00001190
OG0011071	Pocillopora_meandrina_HIv1___RNAseq.g13344.t1	Peve_00001209
OG0011072	Pocillopora_meandrina_HIv1___RNAseq.g22997.t2	Peve_00001207
OG0011073	Pocillopora_meandrina_HIv1___RNAseq.g22996.t1	Peve_00001201
OG0011074	Pocillopora_meandrina_HIv1___RNAseq.g22987.t1	Peve_00037466
OG0011075	Pocillopora_meandrina_HIv1___RNAseq.g22986.t1	Peve_00020454
OG0011076	Pocillopora_meandrina_HIv1___RNAseq.g22984.t2	Peve_00020447
OG0011077	Pocillopora_meandrina_HIv1___RNAseq.g22983.t2b	Peve_00015988
OG0011078	Pocillopora_meandrina_HIv1___RNAseq.g22980.t2	Peve_00015992
OG0011079	Pocillopora_meandrina_HIv1___RNAseq.g22976.t1	Peve_00030638
OG0011080	Pocillopora_meandrina_HIv1___RNAseq.g22975.t1	Peve_00028095
OG0011081	Pocillopora_meandrina_HIv1___RNAseq.g22974.t2	Peve_00028094
OG0011082	Pocillopora_meandrina_HIv1___TS.g15814.t1	Peve_00028093
OG0011083	Pocillopora_meandrina_HIv1___RNAseq.g22934.t1	Peve_00028089
OG0011084	Pocillopora_meandrina_HIv1___TS.g15820.t1	Peve_00028088
OG0011085	Pocillopora_meandrina_HIv1___RNAseq.g22936.t1	Peve_00028087
OG0011086	Pocillopora_meandrina_HIv1___RNAseq.g22937.t1	Peve_00028083
OG0011087	Pocillopora_meandrina_HIv1___RNAseq.g22939.t1	Peve_00028081
OG0011088	Pocillopora_meandrina_HIv1___RNAseq.g22940.t1	Peve_00028079
OG0011089	Pocillopora_meandrina_HIv1___RNAseq.g22941.t1	Peve_00028078
OG0011090	Pocillopora_meandrina_HIv1___TS.g15827.t1b	Peve_00028077
OG0011092	Pocillopora_meandrina_HIv1___RNAseq.g22948.t1	Peve_00028080
OG0011093	Pocillopora_meandrina_HIv1___RNAseq.g22950.t1	Peve_00038577
OG0011094	Pocillopora_meandrina_HIv1___RNAseq.g22951.t1	Peve_00038576
OG0011095	Pocillopora_meandrina_HIv1___TS.g15837.t1	Peve_00038575
OG0011097	Pocillopora_meandrina_HIv1___RNAseq.g22955.t1a	Peve_00038572
OG0011098	Pocillopora_meandrina_HIv1___RNAseq.g22959.t1	Peve_00024216
OG0011099	Pocillopora_meandrina_HIv1___RNAseq.g22960.t1	Peve_00038569
OG0011100	Pocillopora_meandrina_HIv1___RNAseq.g22961.t1	Peve_00038567
OG0011101	Pocillopora_meandrina_HIv1___RNAseq.g22968.t1	Peve_00036543
OG0011104	Pocillopora_meandrina_HIv1___RNAseq.g13477.t1	Peve_00018157
OG0011105	Pocillopora_meandrina_HIv1___RNAseq.g13520.t1	Peve_00022291
OG0011106	Pocillopora_meandrina_HIv1___RNAseq.g13505.t1	Peve_00018187
OG0011107	Pocillopora_meandrina_HIv1___RNAseq.g13504.t1	Peve_00018189
OG0011108	Pocillopora_meandrina_HIv1___RNAseq.g13503.t1	Peve_00018188
OG0011109	Pocillopora_meandrina_HIv1___RNAseq.g13502.t1	Peve_00018186
OG0011110	Pocillopora_meandrina_HIv1___RNAseq.g13501.t1	Peve_00018185
OG0011111	Pocillopora_meandrina_HIv1___TS.g2494.t1	Peve_00018184
OG0011112	Pocillopora_meandrina_HIv1___RNAseq.g13494.t1	Peve_00018181
OG0011113	Pocillopora_meandrina_HIv1___RNAseq.g13493.t1	Peve_00018180
OG0011114	Pocillopora_meandrina_HIv1___RNAseq.g13492.t1	Peve_00018179
OG0011115	Pocillopora_meandrina_HIv1___RNAseq.g13491.t1	Peve_00018178
OG0011116	Pocillopora_meandrina_HIv1___RNAseq.g13490.t1	Peve_00018177
OG0011117	Pocillopora_meandrina_HIv1___RNAseq.g13486.t1	Peve_00018176
OG0011118	Pocillopora_meandrina_HIv1___RNAseq.g6546.t1	Peve_00029572
OG0011119	Pocillopora_meandrina_HIv1___RNAseq.g13484.t1	Peve_00018172
OG0011120	Pocillopora_meandrina_HIv1___TS.g2479.t1	Peve_00018171
OG0011121	Pocillopora_meandrina_HIv1___RNAseq.14767_t	Peve_00018167
OG0011122	Pocillopora_meandrina_HIv1___RNAseq.g13480.t1	Peve_00018166
OG0011123	Pocillopora_meandrina_HIv1___RNAseq.g13526.t1	Peve_00002653
OG0011125	Pocillopora_meandrina_HIv1___RNAseq.g13529.t1	Peve_00002650
OG0011126	Pocillopora_meandrina_HIv1___RNAseq.g13531.t1	Peve_00002648
OG0011127	Pocillopora_meandrina_HIv1___RNAseq.g13533.t1	Peve_00002659
OG0011128	Pocillopora_meandrina_HIv1___RNAseq.g13534.t1	Peve_00002656
OG0011129	Pocillopora_meandrina_HIv1___RNAseq.g13535.t1	Peve_00002647
OG0011130	Pocillopora_meandrina_HIv1___RNAseq.g13538.t1	Peve_00014990
OG0011131	Pocillopora_meandrina_HIv1___RNAseq.g13541.t1	Peve_00014987
OG0011132	Pocillopora_meandrina_HIv1___RNAseq.g13542.t1	Peve_00014986
OG0011133	Pocillopora_meandrina_HIv1___RNAseq.g13543.t1	Peve_00014995
OG0011134	Pocillopora_meandrina_HIv1___RNAseq.g13544.t1	Peve_00014994
OG0011135	Pocillopora_meandrina_HIv1___RNAseq.g13548.t1	Peve_00018598
OG0011137	Pocillopora_meandrina_HIv1___RNAseq.g13554.t1	Peve_00039074
OG0011138	Pocillopora_meandrina_HIv1___RNAseq.g13558.t1	Peve_00039090
OG0011139	Pocillopora_meandrina_HIv1___RNAseq.g13560.t1	Peve_00039087
OG0011140	Pocillopora_meandrina_HIv1___RNAseq.g13562.t1	Peve_00039072
OG0011141	Pocillopora_meandrina_HIv1___RNAseq.g13569.t1	Peve_00019984
OG0011157	Pocillopora_meandrina_HIv1___RNAseq.g7362.t1	Peve_00026508
OG0011158	Pocillopora_meandrina_HIv1___TS.g11124.t1	Peve_00037817
OG0011164	Pocillopora_meandrina_HIv1___RNAseq.g24660.t1	Peve_00020054
OG0011165	Pocillopora_meandrina_HIv1___RNAseq.g24661.t1	Peve_00020049
OG0011166	Pocillopora_meandrina_HIv1___TS.g12605.t1	Peve_00000664
OG0011167	Pocillopora_meandrina_HIv1___TS.g8856.t1b	Peve_00002505
OG0011168	Pocillopora_meandrina_HIv1___RNAseq.g22836.t1	Peve_00009614
OG0011169	Pocillopora_meandrina_HIv1___TS.g27599.t1	Peve_00009610
OG0011170	Pocillopora_meandrina_HIv1___RNAseq.g22831.t1	Peve_00009609
OG0011171	Pocillopora_meandrina_HIv1___RNAseq.1985_t	Peve_00009606
OG0011172	Pocillopora_meandrina_HIv1___RNAseq.g22828.t1	Peve_00009605
OG0011173	Pocillopora_meandrina_HIv1___RNAseq.g22823.t1	Peve_00009599
OG0011174	Pocillopora_meandrina_HIv1___RNAseq.g22644.t1	Peve_00014816
OG0011175	Pocillopora_meandrina_HIv1___RNAseq.g22648.t1	Peve_00034300
OG0011176	Pocillopora_meandrina_HIv1___RNAseq.g22649.t1	Peve_00011746
OG0011177	Pocillopora_meandrina_HIv1___RNAseq.g22650.t1	Peve_00011744
OG0011178	Pocillopora_meandrina_HIv1___RNAseq.g22651.t1c	Peve_00011745
OG0011179	Pocillopora_meandrina_HIv1___RNAseq.g22651.t1a	Peve_00021244
OG0011180	Pocillopora_meandrina_HIv1___TS.g27417.t2	Peve_00014814
OG0011181	Pocillopora_meandrina_HIv1___RNAseq.g22820.t1	Peve_00015334
OG0011182	Pocillopora_meandrina_HIv1___RNAseq.g22817.t1	Peve_00037306
OG0011183	Pocillopora_meandrina_HIv1___RNAseq.g22816.t2	Peve_00037305
OG0011184	Pocillopora_meandrina_HIv1___RNAseq.g22815.t1	Peve_00037298
OG0011185	Pocillopora_meandrina_HIv1___RNAseq.g22814.t1	Peve_00037299
OG0011186	Pocillopora_meandrina_HIv1___RNAseq.g22813.t2	Peve_00037300
OG0011187	Pocillopora_meandrina_HIv1___RNAseq.g22812.t1	Peve_00037302
OG0011188	Pocillopora_meandrina_HIv1___RNAseq.g22811.t1	Peve_00037303
OG0011189	Pocillopora_meandrina_HIv1___RNAseq.1965_t	Peve_00037295
OG0011190	Pocillopora_meandrina_HIv1___RNAseq.g22518.t4	Peve_00013878
OG0011191	Pocillopora_meandrina_HIv1___RNAseq.g22517.t1	Peve_00013879
OG0011192	Pocillopora_meandrina_HIv1___RNAseq.g22516.t1	Peve_00024063
OG0011193	Pocillopora_meandrina_HIv1___RNAseq.g22515.t1	Peve_00024062
OG0011194	Pocillopora_meandrina_HIv1___RNAseq.g22807.t1	Peve_00037308
OG0011195	Pocillopora_meandrina_HIv1___RNAseq.g22808.t1	Peve_00037309
OG0011196	Pocillopora_meandrina_HIv1___RNAseq.1964_t	Peve_00037310
OG0011197	Pocillopora_meandrina_HIv1___RNAseq.g22640.t1	Peve_00013882
OG0011198	Pocillopora_meandrina_HIv1___RNAseq.g22642.t1	Peve_00034842
OG0011199	Pocillopora_meandrina_HIv1___RNAseq.g22638.t1	Peve_00013880
OG0011200	Pocillopora_meandrina_HIv1___RNAseq.g22637.t1	Peve_00025868
OG0011201	Pocillopora_meandrina_HIv1___RNAseq.g22635.t1	Peve_00015333
OG0011202	Pocillopora_meandrina_HIv1___RNAseq.g22632.t1	Peve_00031996
OG0011203	Pocillopora_meandrina_HIv1___RNAseq.g22630.t1	Peve_00024077
OG0011204	Pocillopora_meandrina_HIv1___RNAseq.g22628.t1	Peve_00032002
OG0011205	Pocillopora_meandrina_HIv1___RNAseq.g22623.t1	Peve_00029595
OG0011206	Pocillopora_meandrina_HIv1___RNAseq.g22618.t1	Peve_00044380
OG0011207	Pocillopora_meandrina_HIv1___RNAseq.g22617.t1	Peve_00044379
OG0011208	Pocillopora_meandrina_HIv1___RNAseq.g22616.t1	Peve_00044378
OG0011209	Pocillopora_meandrina_HIv1___RNAseq.g22609.t1	Peve_00040829
OG0011210	Pocillopora_meandrina_HIv1___RNAseq.g22608.t1	Peve_00040836
OG0011211	Pocillopora_meandrina_HIv1___RNAseq.g22607.t1	Peve_00040838
OG0011212	Pocillopora_meandrina_HIv1___RNAseq.g22603.t1	Peve_00036006
OG0011213	Pocillopora_meandrina_HIv1___RNAseq.g22597.t1	Peve_00036000
OG0011214	Pocillopora_meandrina_HIv1___RNAseq.g22596.t1	Peve_00035999
OG0011215	Pocillopora_meandrina_HIv1___RNAseq.g22595.t1	Peve_00035998
OG0011216	Pocillopora_meandrina_HIv1___RNAseq.g22594.t1	Peve_00035997
OG0011217	Pocillopora_meandrina_HIv1___RNAseq.g22593.t1	Peve_00035995
OG0011218	Pocillopora_meandrina_HIv1___RNAseq.g22700.t1	Peve_00009693
OG0011219	Pocillopora_meandrina_HIv1___RNAseq.g22697.t1	Peve_00035991
OG0011220	Pocillopora_meandrina_HIv1___RNAseq.g22696.t1	Peve_00035992
OG0011221	Pocillopora_meandrina_HIv1___RNAseq.g22695.t1	Peve_00035993
OG0011222	Pocillopora_meandrina_HIv1___RNAseq.g22694.t1	Peve_00035994
OG0011223	Pocillopora_meandrina_HIv1___RNAseq.g22702.t1	Peve_00009691
OG0011224	Pocillopora_meandrina_HIv1___RNAseq.g22705.t1	Peve_00009698
OG0011225	Pocillopora_meandrina_HIv1___RNAseq.g22708.t1	Peve_00009686
OG0011226	Pocillopora_meandrina_HIv1___RNAseq.1861_t	Peve_00027631
OG0011227	Pocillopora_meandrina_HIv1___RNAseq.g22712.t1	Peve_00037170
OG0011229	Pocillopora_meandrina_HIv1___TS.g27480.t1	Peve_00001492
OG0011230	Pocillopora_meandrina_HIv1___RNAseq.g22720.t1	Peve_00001487
OG0011231	Pocillopora_meandrina_HIv1___RNAseq.g22722.t1	Peve_00001488
OG0011232	Pocillopora_meandrina_HIv1___RNAseq.g22723.t1	Peve_00001489
OG0011233	Pocillopora_meandrina_HIv1___RNAseq.g22725.t1	Peve_00011851
OG0011234	Pocillopora_meandrina_HIv1___TS.g27493.t1	Peve_00011858
OG0011235	Pocillopora_meandrina_HIv1___RNAseq.g22732.t1	Peve_00031716
OG0011236	Pocillopora_meandrina_HIv1___RNAseq.g22733.t1b	Peve_00030566
OG0011237	Pocillopora_meandrina_HIv1___RNAseq.g22735.t1	Peve_00024866
OG0011238	Pocillopora_meandrina_HIv1___RNAseq.g22738.t1	Peve_00010086
OG0011239	Pocillopora_meandrina_HIv1___RNAseq.g22739.t1	Peve_00010088
OG0011240	Pocillopora_meandrina_HIv1___RNAseq.g22743.t1	Peve_00034546
OG0011241	Pocillopora_meandrina_HIv1___RNAseq.g22747.t1	Peve_00028207
OG0011242	Pocillopora_meandrina_HIv1___RNAseq.g22748.t1	Peve_00028206
OG0011243	Pocillopora_meandrina_HIv1___RNAseq.g22749.t1	Peve_00034548
OG0011244	Pocillopora_meandrina_HIv1___RNAseq.g22752.t1	Peve_00001902
OG0011245	Pocillopora_meandrina_HIv1___RNAseq.g22772.t1	Peve_00002397
OG0011246	Pocillopora_meandrina_HIv1___RNAseq.g22765.t1	Peve_00002391
OG0011247	Pocillopora_meandrina_HIv1___RNAseq.g22764.t1	Peve_00002424
OG0011248	Pocillopora_meandrina_HIv1___TS.g27529.t1	Peve_00027567
OG0011249	Pocillopora_meandrina_HIv1___TS.g27528.t1	Peve_00027568
OG0011250	Pocillopora_meandrina_HIv1___RNAseq.g22758.t1	Peve_00001898
OG0011251	Pocillopora_meandrina_HIv1___RNAseq.1913_t	Peve_00001904
OG0011252	Pocillopora_meandrina_HIv1___RNAseq.g22756.t1	Peve_00001903
OG0011253	Pocillopora_meandrina_HIv1___RNAseq.g22773.t1	Peve_00002400
OG0011255	Pocillopora_meandrina_HIv1___RNAseq.g22778.t1	Peve_00002408
OG0011256	Pocillopora_meandrina_HIv1___RNAseq.g22779.t1	Peve_00002409
OG0011257	Pocillopora_meandrina_HIv1___RNAseq.g22780.t1	Peve_00002410
OG0011258	Pocillopora_meandrina_HIv1___RNAseq.g22781.t1	Peve_00002411
OG0011259	Pocillopora_meandrina_HIv1___TS.g27550.t1	Peve_00002412
OG0011260	Pocillopora_meandrina_HIv1___TS.g27554.t1	Peve_00002415
OG0011261	Pocillopora_meandrina_HIv1___RNAseq.g22788.t1	Peve_00002419
OG0011262	Pocillopora_meandrina_HIv1___RNAseq.g22789.t1	Peve_00002420
OG0011263	Pocillopora_meandrina_HIv1___RNAseq.g22790.t1	Peve_00002421
OG0011264	Pocillopora_meandrina_HIv1___RNAseq.g22791.t1	Peve_00002422
OG0011265	Pocillopora_meandrina_HIv1___RNAseq.g22792.t1	Peve_00002423
OG0011266	Pocillopora_meandrina_HIv1___RNAseq.g22796.t1	Peve_00002428
OG0011267	Pocillopora_meandrina_HIv1___RNAseq.g22797.t1	Peve_00002429
OG0011268	Pocillopora_meandrina_HIv1___RNAseq.g22798.t1	Peve_00002430
OG0011269	Pocillopora_meandrina_HIv1___RNAseq.g22799.t1	Peve_00002431
OG0011270	Pocillopora_meandrina_HIv1___RNAseq.g22800.t1	Peve_00002386
OG0011271	Pocillopora_meandrina_HIv1___TS.g27455.t1	Peve_00002387
OG0011272	Pocillopora_meandrina_HIv1___TS.g27454.t2	Peve_00002388
OG0011273	Pocillopora_meandrina_HIv1___RNAseq.g22685.t1	Peve_00007619
OG0011274	Pocillopora_meandrina_HIv1___RNAseq.g22683.t1	Peve_00007591
OG0011275	Pocillopora_meandrina_HIv1___TS.g27445.t1	Peve_00007592
OG0011276	Pocillopora_meandrina_HIv1___RNAseq.g22584.t1	Peve_00014507
OG0011277	Pocillopora_meandrina_HIv1___TS.g27346.t1	Peve_00014508
OG0011278	Pocillopora_meandrina_HIv1___RNAseq.g22582.t1	Peve_00014509
OG0011279	Pocillopora_meandrina_HIv1___RNAseq.g22581.t2	Peve_00014510
OG0011280	Pocillopora_meandrina_HIv1___RNAseq.g22661.t1	Peve_00032454
OG0011282	Pocillopora_meandrina_HIv1___RNAseq.g22671.t1	Peve_00040976
OG0011284	Pocillopora_meandrina_HIv1___TS.g27436.t1a	Peve_00040977
OG0011285	Pocillopora_meandrina_HIv1___RNAseq.g22674.t1	Peve_00030804
OG0011286	Pocillopora_meandrina_HIv1___RNAseq.g22675.t1	Peve_00030803
OG0011287	Pocillopora_meandrina_HIv1___TS.g27442.t1	Peve_00013037
OG0011288	Pocillopora_meandrina_HIv1___RNAseq.g22680.t1	Peve_00013033
OG0011289	Pocillopora_meandrina_HIv1___RNAseq.g22586.t1	Peve_00004255
OG0011290	Pocillopora_meandrina_HIv1___RNAseq.g22587.t1	Peve_00004252
OG0011291	Pocillopora_meandrina_HIv1___RNAseq.g22590.t1	Peve_00004258
OG0011292	Pocillopora_meandrina_HIv1___RNAseq.g22822.t1	Peve_00004249
OG0011293	Pocillopora_meandrina_HIv1___RNAseq.g22821.t1	Peve_00028116
OG0011294	Pocillopora_meandrina_HIv1___RNAseq.g22555.t1	Peve_00006835
OG0011295	Pocillopora_meandrina_HIv1___RNAseq.g22536.t1	Peve_00021211
OG0011296	Pocillopora_meandrina_HIv1___RNAseq.g22535.t1	Peve_00021212
OG0011297	Pocillopora_meandrina_HIv1___RNAseq.g22534.t1	Peve_00021213
OG0011298	Pocillopora_meandrina_HIv1___RNAseq.g22533.t1	Peve_00021214
OG0011299	Pocillopora_meandrina_HIv1___RNAseq.g22531.t1	Peve_00004188
OG0011300	Pocillopora_meandrina_HIv1___TS.g27294.t1	Peve_00004185
OG0011301	Pocillopora_meandrina_HIv1___RNAseq.g22528.t1	Peve_00028586
OG0011302	Pocillopora_meandrina_HIv1___RNAseq.g22527.t1	Peve_00028587
OG0011303	Pocillopora_meandrina_HIv1___RNAseq.g22526.t1	Peve_00023481
OG0011304	Pocillopora_meandrina_HIv1___RNAseq.g22525.t1	Peve_00023482
OG0011305	Pocillopora_meandrina_HIv1___RNAseq.g22503.t1	Peve_00006840
OG0011306	Pocillopora_meandrina_HIv1___RNAseq.g22497.t1	Peve_00006846
OG0011307	Pocillopora_meandrina_HIv1___RNAseq.g22496.t1	Peve_00006848
OG0011308	Pocillopora_meandrina_HIv1___RNAseq.g22493.t1	Peve_00009492
OG0011309	Pocillopora_meandrina_HIv1___RNAseq.g22492.t1	Peve_00009517
OG0011310	Pocillopora_meandrina_HIv1___RNAseq.g22491.t1	Peve_00009505
OG0011311	Pocillopora_meandrina_HIv1___RNAseq.g22490.t1	Peve_00009500
OG0011312	Pocillopora_meandrina_HIv1___RNAseq.g22489.t1	Peve_00009496
OG0011313	Pocillopora_meandrina_HIv1___TS.g27252.t1	Peve_00010437
OG0011314	Pocillopora_meandrina_HIv1___RNAseq.g22485.t1	Peve_00010436
OG0011315	Pocillopora_meandrina_HIv1___RNAseq.1641_t	Peve_00010435
OG0011316	Pocillopora_meandrina_HIv1___RNAseq.g22482.t1	Peve_00010434
OG0011317	Pocillopora_meandrina_HIv1___TS.g27242.t1	Peve_00010439
OG0011318	Pocillopora_meandrina_HIv1___RNAseq.g22474.t1	Peve_00027516
OG0011319	Pocillopora_meandrina_HIv1___RNAseq.g22472.t1	Peve_00036169
OG0011320	Pocillopora_meandrina_HIv1___RNAseq.g22471.t2	Peve_00007238
OG0011321	Pocillopora_meandrina_HIv1___TS.g27235.t1	Peve_00007241
OG0011322	Pocillopora_meandrina_HIv1___RNAseq.g22469.t1	Peve_00007244
OG0011323	Pocillopora_meandrina_HIv1___RNAseq.g22468.t1	Peve_00007239
OG0011325	Pocillopora_meandrina_HIv1___TS.g27214.t1	Peve_00016985
OG0011326	Pocillopora_meandrina_HIv1___TS.g27211.t1c	Peve_00039159
OG0011327	Pocillopora_meandrina_HIv1___RNAseq.g22445.t1	Peve_00039160
OG0011328	Pocillopora_meandrina_HIv1___RNAseq.g22443.t1	Peve_00039152
OG0011329	Pocillopora_meandrina_HIv1___RNAseq.g22442.t1	Peve_00039153
OG0011330	Pocillopora_meandrina_HIv1___RNAseq.g22441.t1	Peve_00039154
OG0011331	Pocillopora_meandrina_HIv1___RNAseq.g22434.t1	Peve_00000342
OG0011332	Pocillopora_meandrina_HIv1___RNAseq.g25733.t1	Peve_00000344
OG0011334	Pocillopora_meandrina_HIv1___RNAseq.g22567.t1	Peve_00014608
OG0011335	Pocillopora_meandrina_HIv1___RNAseq.g22566.t1	Peve_00014607
OG0011336	Pocillopora_meandrina_HIv1___RNAseq.g22562.t1	Peve_00014601
OG0011337	Pocillopora_meandrina_HIv1___RNAseq.g22561.t1	Peve_00014600
OG0011339	Pocillopora_meandrina_HIv1___RNAseq.g22511.t1	Peve_00014593
OG0011341	Pocillopora_meandrina_HIv1___RNAseq.g22512.t1b	Peve_00001847
OG0011342	Pocillopora_meandrina_HIv1___RNAseq.g22513.t1	Peve_00001877
OG0011343	Pocillopora_meandrina_HIv1___RNAseq.g22431.t1	Peve_00001852
OG0011344	Pocillopora_meandrina_HIv1___RNAseq.g22427.t1	Peve_00026741
OG0011345	Pocillopora_meandrina_HIv1___RNAseq.g22415.t1	Peve_00010345
OG0011346	Pocillopora_meandrina_HIv1___RNAseq.g22413.t1	Peve_00010343
OG0011347	Pocillopora_meandrina_HIv1___RNAseq.g22412.t1	Peve_00010342
OG0011348	Pocillopora_meandrina_HIv1___RNAseq.g22410.t1	Peve_00010347
OG0011349	Pocillopora_meandrina_HIv1___RNAseq.g22409.t1	Peve_00010344
OG0011350	Pocillopora_meandrina_HIv1___RNAseq.g22408.t1	Peve_00023295
OG0011351	Pocillopora_meandrina_HIv1___RNAseq.g22406.t1	Peve_00023296
OG0011352	Pocillopora_meandrina_HIv1___RNAseq.g22403.t1	Peve_00022208
OG0011353	Pocillopora_meandrina_HIv1___RNAseq.g22401.t1	Peve_00037111
OG0011354	Pocillopora_meandrina_HIv1___RNAseq.g22400.t1	Peve_00038796
OG0011355	Pocillopora_meandrina_HIv1___RNAseq.g22399.t1	Peve_00038836
OG0011356	Pocillopora_meandrina_HIv1___RNAseq.g22396.t1	Peve_00038833
OG0011358	Pocillopora_meandrina_HIv1___RNAseq.g22391.t1	Peve_00028529
OG0011359	Pocillopora_meandrina_HIv1___RNAseq.g22389.t1	Peve_00038815
OG0011360	Pocillopora_meandrina_HIv1___RNAseq.g22384.t1	Peve_00038811
OG0011361	Pocillopora_meandrina_HIv1___RNAseq.g22383.t1	Peve_00038810
OG0011362	Pocillopora_meandrina_HIv1___RNAseq.g22381.t1	Peve_00038794
OG0011363	Pocillopora_meandrina_HIv1___RNAseq.g22380.t1b	Peve_00038812
OG0011364	Pocillopora_meandrina_HIv1___TS.g27144.t2	Peve_00038807
OG0011365	Pocillopora_meandrina_HIv1___RNAseq.g22371.t1	Peve_00038800
OG0011366	Pocillopora_meandrina_HIv1___RNAseq.g22372.t1	Peve_00024574
OG0011367	Pocillopora_meandrina_HIv1___RNAseq.g22374.t1	Peve_00024576
OG0011368	Pocillopora_meandrina_HIv1___RNAseq.1526_t	Peve_00024577
OG0011370	Pocillopora_meandrina_HIv1___RNAseq.g22366.t1	Peve_00016002
OG0011371	Pocillopora_meandrina_HIv1___RNAseq.g21040.t1	Peve_00012978
OG0011372	Pocillopora_meandrina_HIv1___RNAseq.g21041.t1	Peve_00012983
OG0011373	Pocillopora_meandrina_HIv1___TS.g25792.t1	Peve_00012979
OG0011374	Pocillopora_meandrina_HIv1___RNAseq.g21043.t2a	Peve_00012980
OG0011375	Pocillopora_meandrina_HIv1___RNAseq.g21044.t1	Peve_00012982
OG0011376	Pocillopora_meandrina_HIv1___RNAseq.g21045.t1	Peve_00013646
OG0011377	Pocillopora_meandrina_HIv1___RNAseq.g21046.t1	Peve_00013644
OG0011379	Pocillopora_meandrina_HIv1___RNAseq.g21048.t1	Peve_00013641
OG0011380	Pocillopora_meandrina_HIv1___RNAseq.g21049.t1	Peve_00013648
OG0011381	Pocillopora_meandrina_HIv1___RNAseq.g21054.t1	Peve_00013645
OG0011382	Pocillopora_meandrina_HIv1___RNAseq.g21057.t1	Peve_00032212
OG0011383	Pocillopora_meandrina_HIv1___RNAseq.g21064.t1	Peve_00003550
OG0011384	Pocillopora_meandrina_HIv1___RNAseq.g21108.t1	Peve_00003549
OG0011385	Pocillopora_meandrina_HIv1___RNAseq.g21106.t1	Peve_00003548
OG0011386	Pocillopora_meandrina_HIv1___RNAseq.g21105.t1	Peve_00003547
OG0011387	Pocillopora_meandrina_HIv1___RNAseq.g21104.t1	Peve_00003546
OG0011388	Pocillopora_meandrina_HIv1___RNAseq.g21066.t1	Peve_00003543
OG0011389	Pocillopora_meandrina_HIv1___RNAseq.g21068.t1	Peve_00003541
OG0011390	Pocillopora_meandrina_HIv1___RNAseq.g21069.t1	Peve_00003540
OG0011391	Pocillopora_meandrina_HIv1___RNAseq.g21071.t1	Peve_00003537
OG0011392	Pocillopora_meandrina_HIv1___RNAseq.g21072.t1	Peve_00003536
OG0011393	Pocillopora_meandrina_HIv1___RNAseq.g21073.t1	Peve_00003535
OG0011394	Pocillopora_meandrina_HIv1___RNAseq.g21074.t1	Peve_00003534
OG0011395	Pocillopora_meandrina_HIv1___RNAseq.g21075.t1	Peve_00003532
OG0011396	Pocillopora_meandrina_HIv1___RNAseq.g21076.t1	Peve_00003531
OG0011397	Pocillopora_meandrina_HIv1___RNAseq.g21080.t1	Peve_00022028
OG0011398	Pocillopora_meandrina_HIv1___RNAseq.g21081.t1	Peve_00006268
OG0011399	Pocillopora_meandrina_HIv1___RNAseq.g21082.t1	Peve_00006270
OG0011400	Pocillopora_meandrina_HIv1___RNAseq.g21084.t1	Peve_00006272
OG0011401	Pocillopora_meandrina_HIv1___RNAseq.g21089.t1	Peve_00037145
OG0011402	Pocillopora_meandrina_HIv1___RNAseq.g21090.t2	Peve_00037144
OG0011403	Pocillopora_meandrina_HIv1___RNAseq.g21094.t1	Peve_00037139
OG0011404	Pocillopora_meandrina_HIv1___RNAseq.g21096.t2	Peve_00037138
OG0011405	Pocillopora_meandrina_HIv1___RNAseq.g21097.t1	Peve_00037136
OG0011406	Pocillopora_meandrina_HIv1___RNAseq.g21098.t1	Peve_00037149
OG0011407	Pocillopora_meandrina_HIv1___RNAseq.g21099.t1	Peve_00037148
OG0011408	Pocillopora_meandrina_HIv1___RNAseq.g21100.t1	Peve_00037147
OG0011409	Pocillopora_meandrina_HIv1___RNAseq.g21101.t1	Peve_00037135
OG0011410	Pocillopora_meandrina_HIv1___RNAseq.g21115.t1	Peve_00024855
OG0011411	Pocillopora_meandrina_HIv1___RNAseq.g21116.t1	Peve_00006235
OG0011412	Pocillopora_meandrina_HIv1___RNAseq.g21117.t1	Peve_00006243
OG0011413	Pocillopora_meandrina_HIv1___RNAseq.g21118.t1	Peve_00006245
OG0011414	Pocillopora_meandrina_HIv1___RNAseq.g21119.t1	Peve_00006246
OG0011415	Pocillopora_meandrina_HIv1___RNAseq.g21121.t1	Peve_00006248
