,source,target,region,Alignment,energy,total_bp_shared,query_similar,subject_similar,PCC.cor,PCC_magnitude,PCC_direction,p_value,interaction_support
291,peve-mir-novel-8,Peve_00045195,CDS,Peve_00045195;2 20;5199 5225,-20.07,23,65.22%,73.91%,-0.999995246146368,0.999995246146368,-1,0.0019629904910923,predicted binding + coexpression
292,peve-mir-novel-2,Peve_00001538,CDS,Peve_00001538;2 20;4032 4053,-23.55,18,72.22%,77.78%,-0.999928007864221,0.999928007864221,-1,0.00763906587701203,predicted binding + coexpression
293,peve-mir-novel-2,Peve_00001529,CDS,Peve_00001529;2 12;4073 4094,-23.55,10,100.00%,100.00%,-0.999983125832285,0.999983125832285,-1,0.00369834065949377,predicted binding + coexpression
294,peve-mir-novel-2,Peve_00001905,CDS,Peve_00001905;2 14;2581 2603,-21.08,13,76.92%,92.31%,-0.999880668455908,0.999880668455908,-1,0.0098350612688182,predicted binding + coexpression
295,peve-mir-novel-2,Peve_00001787,CDS,Peve_00001787;2 12;17895 17916,-23.55,10,100.00%,100.00%,-0.999947166297972,0.999947166297972,-1,0.00654413958551676,predicted binding + coexpression
296,peve-mir-novel-2,Peve_00003439,CDS,Peve_00003439;2 18;8296 8317,-23.5,16,68.75%,93.75%,-0.999980738177473,0.999980738177473,-1,0.00395134096014511,predicted binding + coexpression
297,peve-mir-novel-2,Peve_00003922,CDS,Peve_00003922;2 21;19453 19478,-20.51,23,65.22%,69.57%,-0.999972698911671,0.999972698911671,-1,0.00470420337225242,predicted binding + coexpression
298,peve-mir-novel-2,Peve_00000003,CDS,Peve_00000003;2 20;1386 1408,-22.32,19,68.42%,84.21%,0.999999238634054,0.999999238634054,1,0.000785582630254667,predicted binding + coexpression
299,peve-mir-novel-2,Peve_00009118,CDS,Peve_00009118;2 21;15044 15064,-23.1,19,68.42%,84.21%,-0.999996395310917,0.999996395310917,-1,0.00170934276007991,predicted binding + coexpression
300,peve-mir-novel-2,Peve_00010793,CDS,Peve_00010793;2 21;31802 31823,-21.28,19,63.16%,68.42%,-0.999994709169113,0.999994709169113,-1,0.0020708910558741,predicted binding + coexpression
301,peve-mir-novel-2,Peve_00012952,CDS,Peve_00012952;2 16;24286 24312,-21.15,19,73.68%,73.68%,0.9999039238855,0.9999039238855,1,0.0088248292997023,predicted binding + coexpression
302,peve-mir-novel-2,Peve_00018779,CDS,Peve_00018779;2 20;6396 6417,-22.58,18,72.22%,83.33%,-0.999955310845228,0.999955310845228,-1,0.00601863225853882,predicted binding + coexpression
303,peve-mir-novel-2,Peve_00020426,CDS,Peve_00020426;2 12;14533 14554,-23.55,10,100.00%,100.00%,-0.999957293079344,0.999957293079344,-1,0.00588363598503261,predicted binding + coexpression
304,peve-mir-novel-2,Peve_00023009,CDS,Peve_00023009;2 21;23274 23294,-21.52,19,68.42%,84.21%,-0.999888189689019,0.999888189689019,-1,0.00952006897884497,predicted binding + coexpression
305,peve-mir-novel-2,Peve_00023658,CDS,Peve_00023658;2 20;11813 11836,-26.02,20,75.00%,80.00%,-0.999935069797174,0.999935069797174,-1,0.00725472326117394,predicted binding + coexpression
306,peve-mir-novel-2,Peve_00024022,CDS,Peve_00024022;2 21;1967 1989,-26.24,21,80.95%,80.95%,-0.999959954319607,0.999959954319607,-1,0.00569736979190693,predicted binding + coexpression
307,peve-mir-novel-2,Peve_00024196,CDS,Peve_00024196;2 21;11578 11600,-23.62,20,65.00%,85.00%,-0.999884477330218,0.999884477330218,-1,0.00967682551674024,predicted binding + coexpression
308,peve-mir-novel-2,Peve_00027784,CDS,Peve_00027784;2 20;74 96,-24.35,19,73.68%,84.21%,-0.999886982142555,0.999886982142555,-1,0.00957134004917052,predicted binding + coexpression
309,peve-mir-novel-2,Peve_00031069,CDS,Peve_00031069;2 21;609 628,-26.73,19,84.21%,89.47%,-0.999998494006473,0.999998494006473,-1,0.00110485866962805,predicted binding + coexpression
310,peve-mir-novel-2,Peve_00035839,CDS,Peve_00035839;2 16;8701 8722,-20.38,14,71.43%,85.71%,-0.999999999503679,0.999999999503679,-1,2.00574810710951e-05,predicted binding + coexpression
311,peve-mir-novel-2,Peve_00037143,CDS,Peve_00037143;2 21;8354 8374,-23.26,19,73.68%,78.95%,-0.999906073477919,0.999906073477919,-1,0.00872554657337131,predicted binding + coexpression
312,peve-mir-novel-2,Peve_00038545,CDS,Peve_00038545;2 16;34333 34354,-21.64,14,78.57%,85.71%,-0.999984274571916,0.999984274571916,-1,0.00357023602887492,predicted binding + coexpression
313,peve-mir-novel-2,Peve_00038545,CDS,Peve_00038545;2 16;41141 41162,-21.64,14,78.57%,85.71%,-0.999984274571916,0.999984274571916,-1,0.00357023602887492,predicted binding + coexpression
314,peve-mir-novel-2,Peve_00036987,CDS,Peve_00036987;2 21;773 796,-30.53,21,80.95%,85.71%,-0.999964196617774,0.999964196617774,-1,0.00538714225743854,predicted binding + coexpression
315,peve-mir-novel-2,Peve_00042902,CDS,Peve_00042902;2 17;12383 12404,-20.02,15,73.33%,86.67%,-0.999894247471614,0.999894247471614,-1,0.00925857881553049,predicted binding + coexpression
316,peve-mir-novel-2,Peve_00042937,CDS,Peve_00042937;2 14;8489 8510,-21.52,12,83.33%,91.67%,-0.999999785578752,0.999999785578752,-1,0.000416897257778453,predicted binding + coexpression
317,peve-mir-novel-2,Peve_00042937,CDS,Peve_00042937;2 12;15265 15286,-21.82,10,100.00%,100.00%,-0.999999785578752,0.999999785578752,-1,0.000416897257778453,predicted binding + coexpression
318,peve-mir-novel-2,Peve_00043039,CDS,Peve_00043039;2 12;62406 62427,-20.02,10,90.00%,100.00%,-0.999975784536428,0.999975784536428,-1,0.00443039441481932,predicted binding + coexpression
319,peve-mir-novel-3,Peve_00004847,CDS,Peve_00004847;2 21;6267 6287,-20.66,19,68.42%,73.68%,0.999938723829808,0.999938723829808,1,0.00704763080771654,predicted binding + coexpression
320,peve-mir-novel-3,Peve_00012067,CDS,Peve_00012067;2 20;1751 1774,-22.39,20,75.00%,75.00%,0.999880217269511,0.999880217269511,1,0.00985363702675541,predicted binding + coexpression
321,peve-mir-novel-3,Peve_00018006,CDS,Peve_00018006;2 21;7676 7695,-22.91,19,68.42%,78.95%,0.999947127706681,0.999947127706681,1,0.00654652918637522,predicted binding + coexpression
322,peve-mir-novel-3,Peve_00019270,CDS,Peve_00019270;2 21;4515 4536,-44.77,19,100.00%,100.00%,0.999970454473499,0.999970454473499,1,0.00489375312637141,predicted binding + coexpression
323,peve-mir-novel-3,Peve_00020859,CDS,Peve_00020859;2 18;17535 17556,-20.61,16,68.75%,68.75%,0.99991937319529,0.99991937319529,1,0.00808421329013364,predicted binding + coexpression
324,peve-mir-novel-3,Peve_00020888,CDS,Peve_00020888;2 21;7593 7621,-20.98,26,61.54%,61.54%,0.999984936983132,0.999984936983132,1,0.0034942312800772,predicted binding + coexpression
325,peve-mir-novel-3,Peve_00034383,CDS,Peve_00034383;2 19;1299 1322,-20.76,19,73.68%,78.95%,-0.999988382607111,0.999988382607111,-1,0.00306866782499649,predicted binding + coexpression
326,peve-mir-novel-3,Peve_00035917,CDS,Peve_00035917;2 20;1614 1637,-21.21,20,75.00%,75.00%,0.999981018293529,0.999981018293529,1,0.00392250435471787,predicted binding + coexpression
327,peve-mir-novel-3,Peve_00036254,CDS,Peve_00036254;2 21;17798 17821,-22.92,21,76.19%,76.19%,0.999880035047393,0.999880035047393,1,0.00986112935939381,predicted binding + coexpression
328,peve-mir-novel-3,Peve_00038764,CDS,Peve_00038764;2 21;17511 17534,-25.28,21,76.19%,80.95%,0.999984165927141,0.999984165927141,1,0.00358254796236332,predicted binding + coexpression
329,peve-mir-novel-3,Peve_00038927,CDS,Peve_00038927;2 21;18204 18225,-20.95,19,63.16%,73.68%,0.999994129428633,0.999994129428633,1,0.00218140105711895,predicted binding + coexpression
330,peve-mir-novel-3,Peve_00038927,CDS,Peve_00038927;2 21;21996 22017,-20.95,19,63.16%,73.68%,0.999994129428633,0.999994129428633,1,0.00218140105711895,predicted binding + coexpression
331,peve-mir-novel-3,Peve_00039588,CDS,Peve_00039588;2 21;33361 33386,-24.38,23,73.91%,78.26%,0.999983457432514,0.999983457432514,1,0.0036618215569645,predicted binding + coexpression
332,peve-mir-novel-3,Peve_00040912,CDS,Peve_00040912;2 21;5226 5247,-22.4,19,84.21%,84.21%,-0.999920563539171,0.999920563539171,-1,0.00802431444871135,predicted binding + coexpression
333,peve-mir-novel-3,Peve_00042649,CDS,Peve_00042649;2 21;129 151,-25.28,20,70.00%,75.00%,0.999999352596528,0.999999352596528,1,0.000724407029937386,predicted binding + coexpression
334,peve-mir-novel-3,Peve_00042940,CDS,Peve_00042940;2 21;22514 22536,-28.05,20,85.00%,85.00%,0.999893013165731,0.999893013165731,1,0.00931245444676547,predicted binding + coexpression
335,peve-mir-novel-3,Peve_00043455,CDS,Peve_00043455;2 21;16364 16385,-20.7,19,63.16%,68.42%,0.999999734253511,0.999999734253511,1,0.000464118519054011,predicted binding + coexpression
336,peve-mir-novel-28,Peve_00025441,5UTR,Peve_00025441;2 17;882 904,-20.08,16,75.00%,75.00%,0.999999242056246,0.999999242056246,1,0.00078381512101461,predicted binding + coexpression
337,peve-mir-novel-28,Peve_00025440,5UTR,Peve_00025440;2 17;882 904,-20.08,16,75.00%,75.00%,0.999990991243872,0.999990991243872,1,0.00270226453852998,predicted binding + coexpression
338,peve-mir-novel-31,Peve_00023991,5UTR,Peve_00023991;2 18;538 560,-22.38,17,82.35%,82.35%,0.999999420671888,0.999999420671888,1,0.000685263252555419,predicted binding + coexpression
339,peve-mir-novel-31,Peve_00030840,5UTR,Peve_00030840;2 21;619 643,-22.1,22,63.64%,72.73%,0.999931466060162,0.999931466060162,1,0.00745333172287407,predicted binding + coexpression
340,peve-mir-100,Peve_00001485,5UTR,Peve_00001485;2 16;285 306,-21.98,14,78.57%,85.71%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
341,peve-mir-100,Peve_00001544,5UTR,Peve_00001544;2 21;464 484,-23.08,19,63.16%,84.21%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
342,peve-mir-100,Peve_00003269,5UTR,Peve_00003269;2 21;46 69,-21.09,21,66.67%,76.19%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
343,peve-mir-100,Peve_00005255,5UTR,Peve_00005255;2 19;455 476,-25.11,17,64.71%,76.47%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
344,peve-mir-100,Peve_00005406,5UTR,Peve_00005406;2 21;126 148,-20.88,20,65.00%,70.00%,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
345,peve-mir-100,Peve_00007142,5UTR,Peve_00007142;2 18;665 687,-22.04,17,76.47%,82.35%,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
346,peve-mir-100,Peve_00007689,5UTR,Peve_00007689;2 19;312 333,-25.62,17,64.71%,76.47%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
347,peve-mir-100,Peve_00010286,5UTR,Peve_00010286;2 16;104 124,-20.95,14,85.71%,85.71%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
348,peve-mir-100,Peve_00014260,5UTR,Peve_00014260;2 21;696 718,-23.98,20,75.00%,75.00%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
349,peve-mir-100,Peve_00015576,5UTR,Peve_00015576;2 13;745 766,-23.21,11,90.91%,90.91%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
350,peve-mir-100,Peve_00016445,5UTR,Peve_00016445;2 17;332 359,-23.75,21,61.90%,71.43%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
351,peve-mir-100,Peve_00017626,5UTR,Peve_00017626;2 13;859 880,-21.59,11,81.82%,81.82%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
352,peve-mir-100,Peve_00018177,5UTR,Peve_00018177;2 19;16 35,-24.56,17,76.47%,76.47%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
353,peve-mir-100,Peve_00018177,5UTR,Peve_00018177;2 19;246 265,-24.56,17,76.47%,76.47%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
354,peve-mir-100,Peve_00021333,5UTR,Peve_00021333;2 21;389 410,-25.15,19,68.42%,78.95%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
355,peve-mir-100,Peve_00021330,5UTR,Peve_00021330;2 21;392 413,-24.35,19,63.16%,78.95%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
356,peve-mir-100,Peve_00021718,5UTR,Peve_00021718;2 21;817 838,-22.08,19,57.89%,68.42%,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
357,peve-mir-100,Peve_00021718,5UTR,Peve_00021718;2 21;693 718,-24.73,23,60.87%,73.91%,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
358,peve-mir-100,Peve_00026489,5UTR,Peve_00026489;2 21;781 803,-23.25,20,65.00%,70.00%,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
359,peve-mir-100,Peve_00029642,5UTR,Peve_00029642;2 16;869 890,-21.97,14,78.57%,85.71%,0.999990221588804,0.999990221588804,1,0.00281533203902639,predicted binding + coexpression
360,peve-mir-100,Peve_00035161,5UTR,Peve_00035161;2 21;673 697,-22.6,22,68.18%,68.18%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
361,peve-mir-100,Peve_00036721,5UTR,Peve_00036721;2 16;658 680,-20.46,15,73.33%,73.33%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
362,peve-mir-100,Peve_00036723,5UTR,Peve_00036723;2 16;658 680,-20.46,15,73.33%,73.33%,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
363,peve-mir-100,Peve_00037343,5UTR,Peve_00037343;2 20;219 242,-26.24,20,70.00%,80.00%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
364,peve-mir-100,Peve_00040549,5UTR,Peve_00040549;2 13;59 80,-23.21,11,90.91%,90.91%,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
365,peve-mir-100,Peve_00041552,5UTR,Peve_00041552;2 21;91 112,-20.28,19,63.16%,73.68%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
366,peve-mir-100,Peve_00042134,5UTR,Peve_00042134;2 20;363 386,-20.81,20,65.00%,65.00%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
367,peve-mir-100,Peve_00042228,5UTR,Peve_00042228;2 11;153 174,-21.74,9,88.89%,100.00%,0.999990792524351,0.999990792524351,1,0.00273190594675139,predicted binding + coexpression
368,peve-mir-100,Peve_00043379,5UTR,Peve_00043379;2 14;403 424,-21.78,12,83.33%,83.33%,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
369,peve-mir-2025,Peve_00022361,5UTR,Peve_00022361;2 19;173 197,-21.9,20,75.00%,75.00%,0.999976158554056,0.999976158554056,1,0.00439604651623863,predicted binding + coexpression
370,peve-mir-novel-35,Peve_00011436,5UTR,Peve_00011436;2 19;411 430,-21.33,17,82.35%,82.35%,-0.999947726180961,0.999947726180961,-1,0.00650937254330571,predicted binding + coexpression
371,peve-mir-novel-35,Peve_00012489,5UTR,Peve_00012489;2 21;881 898,-20.21,19,68.42%,73.68%,1,1,1,0,predicted binding + coexpression
372,peve-mir-novel-35,Peve_00015888,5UTR,Peve_00015888;2 21;885 906,-23.08,19,73.68%,73.68%,1,1,1,1.34157585525081e-08,predicted binding + coexpression
373,peve-mir-novel-35,Peve_00016106,5UTR,Peve_00016106;2 14;849 870,-21.29,12,100.00%,100.00%,1,1,1,9.48637384723993e-09,predicted binding + coexpression
374,peve-mir-novel-35,Peve_00016876,5UTR,Peve_00016876;2 21;302 323,-20.05,19,68.42%,78.95%,1,1,1,1.34157585525081e-08,predicted binding + coexpression
375,peve-mir-novel-35,Peve_00028583,5UTR,Peve_00028583;2 19;657 680,-20.54,19,73.68%,78.95%,1,1,1,9.48637384723993e-09,predicted binding + coexpression
376,peve-mir-novel-35,Peve_00045142,5UTR,Peve_00045142;2 19;287 308,-20.18,17,70.59%,82.35%,1,1,1,1.34157585525081e-08,predicted binding + coexpression
377,peve-mir-novel-42,Peve_00007806,5UTR,Peve_00007806;2 14;320 341,-20.31,12,91.67%,100.00%,0.999974190676381,0.999974190676381,1,0.00457387578917121,predicted binding + coexpression
378,peve-mir-novel-39,Peve_00025086,5UTR,Peve_00025086;2 21;585 604,-21.52,19,73.68%,78.95%,-0.999963153550721,0.999963153550721,-1,0.00546505171493988,predicted binding + coexpression
379,peve-mir-novel-40,Peve_00001268,5UTR,Peve_00001268;2 20;162 183,-21.31,18,72.22%,77.78%,0.999962448044095,0.999962448044095,1,0.00551712420276981,predicted binding + coexpression
380,peve-mir-novel-40,Peve_00011018,5UTR,Peve_00011018;2 21;100 126,-20.55,24,66.67%,66.67%,-0.999898831254468,0.999898831254468,-1,0.00905569870901151,predicted binding + coexpression
381,peve-mir-novel-40,Peve_00011155,5UTR,Peve_00011155;2 14;478 499,-21.61,12,83.33%,91.67%,0.999983740199231,0.999983740199231,1,0.00363039030884399,predicted binding + coexpression
382,peve-mir-novel-40,Peve_00013972,5UTR,Peve_00013972;2 21;65 85,-20.5,19,73.68%,89.47%,0.999962448044095,0.999962448044095,1,0.00551712420276981,predicted binding + coexpression
383,peve-mir-novel-40,Peve_00023071,5UTR,Peve_00023071;2 20;420 441,-20.56,18,77.78%,83.33%,0.999962448044095,0.999962448044095,1,0.00551712420276166,predicted binding + coexpression
384,peve-mir-novel-7,Peve_00022789,5UTR,Peve_00022789;2 20;62 85,-21.51,20,60.00%,85.00%,0.999909031516669,0.999909031516669,1,0.0085870479919059,predicted binding + coexpression
385,peve-mir-novel-7,Peve_00038009,5UTR,Peve_00038009;2 20;13 35,-20.12,19,63.16%,73.68%,-0.999936297068816,0.999936297068816,-1,0.00718583323943983,predicted binding + coexpression
386,peve-mir-novel-8,Peve_00013087,5UTR,Peve_00013087;2 15;566 587,-20.91,13,84.62%,100.00%,-0.999999672229045,0.999999672229045,-1,0.000515442667547547,predicted binding + coexpression
387,peve-mir-novel-8,Peve_00035886,5UTR,Peve_00035886;2 21;329 350,-20.29,20,75.00%,85.00%,-0.999981340367671,0.999981340367671,-1,0.00388908412218857,predicted binding + coexpression
388,peve-mir-novel-11,Peve_00025044,5UTR,Peve_00025044;2 21;710 727,-20.32,19,73.68%,73.68%,-0.999885283611896,0.999885283611896,-1,0.00964299640621119,predicted binding + coexpression
389,peve-mir-novel-11,Peve_00034069,5UTR,Peve_00034069;2 20;547 571,-20.37,22,63.64%,77.27%,0.99999940598563,0.99999940598563,1,0.000693894776259953,predicted binding + coexpression
390,peve-mir-novel-11,Peve_00035232,5UTR,Peve_00035232;2 21;707 728,-21.28,19,63.16%,78.95%,0.99999940598563,0.99999940598563,1,0.000693894776195108,predicted binding + coexpression
391,peve-mir-novel-11,Peve_00042498,5UTR,Peve_00042498;2 19;563 584,-21.28,17,64.71%,76.47%,0.999891079350943,0.999891079350943,1,0.00939624156020117,predicted binding + coexpression
392,peve-mir-novel-2,Peve_00008377,5UTR,Peve_00008377;2 21;84 106,-20.03,20,70.00%,75.00%,-0.999957293079344,0.999957293079344,-1,0.00588363598502496,predicted binding + coexpression
393,peve-mir-novel-2,Peve_00035839,5UTR,Peve_00035839;2 11;718 739,-20.84,9,100.00%,100.00%,-0.999999999503679,0.999999999503679,-1,2.00574810710951e-05,predicted binding + coexpression
394,peve-mir-novel-2,Peve_00044403,5UTR,Peve_00044403;2 16;799 822,-24.6,16,81.25%,87.50%,-0.999992423016843,0.999992423016843,-1,0.00247824110430817,predicted binding + coexpression
395,peve-mir-2030,Peve_00003999,5UTR,Peve_00003999;2 21;805 831,-21.18,24,66.67%,75.00%,-0.999977919419974,0.999977919419974,-1,0.00423059214486466,predicted binding + coexpression
396,peve-mir-novel-14a; peve-mir-novel-14b,Peve_00021519,5UTR,Peve_00021519;2 18;692 712,-20.16,16,81.25%,81.25%,-0.999968700996602,0.999968700996602,-1,0.00503687888605023,predicted binding + coexpression
397,peve-mir-novel-14a; peve-mir-novel-14b,Peve_00021945,5UTR,Peve_00021945;2 20;406 426,-26.54,18,77.78%,77.78%,-0.999971374472759,0.999971374472759,-1,0.00481695849265739,predicted binding + coexpression
398,peve-mir-novel-14a; peve-mir-novel-14b,Peve_00042462,5UTR,Peve_00042462;2 17;809 830,-26.63,15,86.67%,86.67%,-0.999901669120146,0.999901669120146,-1,0.00892778333881972,predicted binding + coexpression
399,peve-mir-novel-15,Peve_00006922,5UTR,Peve_00006922;2 20;746 772,-26.98,23,73.91%,73.91%,0.999971311671877,0.999971311671877,1,0.00482223952987791,predicted binding + coexpression
400,peve-mir-novel-15,Peve_00042534,5UTR,Peve_00042534;2 16;501 523,-20.14,15,80.00%,86.67%,-0.999911200410267,0.999911200410267,-1,0.00848406162211117,predicted binding + coexpression
401,peve-mir-2023,Peve_00000232,5UTR,Peve_00000232;2 17;22 41,-22.04,15,86.67%,93.33%,-0.99998857382088,0.99998857382088,-1,0.00304330898553907,predicted binding + coexpression
402,peve-mir-novel-16,Peve_00014221,5UTR,Peve_00014221;2 21;630 654,-20.72,22,72.73%,72.73%,-0.999884527015562,0.999884527015562,-1,0.00967474429161349,predicted binding + coexpression
403,peve-mir-novel-19,Peve_00008072,5UTR,Peve_00008072;2 18;774 794,-21.28,16,87.50%,93.75%,0.999978963950975,0.999978963950975,1,0.00412931457669044,predicted binding + coexpression
404,peve-mir-novel-19,Peve_00025850,5UTR,Peve_00025850;2 21;466 488,-21.25,20,75.00%,85.00%,0.999912402411178,0.999912402411178,1,0.00842644454811202,predicted binding + coexpression
405,peve-mir-novel-21,Peve_00015062,5UTR,Peve_00015062;2 20;572 594,-24.97,20,70.00%,80.00%,-0.99991446441509,0.99991446441509,-1,0.00832667533146618,predicted binding + coexpression
406,peve-mir-novel-22,Peve_00038750,5UTR,Peve_00038750;2 19;518 541,-20.8,20,75.00%,85.00%,-0.999995310085062,0.999995310085062,-1,0.00194974481237643,predicted binding + coexpression
407,peve-mir-novel-24,Peve_00000825,5UTR,Peve_00000825;2 21;27 49,-21.47,20,60.00%,80.00%,0.999999240744832,0.999999240744832,1,0.000784492916512268,predicted binding + coexpression
408,peve-mir-novel-24,Peve_00003234,5UTR,Peve_00003234;2 18;827 849,-23.76,17,76.47%,82.35%,0.999997860909741,0.999997860909741,1,0.0013167694840572,predicted binding + coexpression
409,peve-mir-novel-24,Peve_00012404,5UTR,Peve_00012404;2 20;505 531,-20.88,23,65.22%,69.57%,0.999998523194906,0.999998523194906,1,0.00109409936293585,predicted binding + coexpression
410,peve-mir-novel-24,Peve_00014451,5UTR,Peve_00014451;2 20;308 330,-20.35,19,63.16%,73.68%,1,1,1,0,predicted binding + coexpression
411,peve-mir-novel-24,Peve_00016786,5UTR,Peve_00016786;2 21;576 598,-24.95,20,80.00%,85.00%,1,1,1,0,predicted binding + coexpression
412,peve-mir-novel-24,Peve_00022773,5UTR,Peve_00022773;2 19;196 216,-24.25,17,76.47%,88.24%,1,1,1,0,predicted binding + coexpression
413,peve-mir-novel-24,Peve_00024938,5UTR,Peve_00024938;2 21;885 906,-22.67,19,63.16%,78.95%,1,1,1,0,predicted binding + coexpression
414,peve-mir-novel-24,Peve_00026617,5UTR,Peve_00026617;2 14;140 160,-20.34,12,75.00%,91.67%,1,1,1,0,predicted binding + coexpression
415,peve-mir-novel-24,Peve_00026617,5UTR,Peve_00026617;2 14;456 476,-20.34,12,75.00%,91.67%,1,1,1,0,predicted binding + coexpression
416,peve-mir-novel-24,Peve_00028917,5UTR,Peve_00028917;2 20;426 454,-20.4,25,64.00%,68.00%,1,1,1,0,predicted binding + coexpression
417,peve-mir-novel-24,Peve_00038692,5UTR,Peve_00038692;2 17;294 313,-25.61,15,86.67%,86.67%,1,1,1,0,predicted binding + coexpression
418,peve-mir-novel-24,Peve_00040250,5UTR,Peve_00040250;2 12;920 941,-22.85,10,80.00%,100.00%,1,1,1,9.48637384723993e-09,predicted binding + coexpression
419,peve-mir-novel-24,Peve_00042525,5UTR,Peve_00042525;2 21;593 614,-21,19,68.42%,78.95%,-0.999972017506869,0.999972017506869,-1,0.00476254767800266,predicted binding + coexpression
420,peve-mir-novel-24,Peve_00045047,5UTR,Peve_00045047;2 17;266 287,-29.67,15,80.00%,93.33%,-0.999996728114699,0.999996728114699,-1,0.00162852441741808,predicted binding + coexpression
421,peve-mir-100,lncRNA_2340,lncRNA,lncRNA_2340;2 21;840 863,-20.71,21,71.43%,76.19%,0.999942633178123,0.999942633178123,1,0.00681910836935672,predicted binding + coexpression
422,peve-mir-100,lncRNA_2391,lncRNA,lncRNA_2391;2 21;3620 3646,-21.08,24,62.50%,70.83%,0.99997417971167,0.99997417971167,1,0.00457484726205726,predicted binding + coexpression
423,peve-mir-100,lncRNA_3350,lncRNA,lncRNA_3350;2 14;22 43,-22.32,12,83.33%,91.67%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
424,peve-mir-100,lncRNA_5063,lncRNA,lncRNA_5063;2 21;1093 1112,-20.44,19,63.16%,73.68%,0.999909726776791,0.999909726776791,1,0.00855416971794967,predicted binding + coexpression
425,peve-mir-100,lncRNA_5598,lncRNA,lncRNA_5598;2 21;2121 2149,-20.05,26,65.38%,65.38%,0.999999216390407,0.999999216390407,1,0.000796975592147615,predicted binding + coexpression
426,peve-mir-100,lncRNA_6563,lncRNA,lncRNA_6563;2 19;92 114,-20.42,18,72.22%,77.78%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
427,peve-mir-100,lncRNA_775,lncRNA,lncRNA_775;2 21;3911 3931,-24.05,19,78.95%,84.21%,0.999999944518578,0.999999944518578,1,0.000212064960262088,predicted binding + coexpression
428,peve-mir-100,lncRNA_9383,lncRNA,lncRNA_9383;2 18;266 290,-23.67,19,68.42%,78.95%,0.999999896467424,0.999999896467424,1,0.000289690087713792,predicted binding + coexpression
429,peve-mir-100,lncRNA_9958,lncRNA,lncRNA_9958;2 11;922 943,-21.99,9,100.00%,100.00%,0.999999399109858,0.999999399109858,1,0.00069789917043352,predicted binding + coexpression
430,peve-mir-novel-35,lncRNA_641,lncRNA,lncRNA_641;2 18;5633 5654,-20.95,16,81.25%,81.25%,0.999977347947879,0.999977347947879,1,0.00428498905280313,predicted binding + coexpression
431,peve-mir-novel-42,lncRNA_6136,lncRNA,lncRNA_6136;2 19;4228 4248,-20.77,17,82.35%,88.24%,0.999991106608095,0.999991106608095,1,0.00268490644913003,predicted binding + coexpression
432,peve-mir-novel-39,lncRNA_1312,lncRNA,lncRNA_1312;2 16;1081 1101,-20.05,14,78.57%,85.71%,0.99996306401456,0.99996306401456,1,0.00547168771195617,predicted binding + coexpression
433,peve-mir-novel-39,lncRNA_553,lncRNA,lncRNA_553;2 17;1525 1547,-24.88,16,81.25%,87.50%,0.999978920519981,0.999978920519981,1,0.00413357508190011,predicted binding + coexpression
434,peve-mir-novel-40,lncRNA_3836,lncRNA,lncRNA_3836;2 21;2028 2052,-20.22,22,59.09%,72.73%,0.999972761953829,0.999972761953829,1,0.00469876886578435,predicted binding + coexpression
