# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/07-Peve-lncRNA-matrix/Peve-lncRNAs.gtf" "-o" "../output/07-Peve-lncRNA-matrix/Peve-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../output/06-Peve-Hisat/RNA-POR-71.sorted.bam" "../output/06-Peve-Hisat/RNA-POR-73.sorted.bam" "../output/06-Peve-Hisat/RNA-POR-76.sorted.bam" "../output/06-Peve-Hisat/RNA-POR-79.sorted.bam" "../output/06-Peve-Hisat/RNA-POR-82.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../output/06-Peve-Hisat/RNA-POR-71.sorted.bam	../output/06-Peve-Hisat/RNA-POR-73.sorted.bam	../output/06-Peve-Hisat/RNA-POR-76.sorted.bam	../output/06-Peve-Hisat/RNA-POR-79.sorted.bam	../output/06-Peve-Hisat/RNA-POR-82.sorted.bam
lncRNA_3735	Porites_evermani_scaffold_3324	14986	15314	+	329	22	1	28	3	20
lncRNA_3736	Porites_evermani_scaffold_333	188926	189134	+	209	24	0	0	0	0
lncRNA_3737	Porites_evermani_scaffold_333	299188	299412	+	225	0	0	42	0	0
lncRNA_3738	Porites_evermani_scaffold_3333	33312	38616	+	5305	169	19	209	53	258
lncRNA_3739	Porites_evermani_scaffold_3335	45161	48117	+	2957	0	0	0	0	0
lncRNA_3741	Porites_evermani_scaffold_3335;Porites_evermani_scaffold_3336	45168;45142	48117;45312	+;+	3121	0	16	37	0	5
lncRNA_3742	Porites_evermani_scaffold_3336	46399	47123	+	725	13	43	79	24	36
lncRNA_3743	Porites_evermani_scaffold_3338	1923	2225	+	303	64	14	24	18	67
lncRNA_3744	Porites_evermani_scaffold_3338	26254	26514	+	261	24	0	103	32	61
lncRNA_3745	Porites_evermani_scaffold_3338	29236	29517	+	282	1	0	32	0	2
lncRNA_3746	Porites_evermani_scaffold_3338	33375	33599	+	225	0	0	51	0	0
lncRNA_3747	Porites_evermani_scaffold_3339	33947	37972	+	4026	3	5	0	0	0
lncRNA_3748	Porites_evermani_scaffold_3339	18414	18711	+	298	0	0	58	0	0
lncRNA_3749	Porites_evermani_scaffold_334	1822	2138	+	317	27	8	46	0	22
lncRNA_3751	Porites_evermani_scaffold_3344;Porites_evermani_scaffold_3348	12141;345	12369;7184	+;+	7069	7349	2782	733	2595	8235
lncRNA_3752	Porites_evermani_scaffold_3348	9766	12826	+	3061	9839	2749	802	2754	13547
lncRNA_3753	Porites_evermani_scaffold_3348	13963	14228	+	266	0	0	47	0	0
lncRNA_3754	Porites_evermani_scaffold_335	238452	239737	+	1286	5891	5913	44	8595	24
lncRNA_3755	Porites_evermani_scaffold_335	223172	223862	+	691	121	64	130	52	182
lncRNA_3756	Porites_evermani_scaffold_335	1149	1417	+	269	0	0	48	0	0
lncRNA_3757	Porites_evermani_scaffold_3351	5899	6566	+	668	0	0	0	0	0
lncRNA_3758	Porites_evermani_scaffold_3351	8617	8926	+	310	0	0	0	0	0
lncRNA_3759	Porites_evermani_scaffold_3354	27613	27996	+	384	19	2	138	21	31
lncRNA_3761	Porites_evermani_scaffold_3354;Porites_evermani_scaffold_3355	45549;42962	47351;46883	+;+	5725	731	146	1632	940	1107
lncRNA_3762	Porites_evermani_scaffold_3358	6393	31575	+	25183	377	225	370	143	1151
lncRNA_3763	Porites_evermani_scaffold_3358	7138	31575	+	24438	0	0	0	0	0
lncRNA_3764	Porites_evermani_scaffold_336	187477	193132	+	5656	283	70	212	108	97
lncRNA_3765	Porites_evermani_scaffold_336	187532	191451	+	3920	0	0	0	0	0
lncRNA_3766	Porites_evermani_scaffold_336	187532	191819	+	4288	0	0	0	0	0
lncRNA_3767	Porites_evermani_scaffold_336	234631	236155	+	1525	331	76	281	130	1330
lncRNA_3768	Porites_evermani_scaffold_3361	13967	18961	+	4995	0	0	0	0	0
lncRNA_3769	Porites_evermani_scaffold_3362	528	2977	+	2450	79	55	178	41	0
lncRNA_3771	Porites_evermani_scaffold_3362;Porites_evermani_scaffold_3362	3117;3117	11232;11232	+;+	8116	492	344	604	169	1031
lncRNA_3772	Porites_evermani_scaffold_3362	8638	11232	+	2595	0	0	0	0	0
lncRNA_3773	Porites_evermani_scaffold_3362	45488	45724	+	237	0	0	56	0	0
lncRNA_3774	Porites_evermani_scaffold_3367	16327	18568	+	2242	2	172	2	0	1
lncRNA_3775	Porites_evermani_scaffold_3368	41461	42521	+	1061	1958	115	6969	374	2988
lncRNA_3776	Porites_evermani_scaffold_3371	35298	36891	+	1594	0	0	0	0	0
lncRNA_3778	Porites_evermani_scaffold_3377	38631	38844	+	214	6	0	42	0	0
lncRNA_3779	Porites_evermani_scaffold_3377	43581	45635	+	2055	371	0	293	69	378
lncRNA_3781	Porites_evermani_scaffold_338;Porites_evermani_scaffold_3382	239168;1248	241476;3417	+;+	4479	204	6	275	75	178
lncRNA_3782	Porites_evermani_scaffold_3383	45242	45584	+	343	5	407	2	4	12
lncRNA_3783	Porites_evermani_scaffold_3384	4723	4943	+	221	33	17	0	3	30
lncRNA_3784	Porites_evermani_scaffold_3387	22117	22986	+	870	10	12	43	26	48
lncRNA_3785	Porites_evermani_scaffold_339	126547	128515	+	1969	25	21	50	12	0
lncRNA_3786	Porites_evermani_scaffold_339	126743	128515	+	1773	0	0	0	0	0
lncRNA_3787	Porites_evermani_scaffold_339	141396	141862	+	467	6	2	118	12	10
lncRNA_3788	Porites_evermani_scaffold_339	145122	145377	+	256	5	0	55	1	14
lncRNA_3789	Porites_evermani_scaffold_339	234221	236123	+	1903	199	0	0	2	0
lncRNA_3791	Porites_evermani_scaffold_3395;Porites_evermani_scaffold_3397	21961;38191	22269;38515	+;+	634	344	165	68	362	778
lncRNA_3792	Porites_evermani_scaffold_3397	43819	46131	+	2313	865	108	143	4	1731
lncRNA_3793	Porites_evermani_scaffold_3399	44132	45142	+	1011	1	0	87	0	0
lncRNA_3794	Porites_evermani_scaffold_34	346623	347346	+	724	22	1	0	24	40
lncRNA_3796	Porites_evermani_scaffold_34	323149	323371	+	223	12	0	5	0	35
lncRNA_3797	Porites_evermani_scaffold_34	637593	637795	+	203	9	0	0	2	11
lncRNA_3798	Porites_evermani_scaffold_34	747749	748219	+	471	14	0	0	0	27
lncRNA_3799	Porites_evermani_scaffold_341	192932	193332	+	401	0	0	0	0	0
lncRNA_3811	Porites_evermani_scaffold_341;Porites_evermani_scaffold_3415;Porites_evermani_scaffold_3421;Porites_evermani_scaffold_3421	197852;14976;7741;21142	198169;15943;8373;21348	+;+;+;+	2126	8	1	0	0	3
lncRNA_3812	Porites_evermani_scaffold_3415;Porites_evermani_scaffold_3422	45557;9149	45796;9446	+;+	538	2	10	38	0	0
lncRNA_3813	Porites_evermani_scaffold_3418;Porites_evermani_scaffold_3424	21821;41564	22111;45119	+;+	3847	128	114	28	86	94
lncRNA_3814	Porites_evermani_scaffold_341;Porites_evermani_scaffold_3427	269832;43773	282911;45718	+;+	15026	171	45	85	47	221
lncRNA_3815	Porites_evermani_scaffold_341;Porites_evermani_scaffold_3427	257771;525	258148;812	+;+	666	15	38	57	32	11
lncRNA_3816	Porites_evermani_scaffold_341;Porites_evermani_scaffold_3429	291421;43913	291946;45121	+;+	1735	0	0	0	2	211
lncRNA_3817	Porites_evermani_scaffold_3411;Porites_evermani_scaffold_3429	31135;43913	31271;45121	+;+	1346	0	0	0	0	0
lncRNA_3818	Porites_evermani_scaffold_3415;Porites_evermani_scaffold_3429	25551;781	26316;1937	+;+	1923	29	4	280	52	100
lncRNA_3819	Porites_evermani_scaffold_3419;Porites_evermani_scaffold_343	31974;146361	37691;147786	+;+	7144	41	21	4	19	33
lncRNA_3821	Porites_evermani_scaffold_343;Porites_evermani_scaffold_343	146842;153911	148418;154331	+;+	1998	94	26	85	38	54
lncRNA_3822	Porites_evermani_scaffold_343	166561	166815	+	255	12	0	41	10	46
lncRNA_3823	Porites_evermani_scaffold_3436	16278	19281	+	3004	0	0	32	5	0
lncRNA_3824	Porites_evermani_scaffold_3437	42769	42991	+	223	1	0	30	0	0
lncRNA_3825	Porites_evermani_scaffold_344	71158	71614	+	457	0	42	0	0	99
lncRNA_3826	Porites_evermani_scaffold_3442	791	1122	+	332	2	16	67	14	5
lncRNA_3827	Porites_evermani_scaffold_3443	36581	41119	+	4539	6	6	162	3	30
lncRNA_3828	Porites_evermani_scaffold_3443	41768	45225	+	3458	1	5	77	0	5
lncRNA_3829	Porites_evermani_scaffold_3449	17566	19668	+	2103	227	45	124	54	403
lncRNA_3831	Porites_evermani_scaffold_345;Porites_evermani_scaffold_345	291816;294482	292117;297411	+;+	3232	70	18	28	4	300
lncRNA_3832	Porites_evermani_scaffold_3451	8147	11258	+	3112	0	1	0	3	6
lncRNA_3833	Porites_evermani_scaffold_3451	44163	44998	+	836	1	0	0	0	0
lncRNA_3834	Porites_evermani_scaffold_3455	13171	15312	+	2142	28	18	100	78	50
lncRNA_3835	Porites_evermani_scaffold_3455	2384	3849	+	1466	10	26	277	104	57
lncRNA_3836	Porites_evermani_scaffold_3455	11276	11533	+	258	0	0	0	0	0
lncRNA_3837	Porites_evermani_scaffold_3455	43712	44879	+	1168	0	2	7	0	164
lncRNA_3838	Porites_evermani_scaffold_3456	5414	6633	+	1220	0	8	34	6	22
lncRNA_3839	Porites_evermani_scaffold_3464	14744	16787	+	2044	550	88	345	66	685
lncRNA_3841	Porites_evermani_scaffold_347;Porites_evermani_scaffold_347	51346;291212	57731;291447	+;+	6622	506	5	0	10	38
lncRNA_3842	Porites_evermani_scaffold_3471	25983	26529	+	547	818	219	288	392	1444
lncRNA_3843	Porites_evermani_scaffold_3471	22877	24365	+	1489	13	558	5	6	15
lncRNA_3844	Porites_evermani_scaffold_3472	26557	27693	+	1137	2749	210	777	1256	1354
lncRNA_3845	Porites_evermani_scaffold_3476	29713	31918	+	2206	0	0	0	0	0
lncRNA_3846	Porites_evermani_scaffold_3476	29693	39482	+	9790	10	1	0	0	7
lncRNA_3847	Porites_evermani_scaffold_348	166186	177197	+	11012	1018	704	1527	567	972
lncRNA_3848	Porites_evermani_scaffold_3483	16579	16945	+	367	3	0	0	8	43
lncRNA_3849	Porites_evermani_scaffold_3486	19638	22122	+	2485	118	83	52	44	303
lncRNA_3851	Porites_evermani_scaffold_3486;Porites_evermani_scaffold_3486	22985;41512	23385;42767	+;+	1657	54	25	221	34	40
lncRNA_3852	Porites_evermani_scaffold_3487	32291	32498	+	208	4	2	54	0	4
lncRNA_3853	Porites_evermani_scaffold_349	31155	33131	+	1977	65	31	23	37	176
lncRNA_3854	Porites_evermani_scaffold_349	31246	33131	+	1886	0	0	0	0	0
lncRNA_3855	Porites_evermani_scaffold_349	34272	43838	+	9567	289	267	288	347	687
lncRNA_3856	Porites_evermani_scaffold_3493	27138	27353	+	216	6	0	50	0	0
lncRNA_3857	Porites_evermani_scaffold_3496	38157	42563	+	4407	0	81	0	0	0
lncRNA_3858	Porites_evermani_scaffold_35	741196	742457	+	1262	0	0	0	0	0
lncRNA_3859	Porites_evermani_scaffold_35	741196	742457	+	1262	0	0	0	0	0
lncRNA_3861	Porites_evermani_scaffold_35;Porites_evermani_scaffold_35	551125;556187	551268;556957	+;+	915	11	26	54	5	2
lncRNA_3862	Porites_evermani_scaffold_351	9954	11188	+	1235	0	0	0	1	0
lncRNA_3863	Porites_evermani_scaffold_351	89939	91151	+	1213	0	0	0	0	0
lncRNA_3864	Porites_evermani_scaffold_351	118568	119193	+	626	0	0	0	0	0
lncRNA_3865	Porites_evermani_scaffold_351	196885	197114	+	230	0	0	0	0	0
lncRNA_3866	Porites_evermani_scaffold_3511	31681	33299	+	1619	0	0	0	0	0
lncRNA_3867	Porites_evermani_scaffold_3514	514	3677	+	3164	0	22	0	6	0
lncRNA_3868	Porites_evermani_scaffold_3518	7316	7568	+	253	0	0	0	0	0
lncRNA_3869	Porites_evermani_scaffold_3518	7944	9149	+	1206	0	0	0	2	0
lncRNA_3871	Porites_evermani_scaffold_3519;Porites_evermani_scaffold_3519	12858;12858	22384;36383	+;+	23526	706	135	626	484	661
lncRNA_3872	Porites_evermani_scaffold_3519	41581	41953	+	373	5	2	0	2	0
lncRNA_3873	Porites_evermani_scaffold_351	173432	173645	+	214	3	0	23	0	0
lncRNA_3874	Porites_evermani_scaffold_3515	42149	43679	+	1531	153	43	381	156	139
lncRNA_3875	Porites_evermani_scaffold_3516	6212	6548	+	337	1	0	47	0	0
lncRNA_3876	Porites_evermani_scaffold_352	161112	171864	+	10753	0	0	0	0	0
lncRNA_3877	Porites_evermani_scaffold_352	161112	171864	+	10753	0	0	0	0	0
lncRNA_3879	Porites_evermani_scaffold_3523	39636	39861	+	226	0	0	40	0	0
lncRNA_3881	Porites_evermani_scaffold_3526;Porites_evermani_scaffold_3528	42281;16188	43654;19134	+;+	4321	81	195	213	72	90
lncRNA_3882	Porites_evermani_scaffold_3529	37528	38879	+	1352	225	195	51	162	337
lncRNA_3883	Porites_evermani_scaffold_3529	24331	33213	+	8883	185	26	2	63	39
lncRNA_3884	Porites_evermani_scaffold_3529	21736	21984	+	249	9	2	30	0	4
lncRNA_3885	Porites_evermani_scaffold_3531	33212	35489	+	2278	56	43	0	36	1
lncRNA_3886	Porites_evermani_scaffold_3531	42554	43415	+	862	13	9	0	11	2
lncRNA_3887	Porites_evermani_scaffold_3534	777	4755	+	3979	210	37	234	164	256
lncRNA_3888	Porites_evermani_scaffold_3535	41411	42252	+	842	2	0	0	1	32
lncRNA_3889	Porites_evermani_scaffold_3535	1	378	+	378	5	0	0	12	58
lncRNA_3891	Porites_evermani_scaffold_3537;Porites_evermani_scaffold_354	27918;141411	28219;142149	+;+	1041	74	16	170	35	66
lncRNA_3892	Porites_evermani_scaffold_354	147124	147417	+	294	20	0	110	1	4
lncRNA_3893	Porites_evermani_scaffold_354	266934	267398	+	465	34	34	183	35	57
lncRNA_3894	Porites_evermani_scaffold_3541	33419	33631	+	213	0	0	26	0	0
lncRNA_3895	Porites_evermani_scaffold_3545	36358	38971	+	2614	24	0	12	29	0
lncRNA_3896	Porites_evermani_scaffold_3547	7862	11815	+	3954	280	186	10	19	58
lncRNA_3897	Porites_evermani_scaffold_3547	8194	12163	+	3970	0	0	0	0	0
lncRNA_3898	Porites_evermani_scaffold_3547	9134	12163	+	3030	0	0	0	0	0
lncRNA_3899	Porites_evermani_scaffold_355	113491	115321	+	1831	8	0	0	0	0
lncRNA_3911	Porites_evermani_scaffold_355;Porites_evermani_scaffold_355;Porites_evermani_scaffold_356;Porites_evermani_scaffold_356	115151;194566;75666;117423	117912;195891;96294;119423	+;+;+;+	26718	506	300	1041	244	515
lncRNA_3912	Porites_evermani_scaffold_355;Porites_evermani_scaffold_3561	115737;291	117912;2853	+;+	4739	21	0	0	0	8
lncRNA_3913	Porites_evermani_scaffold_355;Porites_evermani_scaffold_3561	195341;41311	215578;41769	+;+	20697	2858	1227	509	1740	5226
lncRNA_3914	Porites_evermani_scaffold_355;Porites_evermani_scaffold_3561	118911;42156	119496;42521	+;+	952	28	6	38	50	11
lncRNA_3915	Porites_evermani_scaffold_355;Porites_evermani_scaffold_3562	189827;24831	191147;28118	+;+	4609	3931	2150	3965	3298	4329
lncRNA_3917	Porites_evermani_scaffold_3553;Porites_evermani_scaffold_3568	1;311	237;595	+;+	522	49	35	34	21	22
lncRNA_3918	Porites_evermani_scaffold_3559;Porites_evermani_scaffold_357	31291;11256	32198;11519	+;+	1172	1	5	0	9	60
lncRNA_3919	Porites_evermani_scaffold_356;Porites_evermani_scaffold_357	74131;122843	96294;123149	+;+	22471	8	2	59	0	17
lncRNA_3916	Porites_evermani_scaffold_3568	37378	42551	+	5174	246	303	377	134	306
lncRNA_3921	Porites_evermani_scaffold_357;Porites_evermani_scaffold_3571	128183;11758	128388;12166	+;+	615	0	0	60	0	0
lncRNA_3922	Porites_evermani_scaffold_3573	21178	33128	+	11951	5	52	165	7	83
lncRNA_3923	Porites_evermani_scaffold_3576	24786	25165	+	380	0	0	30	0	1
lncRNA_3924	Porites_evermani_scaffold_358	2523	2746	+	224	0	3	43	0	0
lncRNA_3925	Porites_evermani_scaffold_358	3157	6211	+	3055	88	20	5	0	57
lncRNA_3926	Porites_evermani_scaffold_358	195873	196176	+	304	20	14	26	46	9
lncRNA_3927	Porites_evermani_scaffold_358	243758	244114	+	357	7	15	40	0	22
lncRNA_3929	Porites_evermani_scaffold_358	251821	252239	+	419	24	31	67	16	105
lncRNA_3931	Porites_evermani_scaffold_358;Porites_evermani_scaffold_3581	262479;19766	262817;19983	+;+	557	29	1	30	3	48
lncRNA_3932	Porites_evermani_scaffold_3581	8551	8891	+	341	47	2	0	6	55
lncRNA_3933	Porites_evermani_scaffold_3582	19394	21659	+	2266	61	3	1	29	4
lncRNA_3934	Porites_evermani_scaffold_3583	31194	31412	+	219	0	0	12	0	0
lncRNA_3935	Porites_evermani_scaffold_3584	25722	26116	+	395	9	13	32	0	156
lncRNA_3936	Porites_evermani_scaffold_3588	16311	17634	+	1324	3	3	28	4	0
lncRNA_3937	Porites_evermani_scaffold_3589	545	1165	+	621	50	50	30	18	28
lncRNA_3938	Porites_evermani_scaffold_359	66768	67132	+	365	0	0	20	0	0
lncRNA_3939	Porites_evermani_scaffold_3593	23132	23416	+	285	4	7	48	0	0
lncRNA_3941	Porites_evermani_scaffold_3596;Porites_evermani_scaffold_3597	41672;5275	42138;6715	+;+	1908	105	324	380	101	419
lncRNA_3942	Porites_evermani_scaffold_3599	16513	25966	+	9454	0	0	0	0	0
lncRNA_3943	Porites_evermani_scaffold_3599	16538	25265	+	8728	0	0	0	0	0
lncRNA_3944	Porites_evermani_scaffold_3599	16538	25966	+	9429	0	0	0	0	0
lncRNA_3945	Porites_evermani_scaffold_3599	8782	9462	+	681	0	0	96	0	0
lncRNA_3947	Porites_evermani_scaffold_36	745718	747455	+	1738	7	15	46	19	38
lncRNA_3948	Porites_evermani_scaffold_36	172991	176763	+	3773	27	30	27	14	251
lncRNA_3949	Porites_evermani_scaffold_36	254751	256574	+	1824	1187	0	2	6	6
lncRNA_3951	Porites_evermani_scaffold_36;Porites_evermani_scaffold_36	54116;72781	54258;74361	+;+	1724	213	66	414	174	189
lncRNA_3952	Porites_evermani_scaffold_36	251247	253266	+	2020	219	96	832	254	337
lncRNA_3953	Porites_evermani_scaffold_36	314781	316545	+	1765	23	57	664	51	78
lncRNA_3954	Porites_evermani_scaffold_36	378355	378663	+	309	16	0	72	2	22
lncRNA_3955	Porites_evermani_scaffold_36	748426	748643	+	218	15	10	34	51	8
lncRNA_3956	Porites_evermani_scaffold_361	281215	289618	+	8404	0	98	5	0	0
lncRNA_3957	Porites_evermani_scaffold_361	234376	235158	+	783	28	30	0	8	6
lncRNA_3958	Porites_evermani_scaffold_3611	1	1892	+	1892	0	0	0	0	0
lncRNA_3959	Porites_evermani_scaffold_3612	29199	29458	+	260	0	0	0	0	0
lncRNA_3961	Porites_evermani_scaffold_3615;Porites_evermani_scaffold_3615	1;31273	2299;31715	+;+	2742	8	0	0	0	0
lncRNA_3962	Porites_evermani_scaffold_3617	27114	27338	+	225	0	0	0	0	0
lncRNA_3963	Porites_evermani_scaffold_3619	1	3572	+	3572	0	0	0	0	0
lncRNA_3964	Porites_evermani_scaffold_3619	26614	27729	+	1116	0	0	0	0	0
lncRNA_3965	Porites_evermani_scaffold_3619	3952	4417	+	466	0	0	0	0	0
lncRNA_3966	Porites_evermani_scaffold_3611	1	619	+	619	0	0	0	0	0
lncRNA_3967	Porites_evermani_scaffold_3611	39235	41676	+	2442	102	40	121	28	71
lncRNA_3968	Porites_evermani_scaffold_3611	1	1545	+	1545	0	0	0	0	0
lncRNA_3969	Porites_evermani_scaffold_3618	35615	35834	+	220	0	2	55	0	0
lncRNA_3971	Porites_evermani_scaffold_362;Porites_evermani_scaffold_362	3917;26971	4124;27976	+;+	1214	134	2	146	29	21
lncRNA_3972	Porites_evermani_scaffold_362	87158	87492	+	335	4	0	37	0	6
lncRNA_3973	Porites_evermani_scaffold_362	255627	256166	+	540	221	33	68	24	301
lncRNA_3974	Porites_evermani_scaffold_3622	41326	41538	+	213	0	0	0	0	0
lncRNA_3975	Porites_evermani_scaffold_3624	15971	25466	+	9496	36	31	31	0	135
lncRNA_3976	Porites_evermani_scaffold_3624	15416	15627	+	212	11	13	37	0	66
lncRNA_3977	Porites_evermani_scaffold_3625	847	5858	+	5012	2184	759	2056	1090	5272
lncRNA_3978	Porites_evermani_scaffold_363	212524	212867	+	344	218	0	282	385	264
lncRNA_3979	Porites_evermani_scaffold_363	291175	291657	+	483	1	0	0	0	0
lncRNA_3981	Porites_evermani_scaffold_3631;Porites_evermani_scaffold_3632	131;7971	1458;8197	+;+	1555	30	21	81	34	21
lncRNA_3982	Porites_evermani_scaffold_3635	24611	24934	+	324	2	0	50	0	8
lncRNA_3983	Porites_evermani_scaffold_3635	41421	41867	+	447	0	0	0	0	0
lncRNA_3984	Porites_evermani_scaffold_364	36392	37371	+	980	19	30	2	6	41
lncRNA_3985	Porites_evermani_scaffold_364	1	1152	+	1152	287	173	1104	581	408
lncRNA_3986	Porites_evermani_scaffold_3642	28822	31381	+	2560	5	14	42	0	14
lncRNA_3987	Porites_evermani_scaffold_3642	28848	31381	+	2534	0	0	0	0	0
lncRNA_3988	Porites_evermani_scaffold_3642	3118	3379	+	262	0	0	24	0	0
lncRNA_3989	Porites_evermani_scaffold_3642	31116	31852	+	737	57	135	96	20	50
lncRNA_3991	Porites_evermani_scaffold_3646;Porites_evermani_scaffold_3646	9946;14314	13415;14541	+;+	3698	142	69	273	61	336
lncRNA_3992	Porites_evermani_scaffold_3647	1423	2291	+	869	21	22	66	35	8
lncRNA_3993	Porites_evermani_scaffold_3647	41438	41744	+	307	0	0	0	0	0
lncRNA_3995	Porites_evermani_scaffold_3651	37288	37698	+	411	0	0	0	0	0
lncRNA_3996	Porites_evermani_scaffold_3651	5735	5981	+	247	3	8	0	0	22
lncRNA_3997	Porites_evermani_scaffold_3653	11261	11511	+	251	0	0	24	0	0
lncRNA_3998	Porites_evermani_scaffold_3654	22245	41538	+	19294	1	5	536	102	537
lncRNA_3999	Porites_evermani_scaffold_3654	24523	41538	+	17016	0	0	0	0	0
lncRNA_4111	Porites_evermani_scaffold_3656;Porites_evermani_scaffold_3656;Porites_evermani_scaffold_3665;Porites_evermani_scaffold_3668;Porites_evermani_scaffold_375;Porites_evermani_scaffold_375;Porites_evermani_scaffold_3757	7133;32617;62;5683;98752;98752;26161	7928;32984;3996;5894;113125;115251;32962	+;+;+;+;+;+;+	28613	269	117	368	243	370
lncRNA_4112	Porites_evermani_scaffold_366;Porites_evermani_scaffold_367;Porites_evermani_scaffold_375;Porites_evermani_scaffold_376	29155;285616;126224;236793	29377;288725;127199;237191	+;+;+;+	4708	822	392	867	261	617
lncRNA_4113	Porites_evermani_scaffold_366;Porites_evermani_scaffold_3671;Porites_evermani_scaffold_375;Porites_evermani_scaffold_3769	93756;1;126224;25198	94563;598;127819;25581	+;+;+;+	3386	325	165	337	175	417
lncRNA_4114	Porites_evermani_scaffold_366;Porites_evermani_scaffold_3672;Porites_evermani_scaffold_375;Porites_evermani_scaffold_377	12127;11645;129112;117145	14132;11916;131385;118172	+;+;+;+	5580	1690	1333	528	568	2286
lncRNA_4115	Porites_evermani_scaffold_366;Porites_evermani_scaffold_3672;Porites_evermani_scaffold_375;Porites_evermani_scaffold_3772	118646;37114;157474;34391	119513;41222;161875;37824	+;+;+;+	12813	227	248	259	77	158
lncRNA_4116	Porites_evermani_scaffold_3661;Porites_evermani_scaffold_3672;Porites_evermani_scaffold_3751;Porites_evermani_scaffold_3772	11152;5127;4461;32575	13621;5284;4798;32892	+;+;+;+	3284	12	30	126	11	16
lncRNA_4117	Porites_evermani_scaffold_3661;Porites_evermani_scaffold_3675;Porites_evermani_scaffold_3755;Porites_evermani_scaffold_3773	1187;29255;1;6219	5132;31593;586;6512	+;+;+;+	7165	96	10	117	42	48
lncRNA_4118	Porites_evermani_scaffold_3661;Porites_evermani_scaffold_3677;Porites_evermani_scaffold_3756;Porites_evermani_scaffold_3773	6287;6479;1342;29311	7273;9246;2493;29721	+;+;+;+	5318	57	122	166	22	72
lncRNA_4119	Porites_evermani_scaffold_3661;Porites_evermani_scaffold_3677;Porites_evermani_scaffold_3756;Porites_evermani_scaffold_3774	33155;4135;25169;23554	35526;5886;25538;25149	+;+;+;+	6090	725	290	304	99	210
lncRNA_4121	Porites_evermani_scaffold_3677;Porites_evermani_scaffold_3679;Porites_evermani_scaffold_3774;Porites_evermani_scaffold_3774	29961;31484;16674;25452	31173;31717;17175;37865	+;+;+;+	14363	88	27	257	48	149
lncRNA_4123	Porites_evermani_scaffold_368;Porites_evermani_scaffold_378	185565;81974	211612;82921	+;+	26996	207	50	2	0	0
lncRNA_4124	Porites_evermani_scaffold_368;Porites_evermani_scaffold_378	185565;87132	211612;87427	+;+	26344	79	133	245	0	3
lncRNA_4125	Porites_evermani_scaffold_368;Porites_evermani_scaffold_3781	186758;36711	211612;37143	+;+	25288	4	0	44	0	0
lncRNA_4126	Porites_evermani_scaffold_3681;Porites_evermani_scaffold_3781	15444;37571	17836;37833	+;+	2656	11	1	26	21	3
lncRNA_4127	Porites_evermani_scaffold_3681;Porites_evermani_scaffold_3786	11;1	723;528	+;+	1241	248	45	202	76	233
lncRNA_4128	Porites_evermani_scaffold_3683;Porites_evermani_scaffold_3789	29171;11891	39118;17199	+;+	15257	199	48	512	132	201
lncRNA_4129	Porites_evermani_scaffold_3684;Porites_evermani_scaffold_3789	6811;11891	7145;17199	+;+	5644	23	8	105	22	14
lncRNA_4131	Porites_evermani_scaffold_3689;Porites_evermani_scaffold_3689;Porites_evermani_scaffold_3789;Porites_evermani_scaffold_3789	16211;18581;13312;13312	16416;21998;17199;17199	+;+;+;+	7512	2	0	122	0	57
lncRNA_4132	Porites_evermani_scaffold_3689;Porites_evermani_scaffold_379	16858;53623	17192;54268	+;+	981	2	0	154	12	45
lncRNA_4133	Porites_evermani_scaffold_3689;Porites_evermani_scaffold_379	17461;54476	18291;61529	+;+	7885	0	0	203	1	54
lncRNA_4134	Porites_evermani_scaffold_3689;Porites_evermani_scaffold_379	38277;56688	38856;61529	+;+	5422	35	2	30	0	68
lncRNA_4135	Porites_evermani_scaffold_3691;Porites_evermani_scaffold_379	7841;265158	9516;266139	+;+	2658	38	51	96	91	26
lncRNA_4136	Porites_evermani_scaffold_3693;Porites_evermani_scaffold_379	37126;266271	39544;273248	+;+	9397	780	402	277	495	384
lncRNA_4137	Porites_evermani_scaffold_3693;Porites_evermani_scaffold_379	33495;31358	33831;31569	+;+	549	66	0	64	6	5
lncRNA_4138	Porites_evermani_scaffold_3696;Porites_evermani_scaffold_379	4965;31841	8415;32652	+;+	4263	41	27	199	3	67
lncRNA_4139	Porites_evermani_scaffold_3696;Porites_evermani_scaffold_3791	38121;1524	39785;1811	+;+	1953	8	0	216	58	16
lncRNA_4141	Porites_evermani_scaffold_3696;Porites_evermani_scaffold_3696;Porites_evermani_scaffold_3792;Porites_evermani_scaffold_3796	25164;28171;34792;22941	25271;28472;37168;23235	+;+;+;+	3082	0	70	227	47	2
lncRNA_4142	Porites_evermani_scaffold_3698;Porites_evermani_scaffold_3798	29241;18177	39683;18548	+;+	10815	5	135	451	73	79
lncRNA_4143	Porites_evermani_scaffold_37;Porites_evermani_scaffold_38	166339;694714	167611;696217	+;+	2777	2271	437	256	633	1825
lncRNA_4144	Porites_evermani_scaffold_37;Porites_evermani_scaffold_38	315521;177358	316735;177582	+;+	1440	22	23	28	9	37
