gene_id,RNA-POR-71,RNA-POR-73,RNA-POR-76,RNA-POR-79,RNA-POR-82
STRG.19800,16,136,107,40,15
Peve_00015018,0,0,27,0,0
STRG.25492,302,173,312,91,165
STRG.25493,23,33,31,15,15
STRG.25490,106,34,804,168,77
Peve_00002522,0,19,0,5,46
STRG.25496,102,33,73,41,46
STRG.25497,48,58,281,161,112
STRG.25494,9,7,0,0,0
STRG.25495,18,26,149,37,25
Peve_00013848,0,0,0,0,0
STRG.25498,20,0,32,0,0
STRG.25499,127,61,238,40,74
Peve_00013849,0,284,0,218,0
STRG.24723,130,111,539,156,771
STRG.24722,300,57,2,105,2
STRG.24721,12,0,0,11,10
STRG.24720,1253,438,1342,578,1238
STRG.24727,129,106,178,41,178
STRG.16254,690,410,1824,558,745
STRG.24725,1739,627,2760,1510,2007
STRG.24724,71,0,4,0,40
Peve_00005061,0,5,9,0,3
Peve_00005060,0,15,43,0,94
STRG.24729,696,423,319,153,842
STRG.3719,76,60,290,103,95
Peve_00023447,0,0,0,0,25
Peve_00023446,0,0,0,0,0
Peve_00034892,0,0,0,0,0
Peve_00034893,0,0,0,0,0
STRG.16258,405,118,817,576,527
Peve_00034896,0,0,0,0,0
STRG.16259,6,0,83,13,0
STRG.19807,295,0,176,86,623
Peve_00016913,0,0,0,0,0
STRG.3710,976,148,495,373,1104
STRG.3711,953,931,1934,647,1749
Peve_00019813,0,0,0,0,0
Peve_00019817,0,0,0,0,0
Peve_00019819,0,0,0,0,0
Peve_00039714,0,2,0,0,4
Peve_00039710,0,0,0,2,0
Peve_00039711,0,0,0,0,0
Peve_00039719,0,0,0,0,0
STRG.18809,40,26,398,80,115
STRG.2350,755,198,1239,308,599
Peve_00009199,0,0,0,0,0
Peve_00009198,0,0,0,0,0
STRG.18808,1115,832,2600,706,1275
Peve_00009195,0,0,0,0,0
Peve_00009197,0,0,0,0,0
Peve_00009196,0,0,0,0,0
Peve_00009190,0,0,0,0,0
Peve_00009193,0,0,0,0,0
Peve_00001768,0,0,0,0,0
Peve_00001766,0,0,0,0,0
Peve_00001764,0,0,0,0,0
Peve_00001762,0,0,0,0,16
Peve_00001763,0,0,0,3,0
Peve_00019848,0,0,0,0,0
STRG.9523,83,12,73,32,65
STRG.9522,76,10,48,13,49
STRG.9521,94,0,136,54,146
STRG.9520,1007,217,1604,855,1429
STRG.9527,2,0,25,0,10
STRG.9526,12,3,25,9,15
STRG.9525,6,0,0,0,6
STRG.9524,15,4,30,19,24
STRG.9529,59,7,69,0,52
STRG.9528,8,2,16,2,10
Peve_00008575,0,0,0,0,0
Peve_00008576,0,0,0,0,0
Peve_00004170,0,0,0,0,0
STRG.4173,10,4,74,5,47
STRG.4172,60,61,0,23,0
STRG.4171,122,64,0,34,0
STRG.4170,328,105,240,106,680
STRG.4177,474,207,657,168,422
STRG.4176,14533,1459,12328,7833,15571
STRG.4175,768,187,1222,244,508
STRG.4174,1411,660,1845,855,1893
Peve_00009222,0,0,0,0,0
STRG.4179,300,113,846,166,151
STRG.4178,3830,813,1419,1404,4202
Peve_00009226,0,0,55,3,107
Peve_00006086,0,0,0,0,0
Peve_00028414,0,0,0,0,0
Peve_00028417,0,0,0,0,0
Peve_00006085,0,0,0,0,0
Peve_00006082,0,0,86,6,0
Peve_00006083,0,0,0,0,20
Peve_00028412,0,0,0,0,2
STRG.22140,42,11,0,19,0
Peve_00028328,0,41,0,0,0
Peve_00006088,0,0,0,0,0
STRG.15502,792,777,1322,547,1294
Peve_00027555,0,0,0,0,0
Peve_00030549,0,0,0,0,0
Peve_00035710,0,0,0,0,0
Peve_00030540,0,0,0,0,0
Peve_00030541,0,0,0,0,0
Peve_00007687,0,0,0,0,0
Peve_00007686,0,12,0,0,0
Peve_00030545,0,0,0,0,0
Peve_00038395,0,0,0,0,0
Peve_00036256,0,0,0,0,0
Peve_00032940,0,12,0,0,0
Peve_00032942,0,0,0,0,0
Peve_00032943,0,9,0,7,0
Peve_00032945,0,0,0,0,0
STRG.16741,196,130,624,166,249
Peve_00007350,0,0,0,0,0
Peve_00007357,0,0,0,0,0
Peve_00007356,0,0,0,0,6
STRG.24957,562,300,2258,711,768
Peve_00029452,0,0,6,0,0
Peve_00005859,0,14,0,0,0
Peve_00038979,0,0,0,0,0
STRG.15129,838,141,973,458,1567
STRG.15128,14,0,0,0,7
Peve_00029454,0,0,0,0,25
STRG.15125,1196,756,1567,711,1087
Peve_00005851,0,10,220,32,0
STRG.15127,4,0,0,0,7
STRG.15126,2033,466,2690,1157,2576
STRG.15121,210,92,96,83,295
STRG.15120,377,398,1369,174,501
STRG.15123,176,122,234,103,508
STRG.15122,884,91,2915,792,1053
STRG.21714,458,24,227,189,87
Peve_00033014,0,0,0,0,0
Peve_00034049,0,0,0,0,1
Peve_00034048,0,0,0,0,3
Peve_00033011,0,0,0,0,0
Peve_00033012,0,0,0,0,0
Peve_00034046,0,0,0,0,6
Peve_00034044,0,0,0,0,0
STRG.15697,576,59,0,326,911
STRG.15696,1278,222,1682,668,1652
STRG.15695,888,549,763,313,989
STRG.15694,986,887,769,242,1185
STRG.15693,470,262,765,534,435
STRG.15692,141,71,253,76,57
STRG.15691,17,69,181,21,72
STRG.15690,553,152,655,244,276
STRG.7979,89,27,16,32,14
STRG.15699,98,105,112,44,38
STRG.15698,62,72,559,103,57
Peve_00040206,0,8,0,0,14
Peve_00040202,0,0,0,2,0
Peve_00040201,0,0,0,0,0
STRG.1408,16,0,194,0,85
Peve_00032057,0,0,0,0,0
Peve_00032054,0,0,0,0,0
Peve_00032055,0,0,0,0,0
STRG.10284,59,0,200,297,101
Peve_00032059,0,0,0,0,0
STRG.1977,161,44,236,127,194
Peve_00037661,0,0,331,46,183
STRG.12472,69,20,0,63,125
STRG.12473,11,3,0,30,38
STRG.12470,64,30,170,26,0
STRG.12471,144,50,353,48,154
STRG.12476,2447,4126,1140,4924,48437
STRG.12477,511,2116,649,441,394
STRG.12474,19,0,0,0,13
STRG.12475,508,107,271,277,494
STRG.12478,415,113,316,87,563
STRG.12479,26,0,0,0,0
STRG.18610,6,9,4,0,10
STRG.1315,17,0,47,0,0
STRG.1316,579,148,934,506,530
STRG.18613,39,4,24,0,313
STRG.1310,2,0,4,0,0
STRG.1311,573,3,1653,601,219
STRG.1312,38,0,61,5,3
STRG.1313,34,0,73,14,50
Peve_00017941,0,0,0,0,0
STRG.18619,254,107,829,149,245
STRG.1318,1652,648,2291,605,1555
STRG.1319,1746,978,11155,1684,3043
Peve_00023766,0,0,0,0,0
Peve_00023767,0,0,0,0,6
Peve_00023765,0,0,0,0,0
STRG.1972,4,0,0,3,4
Peve_00007757,0,0,0,0,0
Peve_00023769,0,0,0,0,0
Peve_00007756,0,186,0,0,0
Peve_00028882,0,0,63,0,24
Peve_00028883,0,0,0,0,0
Peve_00028880,0,0,0,0,0
Peve_00028884,0,0,0,0,2
Peve_00028889,0,24,56,71,25
Peve_00011460,0,0,0,0,0
Peve_00038962,0,0,0,0,0
STRG.22570,8,14,1,4,16
STRG.22571,1569,280,2012,168,1048
STRG.22572,391,201,452,328,293
STRG.22573,39,23,19,42,96
STRG.22574,19,6,23,5,24
STRG.22575,48,45,37,64,162
STRG.22576,1330,567,874,690,2285
STRG.22577,2952,1168,455,830,4700
STRG.22578,68,0,0,0,0
STRG.22579,24,6,118,219,305
STRG.24047,3,0,42,0,0
STRG.16577,5,4,39,0,3
STRG.16576,13,4,37,0,9
STRG.19563,49,46,385,52,128
STRG.19562,379,248,672,315,562
STRG.16573,407,64,801,405,177
STRG.19564,26,57,0,43,36
STRG.19567,555,154,384,580,484
STRG.16570,143,0,363,119,83
STRG.19569,5389,885,7789,3980,9596
STRG.19568,143,24,99,99,16
STRG.16579,24,0,4,29,2
STRG.16578,157,84,477,44,118
Peve_00005145,0,0,0,0,0
STRG.5349,85,64,173,26,69
STRG.9649,38,5,0,31,41
STRG.5343,13,2,38,8,31
STRG.9643,579,149,1036,377,675
STRG.5341,16,0,0,0,9
STRG.5340,74,14,125,28,7
STRG.5347,80,0,0,0,204
STRG.5346,1278,402,1585,698,1528
STRG.5345,892,630,1640,673,1297
Peve_00019426,0,29,0,0,0
STRG.15909,14,0,27,0,5
STRG.15908,63,0,156,47,0
STRG.15907,639,702,218,291,27
STRG.6927,139,178,126,121,200
STRG.6924,22,5,0,0,37
STRG.6925,200,70,303,49,60
STRG.6922,14,0,0,0,46
STRG.6923,22,0,12,0,65
STRG.6920,9,3,0,0,0
STRG.6921,2,3,19,2,9
Peve_00010730,0,0,0,0,0
Peve_00033833,0,3,0,0,0
Peve_00033831,0,0,0,0,0
Peve_00010738,0,0,0,0,0
Peve_00033835,0,0,0,31,36
Peve_00031084,0,0,0,0,0
Peve_00031085,0,0,0,10,0
Peve_00031086,0,0,0,0,0
Peve_00031087,0,0,0,0,0
Peve_00031081,0,0,0,0,0
Peve_00031082,0,0,0,0,0
Peve_00027847,0,0,0,0,0
Peve_00027846,0,0,0,0,0
Peve_00029869,0,12,0,31,99
Peve_00029862,0,0,0,0,0
Peve_00010300,0,6,0,0,0
STRG.21001,32,0,137,34,50
STRG.21000,353,77,70,56,130
STRG.21003,80,48,2,0,30
STRG.21002,85,15,246,30,58
STRG.21005,89,33,267,44,85
STRG.21004,129,22,254,34,0
STRG.21007,107,34,221,27,52
STRG.21006,5,0,129,3,24
STRG.21009,3,4,517,216,198
STRG.21008,1644,533,2162,966,1513
STRG.17224,576,104,1571,146,743
STRG.17225,83,22,188,10,61
STRG.17226,54,49,100,0,28
STRG.17227,161,247,279,0,360
STRG.17220,548,159,546,334,560
STRG.17221,27,0,35,57,75
STRG.17222,332,177,777,254,311
STRG.17223,1728,565,1807,796,1992
STRG.17228,74,0,0,0,11
STRG.17229,100,32,510,2,44
STRG.640,17,4,39,30,24
STRG.641,1407,1162,1605,683,1571
STRG.642,724,486,1237,810,1242
STRG.26388,29,0,0,11,35
STRG.644,575,343,1286,509,462
STRG.645,391,144,176,119,287
STRG.646,15,6,181,15,52
STRG.647,11,9,2,4,26
STRG.648,12,0,23,0,0
STRG.649,117,8,208,10,14
STRG.26381,29,12,96,0,8
STRG.26380,11,0,11,10,17
STRG.26387,17,0,0,0,0
STRG.26386,183,163,470,181,193
STRG.26385,18,0,25,12,0
STRG.26384,488,178,40,108,22
STRG.4438,1539,588,3240,650,1254
STRG.4439,258,191,580,185,293
STRG.3428,1952,256,1180,1111,2255
STRG.3429,22167,7657,21710,8279,32075
STRG.3424,509,201,413,274,693
STRG.4433,291,238,842,154,266
STRG.4430,284,14,0,0,32
STRG.3427,2991,1728,2926,1141,4123
STRG.4436,267,143,41,193,214
STRG.3421,247,24,664,141,23
STRG.3422,1449,849,1913,1442,3044
STRG.3423,139,48,327,29,56
STRG.1624,2076,1174,4250,1336,2974
Peve_00027374,0,0,0,0,0
STRG.1626,67,31,0,36,18
STRG.396,28716,10987,23845,16332,37744
STRG.397,2,0,0,0,0
STRG.394,19,0,120,0,0
STRG.395,412,129,371,210,230
STRG.392,48,0,74,44,58
STRG.393,18,0,63,0,24
STRG.390,13,0,0,13,0
STRG.391,14,4,0,0,12
Peve_00012460,0,0,0,0,0
Peve_00012463,0,0,0,0,0
Peve_00012462,0,74,150,48,17
Peve_00012465,0,0,0,0,0
Peve_00012464,0,0,0,0,0
STRG.398,498,46,473,111,164
STRG.399,60,46,299,103,119
STRG.8195,398,125,579,259,505
STRG.8194,24,0,0,3,0
Peve_00014708,0,0,0,0,0
STRG.8196,9203,4844,3692,4863,11742
STRG.8191,220,991,876,507,2884
STRG.8190,34,0,0,0,0
STRG.8193,536,521,328,217,1092
STRG.8192,451,13,0,111,1176
Peve_00014700,0,0,0,0,0
STRG.1623,50,45,245,70,118
STRG.8199,3,11,8,18,44
STRG.8198,109,31,19,161,177
Peve_00014705,0,0,0,0,0
STRG.11109,13,12,0,0,47
STRG.11108,13,15,0,0,47
STRG.11103,2309,1478,2943,2197,3696
STRG.11102,240,216,855,148,361
STRG.11101,14,0,0,0,116
STRG.11100,4,16,6,3,4
STRG.11107,109,55,183,48,69
STRG.11106,959,619,666,625,1606
STRG.11105,875,262,1552,938,738
STRG.11104,29,80,76,0,186
Peve_00044060,0,0,40,0,12
Peve_00030025,0,0,0,0,18
Peve_00030021,0,0,0,0,0
Peve_00030020,0,0,0,0,0
Peve_00044068,0,0,0,0,0
Peve_00044069,0,0,0,0,0
STRG.2191,268,339,973,185,215
STRG.22718,61,0,0,0,0
STRG.20068,2935,4033,2786,1248,6870
STRG.20069,799,260,1966,0,3
Peve_00026071,0,0,0,0,0
STRG.20061,1567,550,1794,667,4
STRG.20062,9,0,0,0,0
STRG.20063,355,159,1106,156,286
STRG.20064,420,282,1556,690,567
STRG.20065,1082,796,2734,555,1149
STRG.20066,216,77,550,146,186
STRG.20067,951,696,963,384,1124
STRG.2779,917,350,419,414,2567
STRG.2778,2134,732,2193,840,2682
STRG.2777,270,65,988,159,210
STRG.2776,6,0,130,0,0
STRG.2775,101,26,175,38,145
STRG.18920,50,0,0,0,0
STRG.2773,163,115,230,92,332
STRG.2772,154,137,137,37,373
STRG.2771,21642,3836,4145,6379,24238
STRG.2770,820,165,1339,362,713
STRG.25650,8,4,0,7,11
STRG.25651,1045,351,831,337,455
STRG.25652,463,0,0,44,75
STRG.25653,52,0,0,13,24
STRG.25654,96,26,3,23,39
STRG.25655,370,104,387,194,83
STRG.25656,128,25,123,61,317
STRG.25657,4,0,0,0,0
STRG.25658,8,27,42,5,0
STRG.25659,17,0,0,6,33
Peve_00005453,0,0,0,0,0
Peve_00021963,0,0,0,4,0
STRG.24521,30,0,0,0,5
STRG.15806,415,42,57,60,346
STRG.24523,186,99,478,126,177
STRG.24522,636,747,212,338,1068
STRG.24525,131,0,304,40,10
STRG.24524,340,85,123,172,322
STRG.24527,46,48,18,0,32
Peve_00010619,0,0,24,0,0
STRG.24529,106,25,29,0,24
STRG.24528,11,16,94,11,17
STRG.15804,157,33,275,11,92
STRG.15805,318,115,323,21,392
STRG.15802,91,284,126,49,55
STRG.15803,1897,991,2596,915,3134
STRG.15884,4,9,0,0,0
STRG.15800,1,0,1,1,2
STRG.15801,3,0,0,0,0
STRG.8229,102,21,40,61,83
STRG.8228,3,0,50,0,22
Peve_00021968,0,0,0,0,0
STRG.8223,318,27,99,59,672
STRG.8222,58,20,145,24,106
STRG.8221,1619,657,2795,498,1455
STRG.8220,224,156,446,160,126
STRG.8227,46,0,32,14,85
STRG.8226,326,142,698,486,426
STRG.8225,333,103,537,154,413
STRG.8224,90,17,495,195,60
Peve_00000567,0,0,0,0,0
Peve_00000564,0,0,0,0,5
STRG.6108,18,0,692,8,0
STRG.6368,9038,2591,1899,2971,9483
Peve_00000561,0,0,0,0,0
STRG.6104,363,401,2015,337,884
STRG.6105,5,4,175,4,20
STRG.6106,95,150,404,38,138
STRG.6107,861,483,128,362,1063
STRG.6100,2023,781,3889,1276,2230
STRG.6101,119,32,210,186,317
STRG.6102,117,49,479,35,366
STRG.6103,73,48,383,31,169
STRG.11819,547,129,1348,299,736
STRG.11818,2331,22,2743,748,2008
Peve_00004274,0,0,0,0,0
Peve_00004273,0,0,0,0,0
Peve_00004272,0,0,0,0,0
Peve_00004270,0,0,0,0,0
STRG.11811,3768,1528,4217,1821,4045
STRG.11810,186,92,370,182,357
STRG.11813,456,111,234,37,1112
STRG.11812,2204,1719,9859,1303,3333
STRG.11815,11,0,6,0,19
STRG.11814,16247,4038,3218,4141,13569
STRG.11817,9,0,0,6,0
STRG.11816,20,0,66,0,13
STRG.6369,488,151,707,405,309
Peve_00045009,0,0,0,0,0
Peve_00045007,0,0,0,0,0
Peve_00042050,0,0,0,0,0
Peve_00042055,0,0,0,0,0
Peve_00045002,0,0,0,0,0
Peve_00045001,0,0,0,0,0
Peve_00045000,0,0,0,0,0
STRG.2197,858,317,870,416,894
STRG.2196,3653,5209,47496,2802,6421
Peve_00026923,0,0,0,0,0
Peve_00026922,0,0,0,0,0
Peve_00039086,0,0,0,0,0
Peve_00039080,0,0,0,0,0
STRG.17617,44,5,39,7,9
Peve_00039082,0,0,0,0,16
STRG.2194,404,168,866,210,336
STRG.2193,1000,500,852,608,1531
STRG.17610,3,5,0,0,159
STRG.7859,16,0,36,31,15
STRG.7858,1064,976,1492,337,482
STRG.22969,2,0,0,0,0
STRG.22968,97,9,136,137,120
Peve_00015871,0,0,0,0,0
STRG.22963,14,0,123,0,0
STRG.22962,33,30,0,16,24
STRG.22961,104,81,104,107,240
STRG.22960,24,0,0,0,15
STRG.22967,74,36,313,112,39
STRG.22966,53,0,188,27,0
STRG.22965,24,0,0,3,0
STRG.22964,126,2,186,54,46
STRG.3169,2,0,0,0,0
STRG.3168,29,25,0,35,50
STRG.3161,7,0,0,0,0
STRG.3160,17,17,0,0,0
STRG.3163,53,9,208,8,81
STRG.3162,147,0,64,0,182
STRG.9490,230,33,1124,32,410
STRG.3164,571,185,2231,409,710
STRG.3167,127,31,708,87,165
STRG.3166,1396,472,1523,2838,5568
Peve_00043096,0,0,0,0,0
Peve_00043097,0,0,0,0,0
Peve_00043094,0,0,0,0,0
Peve_00043095,0,0,0,0,0
Peve_00043093,0,0,0,0,0
Peve_00043098,0,0,0,0,0
Peve_00001214,0,0,166,16,286
STRG.1459,101,23,0,40,159
Peve_00001211,0,0,0,0,0
STRG.1457,171,75,724,127,76
STRG.1456,168,69,625,70,117
STRG.1455,69,45,433,7,83
STRG.1454,343,296,2260,451,812
STRG.1453,850,407,135,308,980
STRG.1452,81,0,0,18,144
STRG.1451,112,57,253,17,118
STRG.1450,55,41,106,16,74
Peve_00014289,0,0,0,0,0
Peve_00014288,0,0,0,0,8
Peve_00014285,0,2,0,0,0
Peve_00020187,0,0,0,0,0
Peve_00014282,0,0,5,2,0
Peve_00014281,0,2,103,0,1
Peve_00014280,0,9,0,0,0
STRG.9496,2038,1468,3162,2701,2665
STRG.2094,387,307,1219,412,560
Peve_00044844,0,0,0,0,0
STRG.21108,296,169,609,221,347
Peve_00044846,0,0,0,3,0
Peve_00044847,0,0,0,0,0
Peve_00044840,0,0,0,0,0
Peve_00044848,0,0,0,4,0
Peve_00024564,0,35,0,20,41
Peve_00024567,0,0,251,0,0
Peve_00024569,0,0,0,0,16
STRG.22039,888,316,938,242,718
STRG.22038,532,509,234,139,457
STRG.22031,26,3,2,0,8
STRG.22030,171,36,117,70,141
STRG.22033,49,3,45,22,108
STRG.22032,158,20,35,43,54
STRG.22035,7,7,0,40,235
STRG.22034,23,0,0,3,12
STRG.22037,28,46,0,0,24
STRG.22036,4,7,38,6,5
STRG.21103,95,39,60,24,18
Peve_00041937,0,0,34,3,0
Peve_00041936,0,0,0,0,0
Peve_00041935,0,0,0,0,0
Peve_00041934,0,0,0,0,0
Peve_00041933,0,3,0,0,0
Peve_00041930,0,0,0,0,0
STRG.8187,612,135,562,324,472
Peve_00041939,0,0,21,0,0
Peve_00041938,0,0,0,0,0
Peve_00009332,0,0,0,0,0
Peve_00007212,0,0,0,0,0
Peve_00007213,0,0,0,0,0
Peve_00007214,0,0,0,0,0
Peve_00007215,0,0,0,0,0
STRG.10773,15,3,0,0,8
STRG.10772,300,1779,230,190,707
STRG.10771,560,3446,423,251,939
STRG.10770,40,0,54,0,36
STRG.10777,56,0,219,35,20
STRG.10776,249,43,484,223,261
STRG.10775,140,27,469,77,0
STRG.10774,1148,348,774,344,1016
STRG.10779,552,420,105,360,1530
STRG.10778,71,36,104,71,81
STRG.6367,12,0,36,0,0
STRG.25359,217,106,972,177,367
STRG.25358,71,89,311,79,12
STRG.25351,24,28,189,24,0
STRG.25350,252,103,355,192,209
STRG.25353,190,106,1188,185,332
STRG.25352,75,43,260,19,120
STRG.25355,1006,206,1098,878,21
STRG.25354,187,128,842,240,206
STRG.25357,357,95,618,362,390
STRG.25356,141,46,143,41,110
STRG.5983,55,0,169,99,50
STRG.5193,40,18,138,0,41
STRG.1241,10095,3286,1625,3313,14387
Peve_00007962,0,0,0,0,0
Peve_00007963,0,0,0,0,0
Peve_00007964,0,0,0,0,0
STRG.9596,5534,2525,4667,1897,7747
Peve_00008299,0,0,0,0,0
Peve_00008298,0,0,0,0,0
Peve_00019136,0,0,0,0,0
STRG.9443,17,3,22,7,4
Peve_00019132,0,0,0,0,0
Peve_00019130,0,0,0,0,0
STRG.9597,234,110,237,186,245
STRG.4678,57,0,128,0,58
Peve_00011045,0,0,0,0,0
Peve_00016441,0,0,0,0,13
STRG.24477,2,8,0,0,12
Peve_00005184,0,0,0,0,0
STRG.24476,57,0,50,14,33
Peve_00005188,0,0,66,0,0
Peve_00005189,0,56,374,29,24
STRG.3787,6,0,0,17,22
STRG.24474,16,16,51,2,15
STRG.24473,126,38,258,59,165
STRG.14023,34,46,168,142,59
STRG.5109,289,259,2175,236,464
STRG.5108,318,106,2870,344,433
Peve_00040539,0,0,0,0,0
STRG.5105,231,8,0,83,51
STRG.5104,1055,1202,1454,593,2136
STRG.9486,762,498,1665,545,874
STRG.5106,95,66,11,23,360
STRG.9480,125,142,160,64,85
STRG.9481,152,64,456,198,169
STRG.5103,18,0,0,4,17
STRG.5102,778,628,1405,448,1647
Peve_00000608,0,0,0,0,0
Peve_00000609,0,0,0,0,0
Peve_00005230,0,0,0,0,0
Peve_00000607,0,0,0,0,0
Peve_00005232,0,7,11,0,50
Peve_00000605,0,0,0,0,0
Peve_00005234,0,0,0,0,0
Peve_00000603,0,2,0,0,0
Peve_00005236,0,8,11,1,54
Peve_00005237,0,0,0,0,0
Peve_00009528,0,0,0,0,0
Peve_00009520,0,0,0,0,0
STRG.6364,7,0,0,6,38
Peve_00006188,0,2,0,1,0
Peve_00009526,0,0,0,0,28
STRG.6365,136,44,495,32,231
STRG.6366,4,0,14,7,13
Peve_00006186,0,0,0,0,0
STRG.14021,51,0,0,55,54
Peve_00001039,0,0,0,0,0
Peve_00018777,0,1,0,9,7
Peve_00018771,0,0,0,0,0
Peve_00000250,0,0,0,0,0
Peve_00037003,0,0,0,0,14
Peve_00037006,0,0,0,0,0
Peve_00037007,0,0,0,2,0
Peve_00037005,0,0,0,0,0
STRG.274,9,0,0,0,30
STRG.276,2748,1379,3710,2840,3617
Peve_00006760,0,6,0,0,15
STRG.992,107,93,333,58,409
Peve_00006765,0,0,0,0,0
STRG.270,402,591,576,120,519
STRG.993,888,505,1388,615,2587
Peve_00017345,0,0,0,0,0
STRG.272,8,0,0,0,2
Peve_00038587,0,0,0,0,0
Peve_00038584,0,0,0,0,9
Peve_00038585,0,0,7,0,0
STRG.6995,271,281,764,122,212
STRG.7943,6,0,0,0,0
STRG.7942,3,2,0,0,4
STRG.6994,176,120,94,33,405
Peve_00035694,0,0,0,0,10
Peve_00035691,0,0,0,0,0
Peve_00035693,0,0,0,0,0
Peve_00035692,0,0,0,0,0
STRG.16225,321,893,824,534,905
Peve_00036356,0,0,0,0,0
Peve_00036351,0,0,0,0,0
Peve_00036350,0,0,0,8,0
Peve_00036358,0,0,0,0,0
STRG.16224,380,228,622,200,401
STRG.14449,20,19,47,0,0
STRG.14448,493,28,876,0,0
STRG.14445,37,0,348,126,87
STRG.14444,119,22,183,33,54
STRG.14447,370,57,0,10,9
STRG.14446,3,0,0,0,0
STRG.14441,112,24,73,130,373
STRG.14440,70,34,429,245,274
STRG.14443,119,0,268,48,48
STRG.14442,40,0,181,37,25
STRG.3253,356,92,1474,368,444
STRG.16150,37,12,7,14,34
Peve_00035523,0,0,0,0,0
Peve_00035521,0,3,0,0,3
Peve_00035520,0,0,0,28,0
STRG.16153,284,0,133,155,0
Peve_00035525,0,0,0,0,0
STRG.16357,67,37,157,46,89
STRG.16356,356,189,613,277,454
STRG.16355,183,33,527,230,660
STRG.16354,82,6,133,64,180
STRG.16353,2234,379,137,1549,1711
STRG.16352,1,0,20,0,0
STRG.16351,349,30,450,319,284
STRG.16350,1218,959,1547,845,1213
STRG.16155,421,0,509,241,115
STRG.16359,4,0,13,0,5
STRG.16358,379,187,691,241,265
STRG.12847,30,9,0,10,28
STRG.12846,759,254,1940,457,1382
STRG.12845,223,12,107,5,513
STRG.12844,2,0,0,0,4
STRG.12843,2,28,0,9,39
STRG.12842,4,0,0,0,19
STRG.12841,4,36,0,0,2
STRG.12840,5,0,0,0,0
STRG.16156,10935,2805,10774,5039,16501
STRG.12849,32,0,0,0,0
STRG.12848,55,35,90,26,42
STRG.4902,2,0,0,7,5
STRG.8429,46,0,199,17,62
STRG.8428,8,0,49,0,25
Peve_00016015,0,0,0,0,0
STRG.8425,205,88,475,164,225
STRG.8424,44,4,58,7,71
STRG.8427,52,10,111,16,23
STRG.8426,238,371,838,204,198
Peve_00005951,0,0,0,0,13
Peve_00005950,0,0,0,0,0
STRG.8423,7,0,56,0,9
STRG.8422,15,421,0,21,88
STRG.4906,1455,525,1248,625,1760
STRG.18071,4,7,0,24,15
STRG.12641,350,126,0,133,255
STRG.4904,88,64,268,59,104
STRG.6097,1193,691,2084,790,1350
STRG.6094,360,177,393,234,320
STRG.12642,44,0,0,15,0
STRG.6092,1767,1448,2128,1038,2013
Peve_00043541,0,0,0,0,5
STRG.15712,5,5,0,11,20
STRG.15713,7,0,0,0,0
STRG.15710,88,17,0,20,57
STRG.15711,45,7,93,23,40
STRG.15716,56,15,0,7,9
STRG.15717,57,3,0,23,20
STRG.15714,32,0,155,53,45
STRG.15715,1340,548,1575,860,1285
STRG.15718,34,0,0,0,79
STRG.15719,372,368,136,189,535
STRG.20273,58,0,10,0,93
STRG.6474,772,221,1176,671,667
STRG.6475,97,0,199,38,55
STRG.6476,997,1079,263,419,2711
STRG.6477,208,59,407,169,235
STRG.6470,656,101,135,164,139
STRG.6471,340,105,223,66,261
STRG.6472,39,48,109,56,20
STRG.6473,41,0,64,0,13
STRG.1840,254,60,482,186,201
STRG.6478,152,74,84,134,381
STRG.6479,972,361,506,449,901
STRG.1841,201,222,71,90,721
STRG.17404,182,313,1037,552,1180
STRG.17405,697,86,38,61,61
STRG.17406,24,7,0,0,0
STRG.17407,7,4,0,3,0
STRG.17400,6,0,0,0,0
STRG.17401,21,17,362,151,128
STRG.17402,431,194,2784,1005,1033
STRG.17403,123,33,155,49,67
STRG.20276,286,141,871,124,279
STRG.17408,251,159,199,36,249
STRG.17409,63,0,0,16,72
Peve_00027231,0,0,0,0,0
Peve_00031510,0,0,0,0,0
Peve_00027233,0,0,0,0,0
Peve_00027234,0,0,0,0,0
Peve_00037589,0,0,0,0,0
STRG.7020,17,0,0,0,0
STRG.14078,85,0,198,25,52
STRG.18738,236,226,349,183,750
Peve_00027474,0,0,0,0,0
STRG.14079,34,0,119,0,66
STRG.12155,760,372,1364,1107,1085
STRG.12154,58,0,0,0,5
STRG.12157,14,32,43,31,10
STRG.18424,26,0,0,0,49
STRG.12151,494,283,1323,359,434
STRG.12150,23,39,572,25,61
STRG.12153,35,34,206,15,62
STRG.12152,32,22,266,21,28
STRG.12159,83,51,79,225,476
STRG.12158,73,161,188,285,77
STRG.25144,35,145,344,278,375
STRG.18421,45,9,15,92,56
STRG.482,2,3,8,0,2
STRG.14076,58,0,437,22,112
STRG.483,19,38,88,23,31
STRG.14077,66,20,275,0,195
Peve_00041334,0,8,0,0,0
Peve_00041337,0,5,0,0,0
STRG.14073,195,22,324,38,354
STRG.18077,353,194,0,193,78
Peve_00017758,0,0,0,0,0
STRG.1126,1333,37,38,1035,2445
STRG.1125,358,120,786,398,402
STRG.1124,77,6,92,12,88
STRG.1123,786,426,721,277,1018
STRG.1122,73,25,0,13,57
STRG.1121,250,115,489,57,216
STRG.18006,23,21,28,0,16
STRG.18009,768,287,512,530,376
STRG.18008,813,885,2205,465,1233
STRG.489,31,7,69,11,50
STRG.1129,3,2,0,2,12
STRG.1128,10,2,0,4,5
