Orthogroup	Species	Porites_evermanni_v1.annot.pep	Orthologs
OG0009190	Apulchra-genome.pep	Peve_00005082	FUN_004712-T1
OG0009190	Pocillopora_meandrina_HIv1.genes.pep	Peve_00005082	Pocillopora_meandrina_HIv1___RNAseq.g8797.t1
OG0009191	Apulchra-genome.pep	Peve_00005079	FUN_004714-T1
OG0009191	Pocillopora_meandrina_HIv1.genes.pep	Peve_00005079	Pocillopora_meandrina_HIv1___RNAseq.g8807.t1
OG0009192	Apulchra-genome.pep	Peve_00005076	FUN_004717-T1
OG0009192	Pocillopora_meandrina_HIv1.genes.pep	Peve_00005076	Pocillopora_meandrina_HIv1___RNAseq.g8823.t1
OG0009193	Pocillopora_meandrina_HIv1.genes.pep	Peve_00011539	Pocillopora_meandrina_HIv1___RNAseq.g8832.t1
OG0009193	Apulchra-genome.pep	Peve_00011539	FUN_004718-T1
OG0009194	Pocillopora_meandrina_HIv1.genes.pep	Peve_00005066	Pocillopora_meandrina_HIv1___RNAseq.g8835.t1
OG0009194	Apulchra-genome.pep	Peve_00005066	FUN_004719-T1
OG0009195	Apulchra-genome.pep	Peve_00005067	FUN_004720-T1
OG0009195	Pocillopora_meandrina_HIv1.genes.pep	Peve_00005067	Pocillopora_meandrina_HIv1___RNAseq.g8836.t1
OG0009196	Pocillopora_meandrina_HIv1.genes.pep	Peve_00005068	Pocillopora_meandrina_HIv1___RNAseq.g8837.t2
OG0009196	Apulchra-genome.pep	Peve_00005068	FUN_004721-T1
OG0009197	Apulchra-genome.pep	Peve_00005069	FUN_004722-T1
OG0009197	Pocillopora_meandrina_HIv1.genes.pep	Peve_00005069	Pocillopora_meandrina_HIv1___RNAseq.g8838.t1
OG0009198	Apulchra-genome.pep	Peve_00005075	FUN_004723-T1
OG0009198	Pocillopora_meandrina_HIv1.genes.pep	Peve_00005075	Pocillopora_meandrina_HIv1___RNAseq.g8839.t1
OG0009199	Pocillopora_meandrina_HIv1.genes.pep	Peve_00026106	Pocillopora_meandrina_HIv1___RNAseq.g8831.t1
OG0009199	Apulchra-genome.pep	Peve_00026106	FUN_004736-T1
OG0009200	Pocillopora_meandrina_HIv1.genes.pep	Peve_00016798	Pocillopora_meandrina_HIv1___RNAseq.g8827.t1
OG0009200	Apulchra-genome.pep	Peve_00016798	FUN_004738-T1
OG0009201	Pocillopora_meandrina_HIv1.genes.pep	Peve_00007775	Pocillopora_meandrina_HIv1___RNAseq.g8829.t1
OG0009201	Apulchra-genome.pep	Peve_00007775	FUN_004740-T1
OG0009202	Apulchra-genome.pep	Peve_00007770	FUN_004747-T1
OG0009202	Pocillopora_meandrina_HIv1.genes.pep	Peve_00007770	Pocillopora_meandrina_HIv1___RNAseq.g8813.t1
OG0009203	Apulchra-genome.pep	Peve_00007765	FUN_004749-T1
OG0009203	Pocillopora_meandrina_HIv1.genes.pep	Peve_00007765	Pocillopora_meandrina_HIv1___RNAseq.g8815.t3
OG0009204	Pocillopora_meandrina_HIv1.genes.pep	Peve_00003224	Pocillopora_meandrina_HIv1___RNAseq.g6701.t1
OG0009204	Apulchra-genome.pep	Peve_00003224	FUN_004754-T1
OG0009205	Apulchra-genome.pep	Peve_00019320	FUN_004758-T1
OG0009205	Pocillopora_meandrina_HIv1.genes.pep	Peve_00019320	Pocillopora_meandrina_HIv1___RNAseq.g2470.t1
OG0009206	Pocillopora_meandrina_HIv1.genes.pep	Peve_00007781	Pocillopora_meandrina_HIv1___RNAseq.g6697.t1
OG0009206	Apulchra-genome.pep	Peve_00007781	FUN_004767-T1
OG0009207	Apulchra-genome.pep	Peve_00018788	FUN_004770-T1, FUN_038790-T1
OG0009208	Pocillopora_meandrina_HIv1.genes.pep	Peve_00037750	Pocillopora_meandrina_HIv1___RNAseq.g6695.t1
OG0009208	Apulchra-genome.pep	Peve_00037750	FUN_004776-T1
OG0009209	Apulchra-genome.pep	Peve_00037749	FUN_004777-T1
OG0009209	Pocillopora_meandrina_HIv1.genes.pep	Peve_00037749	Pocillopora_meandrina_HIv1___RNAseq.g6694.t2
OG0009210	Pocillopora_meandrina_HIv1.genes.pep	Peve_00037744	Pocillopora_meandrina_HIv1___RNAseq.g6689.t1
OG0009210	Apulchra-genome.pep	Peve_00037744	FUN_004780-T1
OG0009211	Pocillopora_meandrina_HIv1.genes.pep	Peve_00037742	Pocillopora_meandrina_HIv1___RNAseq.g6688.t1
OG0009211	Apulchra-genome.pep	Peve_00037742	FUN_004781-T1
OG0009212	Apulchra-genome.pep	Peve_00037741	FUN_004783-T1
OG0009212	Pocillopora_meandrina_HIv1.genes.pep	Peve_00037741	Pocillopora_meandrina_HIv1___RNAseq.g8518.t1
OG0009213	Pocillopora_meandrina_HIv1.genes.pep	Peve_00037754	Pocillopora_meandrina_HIv1___RNAseq.g8519.t1
OG0009213	Apulchra-genome.pep	Peve_00037754	FUN_004784-T1
OG0009214	Pocillopora_meandrina_HIv1.genes.pep	Peve_00037753	Pocillopora_meandrina_HIv1___RNAseq.g27039.t1
OG0009214	Apulchra-genome.pep	Peve_00037753	FUN_004785-T1
OG0009215	Pocillopora_meandrina_HIv1.genes.pep	Peve_00037743	Pocillopora_meandrina_HIv1___RNAseq.g8520.t1
OG0009215	Apulchra-genome.pep	Peve_00037743	FUN_004786-T1
OG0009216	Apulchra-genome.pep	Peve_00010251	FUN_004787-T1
OG0009216	Pocillopora_meandrina_HIv1.genes.pep	Peve_00010251	Pocillopora_meandrina_HIv1___RNAseq.g8521.t1
OG0009217	Apulchra-genome.pep	Peve_00004189	FUN_004789-T1, FUN_004788-T1
OG0009218	Apulchra-genome.pep	Peve_00010255	FUN_004791-T1
OG0009218	Pocillopora_meandrina_HIv1.genes.pep	Peve_00010255	Pocillopora_meandrina_HIv1___RNAseq.g8522.t1
OG0009219	Apulchra-genome.pep	Peve_00010256	FUN_004792-T1
OG0009219	Pocillopora_meandrina_HIv1.genes.pep	Peve_00010256	Pocillopora_meandrina_HIv1___RNAseq.g8523.t1
OG0009220	Apulchra-genome.pep	Peve_00010258	FUN_004793-T1
OG0009220	Pocillopora_meandrina_HIv1.genes.pep	Peve_00010258	Pocillopora_meandrina_HIv1___RNAseq.g8524.t1
OG0009222	Apulchra-genome.pep	Peve_00010271	FUN_004797-T1
OG0009222	Pocillopora_meandrina_HIv1.genes.pep	Peve_00010271	Pocillopora_meandrina_HIv1___RNAseq.g8564.t1
OG0009223	Apulchra-genome.pep	Peve_00023846	FUN_004804-T1
OG0009223	Pocillopora_meandrina_HIv1.genes.pep	Peve_00023846	Pocillopora_meandrina_HIv1___RNAseq.g8570.t1
OG0009224	Pocillopora_meandrina_HIv1.genes.pep	Peve_00023828	Pocillopora_meandrina_HIv1___RNAseq.g8576.t1
OG0009224	Apulchra-genome.pep	Peve_00023828	FUN_004817-T1
OG0009225	Pocillopora_meandrina_HIv1.genes.pep	Peve_00023842	Pocillopora_meandrina_HIv1___RNAseq.g8581.t1
OG0009225	Apulchra-genome.pep	Peve_00023842	FUN_004828-T1
OG0009226	Apulchra-genome.pep	Peve_00013708	FUN_004832-T1
OG0009226	Pocillopora_meandrina_HIv1.genes.pep	Peve_00013708	Pocillopora_meandrina_HIv1___RNAseq.g8584.t1
OG0009227	Pocillopora_meandrina_HIv1.genes.pep	Peve_00041797	Pocillopora_meandrina_HIv1___RNAseq.g8607.t1
OG0009227	Apulchra-genome.pep	Peve_00041797	FUN_004833-T1
OG0009228	Pocillopora_meandrina_HIv1.genes.pep	Peve_00019417	Pocillopora_meandrina_HIv1___RNAseq.g8609.t1
OG0009228	Apulchra-genome.pep	Peve_00019417	FUN_004834-T1
OG0009229	Pocillopora_meandrina_HIv1.genes.pep	Peve_00019419	Pocillopora_meandrina_HIv1___RNAseq.g8610.t1
OG0009229	Apulchra-genome.pep	Peve_00019419	FUN_004835-T1
OG0009230	Pocillopora_meandrina_HIv1.genes.pep	Peve_00019420	Pocillopora_meandrina_HIv1___RNAseq.g8611.t1
OG0009230	Apulchra-genome.pep	Peve_00019420	FUN_004836-T1
OG0009232	Apulchra-genome.pep	Peve_00019421	FUN_004838-T1
OG0009232	Pocillopora_meandrina_HIv1.genes.pep	Peve_00019421	Pocillopora_meandrina_HIv1___RNAseq.g8612.t1b
OG0009233	Apulchra-genome.pep	Peve_00019426	FUN_004840-T2
OG0009233	Pocillopora_meandrina_HIv1.genes.pep	Peve_00019426	Pocillopora_meandrina_HIv1___RNAseq.g8615.t1
OG0009234	Pocillopora_meandrina_HIv1.genes.pep	Peve_00019430	Pocillopora_meandrina_HIv1___RNAseq.g8619.t1
OG0009234	Apulchra-genome.pep	Peve_00019430	FUN_004843-T1
OG0009235	Apulchra-genome.pep	Peve_00019431	FUN_004844-T1
OG0009235	Pocillopora_meandrina_HIv1.genes.pep	Peve_00019431	Pocillopora_meandrina_HIv1___RNAseq.g8621.t1
OG0009236	Apulchra-genome.pep	Peve_00019432	FUN_004845-T1
OG0009236	Pocillopora_meandrina_HIv1.genes.pep	Peve_00019432	Pocillopora_meandrina_HIv1___RNAseq.g8622.t1
OG0009237	Pocillopora_meandrina_HIv1.genes.pep	Peve_00043739	Pocillopora_meandrina_HIv1___RNAseq.g8640.t1
OG0009237	Apulchra-genome.pep	Peve_00043739	FUN_004851-T1
OG0009238	Apulchra-genome.pep	Peve_00043740	FUN_004852-T1
OG0009238	Pocillopora_meandrina_HIv1.genes.pep	Peve_00043740	Pocillopora_meandrina_HIv1___RNAseq.g8639.t1
OG0009239	Pocillopora_meandrina_HIv1.genes.pep	Peve_00043741	Pocillopora_meandrina_HIv1___RNAseq.g8638.t1
OG0009239	Apulchra-genome.pep	Peve_00043741	FUN_004853-T1
OG0009240	Pocillopora_meandrina_HIv1.genes.pep	Peve_00043744	Pocillopora_meandrina_HIv1___RNAseq.g8636.t1
OG0009240	Apulchra-genome.pep	Peve_00043744	FUN_004854-T1
OG0009241	Apulchra-genome.pep	Peve_00043745	FUN_004855-T1
OG0009241	Pocillopora_meandrina_HIv1.genes.pep	Peve_00043745	Pocillopora_meandrina_HIv1___RNAseq.15663_t
OG0009243	Apulchra-genome.pep	Peve_00043706	FUN_004860-T1
OG0009243	Pocillopora_meandrina_HIv1.genes.pep	Peve_00043706	Pocillopora_meandrina_HIv1___RNAseq.g8634.t1
OG0009244	Pocillopora_meandrina_HIv1.genes.pep	Peve_00043708	Pocillopora_meandrina_HIv1___RNAseq.g8632.t1
OG0009244	Apulchra-genome.pep	Peve_00043708	FUN_004861-T1
OG0009245	Pocillopora_meandrina_HIv1.genes.pep	Peve_00043709	Pocillopora_meandrina_HIv1___RNAseq.g8631.t2
OG0009245	Apulchra-genome.pep	Peve_00043709	FUN_004862-T1
OG0009246	Apulchra-genome.pep	Peve_00043710	FUN_004864-T1
OG0009246	Pocillopora_meandrina_HIv1.genes.pep	Peve_00043710	Pocillopora_meandrina_HIv1___RNAseq.g8629.t1
OG0009247	Pocillopora_meandrina_HIv1.genes.pep	Peve_00043712	Pocillopora_meandrina_HIv1___RNAseq.g8628.t1
OG0009247	Apulchra-genome.pep	Peve_00043712	FUN_004865-T1
OG0009248	Apulchra-genome.pep	Peve_00043716	FUN_004866-T1
OG0009248	Pocillopora_meandrina_HIv1.genes.pep	Peve_00043716	Pocillopora_meandrina_HIv1___RNAseq.g8626.t1
OG0009249	Apulchra-genome.pep	Peve_00043717	FUN_004867-T1
OG0009249	Pocillopora_meandrina_HIv1.genes.pep	Peve_00043717	Pocillopora_meandrina_HIv1___RNAseq.g8625.t1
OG0009250	Apulchra-genome.pep	Peve_00043727	FUN_004881-T1
OG0009250	Pocillopora_meandrina_HIv1.genes.pep	Peve_00043727	Pocillopora_meandrina_HIv1___RNAseq.g8658.t1
OG0009251	Pocillopora_meandrina_HIv1.genes.pep	Peve_00043725	Pocillopora_meandrina_HIv1___TS.g20387.t1
OG0009251	Apulchra-genome.pep	Peve_00043725	FUN_004882-T1
OG0009252	Apulchra-genome.pep	Peve_00043724	FUN_004890-T1
OG0009252	Pocillopora_meandrina_HIv1.genes.pep	Peve_00043724	Pocillopora_meandrina_HIv1___RNAseq.g8662.t1
OG0009253	Apulchra-genome.pep	Peve_00043723	FUN_004891-T1
OG0009253	Pocillopora_meandrina_HIv1.genes.pep	Peve_00043723	Pocillopora_meandrina_HIv1___RNAseq.g8663.t1
OG0009254	Pocillopora_meandrina_HIv1.genes.pep	Peve_00043722	Pocillopora_meandrina_HIv1___RNAseq.g8664.t1
OG0009254	Apulchra-genome.pep	Peve_00043722	FUN_004892-T1
OG0009255	Pocillopora_meandrina_HIv1.genes.pep	Peve_00043720	Pocillopora_meandrina_HIv1___RNAseq.15695_t
OG0009255	Apulchra-genome.pep	Peve_00043720	FUN_004895-T1
OG0009256	Apulchra-genome.pep	Peve_00043742	FUN_004896-T1
OG0009256	Pocillopora_meandrina_HIv1.genes.pep	Peve_00043742	Pocillopora_meandrina_HIv1___RNAseq.g8668.t1
OG0009257	Pocillopora_meandrina_HIv1.genes.pep	Peve_00015867	Pocillopora_meandrina_HIv1___RNAseq.g8671.t1
OG0009257	Apulchra-genome.pep	Peve_00015867	FUN_004897-T1
OG0009258	Apulchra-genome.pep	Peve_00015868	FUN_004898-T1
OG0009258	Pocillopora_meandrina_HIv1.genes.pep	Peve_00015868	Pocillopora_meandrina_HIv1___RNAseq.g8672.t1
OG0009259	Pocillopora_meandrina_HIv1.genes.pep	Peve_00015869	Pocillopora_meandrina_HIv1___RNAseq.g8673.t1
OG0009259	Apulchra-genome.pep	Peve_00015869	FUN_004899-T1
OG0009260	Apulchra-genome.pep	Peve_00015870	FUN_004900-T1
OG0009260	Pocillopora_meandrina_HIv1.genes.pep	Peve_00015870	Pocillopora_meandrina_HIv1___TS.g20400.t1
OG0009261	Apulchra-genome.pep	Peve_00028647	FUN_004902-T1
OG0009261	Pocillopora_meandrina_HIv1.genes.pep	Peve_00028647	Pocillopora_meandrina_HIv1___RNAseq.g8330.t1
OG0009262	Apulchra-genome.pep	Peve_00028646	FUN_004903-T1
OG0009262	Pocillopora_meandrina_HIv1.genes.pep	Peve_00028646	Pocillopora_meandrina_HIv1___RNAseq.g8331.t1
OG0009263	Pocillopora_meandrina_HIv1.genes.pep	Peve_00028659	Pocillopora_meandrina_HIv1___RNAseq.g8332.t1
OG0009263	Apulchra-genome.pep	Peve_00028659	FUN_004904-T1
OG0009264	Pocillopora_meandrina_HIv1.genes.pep	Peve_00028658	Pocillopora_meandrina_HIv1___RNAseq.g8333.t1
OG0009264	Apulchra-genome.pep	Peve_00028658	FUN_004905-T1
OG0009265	Apulchra-genome.pep	Peve_00028645	FUN_004906-T1
OG0009265	Pocillopora_meandrina_HIv1.genes.pep	Peve_00028645	Pocillopora_meandrina_HIv1___RNAseq.g8339.t1
OG0009266	Pocillopora_meandrina_HIv1.genes.pep	Peve_00026333	Pocillopora_meandrina_HIv1___RNAseq.g8343.t1
OG0009266	Apulchra-genome.pep	Peve_00026333	FUN_004909-T1
OG0009267	Apulchra-genome.pep	Peve_00034774	FUN_004913-T1
OG0009267	Pocillopora_meandrina_HIv1.genes.pep	Peve_00034774	Pocillopora_meandrina_HIv1___RNAseq.g8346.t1
OG0009268	Pocillopora_meandrina_HIv1.genes.pep	Peve_00044500	Pocillopora_meandrina_HIv1___TS.g20092.t1
OG0009268	Apulchra-genome.pep	Peve_00044500	FUN_004917-T1
OG0009269	Pocillopora_meandrina_HIv1.genes.pep	Peve_00044507	Pocillopora_meandrina_HIv1___RNAseq.g8351.t1
OG0009269	Apulchra-genome.pep	Peve_00044507	FUN_004918-T1
OG0009270	Apulchra-genome.pep	Peve_00044506	FUN_004919-T1
OG0009270	Pocillopora_meandrina_HIv1.genes.pep	Peve_00044506	Pocillopora_meandrina_HIv1___RNAseq.g8352.t1
OG0009271	Pocillopora_meandrina_HIv1.genes.pep	Peve_00044503	Pocillopora_meandrina_HIv1___TS.g20096.t1
OG0009271	Apulchra-genome.pep	Peve_00044503	FUN_004921-T1
OG0009272	Pocillopora_meandrina_HIv1.genes.pep	Peve_00034765	Pocillopora_meandrina_HIv1___RNAseq.g8361.t1
OG0009272	Apulchra-genome.pep	Peve_00034765	FUN_004923-T2
OG0009273	Pocillopora_meandrina_HIv1.genes.pep	Peve_00034767	Pocillopora_meandrina_HIv1___RNAseq.g8363.t1
OG0009273	Apulchra-genome.pep	Peve_00034767	FUN_004925-T1
OG0009274	Pocillopora_meandrina_HIv1.genes.pep	Peve_00034769	Pocillopora_meandrina_HIv1___RNAseq.g8365.t1
OG0009274	Apulchra-genome.pep	Peve_00034769	FUN_004926-T1
OG0009275	Pocillopora_meandrina_HIv1.genes.pep	Peve_00034770	Pocillopora_meandrina_HIv1___RNAseq.g8367.t1
OG0009275	Apulchra-genome.pep	Peve_00034770	FUN_004928-T1
OG0009276	Apulchra-genome.pep	Peve_00034771	FUN_004929-T1
OG0009276	Pocillopora_meandrina_HIv1.genes.pep	Peve_00034771	Pocillopora_meandrina_HIv1___RNAseq.g8368.t1
OG0009277	Pocillopora_meandrina_HIv1.genes.pep	Peve_00014400	Pocillopora_meandrina_HIv1___RNAseq.g8389.t1
OG0009277	Apulchra-genome.pep	Peve_00014400	FUN_004939-T1
OG0009278	Pocillopora_meandrina_HIv1.genes.pep	Peve_00010702	Pocillopora_meandrina_HIv1___RNAseq.g8391.t1
OG0009278	Apulchra-genome.pep	Peve_00010702	FUN_004940-T1
OG0009279	Pocillopora_meandrina_HIv1.genes.pep	Peve_00024450	Pocillopora_meandrina_HIv1___TS.g20127.t1
OG0009279	Apulchra-genome.pep	Peve_00024450	FUN_004941-T1
OG0009280	Apulchra-genome.pep	Peve_00043266	FUN_004942-T1
OG0009280	Pocillopora_meandrina_HIv1.genes.pep	Peve_00043266	Pocillopora_meandrina_HIv1___RNAseq.g8393.t1
OG0009281	Apulchra-genome.pep	Peve_00043273	FUN_004949-T1
OG0009281	Pocillopora_meandrina_HIv1.genes.pep	Peve_00043273	Pocillopora_meandrina_HIv1___RNAseq.g8396.t1
OG0009282	Apulchra-genome.pep	Peve_00028967	FUN_004977-T1, FUN_004970-T1
OG0009283	Apulchra-genome.pep	Peve_00027459, Peve_00043756	FUN_004973-T1
OG0009284	Pocillopora_meandrina_HIv1.genes.pep	Peve_00032242	Pocillopora_meandrina_HIv1___RNAseq.g8403.t1
OG0009284	Apulchra-genome.pep	Peve_00032242	FUN_004982-T1
OG0009285	Apulchra-genome.pep	Peve_00015860	FUN_004983-T1
OG0009285	Pocillopora_meandrina_HIv1.genes.pep	Peve_00015860	Pocillopora_meandrina_HIv1___TS.g20141.t1
OG0009286	Pocillopora_meandrina_HIv1.genes.pep	Peve_00015858	Pocillopora_meandrina_HIv1___RNAseq.g8407.t1
OG0009286	Apulchra-genome.pep	Peve_00015858	FUN_004984-T1
OG0009287	Pocillopora_meandrina_HIv1.genes.pep	Peve_00015857	Pocillopora_meandrina_HIv1___RNAseq.g7568.t1
OG0009287	Apulchra-genome.pep	Peve_00015857	FUN_004985-T1
OG0009288	Apulchra-genome.pep	Peve_00015856	FUN_004986-T1
OG0009288	Pocillopora_meandrina_HIv1.genes.pep	Peve_00015856	Pocillopora_meandrina_HIv1___RNAseq.g7569.t1
OG0009289	Pocillopora_meandrina_HIv1.genes.pep	Peve_00015880	Pocillopora_meandrina_HIv1___RNAseq.g8684.t1
OG0009289	Apulchra-genome.pep	Peve_00015880	FUN_004989-T1
OG0009290	Apulchra-genome.pep	Peve_00015881	FUN_004990-T1
OG0009290	Pocillopora_meandrina_HIv1.genes.pep	Peve_00015881	Pocillopora_meandrina_HIv1___RNAseq.g8685.t1
OG0009291	Apulchra-genome.pep	Peve_00015875	FUN_005018-T1
OG0009291	Pocillopora_meandrina_HIv1.genes.pep	Peve_00015875	Pocillopora_meandrina_HIv1___RNAseq.g8677.t1
OG0009292	Pocillopora_meandrina_HIv1.genes.pep	Peve_00028649	Pocillopora_meandrina_HIv1___RNAseq.g8329.t1
OG0009292	Apulchra-genome.pep	Peve_00028649	FUN_005023-T1
OG0009293	Apulchra-genome.pep	Peve_00028650	FUN_005024-T1
OG0009293	Pocillopora_meandrina_HIv1.genes.pep	Peve_00028650	Pocillopora_meandrina_HIv1___RNAseq.g8327.t1
OG0009294	Pocillopora_meandrina_HIv1.genes.pep	Peve_00028653	Pocillopora_meandrina_HIv1___RNAseq.g8324.t1
OG0009294	Apulchra-genome.pep	Peve_00028653	FUN_005027-T1
OG0009295	Pocillopora_meandrina_HIv1.genes.pep	Peve_00016746	Pocillopora_meandrina_HIv1___RNAseq.g8318.t1
OG0009295	Apulchra-genome.pep	Peve_00016746	FUN_005033-T1
OG0009296	Pocillopora_meandrina_HIv1.genes.pep	Peve_00016744	Pocillopora_meandrina_HIv1___TS.g20060.t1
OG0009296	Apulchra-genome.pep	Peve_00016744	FUN_005034-T1
OG0009297	Apulchra-genome.pep	Peve_00016743	FUN_005036-T1
OG0009297	Pocillopora_meandrina_HIv1.genes.pep	Peve_00016743	Pocillopora_meandrina_HIv1___RNAseq.g8315.t1
OG0009298	Pocillopora_meandrina_HIv1.genes.pep	Peve_00016739	Pocillopora_meandrina_HIv1___RNAseq.15354_t
OG0009298	Apulchra-genome.pep	Peve_00016739	FUN_005038-T1
OG0009299	Apulchra-genome.pep	Peve_00014862	FUN_005039-T1
OG0009299	Pocillopora_meandrina_HIv1.genes.pep	Peve_00014862	Pocillopora_meandrina_HIv1___TS.g9824.t1
OG0009301	Pocillopora_meandrina_HIv1.genes.pep	Peve_00016732	Pocillopora_meandrina_HIv1___RNAseq.g8308.t1
OG0009301	Apulchra-genome.pep	Peve_00016732	FUN_005050-T1
OG0009302	Apulchra-genome.pep	Peve_00016731	FUN_005052-T2
OG0009302	Pocillopora_meandrina_HIv1.genes.pep	Peve_00016731	Pocillopora_meandrina_HIv1___RNAseq.g8307.t1
OG0009303	Apulchra-genome.pep	Peve_00016727	FUN_005053-T1
OG0009303	Pocillopora_meandrina_HIv1.genes.pep	Peve_00016727	Pocillopora_meandrina_HIv1___RNAseq.g8306.t2
OG0009304	Pocillopora_meandrina_HIv1.genes.pep	Peve_00016747	Pocillopora_meandrina_HIv1___RNAseq.g8303.t1
OG0009304	Apulchra-genome.pep	Peve_00016747	FUN_005056-T1
OG0009305	Pocillopora_meandrina_HIv1.genes.pep	Peve_00016734	Pocillopora_meandrina_HIv1___RNAseq.g8302.t1
OG0009305	Apulchra-genome.pep	Peve_00016734	FUN_005057-T1
OG0009306	Apulchra-genome.pep	Peve_00016724	FUN_005058-T1
OG0009306	Pocillopora_meandrina_HIv1.genes.pep	Peve_00016724	Pocillopora_meandrina_HIv1___RNAseq.g8301.t1
OG0009307	Apulchra-genome.pep	Peve_00030182	FUN_005062-T1
OG0009307	Pocillopora_meandrina_HIv1.genes.pep	Peve_00030182	Pocillopora_meandrina_HIv1___TS.g20038.t1
OG0009308	Apulchra-genome.pep	Peve_00030190	FUN_005063-T1
OG0009308	Pocillopora_meandrina_HIv1.genes.pep	Peve_00030190	Pocillopora_meandrina_HIv1___RNAseq.g8293.t1
OG0009309	Apulchra-genome.pep	Peve_00007482	FUN_005101-T1
OG0009309	Pocillopora_meandrina_HIv1.genes.pep	Peve_00007482	Pocillopora_meandrina_HIv1___RNAseq.g8276.t1
OG0009310	Apulchra-genome.pep	Peve_00017872, Peve_00019418	FUN_005102-T1
OG0009312	Apulchra-genome.pep	Peve_00007471	FUN_005105-T1
OG0009312	Pocillopora_meandrina_HIv1.genes.pep	Peve_00007471	Pocillopora_meandrina_HIv1___RNAseq.g8274.t1
OG0009313	Apulchra-genome.pep	Peve_00007469	FUN_005107-T1
OG0009313	Pocillopora_meandrina_HIv1.genes.pep	Peve_00007469	Pocillopora_meandrina_HIv1___RNAseq.g26543.t1
OG0009314	Apulchra-genome.pep	Peve_00007468	FUN_005108-T1
OG0009314	Pocillopora_meandrina_HIv1.genes.pep	Peve_00007468	Pocillopora_meandrina_HIv1___RNAseq.g8270.t1
OG0009315	Pocillopora_meandrina_HIv1.genes.pep	Peve_00007467	Pocillopora_meandrina_HIv1___RNAseq.g8271.t1
OG0009315	Apulchra-genome.pep	Peve_00007467	FUN_005110-T1
OG0009316	Pocillopora_meandrina_HIv1.genes.pep	Peve_00007466	Pocillopora_meandrina_HIv1___RNAseq.g8272.t1
OG0009316	Apulchra-genome.pep	Peve_00007466	FUN_005111-T1
OG0009317	Apulchra-genome.pep	Peve_00007464	FUN_005112-T1
OG0009317	Pocillopora_meandrina_HIv1.genes.pep	Peve_00007464	Pocillopora_meandrina_HIv1___RNAseq.g8269.t1
OG0009318	Apulchra-genome.pep	Peve_00007463	FUN_005113-T1
OG0009318	Pocillopora_meandrina_HIv1.genes.pep	Peve_00007463	Pocillopora_meandrina_HIv1___RNAseq.g8268.t1
OG0009319	Apulchra-genome.pep	Peve_00007462	FUN_005114-T1
OG0009319	Pocillopora_meandrina_HIv1.genes.pep	Peve_00007462	Pocillopora_meandrina_HIv1___RNAseq.g8267.t1
OG0009320	Pocillopora_meandrina_HIv1.genes.pep	Peve_00007460	Pocillopora_meandrina_HIv1___RNAseq.g8265.t1
OG0009320	Apulchra-genome.pep	Peve_00007460	FUN_005117-T1
OG0009321	Pocillopora_meandrina_HIv1.genes.pep	Peve_00026683	Pocillopora_meandrina_HIv1___RNAseq.g8264.t1
OG0009321	Apulchra-genome.pep	Peve_00026683	FUN_005118-T1
OG0009322	Apulchra-genome.pep	Peve_00026681	FUN_005120-T1
OG0009322	Pocillopora_meandrina_HIv1.genes.pep	Peve_00026681	Pocillopora_meandrina_HIv1___TS.g20003.t1
OG0009323	Pocillopora_meandrina_HIv1.genes.pep	Peve_00026680	Pocillopora_meandrina_HIv1___RNAseq.g8261.t1
OG0009323	Apulchra-genome.pep	Peve_00026680	FUN_005121-T1
OG0009324	Apulchra-genome.pep	Peve_00026674	FUN_005132-T1
OG0009324	Pocillopora_meandrina_HIv1.genes.pep	Peve_00026674	Pocillopora_meandrina_HIv1___TS.g20000.t1
OG0009325	Apulchra-genome.pep	Peve_00026671	FUN_005133-T1
OG0009325	Pocillopora_meandrina_HIv1.genes.pep	Peve_00026671	Pocillopora_meandrina_HIv1___RNAseq.g8258.t1
OG0009327	Pocillopora_meandrina_HIv1.genes.pep	Peve_00042947	Pocillopora_meandrina_HIv1___RNAseq.g8252.t1
OG0009327	Apulchra-genome.pep	Peve_00042947	FUN_005154-T1
OG0009328	Apulchra-genome.pep	Peve_00035209	FUN_005157-T1
OG0009328	Pocillopora_meandrina_HIv1.genes.pep	Peve_00035209	Pocillopora_meandrina_HIv1___RNAseq.g8082.t1
OG0009329	Pocillopora_meandrina_HIv1.genes.pep	Peve_00035210	Pocillopora_meandrina_HIv1___RNAseq.g8083.t1
OG0009329	Apulchra-genome.pep	Peve_00035210	FUN_005158-T1
OG0009330	Pocillopora_meandrina_HIv1.genes.pep	Peve_00014624	Pocillopora_meandrina_HIv1___TS.g19826.t1
OG0009330	Apulchra-genome.pep	Peve_00014624	FUN_005159-T1
OG0009331	Apulchra-genome.pep	Peve_00015385	FUN_005161-T1
OG0009331	Pocillopora_meandrina_HIv1.genes.pep	Peve_00015385	Pocillopora_meandrina_HIv1___RNAseq.g8087.t1
OG0009332	Apulchra-genome.pep	Peve_00015382	FUN_005163-T2, FUN_005163-T1
OG0009333	Apulchra-genome.pep	Peve_00015381	FUN_005164-T1
OG0009333	Pocillopora_meandrina_HIv1.genes.pep	Peve_00015381	Pocillopora_meandrina_HIv1___TS.g1318.t1
OG0009334	Apulchra-genome.pep	Peve_00015380	FUN_005166-T1
OG0009334	Pocillopora_meandrina_HIv1.genes.pep	Peve_00015380	Pocillopora_meandrina_HIv1___RNAseq.g8086.t1
OG0009335	Apulchra-genome.pep	Peve_00004281	FUN_005171-T1
