"lncRNA_id" "lncRNA_coord"
"12387" "lncRNA_12387" "ptg000012l:18292137-18293873"
"12388" "lncRNA_12388" "ptg000012l:18339375-18352312"
"12389" "lncRNA_12389" "ptg000012l:18351793-18354289"
"12390" "lncRNA_12390" "ptg000012l:18399713-18417360"
"12391" "lncRNA_12391" "ptg000012l:18408799-18410839"
"12392" "lncRNA_12392" "ptg000012l:18414922-18424754"
"12393" "lncRNA_12393" "ptg000012l:18418358-18444642"
"12394" "lncRNA_12394" "ptg000012l:18432585-18433896"
"12395" "lncRNA_12395" "ptg000012l:18446036-18481615"
"12396" "lncRNA_12396" "ptg000012l:18447005-18453628"
"12397" "lncRNA_12397" "ptg000012l:18459909-18460870"
"12398" "lncRNA_12398" "ptg000012l:18475815-18485456"
"12399" "lncRNA_12399" "ptg000012l:18484362-18506515"
"12400" "lncRNA_12400" "ptg000012l:18501070-18506515"
"12401" "lncRNA_12401" "ptg000012l:18487196-18488758"
"12402" "lncRNA_12402" "ptg000012l:18489028-18489259"
"12403" "lncRNA_12403" "ptg000012l:18494404-18496630"
"12404" "lncRNA_12404" "ptg000012l:18495732-18496630"
"12405" "lncRNA_12405" "ptg000012l:18516109-18518329"
"12406" "lncRNA_12406" "ptg000012l:18610607-18670232"
"12407" "lncRNA_12407" "ptg000012l:18654618-18658422"
"12408" "lncRNA_12408" "ptg000012l:18725358-18730908"
"12409" "lncRNA_12409" "ptg000012l:18721411-18725874"
"12410" "lncRNA_12410" "ptg000012l:18748994-18756913"
"12411" "lncRNA_12411" "ptg000012l:18754410-18756913"
"12412" "lncRNA_12412" "ptg000012l:18791787-18794015"
"12413" "lncRNA_12413" "ptg000012l:18791793-18799950"
"12414" "lncRNA_12414" "ptg000012l:18803879-18811171"
"12415" "lncRNA_12415" "ptg000012l:18828517-18828866"
"12416" "lncRNA_12416" "ptg000012l:18863148-18863460"
"12417" "lncRNA_12417" "ptg000012l:19093009-19093278"
"12418" "lncRNA_12418" "ptg000012l:19204610-19224111"
"12419" "lncRNA_12419" "ptg000012l:19217195-19224861"
"12420" "lncRNA_12420" "ptg000012l:19498936-19499225"
"12421" "lncRNA_12421" "ptg000012l:19530100-19530428"
"12422" "lncRNA_12422" "ptg000012l:19661788-19707683"
"12423" "lncRNA_12423" "ptg000012l:19706864-19709762"
"12424" "lncRNA_12424" "ptg000012l:19714691-19715670"
"12425" "lncRNA_12425" "ptg000012l:19917250-19920624"
"12426" "lncRNA_12426" "ptg000012l:79061-80827"
"12427" "lncRNA_12427" "ptg000012l:94627-95587"
"12428" "lncRNA_12428" "ptg000012l:95837-96303"
"12429" "lncRNA_12429" "ptg000012l:662812-664198"
"12430" "lncRNA_12430" "ptg000012l:801461-803580"
"12431" "lncRNA_12431" "ptg000012l:906141-908400"
"12432" "lncRNA_12432" "ptg000012l:947432-949252"
"12433" "lncRNA_12433" "ptg000012l:1101273-1101776"
"12434" "lncRNA_12434" "ptg000012l:1231551-1247572"
"12435" "lncRNA_12435" "ptg000012l:1302323-1304163"
"12436" "lncRNA_12436" "ptg000012l:1294480-1295515"
"12437" "lncRNA_12437" "ptg000012l:1391850-1400108"
"12438" "lncRNA_12438" "ptg000012l:1443666-1445099"
"12439" "lncRNA_12439" "ptg000012l:1443666-1445830"
"12440" "lncRNA_12440" "ptg000012l:1443677-1445099"
"12441" "lncRNA_12441" "ptg000012l:1443677-1445830"
"12442" "lncRNA_12442" "ptg000012l:1443682-1445830"
"12443" "lncRNA_12443" "ptg000012l:1446913-1465409"
"12444" "lncRNA_12444" "ptg000012l:1446913-1475314"
"12445" "lncRNA_12445" "ptg000012l:1446958-1471366"
"12446" "lncRNA_12446" "ptg000012l:1465460-1471366"
"12447" "lncRNA_12447" "ptg000012l:1592196-1593484"
"12448" "lncRNA_12448" "ptg000012l:1592196-1593484"
"12449" "lncRNA_12449" "ptg000012l:2177704-2185699"
"12450" "lncRNA_12450" "ptg000012l:2202100-2207398"
"12451" "lncRNA_12451" "ptg000012l:2202112-2204517"
"12452" "lncRNA_12452" "ptg000012l:2311321-2320502"
"12453" "lncRNA_12453" "ptg000012l:2591736-2592948"
"12454" "lncRNA_12454" "ptg000012l:2621095-2626619"
"12455" "lncRNA_12455" "ptg000012l:2884129-2885494"
"12456" "lncRNA_12456" "ptg000012l:2991300-2992474"
"12457" "lncRNA_12457" "ptg000012l:3142388-3161287"
"12458" "lncRNA_12458" "ptg000012l:3142674-3161287"
"12459" "lncRNA_12459" "ptg000012l:3143198-3161287"
"12460" "lncRNA_12460" "ptg000012l:3143612-3161287"
"12461" "lncRNA_12461" "ptg000012l:3143612-3161287"
"12462" "lncRNA_12462" "ptg000012l:3143612-3161287"
"12463" "lncRNA_12463" "ptg000012l:3143708-3161287"
"12464" "lncRNA_12464" "ptg000012l:3143708-3161287"
"12465" "lncRNA_12465" "ptg000012l:3143958-3161287"
"12466" "lncRNA_12466" "ptg000012l:3147761-3161287"
"12467" "lncRNA_12467" "ptg000012l:3173775-3174541"
"12468" "lncRNA_12468" "ptg000012l:3484525-3485932"
"12469" "lncRNA_12469" "ptg000012l:3553108-3561014"
"12470" "lncRNA_12470" "ptg000012l:3771292-3773978"
"12471" "lncRNA_12471" "ptg000012l:3771369-3773978"
"12472" "lncRNA_12472" "ptg000012l:3798628-3827615"
"12473" "lncRNA_12473" "ptg000012l:3814086-3827113"
"12474" "lncRNA_12474" "ptg000012l:3825807-3827615"
"12475" "lncRNA_12475" "ptg000012l:3786291-3788110"
"12476" "lncRNA_12476" "ptg000012l:3786322-3788110"
"12477" "lncRNA_12477" "ptg000012l:3803584-3804622"
"12478" "lncRNA_12478" "ptg000012l:3804918-3805719"
"12479" "lncRNA_12479" "ptg000012l:3820322-3821090"
"12480" "lncRNA_12480" "ptg000012l:4104185-4116073"
"12481" "lncRNA_12481" "ptg000012l:3937215-3960537"
"12482" "lncRNA_12482" "ptg000012l:3971527-3974621"
"12483" "lncRNA_12483" "ptg000012l:3948424-3949305"
"12484" "lncRNA_12484" "ptg000012l:4030043-4059414"
"12485" "lncRNA_12485" "ptg000012l:4123849-4128729"
"12486" "lncRNA_12486" "ptg000012l:4123849-4146866"
"12487" "lncRNA_12487" "ptg000012l:4126823-4128729"
"12488" "lncRNA_12488" "ptg000012l:4137779-4143548"
"12489" "lncRNA_12489" "ptg000012l:4138673-4140773"
"12490" "lncRNA_12490" "ptg000012l:4208197-4209661"
"12491" "lncRNA_12491" "ptg000012l:4502325-4509260"
"12492" "lncRNA_12492" "ptg000012l:4504149-4509260"
"12493" "lncRNA_12493" "ptg000012l:4704371-4717486"
"12494" "lncRNA_12494" "ptg000012l:4746603-4747398"
"12495" "lncRNA_12495" "ptg000012l:5048774-5050130"
"12496" "lncRNA_12496" "ptg000012l:5048916-5050300"
"12497" "lncRNA_12497" "ptg000012l:5049179-5049815"
"12498" "lncRNA_12498" "ptg000012l:5134367-5134857"
"12499" "lncRNA_12499" "ptg000012l:5134388-5134857"
"12500" "lncRNA_12500" "ptg000012l:5134442-5136498"
"12501" "lncRNA_12501" "ptg000012l:5146506-5151305"
"12502" "lncRNA_12502" "ptg000012l:5176612-5182477"
"12503" "lncRNA_12503" "ptg000012l:5249613-5253421"
"12504" "lncRNA_12504" "ptg000012l:5275454-5278081"
"12505" "lncRNA_12505" "ptg000012l:5275454-5278081"
"12506" "lncRNA_12506" "ptg000012l:5275681-5276767"
"12507" "lncRNA_12507" "ptg000012l:5277201-5278081"
"12508" "lncRNA_12508" "ptg000012l:5365920-5366759"
"12509" "lncRNA_12509" "ptg000012l:5392988-5394037"
"12510" "lncRNA_12510" "ptg000012l:5396440-5396661"
"12511" "lncRNA_12511" "ptg000012l:5399204-5399740"
"12512" "lncRNA_12512" "ptg000012l:5411290-5411811"
"12513" "lncRNA_12513" "ptg000012l:5419750-5427400"
"12514" "lncRNA_12514" "ptg000012l:5566968-5589746"
"12515" "lncRNA_12515" "ptg000012l:5687237-5695147"
"12516" "lncRNA_12516" "ptg000012l:5682216-5682919"
"12517" "lncRNA_12517" "ptg000012l:5691762-5694018"
"12518" "lncRNA_12518" "ptg000012l:5703327-5705200"
"12519" "lncRNA_12519" "ptg000012l:5706223-5714208"
"12520" "lncRNA_12520" "ptg000012l:5711183-5714208"
"12521" "lncRNA_12521" "ptg000012l:5869703-5871169"
"12522" "lncRNA_12522" "ptg000012l:6075875-6076221"
"12523" "lncRNA_12523" "ptg000012l:6099638-6102430"
"12524" "lncRNA_12524" "ptg000012l:6099840-6104008"
"12525" "lncRNA_12525" "ptg000012l:6386031-6414208"
"12526" "lncRNA_12526" "ptg000012l:6449438-6450751"
"12527" "lncRNA_12527" "ptg000012l:6449441-6452317"
"12528" "lncRNA_12528" "ptg000012l:6449470-6449861"
"12529" "lncRNA_12529" "ptg000012l:6449510-6452317"
"12530" "lncRNA_12530" "ptg000012l:6597351-6609046"
"12531" "lncRNA_12531" "ptg000012l:6652852-6657701"
"12532" "lncRNA_12532" "ptg000012l:6755640-6766415"
"12533" "lncRNA_12533" "ptg000012l:6661967-6662628"
"12534" "lncRNA_12534" "ptg000012l:6670370-6672199"
"12535" "lncRNA_12535" "ptg000012l:6727224-6727945"
"12536" "lncRNA_12536" "ptg000012l:6817019-6821062"
"12537" "lncRNA_12537" "ptg000012l:6822608-6823591"
"12538" "lncRNA_12538" "ptg000012l:7078201-7087838"
"12539" "lncRNA_12539" "ptg000012l:7094415-7096422"
"12540" "lncRNA_12540" "ptg000012l:7096501-7098052"
"12541" "lncRNA_12541" "ptg000012l:7096640-7098606"
"12542" "lncRNA_12542" "ptg000012l:7096884-7098052"
"12543" "lncRNA_12543" "ptg000012l:7188238-7191165"
"12544" "lncRNA_12544" "ptg000012l:7558648-7559652"
"12545" "lncRNA_12545" "ptg000012l:7589645-7596861"
"12546" "lncRNA_12546" "ptg000012l:7230034-7252250"
"12547" "lncRNA_12547" "ptg000012l:7307139-7308919"
"12548" "lncRNA_12548" "ptg000012l:7506512-7508121"
"12549" "lncRNA_12549" "ptg000012l:7506512-7509330"
"12550" "lncRNA_12550" "ptg000012l:7506565-7509330"
"12551" "lncRNA_12551" "ptg000012l:7506716-7509330"
"12552" "lncRNA_12552" "ptg000012l:7518238-7530270"
"12553" "lncRNA_12553" "ptg000012l:7518238-7530270"
"12554" "lncRNA_12554" "ptg000012l:7616322-7616932"
"12555" "lncRNA_12555" "ptg000012l:7750913-7752734"
"12556" "lncRNA_12556" "ptg000012l:7794794-7797040"
"12557" "lncRNA_12557" "ptg000012l:7794928-7797040"
"12558" "lncRNA_12558" "ptg000012l:7799848-7804077"
"12559" "lncRNA_12559" "ptg000012l:7864039-7866283"
"12560" "lncRNA_12560" "ptg000012l:7864533-7866283"
"12561" "lncRNA_12561" "ptg000012l:7865024-7866283"
"12562" "lncRNA_12562" "ptg000012l:7974665-7975692"
"12563" "lncRNA_12563" "ptg000012l:7974748-7979710"
"12564" "lncRNA_12564" "ptg000012l:8097092-8103605"
"12565" "lncRNA_12565" "ptg000012l:8123863-8137365"
"12566" "lncRNA_12566" "ptg000012l:8125781-8136236"
"12567" "lncRNA_12567" "ptg000012l:8250596-8252702"
"12568" "lncRNA_12568" "ptg000012l:8251889-8252702"
"12569" "lncRNA_12569" "ptg000012l:8281100-8282591"
"12570" "lncRNA_12570" "ptg000012l:8325906-8328551"
"12571" "lncRNA_12571" "ptg000012l:8354948-8386244"
"12572" "lncRNA_12572" "ptg000012l:8369291-8369552"
"12573" "lncRNA_12573" "ptg000012l:8420225-8422987"
"12574" "lncRNA_12574" "ptg000012l:8450579-8451777"
"12575" "lncRNA_12575" "ptg000012l:8401534-8403979"
"12576" "lncRNA_12576" "ptg000012l:8471813-8477593"
"12577" "lncRNA_12577" "ptg000012l:8608097-8611823"
"12578" "lncRNA_12578" "ptg000012l:8608109-8609524"
"12579" "lncRNA_12579" "ptg000012l:8611984-8612978"
"12580" "lncRNA_12580" "ptg000012l:8618706-8619590"
"12581" "lncRNA_12581" "ptg000012l:8706926-8710075"
"12582" "lncRNA_12582" "ptg000012l:8731250-8736005"
"12583" "lncRNA_12583" "ptg000012l:8739400-8740545"
"12584" "lncRNA_12584" "ptg000012l:8939521-8939891"
"12585" "lncRNA_12585" "ptg000012l:8999350-9002120"
"12586" "lncRNA_12586" "ptg000012l:9039121-9039779"
"12587" "lncRNA_12587" "ptg000012l:9058355-9060974"
"12588" "lncRNA_12588" "ptg000012l:9224717-9225980"
"12589" "lncRNA_12589" "ptg000012l:9232848-9234116"
"12590" "lncRNA_12590" "ptg000012l:9235147-9238999"
"12591" "lncRNA_12591" "ptg000012l:9410861-9412462"
"12592" "lncRNA_12592" "ptg000012l:9464894-9466299"
"12593" "lncRNA_12593" "ptg000012l:9492480-9493338"
"12594" "lncRNA_12594" "ptg000012l:9495893-9497850"
"12595" "lncRNA_12595" "ptg000012l:9599494-9599919"
"12596" "lncRNA_12596" "ptg000012l:9608044-9609597"
"12597" "lncRNA_12597" "ptg000012l:10086694-10087113"
"12598" "lncRNA_12598" "ptg000012l:10108043-10108331"
"12599" "lncRNA_12599" "ptg000012l:10110967-10114759"
"12600" "lncRNA_12600" "ptg000012l:10128093-10129596"
"12601" "lncRNA_12601" "ptg000012l:10131544-10138352"
"12602" "lncRNA_12602" "ptg000012l:10179243-10180479"
"12603" "lncRNA_12603" "ptg000012l:10191668-10195545"
"12604" "lncRNA_12604" "ptg000012l:10192487-10201367"
"12605" "lncRNA_12605" "ptg000012l:10208688-10210361"
"12606" "lncRNA_12606" "ptg000012l:10254977-10255698"
"12607" "lncRNA_12607" "ptg000012l:10304598-10310465"
"12608" "lncRNA_12608" "ptg000012l:10337957-10339665"
"12609" "lncRNA_12609" "ptg000012l:10403512-10404948"
"12610" "lncRNA_12610" "ptg000012l:10547638-10567888"
"12611" "lncRNA_12611" "ptg000012l:10557314-10559942"
"12612" "lncRNA_12612" "ptg000012l:10667414-10679724"
"12613" "lncRNA_12613" "ptg000012l:10688568-10689203"
"12614" "lncRNA_12614" "ptg000012l:11006646-11006896"
"12615" "lncRNA_12615" "ptg000012l:11014388-11015623"
"12616" "lncRNA_12616" "ptg000012l:11373616-11376252"
"12617" "lncRNA_12617" "ptg000012l:11614291-11615414"
"12618" "lncRNA_12618" "ptg000012l:11700193-11701598"
"12619" "lncRNA_12619" "ptg000012l:12095985-12096194"
"12620" "lncRNA_12620" "ptg000012l:12229628-12231047"
"12621" "lncRNA_12621" "ptg000012l:12667945-12668264"
"12622" "lncRNA_12622" "ptg000012l:12783795-12784250"
"12623" "lncRNA_12623" "ptg000012l:12964533-12964904"
"12624" "lncRNA_12624" "ptg000012l:13065835-13066407"
"12625" "lncRNA_12625" "ptg000012l:13634605-13642663"
"12626" "lncRNA_12626" "ptg000012l:13661249-13662784"
"12627" "lncRNA_12627" "ptg000012l:13944591-13945578"
"12628" "lncRNA_12628" "ptg000012l:13985484-13987783"
"12629" "lncRNA_12629" "ptg000012l:13987516-13989223"
"12630" "lncRNA_12630" "ptg000012l:14035640-14037391"
"12631" "lncRNA_12631" "ptg000012l:14041326-14042164"
"12632" "lncRNA_12632" "ptg000012l:14080989-14081462"
"12633" "lncRNA_12633" "ptg000012l:14095666-14097759"
"12634" "lncRNA_12634" "ptg000012l:14169901-14171668"
"12635" "lncRNA_12635" "ptg000012l:14185884-14187350"
"12636" "lncRNA_12636" "ptg000012l:14187377-14190442"
"12637" "lncRNA_12637" "ptg000012l:14861689-14862402"
"12638" "lncRNA_12638" "ptg000012l:15003728-15012270"
"12639" "lncRNA_12639" "ptg000012l:15244037-15245503"
"12640" "lncRNA_12640" "ptg000012l:15265211-15268109"
"12641" "lncRNA_12641" "ptg000012l:15278729-15278996"
"12642" "lncRNA_12642" "ptg000012l:15672726-15675520"
"12643" "lncRNA_12643" "ptg000012l:15939668-15940657"
"12644" "lncRNA_12644" "ptg000012l:15962165-15968677"
"12645" "lncRNA_12645" "ptg000012l:15972372-15973288"
"12646" "lncRNA_12646" "ptg000012l:16416322-16417737"
"12647" "lncRNA_12647" "ptg000012l:16553217-16555914"
"12648" "lncRNA_12648" "ptg000012l:16649854-16650412"
"12649" "lncRNA_12649" "ptg000012l:17078910-17080775"
"12650" "lncRNA_12650" "ptg000012l:17106931-17107487"
"12651" "lncRNA_12651" "ptg000012l:18049200-18050378"
"12652" "lncRNA_12652" "ptg000012l:19119028-19121294"
"12653" "lncRNA_12653" "ptg000012l:19284685-19286277"
"12654" "lncRNA_12654" "ptg000012l:19284685-19286277"
"12655" "lncRNA_12655" "ptg000012l:19287266-19288258"
"12656" "lncRNA_12656" "ptg000012l:19301620-19304638"
"12657" "lncRNA_12657" "ptg000012l:19312238-19313221"
"12658" "lncRNA_12658" "ptg000012l:19320448-19357308"
"12659" "lncRNA_12659" "ptg000012l:19337082-19357308"
"12660" "lncRNA_12660" "ptg000012l:19321797-19340790"
"12661" "lncRNA_12661" "ptg000012l:19368585-19390120"
"12662" "lncRNA_12662" "ptg000012l:19393120-19496623"
"12663" "lncRNA_12663" "ptg000012l:19492769-19496623"
"12664" "lncRNA_12664" "ptg000012l:19492769-19499188"
"12665" "lncRNA_12665" "ptg000012l:19402262-19405375"
"12666" "lncRNA_12666" "ptg000012l:19463393-19465840"
"12667" "lncRNA_12667" "ptg000012l:19463393-19471154"
"12668" "lncRNA_12668" "ptg000012l:19475567-19481956"
"12669" "lncRNA_12669" "ptg000012l:19488805-19491078"
"12670" "lncRNA_12670" "ptg000012l:19498099-19516396"
"12671" "lncRNA_12671" "ptg000012l:19521439-19522275"
"12672" "lncRNA_12672" "ptg000012l:19531296-19531544"
"12673" "lncRNA_12673" "ptg000012l:19547935-19548165"
"12674" "lncRNA_12674" "ptg000012l:19599450-19601754"
"12675" "lncRNA_12675" "ptg000012l:19659081-19717286"
"12676" "lncRNA_12676" "ptg000012l:19710632-19717286"
"12677" "lncRNA_12677" "ptg000012l:19710632-19717286"
"12678" "lncRNA_12678" "ptg000012l:19713246-19717286"
"12679" "lncRNA_12679" "ptg000012l:19713809-19717286"
"12680" "lncRNA_12680" "ptg000012l:19706748-19707683"
"12681" "lncRNA_12681" "ptg000012l:19753297-19754698"
"12682" "lncRNA_12682" "ptg000012l:19916710-19920676"
"12683" "lncRNA_12683" "ptg000012l:38243-38670"
"12684" "lncRNA_12684" "ptg000012l:39678-40438"
"12685" "lncRNA_12685" "ptg000012l:55622-55900"
"12686" "lncRNA_12686" "ptg000012l:56553-58114"
"12687" "lncRNA_12687" "ptg000012l:66211-66738"
"12688" "lncRNA_12688" "ptg000012l:69094-69892"
"12689" "lncRNA_12689" "ptg000012l:93132-93378"
"12690" "lncRNA_12690" "ptg000012l:93614-94171"
"12691" "lncRNA_12691" "ptg000012l:97452-98603"
"12692" "lncRNA_12692" "ptg000012l:231464-232344"
"12693" "lncRNA_12693" "ptg000012l:399532-399814"
"12694" "lncRNA_12694" "ptg000012l:404174-405005"
"12695" "lncRNA_12695" "ptg000012l:419726-420179"
"12696" "lncRNA_12696" "ptg000012l:427141-428026"
"12697" "lncRNA_12697" "ptg000012l:430072-430318"
"12698" "lncRNA_12698" "ptg000012l:523011-524747"
"12699" "lncRNA_12699" "ptg000012l:525920-526146"
"12700" "lncRNA_12700" "ptg000012l:527786-530732"
"12701" "lncRNA_12701" "ptg000012l:604031-605147"
"12702" "lncRNA_12702" "ptg000012l:606606-607190"
"12703" "lncRNA_12703" "ptg000012l:608019-609568"
"12704" "lncRNA_12704" "ptg000012l:624466-625076"
"12705" "lncRNA_12705" "ptg000012l:694930-696659"
"12706" "lncRNA_12706" "ptg000012l:705420-706330"
"12707" "lncRNA_12707" "ptg000012l:721427-722466"
"12708" "lncRNA_12708" "ptg000012l:723101-723369"
"12709" "lncRNA_12709" "ptg000012l:742561-743149"
"12710" "lncRNA_12710" "ptg000012l:913040-913842"
"12711" "lncRNA_12711" "ptg000012l:914892-915391"
"12712" "lncRNA_12712" "ptg000012l:1195071-1195891"
"12713" "lncRNA_12713" "ptg000012l:1199989-1200251"
"12714" "lncRNA_12714" "ptg000012l:1240584-1241066"
"12715" "lncRNA_12715" "ptg000012l:1241571-1242499"
"12716" "lncRNA_12716" "ptg000012l:1378788-1379418"
"12717" "lncRNA_12717" "ptg000012l:1380496-1380873"
"12718" "lncRNA_12718" "ptg000012l:1484635-1484933"
"12719" "lncRNA_12719" "ptg000012l:1495949-1496333"
"12720" "lncRNA_12720" "ptg000012l:1597147-1597924"
"12721" "lncRNA_12721" "ptg000012l:1598831-1599496"
"12722" "lncRNA_12722" "ptg000012l:1613180-1613419"
"12723" "lncRNA_12723" "ptg000012l:1617325-1617549"
"12724" "lncRNA_12724" "ptg000012l:1800334-1800673"
"12725" "lncRNA_12725" "ptg000012l:1806759-1807621"
"12726" "lncRNA_12726" "ptg000012l:1808271-1808612"
"12727" "lncRNA_12727" "ptg000012l:1823168-1823418"
"12728" "lncRNA_12728" "ptg000012l:1825624-1825862"
"12729" "lncRNA_12729" "ptg000012l:1907991-1908328"
"12730" "lncRNA_12730" "ptg000012l:1947340-1948142"
"12731" "lncRNA_12731" "ptg000012l:1952317-1952531"
"12732" "lncRNA_12732" "ptg000012l:1955370-1956562"
"12733" "lncRNA_12733" "ptg000012l:1960047-1960467"
"12734" "lncRNA_12734" "ptg000012l:1962722-1962999"
"12735" "lncRNA_12735" "ptg000012l:2073058-2073323"
"12736" "lncRNA_12736" "ptg000012l:2091976-2093156"
"12737" "lncRNA_12737" "ptg000012l:2171216-2171479"
"12738" "lncRNA_12738" "ptg000012l:2172371-2172951"
"12739" "lncRNA_12739" "ptg000012l:2173921-2174326"
"12740" "lncRNA_12740" "ptg000012l:2174661-2175225"
"12741" "lncRNA_12741" "ptg000012l:2175791-2176051"
"12742" "lncRNA_12742" "ptg000012l:2248072-2248373"
"12743" "lncRNA_12743" "ptg000012l:2266198-2266890"
"12744" "lncRNA_12744" "ptg000012l:2268739-2269179"
"12745" "lncRNA_12745" "ptg000012l:2269548-2269891"
"12746" "lncRNA_12746" "ptg000012l:2271025-2271470"
"12747" "lncRNA_12747" "ptg000012l:2297638-2297952"
"12748" "lncRNA_12748" "ptg000012l:2300649-2301542"
"12749" "lncRNA_12749" "ptg000012l:2303795-2308290"
"12750" "lncRNA_12750" "ptg000012l:2308855-2310021"
"12751" "lncRNA_12751" "ptg000012l:2340879-2341309"
"12752" "lncRNA_12752" "ptg000012l:2343133-2343901"
"12753" "lncRNA_12753" "ptg000012l:2362866-2363180"
"12754" "lncRNA_12754" "ptg000012l:2399322-2399728"
"12755" "lncRNA_12755" "ptg000012l:2421399-2421613"
"12756" "lncRNA_12756" "ptg000012l:2483407-2484237"
"12757" "lncRNA_12757" "ptg000012l:2499184-2499397"
"12758" "lncRNA_12758" "ptg000012l:2500912-2501175"
"12759" "lncRNA_12759" "ptg000012l:2568316-2568640"
"12760" "lncRNA_12760" "ptg000012l:2636317-2636872"
"12761" "lncRNA_12761" "ptg000012l:2638194-2638541"
"12762" "lncRNA_12762" "ptg000012l:2667945-2668157"
"12763" "lncRNA_12763" "ptg000012l:2755286-2755514"
"12764" "lncRNA_12764" "ptg000012l:2760224-2760513"
"12765" "lncRNA_12765" "ptg000012l:2778766-2779262"
"12766" "lncRNA_12766" "ptg000012l:2793130-2793349"
"12767" "lncRNA_12767" "ptg000012l:2794152-2794434"
"12768" "lncRNA_12768" "ptg000012l:2829434-2830550"
"12769" "lncRNA_12769" "ptg000012l:2937710-2938591"
"12770" "lncRNA_12770" "ptg000012l:2941295-2941545"
"12771" "lncRNA_12771" "ptg000012l:2950585-2951019"
"12772" "lncRNA_12772" "ptg000012l:2986390-2986605"
"12773" "lncRNA_12773" "ptg000012l:3131539-3131798"
"12774" "lncRNA_12774" "ptg000012l:3279196-3279474"
"12775" "lncRNA_12775" "ptg000012l:3297428-3297812"
"12776" "lncRNA_12776" "ptg000012l:3301303-3301542"
"12777" "lncRNA_12777" "ptg000012l:3373184-3373462"
"12778" "lncRNA_12778" "ptg000012l:3466634-3466913"
"12779" "lncRNA_12779" "ptg000012l:3487057-3487270"
"12780" "lncRNA_12780" "ptg000012l:3510674-3512434"
"12781" "lncRNA_12781" "ptg000012l:3612429-3613289"
"12782" "lncRNA_12782" "ptg000012l:3619479-3620341"
"12783" "lncRNA_12783" "ptg000012l:3636502-3636838"
"12784" "lncRNA_12784" "ptg000012l:3737976-3738442"
"12785" "lncRNA_12785" "ptg000012l:3988182-3989115"
"12786" "lncRNA_12786" "ptg000012l:4151034-4151240"
"12787" "lncRNA_12787" "ptg000012l:4194208-4194411"
"12788" "lncRNA_12788" "ptg000012l:4323201-4323459"
"12789" "lncRNA_12789" "ptg000012l:4415961-4416520"
"12790" "lncRNA_12790" "ptg000012l:4427902-4428800"
"12791" "lncRNA_12791" "ptg000012l:4489214-4490484"
"12792" "lncRNA_12792" "ptg000012l:4491544-4491783"
"12793" "lncRNA_12793" "ptg000012l:4497073-4498435"
"12794" "lncRNA_12794" "ptg000012l:4514240-4514486"
"12795" "lncRNA_12795" "ptg000012l:4526499-4526869"
"12796" "lncRNA_12796" "ptg000012l:4532569-4532795"
"12797" "lncRNA_12797" "ptg000012l:4534013-4534286"
"12798" "lncRNA_12798" "ptg000012l:4535299-4537767"
"12799" "lncRNA_12799" "ptg000012l:4546699-4547644"
"12800" "lncRNA_12800" "ptg000012l:4554954-4555795"
"12801" "lncRNA_12801" "ptg000012l:4563624-4564284"
"12802" "lncRNA_12802" "ptg000012l:4566495-4568263"
"12803" "lncRNA_12803" "ptg000012l:4569020-4569596"
"12804" "lncRNA_12804" "ptg000012l:4573177-4573786"
"12805" "lncRNA_12805" "ptg000012l:4574834-4575317"
"12806" "lncRNA_12806" "ptg000012l:4580199-4581185"
"12807" "lncRNA_12807" "ptg000012l:4585241-4585810"
"12808" "lncRNA_12808" "ptg000012l:4596210-4596495"
"12809" "lncRNA_12809" "ptg000012l:4606489-4606742"
"12810" "lncRNA_12810" "ptg000012l:4619196-4619989"
"12811" "lncRNA_12811" "ptg000012l:4620518-4621332"
"12812" "lncRNA_12812" "ptg000012l:4630871-4632170"
"12813" "lncRNA_12813" "ptg000012l:4637398-4637904"
"12814" "lncRNA_12814" "ptg000012l:4825243-4825779"
"12815" "lncRNA_12815" "ptg000012l:4830698-4831364"
"12816" "lncRNA_12816" "ptg000012l:4882591-4883078"
"12817" "lncRNA_12817" "ptg000012l:4887333-4887866"
"12818" "lncRNA_12818" "ptg000012l:4891091-4891325"
"12819" "lncRNA_12819" "ptg000012l:5024734-5025035"
"12820" "lncRNA_12820" "ptg000012l:5029252-5030135"
"12821" "lncRNA_12821" "ptg000012l:5037602-5037830"
"12822" "lncRNA_12822" "ptg000012l:5043659-5044297"
"12823" "lncRNA_12823" "ptg000012l:5057106-5057996"
"12824" "lncRNA_12824" "ptg000012l:5062390-5062632"
"12825" "lncRNA_12825" "ptg000012l:5072226-5072767"
"12826" "lncRNA_12826" "ptg000012l:5073805-5074026"
"12827" "lncRNA_12827" "ptg000012l:5079377-5079589"
"12828" "lncRNA_12828" "ptg000012l:5080515-5082500"
"12829" "lncRNA_12829" "ptg000012l:5098707-5098974"
"12830" "lncRNA_12830" "ptg000012l:5103283-5104997"
"12831" "lncRNA_12831" "ptg000012l:5105789-5106486"
"12832" "lncRNA_12832" "ptg000012l:5113199-5113615"
"12833" "lncRNA_12833" "ptg000012l:5128510-5129192"
"12834" "lncRNA_12834" "ptg000012l:5159508-5159760"
"12835" "lncRNA_12835" "ptg000012l:5162135-5163032"
"12836" "lncRNA_12836" "ptg000012l:5177937-5178368"
"12837" "lncRNA_12837" "ptg000012l:5200395-5200755"
"12838" "lncRNA_12838" "ptg000012l:5208455-5209088"
"12839" "lncRNA_12839" "ptg000012l:5236892-5237211"
