,source,target,region,Alignment,energy,total_bp_shared,query_similar,subject_similar,PCC.cor,PCC_magnitude,PCC_direction,p_value
710,peve-mir-novel-1,Peve_00004159,CDS,Peve_00004159;2 20;2429 2450,-20.04,18,61.11%,83.33%,0.99948900137754,0.99948900137754,1,0.0203527679413273
711,peve-mir-novel-1,Peve_00006246,CDS,Peve_00006246;2 21;17104 17128,-22.58,22,81.82%,86.36%,-0.997689878763426,0.997689878763426,-1,0.0432808865951937
712,peve-mir-novel-1,Peve_00009613,CDS,Peve_00009613;2 21;22089 22110,-20.96,20,75.00%,85.00%,0.997569389923622,0.997569389923622,1,0.0443956862719401
713,peve-mir-novel-1,Peve_00012313,CDS,Peve_00012313;2 14;36526 36547,-20.56,12,100.00%,100.00%,-0.997746845316925,0.997746845316925,-1,0.0427437088338936
714,peve-mir-novel-1,Peve_00012313,CDS,Peve_00012313;2 21;46170 46190,-23.22,19,84.21%,94.74%,-0.997746845316925,0.997746845316925,-1,0.0427437088338936
715,peve-mir-novel-1,Peve_00012947,CDS,Peve_00012947;2 21;10070 10093,-22.31,21,71.43%,76.19%,-0.998676166610317,0.998676166610317,-1,0.0327611930500019
716,peve-mir-novel-1,Peve_00015560,CDS,Peve_00015560;2 19;3660 3685,-20.87,21,71.43%,76.19%,-0.999741680546707,0.999741680546707,-1,0.0144704829734696
717,peve-mir-novel-1,Peve_00022650,CDS,Peve_00022650;2 21;632 653,-21.47,19,73.68%,89.47%,-0.998728025936349,0.998728025936349,-1,0.0321129567027359
718,peve-mir-novel-1,Peve_00031470,CDS,Peve_00031470;2 21;133 155,-22.59,20,75.00%,90.00%,0.998537239893341,0.998537239893341,1,0.0344377388061273
719,peve-mir-novel-1,Peve_00032670,CDS,Peve_00032670;2 18;4092 4112,-20.88,16,81.25%,93.75%,0.997330421307962,0.997330421307962,1,0.046527867385145
720,peve-mir-novel-1,Peve_00034473,CDS,Peve_00034473;2 20;6992 7012,-20.21,18,77.78%,83.33%,-0.999931280904205,0.999931280904205,-1,0.00746339326112324
721,peve-mir-novel-1,Peve_00036084,CDS,Peve_00036084;2 13;7286 7307,-20.28,11,81.82%,90.91%,0.997252198201742,0.997252198201742,1,0.0472049257556936
722,peve-mir-novel-1,Peve_00039612,CDS,Peve_00039612;2 21;18980 19002,-20.73,21,80.95%,85.71%,0.998791189124848,0.998791189124848,1,0.0313053135571202
723,peve-mir-novel-1,Peve_00041444,CDS,Peve_00041444;2 21;1814 1837,-20.57,21,66.67%,71.43%,0.999173782819429,0.999173782819429,1,0.0258804687412055
724,peve-mir-novel-7,Peve_00000079,CDS,Peve_00000079;2 14;12511 12533,-21.1,13,76.92%,84.62%,-0.99896049267317,0.99896049267317,-1,0.0290299659456012
725,peve-mir-novel-7,Peve_00003488,CDS,Peve_00003488;2 18;13273 13297,-20.15,19,73.68%,84.21%,-0.999800775330523,0.999800775330523,-1,0.0127079029286043
726,peve-mir-novel-7,Peve_00004794,CDS,Peve_00004794;2 20;9909 9929,-21.25,18,61.11%,77.78%,-0.997222211495177,0.997222211495177,-1,0.0474619187732666
727,peve-mir-novel-7,Peve_00006710,CDS,Peve_00006710;2 20;6617 6642,-20.06,22,63.64%,77.27%,-0.999870677820193,0.999870677820193,-1,0.0102384994051752
728,peve-mir-novel-7,Peve_00007704,CDS,Peve_00007704;2 21;1416 1436,-20.87,19,78.95%,84.21%,0.999470091301485,0.999470091301485,1,0.0207259680810419
729,peve-mir-novel-7,Peve_00007872,CDS,Peve_00007872;2 19;5098 5119,-26.11,17,82.35%,100.00%,-0.998303813951919,0.998303813951919,-1,0.0370845719252309
730,peve-mir-novel-7,Peve_00008249,CDS,Peve_00008249;2 21;28195 28222,-21.97,25,60.00%,64.00%,0.999637653688134,0.999637653688134,1,0.0171383953926177
731,peve-mir-novel-7,Peve_00012577,CDS,Peve_00012577;2 21;32 53,-21.35,19,63.16%,73.68%,0.999637962480495,0.999637962480495,1,0.0171310907052322
732,peve-mir-novel-7,Peve_00013338,CDS,Peve_00013338;2 11;16791 16812,-20.36,9,100.00%,100.00%,-0.99990357816145,0.99990357816145,-1,0.00884069310177129
733,peve-mir-novel-7,Peve_00014208,CDS,Peve_00014208;2 20;3804 3826,-23.95,19,78.95%,89.47%,-0.999976270387259,0.999976270387259,-1,0.00438572407632336
734,peve-mir-novel-7,Peve_00014607,CDS,Peve_00014607;2 21;11519 11539,-21.21,19,63.16%,73.68%,-0.999140905722226,0.999140905722226,-1,0.0263904399617349
735,peve-mir-novel-7,Peve_00018051,CDS,Peve_00018051;2 20;8025 8044,-20.43,18,66.67%,77.78%,-0.998721687740386,0.998721687740386,-1,0.0321928830822343
736,peve-mir-novel-7,Peve_00020593,CDS,Peve_00020593;2 20;956 977,-23.36,18,72.22%,83.33%,-0.999401709222497,0.999401709222497,-1,0.0220228200533377
737,peve-mir-novel-7,Peve_00021480,CDS,Peve_00021480;2 11;3021 3042,-20.36,9,100.00%,100.00%,-0.999949503052708,0.999949503052708,-1,0.00639778307294428
738,peve-mir-novel-7,Peve_00022405,CDS,Peve_00022405;2 16;84119 84142,-20.84,16,68.75%,87.50%,-0.999648379930316,0.999648379930316,-1,0.0168828077485472
739,peve-mir-novel-7,Peve_00022405,CDS,Peve_00022405;2 20;35301 35322,-23.85,18,88.89%,88.89%,-0.999648379930316,0.999648379930316,-1,0.0168828077485472
740,peve-mir-novel-7,Peve_00029427,CDS,Peve_00029427;2 18;14132 14154,-20.23,17,64.71%,82.35%,-0.999890925187699,0.999890925187699,-1,0.00940288891868048
741,peve-mir-novel-7,Peve_00034064,CDS,Peve_00034064;2 17;2275 2298,-21.05,17,82.35%,88.24%,0.999679374900727,0.999679374900727,1,0.0161215013418805
742,peve-mir-novel-7,Peve_00036216,CDS,Peve_00036216;2 20;3028 3052,-20.26,21,76.19%,85.71%,-0.997122511412326,0.997122511412326,-1,0.0483065609820818
743,peve-mir-novel-7,Peve_00037268,CDS,Peve_00037268;2 21;3716 3737,-27.94,19,73.68%,94.74%,-0.998526996122875,0.998526996122875,-1,0.0345581424096249
744,peve-mir-novel-7,Peve_00037364,CDS,Peve_00037364;2 21;2639 2661,-22.4,20,75.00%,90.00%,-0.998597154918296,0.998597154918296,-1,0.0337249070566547
745,peve-mir-novel-7,Peve_00039765,CDS,Peve_00039765;2 16;13778 13799,-20.09,14,85.71%,92.86%,-0.997379354968361,0.997379354968361,-1,0.0460992766018146
746,peve-mir-novel-7,Peve_00041522,CDS,Peve_00041522;2 21;18731 18753,-20.94,20,60.00%,75.00%,-0.999917309077773,0.999917309077773,-1,0.0081870422438826
747,peve-mir-novel-7,Peve_00041469,CDS,Peve_00041469;2 19;6753 6774,-21.58,17,64.71%,76.47%,-0.998917582509894,0.998917582509894,-1,0.029623181749673
748,peve-mir-novel-7,Peve_00043735,CDS,Peve_00043735;2 17;7640 7661,-21.51,15,80.00%,86.67%,-0.997254902330616,0.997254902330616,-1,0.0471816820647028
749,peve-mir-novel-8,Peve_00000338,CDS,Peve_00000338;2 18;6900 6921,-22.19,16,81.25%,87.50%,-0.999804588326262,0.999804588326262,-1,0.0125857020309173
750,peve-mir-novel-8,Peve_00002136,CDS,Peve_00002136;2 21;14363 14384,-25.28,19,73.68%,100.00%,-0.999928334539756,0.999928334539756,-1,0.00762171423750272
751,peve-mir-novel-8,Peve_00001724,CDS,Peve_00001724;2 19;17347 17366,-20.2,17,88.24%,88.24%,0.998901289172471,0.998901289172471,1,0.0298453443927078
752,peve-mir-novel-8,Peve_00002773,CDS,Peve_00002773;2 21;1951 1977,-20.39,24,62.50%,66.67%,0.997843062548644,0.997843062548644,1,0.0418207666049359
753,peve-mir-novel-8,Peve_00005576,CDS,Peve_00005576;2 20;12079 12101,-21.05,19,73.68%,89.47%,-0.999254790480881,0.999254790480881,-1,0.0245788348473907
754,peve-mir-novel-8,Peve_00006728,CDS,Peve_00006728;2 20;6156 6177,-22.05,18,83.33%,88.89%,-0.999848093384746,0.999848093384746,-1,0.0110965752378794
755,peve-mir-novel-8,Peve_00006196,CDS,Peve_00006196;2 21;15131 15156,-20.13,23,73.91%,73.91%,0.998560855420922,0.998560855420922,1,0.0341585503936042
756,peve-mir-novel-8,Peve_00007902,CDS,Peve_00007902;2 21;521 542,-23.97,21,80.95%,80.95%,0.997270750279292,0.997270750279292,1,0.0470452285126639
757,peve-mir-novel-8,Peve_00012307,CDS,Peve_00012307;2 19;796 816,-23.1,17,88.24%,88.24%,-0.999918356914133,0.999918356914133,-1,0.00813500419649827
758,peve-mir-novel-8,Peve_00012703,CDS,Peve_00012703;2 21;82 108,-21.71,24,70.83%,79.17%,0.997227364175877,0.997227364175877,1,0.0474178580287118
759,peve-mir-novel-8,Peve_00012719,CDS,Peve_00012719;2 21;2301 2319,-21.55,19,84.21%,84.21%,0.999429934477363,0.999429934477363,1,0.0214970141452558
760,peve-mir-novel-8,Peve_00013409,CDS,Peve_00013409;2 20;4244 4266,-23.53,19,84.21%,84.21%,-0.998898361532229,0.998898361532229,-1,0.0298850883946755
761,peve-mir-novel-8,Peve_00015721,CDS,Peve_00015721;2 20;19072 19093,-23.87,18,83.33%,88.89%,-0.999206561952058,0.999206561952058,-1,0.0253618162499516
762,peve-mir-novel-8,Peve_00015911,CDS,Peve_00015911;2 21;2734 2757,-21.08,21,71.43%,85.71%,-0.999376658725259,0.999376658725259,-1,0.0224791882994187
763,peve-mir-novel-8,Peve_00017494,CDS,Peve_00017494;2 21;535 557,-20.29,21,71.43%,85.71%,0.997741273347202,0.997741273347202,1,0.0427965479072764
764,peve-mir-novel-8,Peve_00017682,CDS,Peve_00017682;2 19;1606 1626,-20.3,17,82.35%,88.24%,-0.997058648097944,0.997058648097944,-1,0.0488399400893447
765,peve-mir-novel-8,Peve_00017835,CDS,Peve_00017835;2 16;4636 4658,-21.73,15,86.67%,93.33%,0.998633668363016,0.998633668363016,1,0.0332830137632564
766,peve-mir-novel-8,Peve_00019789,CDS,Peve_00019789;2 21;3205 3226,-20.51,20,80.00%,80.00%,-0.999355096644234,0.999355096644234,-1,0.0228647144397872
767,peve-mir-novel-8,Peve_00022013,CDS,Peve_00022013;2 19;25718 25745,-20.18,23,65.22%,73.91%,-0.997406235601708,0.997406235601708,-1,0.0458621382726491
768,peve-mir-novel-8,Peve_00027166,CDS,Peve_00027166;2 21;11717 11739,-21.19,20,75.00%,80.00%,0.99929968757124,0.99929968757124,1,0.0238268365839392
769,peve-mir-novel-8,Peve_00028046,CDS,Peve_00028046;2 21;4141 4164,-20.63,21,76.19%,76.19%,-0.998817341146261,0.998817341146261,-1,0.0309647569613873
770,peve-mir-novel-8,Peve_00031400,CDS,Peve_00031400;2 21;609 634,-20.13,23,73.91%,73.91%,-0.996950551911195,0.996950551911195,-1,0.0497297376498826
771,peve-mir-novel-8,Peve_00032019,CDS,Peve_00032019;2 21;2191 2211,-21.59,19,84.21%,89.47%,-0.999998527738398,0.999998527738398,-1,0.00109241503020378
772,peve-mir-novel-8,Peve_00034256,CDS,Peve_00034256;2 18;1796 1818,-20.78,17,76.47%,88.24%,-0.997042840627744,0.997042840627744,-1,0.0489710670892613
773,peve-mir-novel-8,Peve_00035796,CDS,Peve_00035796;2 21;60275 60296,-21.3,19,63.16%,84.21%,-0.999045638011453,0.999045638011453,-1,0.0278154591389635
774,peve-mir-novel-8,Peve_00038235,CDS,Peve_00038235;2 21;20367 20391,-20.48,22,63.64%,77.27%,0.999939235636971,0.999939235636971,1,0.00701813624141062
775,peve-mir-novel-8,Peve_00042598,CDS,Peve_00042598;2 19;187 208,-23.35,17,76.47%,94.12%,0.999998740813851,0.999998740813851,1,0.00101027623087008
776,peve-mir-novel-8,Peve_00043869,CDS,Peve_00043869;2 21;5620 5640,-23.71,19,73.68%,84.21%,-0.999525297608678,0.999525297608678,-1,0.0196165672785278
777,peve-mir-novel-8,Peve_00044186,CDS,Peve_00044186;2 21;15769 15791,-21.95,20,80.00%,85.00%,-0.998724970832171,0.998724970832171,-1,0.0321515071827361
778,peve-mir-novel-8,Peve_00045195,CDS,Peve_00045195;2 20;5199 5225,-20.07,23,65.22%,73.91%,-0.999995246146368,0.999995246146368,-1,0.0019629904910923
779,peve-mir-novel-9,Peve_00004184,CDS,Peve_00004184;2 20;15666 15688,-20.09,19,73.68%,89.47%,-0.999876450878514,0.999876450878514,-1,0.0100073576944104
780,peve-mir-novel-9,Peve_00006584,CDS,Peve_00006584;2 21;12669 12693,-23.05,22,63.64%,77.27%,-0.999747628800907,0.999747628800907,-1,0.0143029015872161
781,peve-mir-novel-9,Peve_00006584,CDS,Peve_00006584;2 21;12975 12999,-23.05,22,63.64%,77.27%,-0.999747628800907,0.999747628800907,-1,0.0143029015872161
782,peve-mir-novel-9,Peve_00006584,CDS,Peve_00006584;2 20;21595 21617,-20.57,19,73.68%,78.95%,-0.999747628800907,0.999747628800907,-1,0.0143029015872161
783,peve-mir-novel-9,Peve_00006584,CDS,Peve_00006584;2 20;30226 30248,-20.57,19,73.68%,78.95%,-0.999747628800907,0.999747628800907,-1,0.0143029015872161
784,peve-mir-novel-9,Peve_00006632,CDS,Peve_00006632;2 21;6252 6274,-20.18,20,75.00%,85.00%,-0.99980442800439,0.99980442800439,-1,0.0125908639931623
785,peve-mir-novel-9,Peve_00006979,CDS,Peve_00006979;2 21;11830 11858,-21.64,26,69.23%,73.08%,-0.998530137261281,0.998530137261281,-1,0.0345212665811469
786,peve-mir-novel-9,Peve_00007814,CDS,Peve_00007814;2 21;4840 4864,-21.56,22,68.18%,86.36%,-0.999587054165567,0.999587054165567,-1,0.0182960193839233
787,peve-mir-novel-9,Peve_00008020,CDS,Peve_00008020;2 21;14894 14914,-20.68,19,73.68%,89.47%,-0.999844732028352,0.999844732028352,-1,0.0112186779245671
788,peve-mir-novel-9,Peve_00009844,CDS,Peve_00009844;2 21;1035 1056,-21.74,20,80.00%,80.00%,-0.999212697173606,0.999212697173606,-1,0.0252635585306647
789,peve-mir-novel-9,Peve_00012652,CDS,Peve_00012652;2 19;3677 3700,-22.8,19,78.95%,89.47%,-0.999793718708922,0.999793718708922,-1,0.0129310117729925
790,peve-mir-novel-9,Peve_00012675,CDS,Peve_00012675;2 21;3591 3612,-20.38,20,75.00%,85.00%,-0.999427644522255,0.999427644522255,-1,0.0215401517719704
791,peve-mir-novel-9,Peve_00013797,CDS,Peve_00013797;2 17;12268 12289,-20.68,15,66.67%,80.00%,0.997419073679286,0.997419073679286,1,0.0457484490353859
792,peve-mir-novel-2,Peve_00000388,CDS,Peve_00000388;2 18;606 627,-20.16,16,68.75%,81.25%,-0.99908203483763,0.99908203483763,-1,0.0272798167389145
793,peve-mir-novel-2,Peve_00000404,CDS,Peve_00000404;2 21;42266 42289,-21.18,21,66.67%,76.19%,-0.999785556767188,0.999785556767188,-1,0.0131843600602164
794,peve-mir-novel-2,Peve_00001538,CDS,Peve_00001538;2 20;4032 4053,-23.55,18,72.22%,77.78%,-0.999928007864221,0.999928007864221,-1,0.00763906587701203
795,peve-mir-novel-2,Peve_00001529,CDS,Peve_00001529;2 12;4073 4094,-23.55,10,100.00%,100.00%,-0.999983125832285,0.999983125832285,-1,0.00369834065949377
796,peve-mir-novel-2,Peve_00001905,CDS,Peve_00001905;2 14;2581 2603,-21.08,13,76.92%,92.31%,-0.999880668455908,0.999880668455908,-1,0.0098350612688182
797,peve-mir-novel-2,Peve_00000035,CDS,Peve_00000035;2 20;21960 21985,-20.55,22,68.18%,72.73%,-0.997855251545262,0.997855251545262,-1,0.0417023908348541
798,peve-mir-novel-2,Peve_00001787,CDS,Peve_00001787;2 12;17895 17916,-23.55,10,100.00%,100.00%,-0.999947166297972,0.999947166297972,-1,0.00654413958551676
799,peve-mir-novel-2,Peve_00002096,CDS,Peve_00002096;2 9;24617 24638,-20.46,7,100.00%,100.00%,-0.998981183536662,0.998981183536662,-1,0.0287395508786692
800,peve-mir-novel-2,Peve_00002096,CDS,Peve_00002096;2 21;29806 29826,-26.78,19,84.21%,89.47%,-0.998981183536662,0.998981183536662,-1,0.0287395508786692
801,peve-mir-novel-2,Peve_00002249,CDS,Peve_00002249;2 21;17578 17605,-22.11,25,64.00%,68.00%,-0.998449405815817,0.998449405815817,-1,0.0354568646881138
802,peve-mir-novel-2,Peve_00001835,CDS,Peve_00001835;2 21;424 453,-30.52,27,66.67%,70.37%,-0.999446677970449,0.999446677970449,-1,0.0211789355546999
803,peve-mir-novel-2,Peve_00002659,CDS,Peve_00002659;2 21;12666 12688,-20.47,20,70.00%,70.00%,-0.999266042083102,0.999266042083102,-1,0.0243925535392527
804,peve-mir-novel-2,Peve_00003439,CDS,Peve_00003439;2 18;8296 8317,-23.5,16,68.75%,93.75%,-0.999980738177473,0.999980738177473,-1,0.00395134096014511
805,peve-mir-novel-2,Peve_00003610,CDS,Peve_00003610;2 20;13241 13261,-25.29,18,83.33%,83.33%,-0.999328962832057,0.999328962832057,-1,0.0233234449403613
806,peve-mir-novel-2,Peve_00003922,CDS,Peve_00003922;2 21;19453 19478,-20.51,23,65.22%,69.57%,-0.999972698911671,0.999972698911671,-1,0.00470420337225242
807,peve-mir-novel-2,Peve_00004241,CDS,Peve_00004241;2 12;15551 15572,-23.55,10,100.00%,100.00%,0.999725519885309,0.999725519885309,1,0.0149162790118723
808,peve-mir-novel-2,Peve_00004323,CDS,Peve_00004323;2 20;10718 10742,-20.14,22,68.18%,68.18%,-0.997216726294282,0.997216726294282,-1,0.0475087780886808
809,peve-mir-novel-2,Peve_00004712,CDS,Peve_00004712;2 11;9849 9870,-20.28,9,100.00%,100.00%,-0.999587847267624,0.999587847267624,-1,0.0182784401020463
810,peve-mir-novel-2,Peve_00006541,CDS,Peve_00006541;2 12;9229 9250,-23.93,10,100.00%,100.00%,-0.998797162930987,0.998797162930987,-1,0.0312278485462182
811,peve-mir-novel-2,Peve_00000003,CDS,Peve_00000003;2 20;1386 1408,-22.32,19,68.42%,84.21%,0.999999238634054,0.999999238634054,1,0.000785582630254667
812,peve-mir-novel-2,Peve_00006234,CDS,Peve_00006234;2 12;37004 37025,-20.11,10,90.00%,90.00%,-0.998186646628078,0.998186646628078,-1,0.0383444040360386
813,peve-mir-novel-2,Peve_00007386,CDS,Peve_00007386;2 19;23307 23326,-20.78,17,76.47%,88.24%,-0.99829893378936,0.99829893378936,-1,0.0371378974490168
814,peve-mir-novel-2,Peve_00007420,CDS,Peve_00007420;2 21;13479 13501,-22.31,20,75.00%,75.00%,-0.999164233414202,0.999164233414202,-1,0.0260296228053412
815,peve-mir-novel-2,Peve_00008033,CDS,Peve_00008033;2 12;833 854,-23.55,10,100.00%,100.00%,-0.99781958887419,0.99781958887419,-1,0.0420477981551328
816,peve-mir-novel-2,Peve_00009118,CDS,Peve_00009118;2 21;15044 15064,-23.1,19,68.42%,84.21%,-0.999996395310917,0.999996395310917,-1,0.00170934276007991
817,peve-mir-novel-2,Peve_00009537,CDS,Peve_00009537;2 14;24529 24551,-23.49,13,84.62%,92.31%,-0.997692016354942,0.997692016354942,-1,0.0432608500055966
818,peve-mir-novel-2,Peve_00009560,CDS,Peve_00009560;2 19;11849 11869,-21.33,17,76.47%,82.35%,-0.999329024199359,0.999329024199359,-1,0.0233223783156091
819,peve-mir-novel-2,Peve_00010789,CDS,Peve_00010789;2 12;23936 23957,-22.9,10,90.00%,100.00%,-0.999232776560249,0.999232776560249,-1,0.0249392749233984
820,peve-mir-novel-2,Peve_00010789,CDS,Peve_00010789;2 18;33449 33468,-21.88,16,81.25%,81.25%,-0.999232776560249,0.999232776560249,-1,0.0249392749233984
821,peve-mir-novel-2,Peve_00010793,CDS,Peve_00010793;2 21;31802 31823,-21.28,19,63.16%,68.42%,-0.999994709169113,0.999994709169113,-1,0.0020708910558741
822,peve-mir-novel-2,Peve_00009990,CDS,Peve_00009990;2 21;875 896,-23.04,19,68.42%,84.21%,-0.999175061941466,0.999175061941466,-1,0.0258604245822689
823,peve-mir-novel-2,Peve_00010869,CDS,Peve_00010869;2 21;5208 5232,-25.24,22,72.73%,77.27%,-0.998079664911893,0.998079664911893,-1,0.039459643129889
824,peve-mir-novel-2,Peve_00011539,CDS,Peve_00011539;2 14;4289 4309,-21.69,12,91.67%,91.67%,-0.998233319205703,0.998233319205703,-1,0.0378475807060832
825,peve-mir-novel-2,Peve_00011766,CDS,Peve_00011766;2 20;2406 2429,-21.78,20,70.00%,80.00%,0.999699471908932,0.999699471908932,1,0.0156080459251346
826,peve-mir-novel-2,Peve_00012512,CDS,Peve_00012512;2 12;7509 7530,-23.55,10,100.00%,100.00%,-0.999625065689112,0.999625065689112,-1,0.0174335681460817
827,peve-mir-novel-2,Peve_00012952,CDS,Peve_00012952;2 16;24286 24312,-21.15,19,73.68%,73.68%,0.9999039238855,0.9999039238855,1,0.0088248292997023
828,peve-mir-novel-2,Peve_00013326,CDS,Peve_00013326;2 20;29747 29775,-20.8,25,60.00%,64.00%,-0.999852555868755,0.999852555868755,-1,0.0109323670007376
829,peve-mir-novel-2,Peve_00013326,CDS,Peve_00013326;2 20;10384 10405,-22.9,18,66.67%,77.78%,-0.999852555868755,0.999852555868755,-1,0.0109323670007376
830,peve-mir-novel-2,Peve_00013326,CDS,Peve_00013326;2 20;21273 21294,-20.01,18,61.11%,88.89%,-0.999852555868755,0.999852555868755,-1,0.0109323670007376
831,peve-mir-novel-2,Peve_00013326,CDS,Peve_00013326;2 20;54588 54609,-22.09,18,72.22%,94.44%,-0.999852555868755,0.999852555868755,-1,0.0109323670007376
832,peve-mir-novel-2,Peve_00013778,CDS,Peve_00013778;2 21;15836 15858,-22.44,20,70.00%,70.00%,-0.999143355797822,0.999143355797822,-1,0.0263527758842851
833,peve-mir-novel-2,Peve_00013831,CDS,Peve_00013831;2 17;2738 2757,-20.31,15,80.00%,86.67%,-0.998607432161838,0.998607432161838,-1,0.0336011168386757
834,peve-mir-novel-2,Peve_00013835,CDS,Peve_00013835;2 21;62397 62423,-21.32,24,66.67%,75.00%,-0.999640099755155,0.999640099755155,-1,0.0170804464428046
835,peve-mir-novel-2,Peve_00013835,CDS,Peve_00013835;2 21;36347 36369,-20.56,20,65.00%,80.00%,-0.999640099755155,0.999640099755155,-1,0.0170804464428046
836,peve-mir-novel-2,Peve_00013835,CDS,Peve_00013835;2 12;29439 29460,-21.34,10,100.00%,100.00%,-0.999640099755155,0.999640099755155,-1,0.0170804464428046
837,peve-mir-novel-2,Peve_00013933,CDS,Peve_00013933;2 20;29 48,-23.84,18,72.22%,88.89%,0.99738806395724,0.99738806395724,1,0.0460225803266885
838,peve-mir-novel-2,Peve_00014141,CDS,Peve_00014141;2 12;4650 4671,-21.81,10,90.00%,100.00%,-0.999771117558368,0.999771117558368,-1,0.0136210204052954
839,peve-mir-novel-2,Peve_00013491,CDS,Peve_00013491;2 21;157 180,-20.64,21,71.43%,80.95%,-0.999122952793073,0.999122952793073,-1,0.0266648013275948
840,peve-mir-novel-2,Peve_00014398,CDS,Peve_00014398;2 12;6816 6837,-23.55,10,100.00%,100.00%,-0.999822631423906,0.999822631423906,-1,0.011990571412601
841,peve-mir-novel-2,Peve_00014560,CDS,Peve_00014560;2 20;11563 11583,-21.82,18,66.67%,83.33%,-0.997728095293297,0.997728095293297,-1,0.0429212571353912
842,peve-mir-novel-2,Peve_00014560,CDS,Peve_00014560;2 21;20304 20325,-26.6,19,68.42%,89.47%,-0.997728095293297,0.997728095293297,-1,0.0429212571353912
843,peve-mir-novel-2,Peve_00015640,CDS,Peve_00015640;2 21;2780 2800,-25.39,19,78.95%,84.21%,-0.998674298211381,0.998674298211381,-1,0.0327843088431138
844,peve-mir-novel-2,Peve_00016798,CDS,Peve_00016798;2 18;683 707,-21,19,73.68%,78.95%,-0.998993337809364,0.998993337809364,-1,0.0285675790922425
845,peve-mir-novel-2,Peve_00017180,CDS,Peve_00017180;2 12;16552 16573,-23.41,10,100.00%,100.00%,-0.99953411064578,0.99953411064578,-1,0.0194336052474065
846,peve-mir-novel-2,Peve_00017997,CDS,Peve_00017997;2 20;15894 15914,-20.26,18,77.78%,77.78%,-0.998300622150393,0.998300622150393,-1,0.0371194573895678
847,peve-mir-novel-2,Peve_00018700,CDS,Peve_00018700;2 20;8535 8558,-20.17,20,65.00%,85.00%,-0.999441541479478,0.999441541479478,-1,0.0212770196606704
848,peve-mir-novel-2,Peve_00018779,CDS,Peve_00018779;2 20;6396 6417,-22.58,18,72.22%,83.33%,-0.999955310845228,0.999955310845228,-1,0.00601863225853882
849,peve-mir-novel-2,Peve_00018907,CDS,Peve_00018907;2 21;27135 27159,-20.7,22,59.09%,77.27%,-0.999777949171651,0.999777949171651,-1,0.0134161948226009
850,peve-mir-novel-2,Peve_00018950,CDS,Peve_00018950;2 21;12349 12371,-20.43,20,70.00%,70.00%,-0.999807400018563,0.999807400018563,-1,0.0124948259803537
851,peve-mir-novel-2,Peve_00019866,CDS,Peve_00019866;2 19;4476 4497,-21.1,18,77.78%,88.89%,-0.998329663228134,0.998329663228134,-1,0.0368008298358006
852,peve-mir-novel-2,Peve_00020262,CDS,Peve_00020262;2 12;14061 14082,-23.79,10,100.00%,100.00%,-0.99785634131814,0.99785634131814,-1,0.0416917909524945
853,peve-mir-novel-2,Peve_00020426,CDS,Peve_00020426;2 12;14533 14554,-23.55,10,100.00%,100.00%,-0.999957293079344,0.999957293079344,-1,0.00588363598503261
854,peve-mir-novel-2,Peve_00020859,CDS,Peve_00020859;2 15;8237 8258,-20.5,13,76.92%,84.62%,-0.996961236510919,0.996961236510919,-1,0.0496424958855588
855,peve-mir-novel-2,Peve_00020859,CDS,Peve_00020859;2 20;20579 20600,-22.1,18,66.67%,77.78%,-0.996961236510919,0.996961236510919,-1,0.0496424958855588
856,peve-mir-novel-2,Peve_00021321,CDS,Peve_00021321;2 13;2184 2205,-20.67,11,90.91%,90.91%,-0.999608964288524,0.999608964288524,-1,0.0178039958559197
857,peve-mir-novel-2,Peve_00023009,CDS,Peve_00023009;2 21;23274 23294,-21.52,19,68.42%,84.21%,-0.999888189689019,0.999888189689019,-1,0.00952006897884497
858,peve-mir-novel-2,Peve_00023210,CDS,Peve_00023210;2 12;2260 2281,-23.55,10,100.00%,100.00%,-0.999777306658689,0.999777306658689,-1,0.0134355916697332
859,peve-mir-novel-2,Peve_00023658,CDS,Peve_00023658;2 20;11813 11836,-26.02,20,75.00%,80.00%,-0.999935069797174,0.999935069797174,-1,0.00725472326117394
860,peve-mir-novel-2,Peve_00023919,CDS,Peve_00023919;2 18;6956 6977,-20.86,16,68.75%,93.75%,-0.99985376195666,0.99985376195666,-1,0.0108875609000238
861,peve-mir-novel-2,Peve_00024001,CDS,Peve_00024001;2 21;94663 94688,-20.51,23,56.52%,73.91%,-0.999351520326823,0.999351520326823,-1,0.022928031864249
862,peve-mir-novel-2,Peve_00024022,CDS,Peve_00024022;2 21;1967 1989,-26.24,21,80.95%,80.95%,-0.999959954319607,0.999959954319607,-1,0.00569736979190693
863,peve-mir-novel-2,Peve_00024151,CDS,Peve_00024151;2 21;16494 16514,-23.94,19,73.68%,78.95%,-0.998853181277421,0.998853181277421,-1,0.0304918673324897
864,peve-mir-novel-2,Peve_00024196,CDS,Peve_00024196;2 21;11578 11600,-23.62,20,65.00%,85.00%,-0.999884477330218,0.999884477330218,-1,0.00967682551674024
865,peve-mir-novel-2,Peve_00024584,CDS,Peve_00024584;2 21;9581 9602,-25.12,19,63.16%,94.74%,-0.99705953567446,0.99705953567446,-1,0.0488325669958464
866,peve-mir-novel-2,Peve_00026073,CDS,Peve_00026073;2 21;6585 6606,-26.78,19,73.68%,78.95%,-0.997524165059795,0.997524165059795,-1,0.0448069733359102
