sample73	sample79	sample82
Cluster_7584	4	1	64
Cluster_7585	25	49	33
Cluster_7586	43	73	53
Cluster_7587	29	38	15
Cluster_7588	19	106	14
Cluster_7589	13	78	35
Cluster_7590	15	78	20
Cluster_7591	116	318	63
Cluster_7592	499	45	228
Cluster_7593	25	117	74
Cluster_7594	6	12	57
Cluster_7595	0	46	0
Cluster_7596	1	2	42
Cluster_7597	27	20	33
Cluster_7598	1223	1733	3128
Cluster_7599	17	7	14
Cluster_7600	1	1	51
Cluster_7601	106	1	5
Cluster_7602	0	0	64
Cluster_7603	0	35	11
Cluster_7604	2	101	25
Cluster_7605	60	105	5
Cluster_7606	136	594	74
Cluster_7607	247	80	41
Cluster_7608	318	49	152
Cluster_7609	1119	817	868
Cluster_7610	71	1	0
Cluster_7611	85	19	113
Cluster_7612	297	6	304
Cluster_7613	1	23	36
Cluster_7614	148	7	10
Cluster_7615	59	413	7
Cluster_7616	63	0	1
Cluster_7617	11	19	19
Cluster_7618	54	65	56
Cluster_7619	32	95	122
Cluster_7620	12	8	32
Cluster_7621	19	37	51
Cluster_7622	86	95	132
Cluster_7623	2650	2148	4381
Cluster_7624	386	3	6
Cluster_7625	42	44	35
Cluster_7626	20	18	57
Cluster_7627	14	9	24
Cluster_7628	16	0	88
Cluster_7629	21	5	38
Cluster_7630	1083	1196	461
Cluster_7631	9	29	25
Cluster_7632	48	26	41
Cluster_7633	99	42	57
Cluster_7634	73	37	39
Cluster_7635	78	33	331
Cluster_7636	20	250	16
Cluster_7637	1544	1931	844
Cluster_7638	8	244	139
Cluster_7639	84	131	23
Cluster_7640	721	728	1227
Cluster_7641	10	43	34
Cluster_7642	1385	690	286
Cluster_7643	33	7	21
Cluster_7644	177	80	184
Cluster_7645	65	0	0
Cluster_7646	326	402	557
Cluster_7647	59	8	48
Cluster_7648	44	35	75
Cluster_7649	2356	3355	5554
Cluster_7650	0	1	44
Cluster_7651	6	65	7
Cluster_7652	59	3	35
Cluster_7653	6	90	0
Cluster_7654	17	13	29
Cluster_7655	35	2	29
Cluster_7656	59	14	46
Cluster_7657	885	1578	472
Cluster_7658	888	0	463
Cluster_7659	12	30	4
Cluster_7660	2	23	17
Cluster_7661	19	10	13
Cluster_7662	8	53	8
Cluster_7663	84	20	17
Cluster_7664	306	7	13
Cluster_7665	347	10	16
Cluster_7666	23	64	42
Cluster_7667	1	2	57
Cluster_7668	159	40	8
Cluster_7669	440	1686	42
Cluster_7670	691	208	14
Cluster_7671	1688	2006	38
Cluster_7672	133	1	15
Cluster_7673	28	5	12
Cluster_7674	3	80	7
Cluster_7675	26	81	73
Cluster_7676	3	103	45
Cluster_7677	25	41	49
Cluster_7678	2	83	3
Cluster_7679	150	68	65
Cluster_7680	414	31	219
Cluster_7681	96	78	116
Cluster_7682	2467	8351	10676
Cluster_7683	14	49	167
Cluster_7684	13	389	471
Cluster_7685	108	35	57
Cluster_7686	43	23	33
Cluster_7687	113	36	72
Cluster_7688	50	27	42
Cluster_7689	149	31	105
Cluster_7690	184	66	97
Cluster_7691	138	69	165
Cluster_7692	219	30	8
Cluster_7693	20	92	451
Cluster_7694	18	51	101
Cluster_7695	79	129	283
Cluster_7696	26	14	45
Cluster_7697	507	12	590
Cluster_7698	357	51	248
Cluster_7699	58	37	68
Cluster_7700	20	29	32
Cluster_7701	8	9	40
Cluster_7702	163	24	1139
Cluster_7703	2	42	97
Cluster_7704	348	154	610
Cluster_7705	16	13	247
Cluster_7706	11	13	78
Cluster_7707	8	13	131
Cluster_7708	68	14	42
Cluster_7709	39	40	156
Cluster_7710	11	93	221
Cluster_7711	26	4	21
Cluster_7712	21	111	69
Cluster_7713	67	166	76
Cluster_7714	2	38	43
Cluster_7715	249	1042	1320
Cluster_7716	33	3	4
Cluster_7717	193	540	0
Cluster_7718	10	88	43
Cluster_7719	66	9	124
Cluster_7720	39	49	63
Cluster_7721	609	554	1022
Cluster_7722	38	8	25
Cluster_7723	39	12	43
Cluster_7724	17	19	13
Cluster_7725	136	28	80
Cluster_7726	61	4	24
Cluster_7727	8	30	11
Cluster_7728	40	18	18
Cluster_7729	35	37	19
Cluster_7730	17	38	42
Cluster_7731	3	45	46
Cluster_7732	23	32	34
Cluster_7733	62	0	2298
Cluster_7734	110	321	623
Cluster_7735	38	113	235
Cluster_7736	12	68	127
Cluster_7737	62	226	325
Cluster_7738	46	71	111
Cluster_7739	6	129	170
Cluster_7740	20	113	176
Cluster_7741	106	191	348
Cluster_7742	115	411	518
Cluster_7743	380	313	116
Cluster_7744	62	6	139
Cluster_7745	532	651	931
Cluster_7746	0	46	23
Cluster_7747	7	107	12
Cluster_7748	73	1	14
Cluster_7749	14	23	66
Cluster_7750	69	47	100
Cluster_7751	20	24	34
Cluster_7752	62	68	166
Cluster_7753	9	34	33
Cluster_7754	22	16	33
Cluster_7755	35	21	41
Cluster_7756	19	56	73
Cluster_7757	12	19	46
Cluster_7758	3	40	64
Cluster_7759	49	72	51
Cluster_7760	27	11	36
Cluster_7761	28	14	17
Cluster_7762	0	107	36
Cluster_7763	1	22	47
Cluster_7764	29	88	3
Cluster_7765	87	0	14
Cluster_7766	4667	2681	2626
Cluster_7767	122	7	75
Cluster_7768	27	76	115
Cluster_7769	0	0	135
Cluster_7770	59	5	1
Cluster_7771	47	0	0
Cluster_7772	0	15	66
Cluster_7773	6	0	51
Cluster_7774	0	8	38
Cluster_7775	203	19	78
Cluster_7776	34	30	12
Cluster_7777	197	318	797
Cluster_7778	30	35	24
Cluster_7779	1	57	75
Cluster_7780	1	0	43
Cluster_7781	0	53	2
Cluster_7782	21	0	31
Cluster_7783	9	27	96
Cluster_7784	0	71	1
Cluster_7785	15	0	55
Cluster_7786	1	8	862
Cluster_7787	0	40	59
Cluster_7788	235	137	270
Cluster_7789	1	3	562
Cluster_7790	2	0	249
Cluster_7791	2009	1257	821
Cluster_7792	236	473	539
Cluster_7793	1773	5729	6153
Cluster_7794	50	25	48
Cluster_7795	58	5	21
Cluster_7796	128	25	27
Cluster_7797	193	26	38
Cluster_7798	75	88	315
Cluster_7799	164	9	27
Cluster_7800	232	284	542
Cluster_7801	90	153	314
Cluster_7802	73	118	119
Cluster_7803	21	70	36
Cluster_7804	58	2	0
Cluster_7805	4	2	118
Cluster_7806	14	117	10
Cluster_7807	21	25	17
Cluster_7808	65	112	97
Cluster_7809	102	34	29
Cluster_7810	119	4	1
Cluster_7811	37	11	56
Cluster_7812	1	239	299
Cluster_7813	2	13	30
Cluster_7814	0	1	143
Cluster_7815	21	31	13
Cluster_7816	194	625	140
Cluster_7817	0	283	1
Cluster_7818	200	38	878
Cluster_7819	452	329	601
Cluster_7820	36	13	29
Cluster_7821	133	161	339
Cluster_7822	18	7	34
Cluster_7823	30	13	129
Cluster_7824	19	101	79
Cluster_7825	14	59	14
Cluster_7826	31	45	44
Cluster_7827	73	234	167
Cluster_7828	121	187	228
Cluster_7829	6	0	73
Cluster_7830	1	27	17
Cluster_7831	141	46	118
Cluster_7832	25	240	10
Cluster_7833	13	79	0
Cluster_7834	5	1	46
Cluster_7835	38	14	40
Cluster_7836	61	16	12
Cluster_7837	18	21	54
Cluster_7838	2	35	23
Cluster_7839	54	3	1
Cluster_7840	0	61	31
Cluster_7841	25	8	14
Cluster_7842	2	25	115
Cluster_7843	4	1	129
Cluster_7844	60	63	42
Cluster_7845	0	607	1
Cluster_7846	9943	1381	1398
Cluster_7847	126	0	223
Cluster_7848	17	15	32
Cluster_7849	2	9	50
Cluster_7850	2	21	56
Cluster_7851	72	69	155
Cluster_7852	0	434	11
Cluster_7853	0	174	953
Cluster_7854	239	53	61
Cluster_7855	0	201	152
Cluster_7856	3	50	130
Cluster_7857	0	91	0
Cluster_7858	32	17	35
Cluster_7859	0	174	7
Cluster_7860	78	239	526
Cluster_7861	3	7	55
Cluster_7862	7	3	52
Cluster_7863	27	57	40
Cluster_7864	23	1	37
Cluster_7865	11	27	44
Cluster_7866	86	112	191
Cluster_7867	24	64	227
Cluster_7868	1	2	56
Cluster_7869	25	13	77
Cluster_7870	100	123	59
Cluster_7871	25	44	80
Cluster_7872	43	33	104
Cluster_7873	47	23	36
Cluster_7874	178	42	70
Cluster_7875	1	11	58
Cluster_7876	58	134	5
Cluster_7877	53	38	59
Cluster_7878	0	0	92
Cluster_7879	41	20	90
Cluster_7880	63	155	156
Cluster_7881	0	1	52
Cluster_7882	17	1	436
Cluster_7883	10	1	441
Cluster_7884	118	53	36
Cluster_7885	47	94	280
Cluster_7886	8	11	33
Cluster_7887	67	110	220
Cluster_7888	8	21	44
Cluster_7889	3	7	50
Cluster_7890	42	69	54
Cluster_7891	31	35	88
Cluster_7892	26	1	421
Cluster_7893	2	66	9
Cluster_7894	0	112	8
Cluster_7895	356	456	883
Cluster_7896	98	95	107
Cluster_7897	18	76	25
Cluster_7898	9	211	107
Cluster_7899	63	64	51
Cluster_7900	43	1	0
Cluster_7901	16	3	27
Cluster_7902	27	91	38
Cluster_7903	10	24	39
Cluster_7904	30	16	6
Cluster_7905	96	44	38
Cluster_7906	117	3	28
Cluster_7907	109	2	27
Cluster_7908	35	2	37
Cluster_7909	64	105	114
Cluster_7910	48	56	99
Cluster_7911	98	184	190
Cluster_7912	16	80	42
Cluster_7913	419	48	65
Cluster_7914	21	38	43
Cluster_7915	52	50	31
Cluster_7916	270	336	460
Cluster_7917	108	335	596
Cluster_7918	17	71	67
Cluster_7919	10	38	24
Cluster_7920	473	187	161
Cluster_7921	12	36	58
Cluster_7922	59	166	159
Cluster_7923	4499	884	3761
Cluster_7924	47	71	50
Cluster_7925	40	7	24
Cluster_7926	18	0	222
Cluster_7927	25	133	33
Cluster_7928	27	133	7
Cluster_7929	101	139	283
Cluster_7930	49	48	10
Cluster_7931	238	216	55
Cluster_7932	155	14	29
Cluster_7933	12	24	22
Cluster_7934	37	37	17
Cluster_7935	0	0	55
Cluster_7936	2003	199	1768
Cluster_7937	1	20	120
Cluster_7938	38	15	58
Cluster_7939	576	14	48
Cluster_7940	346	341	473
Cluster_7941	107	9	21
Cluster_7942	11	2	36
Cluster_7943	520	470	975
Cluster_7944	37	60	86
Cluster_7945	477	503	788
Cluster_7946	5	4	97
Cluster_7947	29	47	1615
Cluster_7948	6	4	1041
Cluster_7949	48	46	314
Cluster_7950	540	573	570
Cluster_7951	30	61	130
Cluster_7952	17	33	38
Cluster_7953	78	63	103
Cluster_7954	18	42	138
Cluster_7955	4	35	143
Cluster_7956	26	12	25
Cluster_7957	985	132	1237
Cluster_7958	87	126	131
Cluster_7959	49	48	35
Cluster_7960	38	48	67
Cluster_7961	205	567	281
Cluster_7962	218	331	208
Cluster_7963	3851	5182	3146
Cluster_7964	86	47	98
Cluster_7965	546	2023	633
Cluster_7966	12	54	105
Cluster_7967	537	2033	660
Cluster_7968	21	78	46
Cluster_7969	145	195	116
Cluster_7970	39	56	64
Cluster_7971	27	49	27
Cluster_7972	7	8	57
Cluster_7973	9	5	78
Cluster_7974	13	29	41
Cluster_7975	37	31	55
Cluster_7976	1298	3938	11372
Cluster_7977	191	325	810
Cluster_7978	195	328	797
Cluster_7979	0	0	56
Cluster_7980	1	2	277
Cluster_7981	207	21	76
Cluster_7982	13	59	53
Cluster_7983	117	95	164
Cluster_7984	53	23	92
Cluster_7985	108	3	6
Cluster_7986	18	31	82
Cluster_7987	20	81	93
Cluster_7988	15	50	55
Cluster_7989	51	216	364
Cluster_7990	0	489	1227
Cluster_7991	25	33	21
Cluster_7992	7	0	42
Cluster_7993	0	10	165
Cluster_7994	179	12	38
Cluster_7995	179	69	161
Cluster_7996	1591	1374	499
Cluster_7997	0	6	2281
Cluster_7998	0	13	236
Cluster_7999	464	339	306
Cluster_8000	0	129	144
Cluster_8001	462	437	211
Cluster_8002	461	761	312
Cluster_8003	0	443	213
Cluster_8004	12	1004	948
Cluster_8005	123	1662	1668
Cluster_8006	5	72	87
Cluster_8007	1666	3050	2695
Cluster_8008	29	18	24
Cluster_8009	27	428	579
Cluster_8010	0	186	240
Cluster_8011	1595	413	88
Cluster_8012	45	120	83
Cluster_8013	7	42	24
Cluster_8014	273	277	230
Cluster_8015	1533	1563	1808
Cluster_8016	128	150	165
Cluster_8017	17	59	56
Cluster_8018	445	745	679
Cluster_8019	2834	2975	1367
Cluster_8020	29	56	51
Cluster_8021	61	68	40
Cluster_8022	88	8	9
Cluster_8023	158	42	12
Cluster_8024	112	86	51
Cluster_8025	427	371	209
Cluster_8026	1296	141	121
Cluster_8027	192	102	98
Cluster_8028	438	22	103
Cluster_8029	60	14	23
Cluster_8030	47	3	17
Cluster_8031	140	74	58
Cluster_8032	225	39	33
Cluster_8033	87	98	6
Cluster_8034	51	30	84
Cluster_8035	822	74	50
Cluster_8036	44	56	61
Cluster_8037	150	132	157
Cluster_8038	70	98	50
Cluster_8039	20	22	11
Cluster_8040	647	53	17
Cluster_8041	228	212	48
Cluster_8042	784	688	239
Cluster_8043	34	95	28
Cluster_8044	89	48	30
Cluster_8045	2	2	143
Cluster_8046	82	67	78
Cluster_8047	5	29	22
Cluster_8048	51	106	79
Cluster_8049	8	14	50
Cluster_8050	11	16	59
Cluster_8051	13	15	79
Cluster_8052	7	10	47
Cluster_8053	11	26	23
Cluster_8054	27	25	48
Cluster_8055	23	58	21
Cluster_8056	88	0	1
Cluster_8057	103	47	21
Cluster_8058	27	30	85
Cluster_8059	217	535	634
Cluster_8060	118	120	206
Cluster_8061	1	0	230
Cluster_8062	24	328	101
Cluster_8063	167	3	23
Cluster_8064	81	4	4
Cluster_8065	407	19	53
Cluster_8066	73	8	16
Cluster_8067	6	28	29
Cluster_8068	22	5	17
Cluster_8069	41	24	48
Cluster_8070	48	3	69
Cluster_8071	58	51	108
Cluster_8072	46	105	192
Cluster_8073	41	83	189
Cluster_8074	9	44	37
Cluster_8075	3	262	561
Cluster_8076	7073	12912	7444
Cluster_8077	37	453	50
Cluster_8078	1	6	85
Cluster_8079	386	1582	570
Cluster_8080	45	129	110
Cluster_8081	657	1895	2516
Cluster_8082	208	117	374
Cluster_8083	18	12	74
Cluster_8084	18	13	785
Cluster_8085	86	263	604
Cluster_8086	108	136	87
Cluster_8087	21	22	31
Cluster_8088	39	44	52
Cluster_8089	12	79	96
Cluster_8090	69	173	241
Cluster_8091	23	33	48
Cluster_8092	3	54	47
Cluster_8093	39	119	113
Cluster_8094	25	100	76
Cluster_8095	86	18	11
Cluster_8096	135	22	52
Cluster_8097	11	156	203
Cluster_8098	53	184	214
Cluster_8099	16	40	41
Cluster_8100	0	639	28
Cluster_8101	63	201	284
Cluster_8102	25	359	196
Cluster_8103	8	54	69
Cluster_8104	60	18	242
Cluster_8105	11	20	36
Cluster_8106	16	81	71
Cluster_8107	11	48	59
Cluster_8108	9	48	102
Cluster_8109	0	100	126
Cluster_8110	48	219	297
Cluster_8111	75	198	167
Cluster_8112	55	77	114
Cluster_8113	145	29	25
Cluster_8114	139	32	26
Cluster_8115	28	19	55
Cluster_8116	9	43	106
Cluster_8117	595	874	496
Cluster_8118	27	80	82
Cluster_8119	1722	2453	2295
Cluster_8120	88	113	97
Cluster_8121	16	49	37
Cluster_8122	265	156	31
Cluster_8123	12	56	29
Cluster_8124	62	2	1
Cluster_8125	1	0	68
Cluster_8126	68	1	0
Cluster_8127	700	589	714
Cluster_8128	727	12	29
Cluster_8129	14	18	76
Cluster_8130	3	44	122
Cluster_8131	226	399	121
Cluster_8132	27	44	34
Cluster_8133	39	0	25
Cluster_8134	177	25	549
Cluster_8135	261	0	0
Cluster_8136	14	10	21
Cluster_8137	205	10	336
Cluster_8138	7	80	6
Cluster_8139	8	20	14
Cluster_8140	0	1	74
Cluster_8141	84	0	6
Cluster_8142	103	0	25
Cluster_8143	153	0	58
Cluster_8144	133	5	16
Cluster_8145	4	192	222
Cluster_8146	132	5	0
Cluster_8147	19	36	19
Cluster_8148	80	100	75
Cluster_8149	92	147	130
Cluster_8150	37	71	30
Cluster_8151	6	27	41
Cluster_8152	2	61	12
Cluster_8153	1007	204	135
Cluster_8154	20	58	89
Cluster_8155	52	342	2
Cluster_8156	43	124	19
Cluster_8157	44	25	18
Cluster_8158	143	150	75
Cluster_8159	24	63	7
Cluster_8160	9	46	37
Cluster_8161	30	98	91
Cluster_8162	115	143	70
Cluster_8163	11	59	48
Cluster_8164	1169	1307	1662
Cluster_8165	45	47	71
Cluster_8166	37	75	72
Cluster_8167	34	128	111
Cluster_8168	18	61	99
Cluster_8169	21	49	38
Cluster_8170	3	30	45
Cluster_8171	0	229	80
Cluster_8172	14	25	24
Cluster_8173	457	330	230
Cluster_8174	928	889	1330
Cluster_8175	227	2789	1697
Cluster_8176	10	106	146
Cluster_8177	37	67	159
Cluster_8178	4	24	131
Cluster_8179	13	131	211
Cluster_8180	8	84	231
Cluster_8181	6069	5860	11902
Cluster_8182	1	50	172
Cluster_8183	0	13	642
Cluster_8184	45	16	115
Cluster_8185	75	88	149
Cluster_8186	51	62	43
Cluster_8187	7	109	152
Cluster_8188	403	1495	1676
Cluster_8189	18	46	60
Cluster_8190	16	28	63
Cluster_8191	36	94	101
Cluster_8192	7	30	40
Cluster_8193	32	82	98
Cluster_8194	23	54	90
Cluster_8195	0	12	171
Cluster_8196	1	11	166
Cluster_8197	0	10	91
Cluster_8198	4	31	57
Cluster_8199	10	333	410
Cluster_8200	6	73	90
Cluster_8201	21	26	34
Cluster_8202	9	67	109
Cluster_8203	23	50	134
Cluster_8204	11	87	180
Cluster_8205	35	94	89
Cluster_8206	35	35	146
Cluster_8207	26	67	51
Cluster_8208	1	15	125
Cluster_8209	16	1055	1009
Cluster_8210	82	174	36
Cluster_8211	35	65	43
Cluster_8212	5	6	158
Cluster_8213	14	9	66
Cluster_8214	89	54	94
Cluster_8215	0	0	1060
Cluster_8216	234	3388	2710
Cluster_8217	104	3	1
Cluster_8218	101	24	19
Cluster_8219	30	35	19
Cluster_8220	86	65	28
Cluster_8221	0	0	189
Cluster_8222	29	2	91
Cluster_8223	6	6	113
Cluster_8224	75	29	291
Cluster_8225	5	3	54
Cluster_8226	89	37	245
Cluster_8227	1364	2063	1845
Cluster_8228	9	4	40
Cluster_8229	12	422	18
Cluster_8230	0	45	2
Cluster_8231	53	31	6
Cluster_8232	89	384	502
Cluster_8233	0	31	65
Cluster_8234	0	0	379
Cluster_8235	0	0	232
Cluster_8236	202	619	661
Cluster_8237	47	2	0
Cluster_8238	14	35	8
Cluster_8239	23	58	13
Cluster_8240	55	13	24
Cluster_8241	79	9	31
Cluster_8242	1	55	88
Cluster_8243	24	1	30
Cluster_8244	4314	0	75
Cluster_8245	4	68	280
Cluster_8246	244	102	32
Cluster_8247	0	0	61
Cluster_8248	1	7	214
Cluster_8249	0	4	149
Cluster_8250	29	50	111
Cluster_8251	73	53	30
Cluster_8252	98	67	122
Cluster_8253	3	6	140
Cluster_8254	0	1	530
Cluster_8255	4	8	73
Cluster_8256	49	66	743
Cluster_8257	1	23	20
Cluster_8258	23	26	24
Cluster_8259	93	6	29
Cluster_8260	11	48	38
Cluster_8261	8	7	65
Cluster_8262	6	90	31
Cluster_8263	21	108	80
Cluster_8264	16	58	15
Cluster_8265	17	98	60
Cluster_8266	59	4	9
Cluster_8267	69	42	34
Cluster_8268	66	4	0
Cluster_8269	51	53	126
Cluster_8270	52	50	119
Cluster_8271	39	30	108
Cluster_8272	13	34	41
Cluster_8273	35	4	31
Cluster_8274	55	0	0
Cluster_8275	31	13	16
Cluster_8276	107	35	403
Cluster_8277	290	79	67
Cluster_8278	88	30	34
Cluster_8279	1607	1121	1762
Cluster_8280	221	0	132
Cluster_8281	320	1	158
Cluster_8282	0	71	97
Cluster_8283	4	68	19
Cluster_8284	1	355	120
Cluster_8285	2	17	49
Cluster_8286	4	30	25
Cluster_8287	0	62	22
Cluster_8288	56	319	97
Cluster_8289	1	9	33
Cluster_8290	5	129	178
Cluster_8291	95	1300	112
Cluster_8292	23	71	153
Cluster_8293	7	115	15
Cluster_8294	4	27	34
Cluster_8295	18	2469	812
Cluster_8296	0	75	19
Cluster_8297	18	128	36
Cluster_8298	0	112	1
Cluster_8299	4	254	320
Cluster_8300	11	49	65
Cluster_8301	2	75	55
Cluster_8302	4	130	46
Cluster_8303	11	69	43
Cluster_8304	1	2	140
Cluster_8305	8	1	256
Cluster_8306	7	58	29
Cluster_8307	0	67	7
Cluster_8308	382	365	745
Cluster_8309	706	564	1176
Cluster_8310	280	462	1546
Cluster_8311	471	300	730
Cluster_8312	675	719	1810
Cluster_8313	29	46	41
Cluster_8314	2034	498	3292
Cluster_8315	76	103	114
Cluster_8316	256	1095	681
Cluster_8317	25	407	69
Cluster_8318	52	46	247
Cluster_8319	0	24	85
Cluster_8320	13	53	34
Cluster_8321	46	55	70
Cluster_8322	4529	7118	6376
Cluster_8323	98	170	243
Cluster_8324	3354	2259	5279
Cluster_8325	2623	29	4899
Cluster_8326	116	132	262
Cluster_8327	92	15	83
Cluster_8328	21	40	73
Cluster_8329	205	131	391
Cluster_8330	33	54	98
Cluster_8331	26	65	177
Cluster_8332	859	486	1580
Cluster_8333	69	26	19
Cluster_8334	26	22	18
Cluster_8335	4	31	35
Cluster_8336	63	29	17
Cluster_8337	198	420	465
Cluster_8338	1	4391	730
Cluster_8339	81	102	235
Cluster_8340	44	11	28
Cluster_8341	1	48	12
Cluster_8342	87	17	22
Cluster_8343	57	45	56
Cluster_8344	50	8	14
Cluster_8345	51	18	17
Cluster_8346	12	5	120
Cluster_8347	383	154	549
Cluster_8348	147	53	252
Cluster_8349	18	49	30
Cluster_8350	100	104	173
Cluster_8351	214	106	93
Cluster_8352	146	238	366
Cluster_8353	46	31	64
Cluster_8354	632	21	383
Cluster_8355	92	14	114
Cluster_8356	794	34	576
Cluster_8357	175	71	169
Cluster_8358	44	21	52
Cluster_8359	97	49	92
Cluster_8360	75	337	1123
Cluster_8361	44	126	250
Cluster_8362	63	334	38
Cluster_8363	110	115	150
Cluster_8364	42	46	76
Cluster_8365	76	88	109
Cluster_8366	31	2	124
Cluster_8367	151	189	172
Cluster_8368	792	228	2045
Cluster_8369	57	16	40
Cluster_8370	256	184	264
Cluster_8371	27	11	38
Cluster_8372	592	91	515
Cluster_8373	45	28	88
Cluster_8374	27	24	31
Cluster_8375	26	21	39
Cluster_8376	15	45	28
Cluster_8377	45	73	93
Cluster_8378	3	151	82
Cluster_8379	16	150	122
Cluster_8380	333	5360	1971
Cluster_8381	1	44	23
Cluster_8382	0	75	52
Cluster_8383	29	8	4
Cluster_8384	8	198	10
Cluster_8385	1	372	19
Cluster_8386	0	12	45
Cluster_8387	109	103	343
Cluster_8388	51	35	48
Cluster_8389	52	0	0
Cluster_8390	0	60	125
Cluster_8391	474	0	0
Cluster_8392	0	37	39
Cluster_8393	0	44	142
Cluster_8394	22	116	164
Cluster_8395	0	97	100
Cluster_8396	2424	3039	5719
Cluster_8397	1454	1598	3790
Cluster_8398	0	51	54
Cluster_8399	0	59	78
Cluster_8400	0	24	45
Cluster_8401	41	83	94
Cluster_8402	89	226	139
Cluster_8403	56	120	62
Cluster_8404	38	39	40
Cluster_8405	6	1604	2006
Cluster_8406	158	72	218
Cluster_8407	0	49	47
Cluster_8408	0	57	516
Cluster_8409	17	4	56
Cluster_8410	8	369	2169
Cluster_8411	3	145	461
Cluster_8412	12	38	84
Cluster_8413	0	43	83
Cluster_8414	36	112	111
Cluster_8415	0	87	50
Cluster_8416	1	111	328
Cluster_8417	0	5	70
Cluster_8418	3	18	182
Cluster_8419	162	249	326
Cluster_8420	641	1935	1715
Cluster_8421	88	187	348
Cluster_8422	19	67	58
Cluster_8423	0	162	108
Cluster_8424	8	730	121
Cluster_8425	0	24	47
Cluster_8426	72	3105	5535
Cluster_8427	0	100	71
Cluster_8428	31	292	170
Cluster_8429	387	330	410
Cluster_8430	71	101	249
Cluster_8431	54	61	67
Cluster_8432	41	223	833
Cluster_8433	21	13	35
Cluster_8434	251	27	10
Cluster_8435	4230	37	521
Cluster_8436	9	1143	1355
Cluster_8437	53	2	18
Cluster_8438	1	35	24
Cluster_8439	1822	1967	2673
Cluster_8440	1637	1079	2090
Cluster_8441	107	313	1283
Cluster_8442	35	168	256
Cluster_8443	0	57	81
Cluster_8444	1	56	79
Cluster_8445	930	100	81
Cluster_8446	54	32	76
Cluster_8447	48	39	29
Cluster_8448	196	113	27
Cluster_8449	22	25	21
Cluster_8450	322	0	0
Cluster_8451	1810	838	1607
Cluster_8452	54	47	120
Cluster_8453	33	12	63
Cluster_8454	15	80	0
Cluster_8455	38	0	1
Cluster_8456	1	1	75
Cluster_8457	40	1	20
Cluster_8458	89	22	19
Cluster_8459	74	44	86
Cluster_8460	24	15	8
Cluster_8461	24	39	296
Cluster_8462	20	23	12
Cluster_8463	25	36	298
Cluster_8464	26	38	297
Cluster_8465	21	3986	287
Cluster_8466	1	53	1
Cluster_8467	17	40	119
Cluster_8468	1	95	14
Cluster_8469	123	34	65
Cluster_8470	1	70	17
Cluster_8471	117	4	112
Cluster_8472	23	8	19
Cluster_8473	66	37	57
Cluster_8474	32	45	19
Cluster_8475	56	124	27
Cluster_8476	40	119	5
Cluster_8477	12	32	53
Cluster_8478	22	15	28
Cluster_8479	40	25	33
Cluster_8480	14	26	10
Cluster_8481	43	33	51
Cluster_8482	34	38	85
Cluster_8483	96	47	88
Cluster_8484	1437	1822	825
Cluster_8485	8	24	30
Cluster_8486	72	9	42
Cluster_8487	59	65	85
Cluster_8488	44	6	5
Cluster_8489	10	100	60
Cluster_8490	88	91	108
Cluster_8491	231	544	341
Cluster_8492	154	1123	214
Cluster_8493	51	91	76
Cluster_8494	501	905	382
Cluster_8495	5637	360	345
Cluster_8496	1240	753	1577
Cluster_8497	1177	226	370
Cluster_8498	75	112	99
Cluster_8499	44	60	31
Cluster_8500	1	36	59
Cluster_8501	30	26	33
Cluster_8502	6374	6094	7743
Cluster_8503	489	383	616
Cluster_8504	14	64	56
Cluster_8505	78	119	796
Cluster_8506	146	1	484
Cluster_8507	25	0	28
Cluster_8508	45	0	86
Cluster_8509	152	0	297
Cluster_8510	46	0	85
Cluster_8511	33	23	80
Cluster_8512	146	195	51
Cluster_8513	14	0	46
Cluster_8514	11	3	120
Cluster_8515	199	18	2443
Cluster_8516	4	1146	404
Cluster_8517	1074	728	666
Cluster_8518	696	399	8
Cluster_8519	1143	62	1709
Cluster_8520	256	323	526
Cluster_8521	2018	1642	1211
Cluster_8522	7908	6528	7297
Cluster_8523	158	116	127
Cluster_8524	180	266	329
Cluster_8525	59	112	129
Cluster_8526	422	774	593
Cluster_8527	258	105	135
Cluster_8528	17	89	83
Cluster_8529	0	2	72
Cluster_8530	12	24	53
Cluster_8531	49	15	95
Cluster_8532	34	12	123
Cluster_8533	9	4	190
Cluster_8534	23	1	50
Cluster_8535	17	142	30
Cluster_8536	48	26	83
Cluster_8537	41	20	12
Cluster_8538	65	5	15
Cluster_8539	19	29	13
Cluster_8540	77	19	8
Cluster_8541	36	0	30
Cluster_8542	368	102	218
Cluster_8543	1	43	0
Cluster_8544	211	72	69
Cluster_8545	171	24	452
Cluster_8546	51	27	20
Cluster_8547	28	53	86
Cluster_8548	133	0	0
Cluster_8549	814	15	2
Cluster_8550	114	7	0
Cluster_8551	5	92	0
Cluster_8552	120	421	56
Cluster_8553	86	67	88
Cluster_8554	29	75	25
Cluster_8555	2337	4669	1265
Cluster_8556	49	20	4
Cluster_8557	42	74	156
Cluster_8558	127	79	262
Cluster_8559	58	103	30
Cluster_8560	1967	878	875
Cluster_8561	52	47	65
Cluster_8562	11479	1244	1701
Cluster_8563	2848	2350	9272
Cluster_8564	245	118	306
Cluster_8565	299	112	598
Cluster_8566	133	119	182
Cluster_8567	919	459	1790
Cluster_8568	166	109	264
