,source,target,region,Alignment,energy,total_bp_shared,query_similar,subject_similar,PCC.cor,PCC_magnitude,PCC_direction,p_value
657,ptuh-mir-novel-33,Pocillopora_meandrina_HIv1___RNAseq.g4150.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g4150.t1;2 21;7712 7734,-26.43,20,85.00%,90.00%,-0.88427328597414,0.88427328597414,-1,0.046429932029357
658,ptuh-mir-novel-33,Pocillopora_meandrina_HIv1___RNAseq.g28194.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g28194.t1;2 21;7318 7341,-20.02,21,66.67%,85.71%,-0.904951257253653,0.904951257253653,-1,0.034670704485784
659,ptuh-mir-novel-33,Pocillopora_meandrina_HIv1___RNAseq.g418.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g418.t1;2 21;7495 7516,-22.25,19,73.68%,89.47%,-0.985670733276677,0.985670733276677,-1,0.00205463240955058
660,ptuh-mir-novel-33,Pocillopora_meandrina_HIv1___TS.g17310.t1,CDS,Pocillopora_meandrina_HIv1___TS.g17310.t1;2 21;5167 5187,-20.21,19,78.95%,89.47%,-0.958707432254733,0.958707432254733,-1,0.0100099820012797
661,ptuh-mir-novel-33,Pocillopora_meandrina_HIv1___RNAseq.g17749.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g17749.t1;2 21;5173 5193,-20.21,19,78.95%,89.47%,-0.915880600730106,0.915880600730106,-1,0.028914851365157
662,ptuh-mir-novel-33,Pocillopora_meandrina_HIv1___RNAseq.g14870.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g14870.t1;2 14;5511 5532,-20.88,12,91.67%,100.00%,-0.928425201338086,0.928425201338086,-1,0.0227381757894047
663,ptuh-mir-novel-33,Pocillopora_meandrina_HIv1___RNAseq.g16812.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g16812.t1;2 21;8132 8155,-21.65,21,66.67%,80.95%,-0.913529351497115,0.913529351497115,-1,0.0301246631625436
664,ptuh-mir-novel-33,Pocillopora_meandrina_HIv1___RNAseq.g14114.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g14114.t1;2 21;7340 7362,-21.24,20,80.00%,90.00%,-0.910751229785548,0.910751229785548,-1,0.0315744735135431
665,ptuh-mir-novel-33,Pocillopora_meandrina_HIv1___TS.g9014.t1b,CDS,Pocillopora_meandrina_HIv1___TS.g9014.t1b;2 19;2093 2114,-21.56,17,82.35%,94.12%,-0.926415970207592,0.926415970207592,-1,0.0236949980262044
666,ptuh-mir-novel-33,Pocillopora_meandrina_HIv1___RNAseq.g583.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g583.t1;2 21;6112 6133,-20.78,19,78.95%,84.21%,-0.964550993973879,0.964550993973879,-1,0.00796924344271209
667,ptuh-mir-novel-33,Pocillopora_meandrina_HIv1___TS.g19607.t1,CDS,Pocillopora_meandrina_HIv1___TS.g19607.t1;2 20;23268 23290,-21.9,19,73.68%,84.21%,0.893057047331945,0.893057047331945,1,0.041301884077246
668,ptuh-mir-novel-33,Pocillopora_meandrina_HIv1___RNAseq.g9361.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g9361.t1;2 21;8077 8100,-22.24,21,76.19%,80.95%,-0.905011506305945,0.905011506305945,-1,0.0346380674987039
669,ptuh-mir-novel-33,Pocillopora_meandrina_HIv1___RNAseq.g17323.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g17323.t1;2 20;434 458,-22.45,21,71.43%,76.19%,-0.912487028541966,0.912487028541966,-1,0.0306660520152081
670,ptuh-mir-novel-33,Pocillopora_meandrina_HIv1___RNAseq.g17323.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g17323.t1;2 21;8775 8797,-26.27,20,80.00%,90.00%,-0.912487028541966,0.912487028541966,-1,0.0306660520152081
671,ptuh-mir-novel-33,Pocillopora_meandrina_HIv1___RNAseq.g9107.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g9107.t1;2 20;466 487,-23.65,18,83.33%,88.89%,0.886823302352872,0.886823302352872,1,0.0449216570485816
672,ptuh-mir-novel-1,Pocillopora_meandrina_HIv1___RNAseq.g6551.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g6551.t1;2 18;4756 4780,-20.44,19,78.95%,78.95%,0.944365709877105,0.944365709877105,1,0.0156203180676444
673,ptuh-mir-novel-1,Pocillopora_meandrina_HIv1___RNAseq.g6868.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g6868.t1;2 21;402 424,-22.66,20,80.00%,85.00%,-0.885090388495192,0.885090388495192,-1,0.0459449180086854
674,ptuh-mir-novel-1,Pocillopora_meandrina_HIv1___TS.g11574.t1,CDS,Pocillopora_meandrina_HIv1___TS.g11574.t1;2 18;13767 13789,-20.36,17,82.35%,82.35%,-0.960535557662113,0.960535557662113,-1,0.00935524383440218
675,ptuh-mir-novel-1,Pocillopora_meandrina_HIv1___RNAseq.g8514.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g8514.t1;2 21;2516 2538,-24.88,20,75.00%,85.00%,-0.941743101782136,0.941743101782136,-1,0.0167310413971459
676,ptuh-mir-novel-1,Pocillopora_meandrina_HIv1___RNAseq.g8592.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g8592.t1;2 18;9186 9210,-22.46,19,78.95%,78.95%,-0.915626856238451,0.915626856238451,-1,0.0290446445477267
677,ptuh-mir-novel-1,Pocillopora_meandrina_HIv1___TS.g11888.t1,CDS,Pocillopora_meandrina_HIv1___TS.g11888.t1;2 20;12975 12998,-21.92,20,80.00%,80.00%,-0.940251645626152,0.940251645626152,-1,0.0173736783371211
678,ptuh-mir-novel-1,Pocillopora_meandrina_HIv1___RNAseq.g20715.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g20715.t1;2 20;8805 8829,-20.19,21,66.67%,80.95%,0.918221550098907,0.918221550098907,1,0.0277262932015597
679,ptuh-mir-novel-24,Pocillopora_meandrina_HIv1___RNAseq.g21765.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g21765.t1;2 15;7102 7124,-20.66,14,85.71%,92.86%,0.895630469714758,0.895630469714758,1,0.0398360150268936
680,ptuh-mir-novel-24,Pocillopora_meandrina_HIv1___RNAseq.g21827.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g21827.t1;2 20;5494 5516,-21.41,19,73.68%,78.95%,0.98268334787073,0.98268334787073,1,0.00272833977911846
681,ptuh-mir-novel-24,Pocillopora_meandrina_HIv1___RNAseq.g20463.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g20463.t1;2 21;46 68,-20.71,20,80.00%,80.00%,-0.921388894128462,0.921388894128462,-1,0.0261439549529566
682,ptuh-mir-novel-24,Pocillopora_meandrina_HIv1___RNAseq.g19125.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g19125.t1;2 20;121 142,-21.49,18,66.67%,77.78%,-0.92443985155091,0.92443985155091,-1,0.0246483900094355
683,ptuh-mir-novel-24,Pocillopora_meandrina_HIv1___RNAseq.g19153.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g19153.t1;2 21;10900 10920,-21.34,19,73.68%,73.68%,0.973898750525167,0.973898750525167,1,0.00504217742654834
684,ptuh-mir-novel-24,Pocillopora_meandrina_HIv1___RNAseq.g15606.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g15606.t1;2 20;4008 4032,-21.76,21,71.43%,80.95%,0.890259194004611,0.890259194004611,1,0.0429145752047459
685,ptuh-mir-novel-24,Pocillopora_meandrina_HIv1___RNAseq.g15734.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g15734.t1;2 20;324 347,-20.4,20,70.00%,75.00%,0.96583897916518,0.96583897916518,1,0.00754036097015197
686,ptuh-mir-novel-24,Pocillopora_meandrina_HIv1___RNAseq.g23880.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g23880.t1;2 21;1269 1293,-20.81,22,72.73%,77.27%,-0.902825072931537,0.902825072931537,-1,0.0358287289608063
687,ptuh-mir-novel-24,Pocillopora_meandrina_HIv1___RNAseq.g23949.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g23949.t1;2 15;3142 3163,-20.01,13,84.62%,92.31%,-0.970847047264945,0.970847047264945,-1,0.00594907408307584
688,ptuh-mir-novel-24,Pocillopora_meandrina_HIv1___RNAseq.g23410.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g23410.t1;2 21;5321 5343,-21.88,20,75.00%,80.00%,-0.927403716980909,0.927403716980909,-1,0.0232230273772135
689,ptuh-mir-novel-24,Pocillopora_meandrina_HIv1___TS.g16473.t1,CDS,Pocillopora_meandrina_HIv1___TS.g16473.t1;2 18;9003 9028,-20.71,20,70.00%,70.00%,0.92681207418187,0.92681207418187,1,0.0235053610256746
690,ptuh-mir-novel-24,Pocillopora_meandrina_HIv1___RNAseq.g27911.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g27911.t1;2 18;1070 1090,-26.6,16,93.75%,93.75%,0.97539864263833,0.97539864263833,1,0.0046149108110806
691,ptuh-mir-novel-24,Pocillopora_meandrina_HIv1___RNAseq.g6062.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g6062.t1;2 15;3250 3272,-24.55,14,92.86%,92.86%,-0.962899678653623,0.962899678653623,-1,0.00853038505075384
692,ptuh-mir-novel-24,Pocillopora_meandrina_HIv1___TS.g23938.t1b,CDS,Pocillopora_meandrina_HIv1___TS.g23938.t1b;2 19;2885 2907,-21.13,18,72.22%,77.78%,0.888599309347549,0.888599309347549,1,0.0438805645332168
693,ptuh-mir-novel-24,Pocillopora_meandrina_HIv1___RNAseq.g8807.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g8807.t1;2 21;11010 11036,-22.88,24,70.83%,70.83%,0.92628888480603,0.92628888480603,1,0.0237559451001681
694,ptuh-mir-novel-24,Pocillopora_meandrina_HIv1___RNAseq.g9780.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g9780.t1;2 21;7317 7342,-25.67,23,78.26%,78.26%,0.936116993028058,0.936116993028058,1,0.0191957877587685
695,ptuh-mir-novel-24,Pocillopora_meandrina_HIv1___RNAseq.g9542.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g9542.t1;2 20;147 174,-21.21,24,66.67%,66.67%,-0.960044431178868,0.960044431178868,-1,0.00952971067132703
696,ptuh-mir-novel-24,Pocillopora_meandrina_HIv1___RNAseq.g29209.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g29209.t1;2 21;7938 7960,-22.39,20,80.00%,80.00%,0.986319996160991,0.986319996160991,1,0.00191677000461551
697,ptuh-mir-novel-24,Pocillopora_meandrina_HIv1___RNAseq.g14915.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g14915.t1;2 20;11448 11467,-21.82,18,77.78%,77.78%,0.943971504483547,0.943971504483547,1,0.0157856811794529
698,ptuh-mir-novel-24,Pocillopora_meandrina_HIv1___RNAseq.g11924.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g11924.t1;2 20;14647 14669,-20.08,19,78.95%,84.21%,-0.890493997794382,0.890493997794382,-1,0.042778480569645
699,ptuh-mir-novel-24,Pocillopora_meandrina_HIv1___RNAseq.g25453.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g25453.t1;2 21;4325 4346,-20.45,19,73.68%,73.68%,0.884536330482168,0.884536330482168,1,0.0462736185904076
700,ptuh-mir-novel-24,Pocillopora_meandrina_HIv1___RNAseq.g578.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g578.t1;2 19;3499 3520,-20.07,17,70.59%,76.47%,0.891868816141809,0.891868816141809,1,0.0419843849904045
701,ptuh-mir-novel-24,Pocillopora_meandrina_HIv1___RNAseq.g9345.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g9345.t1;2 17;5478 5499,-20.23,15,86.67%,93.33%,0.948495310839546,0.948495310839546,1,0.0139225904229322
702,ptuh-mir-novel-24,Pocillopora_meandrina_HIv1___TS.g2914.t1,CDS,Pocillopora_meandrina_HIv1___TS.g2914.t1;2 21;5247 5269,-21.3,20,75.00%,75.00%,-0.928348381535619,0.928348381535619,-1,0.0227745234897768
703,ptuh-mir-novel-5,Pocillopora_meandrina_HIv1___TS.g933.t1,5UTR,Pocillopora_meandrina_HIv1___TS.g933.t1;2 21;349 371,-21.31,20,70.00%,80.00%,-0.985707447203347,0.985707447203347,-1,0.00204675233781541
704,ptuh-mir-novel-5,Pocillopora_meandrina_HIv1___RNAseq.g25124.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g25124.t1;2 17;577 599,-20.37,16,75.00%,87.50%,0.902074662164159,0.902074662164159,1,0.03624033280485
705,ptuh-mir-novel-5,Pocillopora_meandrina_HIv1___RNAseq.g2747.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g2747.t1;2 21;277 298,-23.61,20,80.00%,80.00%,-0.940728314065524,0.940728314065524,-1,0.0171674364095079
706,ptuh-mir-novel-5,Pocillopora_meandrina_HIv1___RNAseq.g28187.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g28187.t1;2 21;504 527,-26.15,21,76.19%,80.95%,-0.924664032495435,0.924664032495435,-1,0.0245396228914054
707,ptuh-mir-novel-5,Pocillopora_meandrina_HIv1___RNAseq.g18288.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g18288.t1;2 15;160 181,-23.19,13,84.62%,92.31%,-0.884601429844997,0.884601429844997,-1,0.0462349592609459
708,ptuh-mir-novel-5,Pocillopora_meandrina_HIv1___RNAseq.g898.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g898.t1;2 12;225 246,-21.4,10,100.00%,100.00%,0.952401399552824,0.952401399552824,1,0.0123765568551861
709,ptuh-mir-novel-5,Pocillopora_meandrina_HIv1___RNAseq.25719_t,5UTR,Pocillopora_meandrina_HIv1___RNAseq.25719_t;2 18;695 717,-26.54,17,82.35%,88.24%,-0.9403739893379,0.9403739893379,-1,0.0173206670722916
710,ptuh-mir-novel-5,Pocillopora_meandrina_HIv1___RNAseq.g1339.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g1339.t1;2 21;396 416,-24.46,19,68.42%,89.47%,0.993733437088484,0.993733437088484,1,0.000594934716821626
711,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___RNAseq.g21352.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g21352.t1;2 21;208 234,-24.4,24,66.67%,66.67%,-0.948311815246023,0.948311815246023,-1,0.0139966677002161
712,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___RNAseq.g16022.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g16022.t1;2 21;828 856,-30.01,26,65.38%,65.38%,0.938779898628061,0.938779898628061,1,0.0180154908165704
713,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___TS.g11041.t1,5UTR,Pocillopora_meandrina_HIv1___TS.g11041.t1;2 21;600 628,-30.01,26,65.38%,65.38%,0.959840752421338,0.959840752421338,1,0.00960237459287759
714,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___TS.g15059.t1,5UTR,Pocillopora_meandrina_HIv1___TS.g15059.t1;2 21;546 565,-29.97,19,73.68%,78.95%,0.938779898628061,0.938779898628061,1,0.0180154908165704
715,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___RNAseq.g27489.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g27489.t1;2 21;828 856,-30.01,26,65.38%,65.38%,0.938779898628061,0.938779898628061,1,0.0180154908165704
716,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___RNAseq.g5575.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g5575.t1;2 20;874 894,-24.83,18,61.11%,77.78%,-0.927672082741259,0.927672082741259,-1,0.0230953264417934
717,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___RNAseq.g9962.t1a,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g9962.t1a;2 15;938 959,-21.01,13,76.92%,84.62%,0.929810593848995,0.929810593848995,1,0.0220859037276938
718,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___RNAseq.g3736.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g3736.t1;2 17;128 151,-26.02,17,82.35%,88.24%,-0.898047575626946,0.898047575626946,-1,0.0384746455788641
719,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___RNAseq.g4470.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g4470.t1;2 18;948 969,-22.13,16,75.00%,87.50%,0.911529929038018,0.911529929038018,1,0.0311658930926369
720,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___TS.g8592.t1,5UTR,Pocillopora_meandrina_HIv1___TS.g8592.t1;2 9;791 812,-22.83,7,100.00%,100.00%,0.938779898628061,0.938779898628061,1,0.0180154908165704
721,ptuh-mir-novel-2,Pocillopora_meandrina_HIv1___RNAseq.g13529.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g13529.t1;2 20;462 482,-20.95,18,77.78%,94.44%,-0.94794890100126,0.94794890100126,-1,0.0141435534052206
722,ptuh-mir-novel-2,Pocillopora_meandrina_HIv1___RNAseq.g9265.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g9265.t1;2 21;323 343,-20.44,19,89.47%,94.74%,0.915463997365209,0.915463997365209,1,0.0291280470997241
723,ptuh-mir-novel-2,Pocillopora_meandrina_HIv1___RNAseq.g4947.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g4947.t1;2 21;722 742,-24.01,19,84.21%,94.74%,-0.881328155386284,0.881328155386284,-1,0.0481914054721745
724,ptuh-mir-2036,Pocillopora_meandrina_HIv1___RNAseq.g15789.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g15789.t1;2 21;805 824,-20.03,19,78.95%,78.95%,-0.88869857361464,0.88869857361464,-1,0.0438226048704799
725,ptuh-mir-2036,Pocillopora_meandrina_HIv1___TS.g14605.t2,5UTR,Pocillopora_meandrina_HIv1___TS.g14605.t2;2 21;696 720,-23.99,22,77.27%,81.82%,0.896919047723435,0.896919047723435,1,0.0391083811405708
726,ptuh-mir-2036,Pocillopora_meandrina_HIv1___RNAseq.g12885.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g12885.t1;2 21;600 621,-20.6,20,70.00%,85.00%,-0.884874533118656,0.884874533118656,-1,0.0460728881542177
727,ptuh-mir-2036,Pocillopora_meandrina_HIv1___RNAseq.g3552.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g3552.t1;2 21;283 308,-21.61,24,70.83%,75.00%,0.947909268643452,0.947909268643452,1,0.0141596244533775
728,ptuh-mir-2036,Pocillopora_meandrina_HIv1___RNAseq.g4733.t1b,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g4733.t1b;2 21;954 981,-20.6,25,64.00%,76.00%,0.984268783372301,0.984268783372301,1,0.00236292463134709
729,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g7188.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g7188.t1;2 18;839 859,-22.21,16,68.75%,75.00%,-0.941449087059812,0.941449087059812,-1,0.0168571020246151
730,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g23904.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g23904.t1;2 21;83 103,-20.78,19,68.42%,73.68%,-0.945872618092515,0.945872618092515,-1,0.0149934490890256
731,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g27467.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g27467.t1;2 20;257 276,-20.29,18,72.22%,77.78%,-0.980394648427,0.980394648427,-1,0.00328559858298792
732,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g2374.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g2374.t1;2 19;589 611,-21.59,19,73.68%,73.68%,-0.937764994677695,0.937764994677695,-1,0.0184624632119159
733,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g4840.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g4840.t1;2 21;905 926,-20.76,19,68.42%,73.68%,-0.897961449768791,0.897961449768791,-1,0.0385228939633405
734,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g9470.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g9470.t1;2 21;368 393,-25.15,23,65.22%,69.57%,-0.93581307375279,0.93581307375279,-1,0.0193320343366891
735,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g3965.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g3965.t1;2 20;765 789,-25,21,80.95%,80.95%,-0.95853811479899,0.95853811479899,-1,0.0100713536600541
736,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g3966.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g3966.t1;2 20;766 790,-25,21,80.95%,80.95%,-0.960835050497104,0.960835050497104,-1,0.00924937266998503
737,ptuh-mir-100,Pocillopora_meandrina_HIv1___TS.g15728.t1,5UTR,Pocillopora_meandrina_HIv1___TS.g15728.t1;2 20;324 345,-22.93,18,66.67%,77.78%,-0.88766157913043,0.88766157913043,-1,0.044429295698789
738,ptuh-mir-2023,Pocillopora_meandrina_HIv1___RNAseq.g6914.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g6914.t1;2 20;439 459,-27.46,18,88.89%,88.89%,-0.920731943787312,0.920731943787312,-1,0.0264696868151218
739,ptuh-mir-2023,Pocillopora_meandrina_HIv1___RNAseq.g27972.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g27972.t1;2 20;576 596,-31.07,18,94.44%,100.00%,-0.938821380753771,0.938821380753771,-1,0.017997297530927
740,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g22048.t1a,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g22048.t1a;2 22;566 588,-20.18,20,65.00%,75.00%,-0.931929555088538,0.931929555088538,-1,0.021100218742159
741,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g20039.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g20039.t1;2 19;979 1000,-20.98,17,64.71%,88.24%,-0.931929555088538,0.931929555088538,-1,0.021100218742159
742,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___TS.g28288.t1,5UTR,Pocillopora_meandrina_HIv1___TS.g28288.t1;2 22;298 320,-23.15,21,61.90%,80.95%,-0.931929555088539,0.931929555088539,-1,0.021100218742159
743,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g16347.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g16347.t1;2 22;172 192,-22.24,20,70.00%,80.00%,-0.916779953336722,0.916779953336722,-1,0.0284563307217094
744,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___TS.g13098.t1,5UTR,Pocillopora_meandrina_HIv1___TS.g13098.t1;2 11;289 311,-20.35,9,88.89%,100.00%,-0.968690929628852,0.968690929628852,-1,0.0066189476302874
745,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.9397_t,5UTR,Pocillopora_meandrina_HIv1___RNAseq.9397_t;2 21;405 428,-24.63,20,70.00%,90.00%,-0.938290343737649,0.938290343737649,-1,0.0182306508277494
746,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___TS.g16929.t1,5UTR,Pocillopora_meandrina_HIv1___TS.g16929.t1;2 15;320 342,-24,13,84.62%,92.31%,-0.931505175469489,0.931505175469489,-1,0.021296460478133
747,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g26810.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g26810.t1;2 22;130 153,-22.77,21,66.67%,85.71%,-0.926538810640125,0.926538810640125,-1,0.0236361348277314
748,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g26939.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g26939.t1;2 22;225 245,-21.65,20,75.00%,85.00%,-0.931929555088539,0.931929555088539,-1,0.021100218742159
749,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g5308.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g5308.t1;2 20;400 420,-20.26,18,72.22%,83.33%,-0.970702274621538,0.970702274621538,-1,0.00599331201058183
750,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___TS.g4673.t1,5UTR,Pocillopora_meandrina_HIv1___TS.g4673.t1;2 18;957 981,-22.98,18,77.78%,83.33%,-0.913412453415158,0.913412453415158,-1,0.0301852264600589
751,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g13248.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g13248.t1;2 20;787 806,-22.03,18,66.67%,83.33%,-0.931929555088539,0.931929555088539,-1,0.021100218742159
752,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g10013.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g10013.t1;2 19;302 324,-21.74,17,76.47%,76.47%,0.892902407030778,0.892902407030778,1,0.0413905055173883
753,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___TS.g23752.t1,5UTR,Pocillopora_meandrina_HIv1___TS.g23752.t1;2 22;274 298,-24.23,22,77.27%,81.82%,-0.931929555088538,0.931929555088538,-1,0.021100218742159
754,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g3677.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g3677.t1;2 17;792 816,-23.46,17,82.35%,88.24%,-0.931929555088539,0.931929555088539,-1,0.021100218742159
755,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g26199.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g26199.t1;2 18;934 956,-20.67,16,75.00%,87.50%,-0.878424320238951,0.878424320238951,-1,0.0499483505098944
756,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g4782.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g4782.t1;2 22;97 120,-20.68,21,66.67%,76.19%,-0.962736514933134,0.962736514933134,-1,0.00858650786786343
757,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g11294.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g11294.t1;2 20;62 85,-20.18,19,68.42%,84.21%,-0.931929555088539,0.931929555088539,-1,0.021100218742159
758,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g11321.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g11321.t1;2 22;623 645,-22.61,20,75.00%,80.00%,-0.946406867222498,0.946406867222498,-1,0.0147732199935823
759,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___TS.g7439.t1,5UTR,Pocillopora_meandrina_HIv1___TS.g7439.t1;2 22;627 649,-22.61,20,75.00%,80.00%,-0.944571525282684,0.944571525282684,-1,0.0155342072637159
760,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g11726.t1,5UTR,Pocillopora_meandrina_HIv1___RNAseq.g11726.t1;2 18;700 722,-24.25,16,68.75%,87.50%,-0.889126369408088,0.889126369408088,-1,0.0435730964984779
761,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___TS.g6338.t1,5UTR,Pocillopora_meandrina_HIv1___TS.g6338.t1;2 22;236 263,-21.78,25,64.00%,80.00%,-0.944201856340828,0.944201856340828,-1,0.0156889832429303
