gene_id,RNA-ACR-140,RNA-ACR-145,RNA-ACR-150,RNA-ACR-173,RNA-ACR-178
FUN_029983,0,0,0,0,0
FUN_005036,32,13,6,55,53
FUN_044309,0,0,0,0,0
FUN_001049,1644,1731,951,1637,983
FUN_000005,92,302,129,258,629
FUN_001047,62,0,27,11,26
FUN_001046,106,153,98,104,70
FUN_001045,154,24,0,24,74
FUN_001044,319,148,67,40,145
FUN_001043,49,59,77,9,90
FUN_000006,11,62,21,31,200
FUN_001041,2243,1769,1127,2314,1442
FUN_001040,3555,2663,455,1827,1167
FUN_033514,3,0,106,0,0
FUN_044307,0,0,0,0,0
FUN_033516,1,1,2,1,2
FUN_033517,1,0,1,0,0
FUN_033510,3764,1462,1855,2774,2466
FUN_033511,150,69,82,90,159
FUN_033512,475,0,78,6,195
FUN_019454,0,0,0,0,0
FUN_042031,22,21,0,16,69
FUN_033518,1,0,1,0,0
FUN_033519,2,15,12,10,3
FUN_000001,6,5,27,6,194
FUN_002587,0,0,0,0,0
FUN_002586,81,5,963,104,23
FUN_002585,2375,966,349,778,125
FUN_002584,939,328,328,575,579
FUN_002583,35,28,38,21,64
FUN_000002,96,239,175,278,637
FUN_002581,413,313,318,394,325
FUN_002580,2284,2940,1769,2982,2812
FUN_019451,0,0,0,0,2
FUN_000003,0,0,0,2,2
FUN_041092,0,0,0,0,6
FUN_002589,0,0,1,0,0
FUN_002588,0,0,0,0,0
FUN_041093,0,0,0,0,4
FUN_044301,0,0,0,40,0
FUN_035918,17,19,7,37,102
FUN_035919,0,27,0,0,0
FUN_035916,352,204,224,699,576
FUN_035917,1587,916,475,807,651
FUN_035914,405,84,217,288,413
FUN_019452,0,0,0,0,0
FUN_035912,71,140,33,65,21
FUN_035913,1160,636,284,574,539
FUN_035910,3585,3248,976,2010,2129
FUN_035911,2188,1094,429,947,669
FUN_036452,0,0,0,0,0
FUN_036453,0,0,0,0,0
FUN_041266,6,3,5,18,5
FUN_038200,41,44,18,186,70
FUN_018418,1505,62,122,145,42
FUN_018419,0,0,0,0,0
FUN_018412,20012,5202,9679,12660,3454
FUN_018413,64,52,52,152,42
FUN_018410,29,44,36,203,625
FUN_018411,3,1057,0,9,1414
FUN_018416,442,101,81,146,271
FUN_018417,95,30,0,117,0
FUN_018414,3334,2663,1739,2964,3012
FUN_018415,1760,2983,1045,1111,1108
FUN_012450,166,94,94,39,22
FUN_012451,0,0,0,0,0
FUN_012452,0,0,0,0,21
FUN_012453,0,0,0,6,0
FUN_012454,19,119,17,60,78
FUN_012455,0,468,206,172,226
FUN_012456,416,28,129,176,155
FUN_012457,21,2909,37,4644,4627
FUN_012458,0,90,0,73,59
FUN_012459,101,6,20,0,106
FUN_016520,0,0,1,1,0
FUN_016521,0,0,0,0,0
FUN_016522,0,0,0,0,0
FUN_006805,455,462,207,408,194
FUN_006802,4087,1331,1259,1462,1138
FUN_016525,129,57,44,115,62
FUN_006800,4,211,207,1635,4
FUN_006801,4098,3314,3178,4585,3477
FUN_016528,0,0,0,0,0
FUN_016529,37,334,8,16,140
FUN_006808,0,0,1,4,0
FUN_006809,33,89,42,156,71
FUN_035008,507,191,178,213,258
FUN_035009,2469,1720,975,1171,1337
FUN_035004,1762,1584,530,1591,896
FUN_035005,127,112,105,195,87
FUN_035006,6024,5920,3604,5656,3497
FUN_035007,2619,2188,1371,2374,1660
FUN_035000,0,0,0,21,12
FUN_035001,1094,1999,1080,1213,1735
FUN_035002,1924,3305,1158,1294,1324
FUN_035003,0,0,8,0,7
FUN_003359,0,0,0,0,0
FUN_003358,0,0,0,0,0
FUN_028138,661,1222,353,917,481
FUN_028139,2236,2679,1950,3067,1330
FUN_003355,0,0,15,0,1
FUN_003354,3,0,5,0,15
FUN_028134,254,97,30,92,52
FUN_028135,3333,2060,2036,2816,2288
FUN_028132,135,78,262,55,198
FUN_003350,0,0,0,0,0
FUN_003353,19,0,14,0,75
FUN_003352,17,0,8,0,80
FUN_000778,0,0,1,1,1
FUN_000779,1,1,1,0,0
FUN_028680,5,73,14,30,31
FUN_041240,0,0,0,4,0
FUN_028682,0,0,0,0,0
FUN_041242,20,9,5,30,2
FUN_028684,0,0,0,0,0
FUN_028685,0,14,0,0,0
FUN_028686,0,0,0,0,0
FUN_028687,23,12,0,13,2
FUN_041249,0,0,0,0,0
FUN_013328,268,170,585,287,568
FUN_006303,0,0,0,0,0
FUN_011699,30565,34078,13445,24234,23363
FUN_000771,0,0,0,0,0
FUN_003979,215,84,81,234,340
FUN_003978,102,111,95,4,189
FUN_042574,0,0,0,0,0
FUN_042575,0,0,0,0,0
FUN_042572,0,1,1,1,0
FUN_042573,5,0,3,2,4
FUN_042570,1,1,1,1,0
FUN_042571,0,0,0,1,1
FUN_003971,0,0,0,0,0
FUN_003970,0,0,12,0,0
FUN_003973,37,27,0,29,33
FUN_003972,16,0,0,0,4
FUN_003975,0,0,0,0,10
FUN_003974,21,0,0,8,35
FUN_003977,56,50,37,111,114
FUN_003976,22,0,16,0,32
FUN_021608,899,624,384,886,824
FUN_009050,0,85,0,63,107
FUN_002003,31,7,33,2,2986
FUN_002000,0,0,0,0,0
FUN_009053,1712,1144,756,1115,951
FUN_002006,0,0,0,0,0
FUN_009055,15415,19108,9784,12323,15744
FUN_002004,0,0,0,0,0
FUN_002005,0,0,0,0,0
FUN_009058,81,61,13,16,10
FUN_009059,18,11,13,6,2
FUN_002008,0,0,0,0,0
FUN_002009,0,0,0,0,3
FUN_021603,0,0,0,0,0
FUN_030789,0,0,0,0,0
FUN_040596,0,0,0,0,0
FUN_040597,0,0,0,0,0
FUN_022165,0,0,0,0,0
FUN_040595,0,0,0,0,0
FUN_022163,0,0,0,0,0
FUN_022162,0,0,0,0,0
FUN_022161,0,0,0,0,0
FUN_040591,0,1,0,0,1
FUN_040598,0,0,19,0,0
FUN_040599,0,0,0,0,0
FUN_025599,5434,3264,2558,4169,4517
FUN_040628,0,0,29,0,0
FUN_010149,0,0,0,0,0
FUN_015449,698,122,149,328,391
FUN_041304,0,0,0,0,0
FUN_010140,0,0,0,0,0
FUN_010141,0,0,0,0,0
FUN_010142,29,26,40,30,663
FUN_010143,0,0,0,0,0
FUN_040624,0,0,0,0,0
FUN_040625,0,0,0,0,0
FUN_040626,0,0,0,0,0
FUN_010147,0,0,0,0,0
FUN_015442,3106,2303,2142,3529,2452
FUN_011899,1317,954,905,770,862
FUN_011898,64,0,0,0,0
FUN_025592,0,0,0,0,72
FUN_011895,44,0,54,25,43
FUN_011894,1834,759,1008,1830,1791
FUN_011897,0,0,0,0,6
FUN_011896,10739,11627,693,20435,3329
FUN_011891,39,2,118,4,29
FUN_011890,2187,396,1429,1497,1499
FUN_011893,2410,1139,1358,2129,2435
FUN_011892,1846,1062,643,1267,1314
FUN_025590,124,34,29,61,25
FUN_015446,0,0,0,0,2
FUN_015447,227,266,258,307,178
FUN_009946,0,0,0,0,1
FUN_009947,0,0,0,0,4
FUN_009944,1710,1304,602,1150,523
FUN_009945,0,0,0,0,0
FUN_009942,2,1,0,1,0
FUN_025595,871,708,912,1078,1261
FUN_009940,7,2,0,1,0
FUN_009941,7,1,0,3,1
FUN_015445,923,906,586,1262,660
FUN_009948,0,0,0,0,0
FUN_009949,0,0,0,0,0
FUN_008099,2558,1400,772,1605,1160
FUN_008098,3808,3266,2549,3856,3106
FUN_041582,4021,2334,2111,2551,1651
FUN_008093,2351,1042,1510,2626,1578
FUN_008092,444,252,330,505,675
FUN_008091,257,171,209,202,204
FUN_008090,2775,1786,1233,2086,2048
FUN_008097,0,0,0,0,0
FUN_008096,40,36,0,36,41
FUN_004495,2911,1225,842,739,1401
FUN_008094,762,390,385,498,685
FUN_032368,41,21,13,113,41
FUN_032369,34,0,7,34,15
FUN_032364,643,301,175,117,119
FUN_032365,1286,713,773,1604,679
FUN_032366,12,2,8,26,59
FUN_032367,77,25,20,69,35
FUN_032360,228,129,89,52,69
FUN_032361,699,225,235,520,397
FUN_032362,0,0,0,0,0
FUN_032363,1762,1264,1334,1555,1153
FUN_028918,332,99,69,147,172
FUN_028919,546,493,156,551,356
FUN_041583,371,816,671,324,347
FUN_028910,883,885,1171,864,1258
FUN_028911,1460,946,698,1223,845
FUN_028912,960,793,580,694,873
FUN_028913,456,344,400,547,419
FUN_028914,663,1032,678,486,291
FUN_028915,826,923,559,557,415
FUN_028916,0,139,89,124,80
FUN_028917,1190,873,874,1189,1355
FUN_026531,75,181,39,195,226
FUN_040337,0,0,1,0,1
FUN_011239,241,179,76,31,47
FUN_011238,362,192,41,37,32
FUN_011231,0,0,0,0,0
FUN_028349,645,54,184,689,331
FUN_011233,0,0,0,0,2
FUN_011232,0,1227,12,0,45
FUN_011235,0,0,0,0,0
FUN_011234,1,0,0,0,1
FUN_011237,0,0,0,0,7
FUN_011236,0,0,0,0,0
FUN_012766,3795,1723,1706,3343,5743
FUN_029448,0,0,0,0,0
FUN_041302,3,175,104,2,7
FUN_012768,519,297,89,435,354
FUN_012769,3146,2193,1146,1897,1528
FUN_010166,0,0,0,0,0
FUN_039059,0,0,8,0,5
FUN_039058,0,0,0,0,1
FUN_039053,0,0,0,0,4
FUN_039052,0,0,0,0,0
FUN_039051,27,0,0,0,6
FUN_039050,0,0,0,0,0
FUN_039057,6,0,0,0,2
FUN_039056,0,0,0,0,0
FUN_039055,0,0,0,0,8
FUN_039054,0,0,0,0,0
FUN_041584,0,0,0,26,0
FUN_035500,2671,1414,581,1992,1399
FUN_042614,425,274,336,534,521
FUN_010009,0,0,0,0,0
FUN_041585,11915,36304,8401,12576,14641
FUN_020851,9317,12403,6959,9111,3676
FUN_020850,1841,1185,1085,1970,1450
FUN_020853,888,1396,552,931,668
FUN_020852,8819,8638,4503,6393,6039
FUN_020855,329,96,77,132,52
FUN_020854,0,0,0,14,2
FUN_020857,51,21,5,32,61
FUN_020856,0,0,19,0,0
FUN_020859,0,0,35,0,118
FUN_020858,0,0,0,0,5
FUN_010008,0,0,0,0,0
FUN_022981,3190,3062,1765,2596,2193
FUN_022980,660,623,287,597,499
FUN_022983,0,0,34,34,0
FUN_022982,0,0,0,0,0
FUN_022985,39,42,36,56,42
FUN_022984,113,21,16,56,35
FUN_022987,17,0,17,45,90
FUN_022986,48,2,426,334,78
FUN_022989,374,375,245,303,458
FUN_022988,4197,3211,2140,3147,2082
FUN_012159,2725,7155,5131,2400,3911
FUN_012158,0,0,0,6,32
FUN_017309,0,0,0,0,5
FUN_017308,0,0,0,0,8
FUN_017307,0,0,0,0,0
FUN_017306,5,0,2,1,54
FUN_017305,0,0,0,0,0
FUN_012152,2302,1304,1323,1120,1459
FUN_012155,2483,2047,1233,1580,1866
FUN_012154,892,1026,363,637,527
FUN_017301,21,0,7,56,0
FUN_017300,0,0,0,0,0
FUN_019836,0,0,0,0,0
FUN_012146,386,313,165,324,356
FUN_010161,234,26,9,49,10
FUN_038861,0,0,0,0,0
FUN_017963,68,73,54,0,75
FUN_038863,0,0,0,0,0
FUN_038862,0,0,0,0,0
FUN_038865,11,5,29,0,176
FUN_038864,0,0,0,0,10
FUN_038867,0,0,0,8,0
FUN_038866,0,0,0,0,0
FUN_038869,90,0,0,18,28
FUN_038868,0,0,0,0,17
FUN_017961,0,0,0,0,18
FUN_017960,23,0,0,14,0
FUN_018715,0,0,0,62,0
FUN_017966,708,671,578,945,954
FUN_027858,12,0,0,15,17
FUN_027859,48,15,63,48,0
FUN_017965,145,51,44,80,265
FUN_027850,10804,5570,7807,14319,12529
FUN_027851,91,23,164,134,161
FUN_027852,1570,1086,1290,1402,744
FUN_018716,0,0,0,69,0
FUN_027854,0,0,0,0,0
FUN_027855,48,7,6,18,36
FUN_027856,0,0,0,0,15
FUN_027857,0,0,0,0,0
FUN_014658,236,141,116,130,116
FUN_014659,291,420,130,263,520
FUN_023359,0,1,1,0,1
FUN_023358,111,81,77,146,105
FUN_014654,155,95,49,186,316
FUN_023356,74,10,118,26,192
FUN_023355,2,34,2,24,32
FUN_023354,13,14,0,27,11
FUN_026181,1556,1543,1014,1506,2051
FUN_026180,186,154,139,396,264
FUN_014652,2217,2566,1452,1875,1867
FUN_014653,530,263,399,741,538
FUN_020974,0,0,0,0,1
FUN_036529,1659,842,1140,1769,131
FUN_025988,1538,1372,472,1169,873
FUN_025989,21,0,0,8,14
FUN_025980,3734,4220,1744,4677,6285
FUN_009550,93,99,73,61,135
FUN_025982,0,0,225,0,50
FUN_009552,3,1,0,0,1
FUN_009555,0,0,12,14,0
FUN_025985,928,1063,394,382,346
FUN_025986,2890,2491,1597,2148,1838
FUN_025987,1597,1050,924,1584,862
FUN_039688,10,35,54,57,0
FUN_026729,565,958,185,339,288
FUN_026728,146,156,112,147,113
FUN_019309,6,0,21,0,67
FUN_019308,0,0,0,14,0
FUN_026721,165,104,71,143,89
FUN_026720,14,0,0,23,1
FUN_019307,0,0,0,0,0
FUN_026722,0,0,0,0,0
FUN_019301,0,0,0,0,0
FUN_019300,0,0,0,0,10
FUN_019303,1,0,0,1,0
FUN_026726,50,51,3,69,77
FUN_039808,5085,3343,1770,5055,4887
FUN_039809,15,32,9,47,82
FUN_038297,35663,27844,20791,41889,25025
FUN_039800,2685,1775,1318,2160,1451
FUN_039801,0,0,0,7,3
FUN_039802,28,31,6,21,3
FUN_039803,145,381,119,516,568
FUN_039804,93,78,13,234,69
FUN_039805,17,0,46,17,128
FUN_039806,0,18,0,0,0
FUN_039807,0,0,0,0,93
FUN_022408,2398,1633,1187,2219,2128
FUN_022409,345,240,147,286,103
FUN_022404,567,736,134,620,190
FUN_022405,111,160,56,160,88
FUN_022406,3414,2304,1682,3111,2783
FUN_022407,39,86,46,63,69
FUN_022400,45,69,29,58,24
FUN_022401,201,179,61,190,78
FUN_022402,0,61,45,32,19
FUN_022403,785,470,465,987,656
FUN_024763,0,0,0,0,0
FUN_024762,2984,2703,1771,1020,1292
FUN_024761,4475,4842,2123,5043,3904
FUN_024760,127,32,26,37,19
FUN_024767,0,0,0,0,0
FUN_024766,0,0,0,0,0
FUN_024765,2168,1542,1035,1738,1093
FUN_024764,1044,638,393,1011,600
FUN_024769,847,208,210,412,191
FUN_024768,3,0,5,0,43
FUN_003067,0,0,1,0,0
FUN_008141,0,4,433,359,9
FUN_003066,0,0,0,0,0
FUN_041755,0,0,0,0,6
FUN_025983,0,0,0,0,0
FUN_003064,0,0,1,0,0
FUN_003063,0,0,0,0,0
FUN_040236,1810,1813,1813,1958,1013
FUN_002811,429,145,172,164,114
FUN_017688,0,2,0,0,72
FUN_017689,0,0,0,0,188
FUN_003061,0,0,0,0,0
FUN_009846,0,0,0,0,0
FUN_017682,15,38,0,9,0
FUN_017683,0,0,0,0,0
FUN_017680,0,0,0,0,76
FUN_025984,65269,36172,28079,123625,106517
FUN_017686,0,6,17,9,41
FUN_017687,0,0,0,0,0
FUN_017684,0,0,0,0,0
FUN_017685,0,0,0,0,28
FUN_002812,458,352,444,406,417
FUN_002815,0,0,0,0,7
FUN_009842,1366,1014,775,1556,533
FUN_002817,0,0,0,0,0
FUN_002816,0,0,0,0,0
FUN_036044,3685,2176,1505,2750,2766
FUN_008142,28,0,0,0,0
FUN_035242,328,111,90,197,275
FUN_035243,2974,1738,1208,2403,2254
FUN_035240,12559,10207,2499,3258,5528
FUN_035241,1298,1004,796,655,438
FUN_035246,1,1,0,2,4
FUN_035247,6409,6373,4323,8848,5415
FUN_035244,1728,1338,518,904,832
FUN_035245,65,102,60,63,61
FUN_006396,0,0,0,2,9
FUN_006397,0,0,0,0,0
FUN_035248,0,0,0,0,0
FUN_035249,0,0,0,0,0
FUN_006392,0,0,0,0,89
FUN_006393,0,0,0,0,0
FUN_006390,0,0,0,0,0
FUN_006391,0,0,16,28,123
FUN_038043,7069,4536,1871,8360,8537
FUN_038042,1386,692,663,922,634
FUN_038041,550,531,167,581,262
FUN_038040,859,487,410,927,675
FUN_038047,240,130,386,351,242
FUN_038046,0,0,0,15,0
FUN_038045,0,56,27,81,73
FUN_018167,0,0,0,0,0
FUN_038049,500,833,508,710,440
FUN_038048,149,122,200,364,236
FUN_027900,294,540,268,234,174
FUN_036917,362,302,344,248,274
FUN_036916,410,276,177,503,408
FUN_036915,5106,4292,2119,3195,2202
FUN_036914,0,7,16,0,20
FUN_036913,1116,664,302,570,534
FUN_036912,2661,1839,1648,2388,1575
FUN_036911,0,0,17,20,40
FUN_028227,339,774,159,405,621
FUN_018162,1,0,0,0,1
FUN_036919,3324,2735,1466,2488,2699
FUN_027907,792,398,254,323,0
FUN_018160,0,0,0,0,0
FUN_024576,1109,618,429,863,249
FUN_027905,3,55,7,0,185
FUN_030546,0,0,0,0,0
FUN_021848,0,0,0,0,4
FUN_035796,6,0,0,0,0
FUN_030545,0,0,0,0,0
FUN_035790,0,0,0,0,37
FUN_035791,0,0,0,0,8
FUN_035792,0,0,0,0,0
FUN_030541,0,0,0,0,0
FUN_021841,0,0,0,0,0
FUN_021840,0,0,0,0,0
FUN_021843,0,0,0,0,0
FUN_021842,0,0,0,0,0
FUN_021845,0,0,0,0,0
FUN_021844,0,0,0,0,1
FUN_021847,0,0,0,0,1
FUN_021846,1,0,0,0,4
FUN_004897,15877,18009,5857,16501,11412
FUN_004896,1913,1327,641,2037,1017
FUN_004895,11578,7878,5948,9415,7135
FUN_031498,0,0,9,17,67
FUN_004893,3255,2846,1970,2317,1218
FUN_004892,805,443,390,655,270
FUN_004891,103045,124653,86258,81148,46247
FUN_004890,348,367,376,407,182
FUN_031493,1671,1238,538,1066,2146
FUN_031492,151,184,63,136,215
FUN_031491,232,207,59,203,203
FUN_031490,1307,672,452,1065,324
FUN_031497,7173,5060,3237,7815,6505
FUN_031496,36,10,0,45,66
FUN_004899,2833,3603,1910,3836,4031
FUN_004898,1899,992,1050,1009,666
FUN_038128,566,379,274,502,457
FUN_030734,0,0,0,0,0
FUN_030736,16,22,0,3,0
FUN_001629,38,53,14,84,27
FUN_001628,113950,118869,43321,86453,58830
FUN_001627,0,14,5,5,7
FUN_001626,292,224,101,294,199
FUN_001625,0,0,7,0,9
FUN_001624,1984,895,989,2191,1556
FUN_001623,60,113,44,101,79
FUN_001622,353,270,269,509,441
FUN_001621,4036,3062,2062,4302,2784
FUN_001620,99,50,57,117,162
FUN_007272,0,0,0,0,0
FUN_007273,0,0,0,0,3
FUN_007270,0,0,0,0,0
FUN_007271,0,0,0,0,0
FUN_007276,2,0,8,0,15
FUN_007277,0,0,0,0,3
FUN_007274,8,0,3,4,22
FUN_007275,30,0,39,1,40
FUN_007278,0,0,0,0,0
FUN_007279,0,0,0,0,0
FUN_029942,0,0,0,19,0
FUN_021694,0,0,0,0,1
FUN_029943,0,0,0,0,0
FUN_038121,80,21,14,75,96
FUN_029944,0,0,0,43,0
FUN_021696,0,0,0,0,1
FUN_029945,0,3,3,4,4
FUN_028712,0,0,0,0,0
FUN_021697,0,0,0,0,0
FUN_032223,186,37,67,87,143
FUN_023121,421,285,245,314,235
FUN_038124,2505,749,1807,2388,2819
FUN_044200,37,80,56,49,150
FUN_028710,0,0,0,0,1
FUN_038125,403,166,143,76,91
FUN_036265,38,0,8,8,106
FUN_036264,3090,2324,1841,3003,2602
FUN_036267,0,0,0,0,0
FUN_023123,6,40,4,12,12
FUN_036261,52,0,39,13,260
FUN_036260,4882,4572,2459,5844,5243
FUN_036263,1335,1113,926,1145,719
FUN_036262,0,0,0,0,0
FUN_023124,26,9,5,35,52
FUN_038127,580,623,743,1052,375
FUN_036269,0,0,0,0,0
FUN_036268,24,0,65,0,0
FUN_023125,62,0,0,78,29
FUN_023126,178,0,33,202,198
FUN_037798,140,78,135,275,219
FUN_037799,509,373,134,673,429
FUN_037796,2562,2015,1452,2829,1981
FUN_037797,12,0,18,7,16
FUN_037794,856,824,570,955,971
FUN_028715,11,0,0,0,56
FUN_037792,15,9,41,7,0
FUN_037793,185,237,478,499,243
FUN_037790,1711,1120,1050,1704,756
FUN_037791,857,105,253,403,116
FUN_027443,0,0,22,0,0
FUN_027442,0,31,24,0,0
FUN_027441,0,0,22,0,0
FUN_027440,0,22,35,0,0
FUN_027447,0,0,0,0,0
FUN_027446,39,40,14,27,0
FUN_027445,0,0,0,0,0
FUN_027444,0,0,0,0,0
FUN_027449,0,0,0,0,0
FUN_027448,0,0,0,0,0
FUN_037586,2000,869,1088,1659,1388
FUN_037138,0,0,6,0,40
FUN_037139,11,39,21,4,1
FUN_037132,30,0,0,0,4
FUN_037133,0,6,0,5,38
FUN_037130,86,50,197,384,698
FUN_037131,91,38,65,0,84
FUN_037136,1,0,0,0,0
FUN_037137,543,22,217,187,239
FUN_037134,280,24,54,17,171
FUN_037135,0,9,7,6,12
FUN_006635,2943,2259,1503,2693,2314
FUN_006634,3410,2125,2462,2955,3002
FUN_006637,2101,1212,805,2258,1297
FUN_006636,2702,1948,1889,3877,2404
FUN_006631,1046,410,622,1198,927
FUN_006630,166,106,43,89,78
FUN_006633,53,47,46,54,75
FUN_006632,1305,1401,749,2358,1428
FUN_032568,2133,1103,791,1753,1692
FUN_032569,11145,6830,3625,9395,6579
FUN_006639,4906,3251,2425,3965,3326
FUN_006638,5605,3586,3322,5267,4596
FUN_003579,4,2,0,20,4
FUN_003578,223,118,62,333,80
FUN_004709,1959,1125,879,2291,1452
FUN_004708,0,0,0,0,0
FUN_003575,0,0,2,0,5
FUN_004706,39,4,6,28,7
FUN_003577,31,9,31,68,28
FUN_003576,161,57,109,243,86
FUN_004703,34,37,14,18,25
FUN_003570,0,21,54,62,38
FUN_004701,275,334,165,555,448
FUN_003572,0,0,0,6,12
FUN_026674,0,31,96,92,96
FUN_011858,57,51,24,130,76
FUN_041854,1207,793,627,776,1076
FUN_041855,0,0,0,0,0
FUN_001368,55,24,35,34,41
FUN_001369,2142,1313,1117,1765,1555
FUN_041850,31774,29743,24801,30820,18233
FUN_041851,8132,7503,6273,7343,5541
FUN_041852,1997,1720,1254,1513,1099
FUN_041853,5443,6118,3478,4115,2972
FUN_001362,0,0,0,0,0
FUN_001363,0,0,0,0,42
FUN_001360,34,59,42,91,74
FUN_001361,1220,223,911,819,2792
FUN_041858,19,0,0,8,8
FUN_001367,2200,3071,1605,1778,1864
FUN_001364,1028,515,629,1074,1032
FUN_001365,3332,4419,1213,4165,1444
FUN_002622,4,26,54,40,18
FUN_002623,0,0,0,0,0
FUN_002620,0,0,0,39,22
FUN_002621,1458,7754,104,2279,292
FUN_002626,29,108,92,98,78
FUN_002627,152,0,55,0,0
FUN_002624,6,47,42,50,86
FUN_011139,0,0,0,2,0
FUN_011136,0,0,32,0,26
FUN_011137,0,0,1,0,0
FUN_011134,0,0,0,0,35
FUN_011135,0,0,0,11,43
FUN_011132,12,9,25,0,220
FUN_011133,0,0,0,0,32
FUN_011130,0,0,0,0,0
FUN_011131,1183,0,243,13,0
FUN_021961,0,0,0,0,0
FUN_011680,2924,1342,930,2228,1938
FUN_011681,4789,2765,2233,3425,2674
FUN_011682,385,103,327,307,218
FUN_000708,0,0,0,0,0
FUN_011684,842,52,91,152,107
FUN_011685,144,47,53,163,72
FUN_011686,382,325,341,252,264
FUN_011687,16,6,7,12,6
FUN_000703,0,0,0,0,1
FUN_011689,2362,1625,948,3140,3037
FUN_000701,1,0,0,0,0
FUN_000700,0,0,0,0,0
FUN_000707,1,0,1,1,0
FUN_000706,0,0,0,0,0
FUN_000705,0,0,0,0,0
FUN_000704,1,1,1,0,0
FUN_029458,1,0,0,0,0
FUN_012798,14,0,22,24,57
FUN_012797,4,0,0,0,1
FUN_012796,532,50,377,370,575
FUN_029454,0,0,0,0,219
FUN_029455,0,0,0,0,0
FUN_029452,881,771,174,459,336
FUN_012792,4797,4791,1686,3353,2501
FUN_012791,159,60,134,168,250
FUN_012790,0,0,0,0,0
FUN_016489,4015,2231,1408,2840,1947
FUN_016488,15786,12113,6304,12143,9770
FUN_016487,82,123,35,85,52
FUN_016486,2650,1780,1191,2200,1346
FUN_016485,79,5,20,43,18
FUN_016484,21378,23398,11190,15833,11466
FUN_016483,0,30,0,132,50
FUN_016482,17,0,14,6,36
FUN_016481,216,254,94,334,253
FUN_016480,0,0,0,0,0
FUN_040819,0,0,3,0,0
FUN_040818,0,0,0,0,1
FUN_040817,0,0,0,0,0
FUN_009366,0,0,3,1,2
FUN_040815,0,0,0,0,0
FUN_040814,0,0,0,0,0
FUN_040813,0,0,0,0,0
FUN_040812,17,4,0,32,19
FUN_040811,0,0,0,0,0
FUN_002199,0,0,0,0,0
FUN_025652,24,32,28,33,31
FUN_043548,2742,3043,3266,5560,3788
FUN_043549,1157,494,340,1248,1068
FUN_043544,953,766,327,459,777
FUN_043545,352,564,545,645,324
FUN_043546,238,153,56,78,188
FUN_043547,4758,2169,289,3261,5093
FUN_043540,872,659,448,789,630
FUN_043541,1155,974,331,656,978
FUN_043542,0,20,0,0,0
FUN_043543,171,124,145,144,156
FUN_007972,27,0,9,39,52
FUN_009368,30,26,35,112,19
FUN_025653,257,185,154,205,99
FUN_002197,82,53,45,91,103
FUN_002334,295,0,204,217,54
FUN_011601,0,0,0,0,0
FUN_011602,0,0,0,0,0
FUN_002337,418,8,66,413,297
FUN_002330,425,0,353,291,262
FUN_002331,1383,10,87,293,86
FUN_035354,1203,0,483,534,513
FUN_011606,0,0,0,0,0
FUN_002333,1232,8,86,958,431
FUN_023119,2412,1053,779,1950,1250
FUN_023118,74,20,20,117,117
FUN_023115,209,167,112,239,207
FUN_023114,22,25,7,11,4
FUN_023117,1221,375,514,976,669
FUN_023116,0,0,23,59,9
FUN_023111,2496,1303,1550,3516,3615
FUN_023110,1856,2211,1547,2560,1421
FUN_023113,996,869,649,1006,799
FUN_023112,6720,5656,3890,12172,7467
FUN_019728,0,0,33,0,105
FUN_014997,0,0,0,11,14
FUN_002724,1323,1920,823,1050,684
FUN_014849,290,151,142,92,130
FUN_014848,2167,1359,1327,990,501
FUN_041036,0,0,0,0,199
FUN_041037,28,4,16,28,199
FUN_041034,6,0,3,0,0
FUN_028492,5,0,17,2,92
FUN_028495,5147,5885,3742,3663,1970
FUN_028494,1507,761,777,1953,1159
FUN_028497,1318,985,493,1360,822
FUN_028496,98,80,103,57,137
FUN_028499,381,60,58,123,113
FUN_028498,2077,1707,1392,2265,2620
FUN_000524,0,0,0,0,21
FUN_041038,35,0,23,0,37
FUN_041039,0,0,0,0,0
FUN_014845,2099,1623,898,1628,154
FUN_009399,64,18,58,66,160
FUN_009398,10,0,0,0,17
FUN_009397,0,126,0,0,8
FUN_009396,0,0,6,0,44
FUN_009395,0,0,7,0,41
FUN_009394,0,0,0,6,0
FUN_009393,0,21,0,0,0
FUN_000529,1694,1592,1012,2888,937
FUN_009391,0,9,0,0,0
FUN_009390,436,733,189,56,262
FUN_011918,5268,3967,2803,4596,2968
FUN_011919,1366,1564,953,1166,555
FUN_013814,0,0,0,0,0
FUN_011910,108,48,0,74,164
FUN_011911,2823,3494,1966,2309,1820
FUN_011912,1316,406,779,781,923
FUN_011913,292,198,109,254,177
FUN_011914,21,8,12,414,632
FUN_011915,495,586,298,450,1615
FUN_011916,9077,6609,3744,5137,9863
FUN_014840,9,12,10,29,6
FUN_035454,8,22,13,48,51
FUN_013811,0,0,0,0,0
FUN_013810,0,0,0,0,0
FUN_030814,0,0,0,0,0
FUN_005419,0,12,0,8,19
FUN_022642,40,0,46,41,189
FUN_025611,1,0,0,0,0
FUN_022640,474,360,268,260,208
FUN_022641,23,0,30,7,157
FUN_025614,1,0,0,3,0
FUN_025615,1,0,0,0,0
FUN_022644,614,799,1331,1810,2734
FUN_022645,0,0,0,0,0
FUN_025618,1,0,0,0,0
FUN_025619,0,0,0,0,0
FUN_022648,29,8,28,48,47
FUN_022649,3688,2591,1772,4120,2983
FUN_024561,2132,2512,1308,1549,1220
