# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/08-Ptuh-lncRNA-matrix/Peve-lncRNAs.gtf" "-o" "../output/08-Ptuh-lncRNA-matrix/Peve-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../output/06-Ptuh-Hisat/RNA-POC-47.sorted.bam" "../output/06-Ptuh-Hisat/RNA-POC-48.sorted.bam" "../output/06-Ptuh-Hisat/RNA-POC-50.sorted.bam" "../output/06-Ptuh-Hisat/RNA-POC-53.sorted.bam" "../output/06-Ptuh-Hisat/RNA-POC-57.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../output/06-Ptuh-Hisat/RNA-POC-47.sorted.bam	../output/06-Ptuh-Hisat/RNA-POC-48.sorted.bam	../output/06-Ptuh-Hisat/RNA-POC-50.sorted.bam	../output/06-Ptuh-Hisat/RNA-POC-53.sorted.bam	../output/06-Ptuh-Hisat/RNA-POC-57.sorted.bam
lncRNA_5474	Pocillopora_meandrina_HIv1___Sc1111111	8921374	8938151	+	16778	0	0	0	0	0
lncRNA_5475	Pocillopora_meandrina_HIv1___Sc1111111	8934832	8936114	+	1283	0	0	0	0	0
lncRNA_5476	Pocillopora_meandrina_HIv1___Sc1111111	8992473	8995138	+	2666	0	0	0	0	0
lncRNA_5477	Pocillopora_meandrina_HIv1___Sc1111111	9567312	9585134	+	17823	0	0	0	0	0
lncRNA_5478	Pocillopora_meandrina_HIv1___Sc1111111	9574452	9574886	+	435	0	0	0	0	0
lncRNA_5479	Pocillopora_meandrina_HIv1___Sc1111111	11211169	11211391	+	223	0	0	0	0	0
lncRNA_5481	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	11124111;11263161	11125248;11278578	+;+	16556	0	0	0	0	0
lncRNA_5482	Pocillopora_meandrina_HIv1___Sc1111111	11149511	11151731	+	2221	0	0	0	0	0
lncRNA_5484	Pocillopora_meandrina_HIv1___Sc1111111	11393133	11394173	+	1041	0	0	0	0	0
lncRNA_5486	Pocillopora_meandrina_HIv1___Sc1111111	11473364	11474156	+	793	0	0	0	0	0
lncRNA_5487	Pocillopora_meandrina_HIv1___Sc1111111	1118694	1119844	+	1151	0	0	0	0	0
lncRNA_5488	Pocillopora_meandrina_HIv1___Sc1111111	2669198	2672624	+	3427	0	0	0	0	0
lncRNA_5489	Pocillopora_meandrina_HIv1___Sc1111111	3383586	3385888	+	2303	0	0	0	0	0
lncRNA_5491	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	3641959;3795331	3643951;3799172	+;+	5835	0	0	0	0	0
lncRNA_5492	Pocillopora_meandrina_HIv1___Sc1111111	3852531	3855425	+	2895	0	0	0	0	0
lncRNA_5493	Pocillopora_meandrina_HIv1___Sc1111111	3973853	3982546	+	8694	0	0	0	0	0
lncRNA_5494	Pocillopora_meandrina_HIv1___Sc1111111	4576596	4577733	+	1138	0	0	0	0	0
lncRNA_5495	Pocillopora_meandrina_HIv1___Sc1111111	4613863	4615213	+	1351	0	0	0	0	0
lncRNA_5496	Pocillopora_meandrina_HIv1___Sc1111111	5771647	5772111	+	465	0	0	0	0	0
lncRNA_5497	Pocillopora_meandrina_HIv1___Sc1111111	5812677	5814312	+	1636	0	0	0	0	0
lncRNA_5498	Pocillopora_meandrina_HIv1___Sc1111111	5812682	5814312	+	1631	0	0	0	0	0
lncRNA_5499	Pocillopora_meandrina_HIv1___Sc1111111	5813324	5814312	+	989	0	0	0	0	0
lncRNA_5511	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	5815656;5815669;5982715;5984319	5818465;5818465;5983866;5985646	+;+;+;+	5290	0	0	0	0	0
lncRNA_5512	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	5834816;6112899	5836483;6115218	+;+	3988	0	0	0	0	0
lncRNA_5513	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	5876156;6112914	5879452;6114111	+;+	4495	0	0	0	0	0
lncRNA_5514	Pocillopora_meandrina_HIv1___Sc1111111	5879691	5881459	+	1769	0	0	0	0	0
lncRNA_5515	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	5896319;6111881	5897299;6113286	+;+	2387	0	0	0	0	0
lncRNA_5516	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	5923517;6121338	5925111;6121521	+;+	1779	0	0	0	0	0
lncRNA_5517	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	5961975;6211938	5966228;6212419	+;+	4736	0	0	0	0	0
lncRNA_5518	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	5979476;6271617	5981911;6273612	+;+	4432	0	0	0	0	0
lncRNA_5519	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	5981459;6271617	5981882;6326868	+;+	55676	0	0	0	0	0
lncRNA_5521	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	6326955;6327173	6328219;6328219	+;+	1265	0	0	0	0	0
lncRNA_5522	Pocillopora_meandrina_HIv1___Sc1111111	6535681	6536136	+	456	0	0	0	0	0
lncRNA_5523	Pocillopora_meandrina_HIv1___Sc1111111	6162491	6166191	+	3701	0	0	0	0	0
lncRNA_5524	Pocillopora_meandrina_HIv1___Sc1111111	6163118	6166191	+	3074	0	0	0	0	0
lncRNA_5525	Pocillopora_meandrina_HIv1___Sc1111111	6273759	6274836	+	1078	0	0	0	0	0
lncRNA_5526	Pocillopora_meandrina_HIv1___Sc1111111	6215348	6216457	+	1110	0	0	0	0	0
lncRNA_5527	Pocillopora_meandrina_HIv1___Sc1111111	6211531	6281521	+	69991	0	0	0	0	0
lncRNA_5528	Pocillopora_meandrina_HIv1___Sc1111111	6287549	6288316	+	768	0	0	0	0	0
lncRNA_5529	Pocillopora_meandrina_HIv1___Sc1111111	6328742	6331614	+	2873	0	0	0	0	0
lncRNA_5531	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	6344839;6344839	6348185;6348185	+;+	3347	0	0	0	0	0
lncRNA_5532	Pocillopora_meandrina_HIv1___Sc1111111	6346791	6348185	+	1395	0	0	0	0	0
lncRNA_5533	Pocillopora_meandrina_HIv1___Sc1111111	6348378	6351485	+	3108	0	0	0	0	0
lncRNA_5534	Pocillopora_meandrina_HIv1___Sc1111111	6416123	6418181	+	2059	0	0	0	0	0
lncRNA_5535	Pocillopora_meandrina_HIv1___Sc1111111	6424465	6431192	+	6728	0	0	0	0	0
lncRNA_5536	Pocillopora_meandrina_HIv1___Sc1111111	6439696	6441112	+	1417	0	0	0	0	0
lncRNA_5537	Pocillopora_meandrina_HIv1___Sc1111111	6439711	6441731	+	2021	0	0	0	0	0
lncRNA_5538	Pocillopora_meandrina_HIv1___Sc1111111	6447411	6447648	+	238	0	0	0	0	0
lncRNA_5541	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	6474416;6477787	6474741;6478652	+;+	1192	0	0	0	0	0
lncRNA_5542	Pocillopora_meandrina_HIv1___Sc1111111	6479514	6481281	+	1768	0	0	0	0	0
lncRNA_5543	Pocillopora_meandrina_HIv1___Sc1111111	6479514	6481281	+	1768	0	0	0	0	0
lncRNA_5544	Pocillopora_meandrina_HIv1___Sc1111111	6537143	6538398	+	1256	0	0	0	0	0
lncRNA_5545	Pocillopora_meandrina_HIv1___Sc1111111	6554125	6557538	+	3414	0	0	0	0	0
lncRNA_5546	Pocillopora_meandrina_HIv1___Sc1111111	6554148	6628411	+	74264	0	0	0	0	0
lncRNA_5547	Pocillopora_meandrina_HIv1___Sc1111111	6555535	6653246	+	97712	0	0	0	0	0
lncRNA_5548	Pocillopora_meandrina_HIv1___Sc1111111	6648167	6653246	+	5080	0	0	0	0	0
lncRNA_5549	Pocillopora_meandrina_HIv1___Sc1111111	6593964	6595841	+	1878	0	0	0	0	0
lncRNA_5551	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	6598234;6623675	6599933;6623944	+;+	1970	0	0	0	0	0
lncRNA_5552	Pocillopora_meandrina_HIv1___Sc1111111	6636287	6638158	+	1872	0	0	0	0	0
lncRNA_5553	Pocillopora_meandrina_HIv1___Sc1111111	6665172	6666891	+	1720	0	0	0	0	0
lncRNA_5554	Pocillopora_meandrina_HIv1___Sc1111111	6665759	6667173	+	1415	0	0	0	0	0
lncRNA_5555	Pocillopora_meandrina_HIv1___Sc1111111	6665759	6667467	+	1709	0	0	0	0	0
lncRNA_5556	Pocillopora_meandrina_HIv1___Sc1111111	6666195	6667173	+	979	0	0	0	0	0
lncRNA_5557	Pocillopora_meandrina_HIv1___Sc1111111	6676435	6676718	+	284	0	0	0	0	0
lncRNA_5558	Pocillopora_meandrina_HIv1___Sc1111111	6742313	6743477	+	1165	0	0	0	0	0
lncRNA_5559	Pocillopora_meandrina_HIv1___Sc1111111	6742313	6743477	+	1165	0	0	0	0	0
lncRNA_5561	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	6742443;6822983	6743477;6824141	+;+	2194	0	0	0	0	0
lncRNA_5562	Pocillopora_meandrina_HIv1___Sc1111111	7122153	7122812	+	660	0	0	0	0	0
lncRNA_5563	Pocillopora_meandrina_HIv1___Sc1111111	7161197	7164427	+	3231	0	0	0	0	0
lncRNA_5564	Pocillopora_meandrina_HIv1___Sc1111111	7185881	7189462	+	3582	0	0	0	0	0
lncRNA_5565	Pocillopora_meandrina_HIv1___Sc1111111	7112829	7114349	+	1521	0	0	0	0	0
lncRNA_5566	Pocillopora_meandrina_HIv1___Sc1111111	7125211	7126991	+	1781	0	0	0	0	0
lncRNA_5567	Pocillopora_meandrina_HIv1___Sc1111111	7221163	7222198	+	1036	0	0	0	0	0
lncRNA_5568	Pocillopora_meandrina_HIv1___Sc1111111	7232481	7233379	+	899	0	0	0	0	0
lncRNA_5569	Pocillopora_meandrina_HIv1___Sc1111111	7262144	7264791	+	2648	0	0	0	0	0
lncRNA_5571	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	7263878;7292329	7264791;7293472	+;+	2058	0	0	0	0	0
lncRNA_5572	Pocillopora_meandrina_HIv1___Sc1111111	7384918	7385221	+	304	0	0	0	0	0
lncRNA_5573	Pocillopora_meandrina_HIv1___Sc1111111	7386467	7391692	+	5226	0	0	0	0	0
lncRNA_5574	Pocillopora_meandrina_HIv1___Sc1111111	7387169	7391692	+	4524	0	0	0	0	0
lncRNA_5575	Pocillopora_meandrina_HIv1___Sc1111111	7392146	7392722	+	577	0	0	0	0	0
lncRNA_5576	Pocillopora_meandrina_HIv1___Sc1111111	7413114	7414212	+	1099	0	0	0	0	0
lncRNA_5577	Pocillopora_meandrina_HIv1___Sc1111111	7438437	7439158	+	722	0	0	0	0	0
lncRNA_5578	Pocillopora_meandrina_HIv1___Sc1111111	7456415	7459884	+	3470	0	0	0	0	0
lncRNA_5579	Pocillopora_meandrina_HIv1___Sc1111111	7539295	7541191	+	1897	0	0	0	0	0
lncRNA_5581	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	7552941;7553526	7553971;7554275	+;+	1335	0	0	0	0	0
lncRNA_5582	Pocillopora_meandrina_HIv1___Sc1111111	7617562	7617772	+	211	0	0	0	0	0
lncRNA_5583	Pocillopora_meandrina_HIv1___Sc1111111	7632482	7633714	+	1233	0	0	0	0	0
lncRNA_5584	Pocillopora_meandrina_HIv1___Sc1111111	7633811	7634661	+	851	0	0	0	0	0
lncRNA_5585	Pocillopora_meandrina_HIv1___Sc1111111	7762891	7763365	+	475	0	0	0	0	0
lncRNA_5586	Pocillopora_meandrina_HIv1___Sc1111111	7762891	7763365	+	475	0	0	0	0	0
lncRNA_5587	Pocillopora_meandrina_HIv1___Sc1111111	7764992	7768927	+	3936	0	0	0	0	0
lncRNA_5588	Pocillopora_meandrina_HIv1___Sc1111111	7772449	7773856	+	1408	0	0	0	0	0
lncRNA_5589	Pocillopora_meandrina_HIv1___Sc1111111	7871527	7872254	+	728	0	0	0	0	0
lncRNA_5592	Pocillopora_meandrina_HIv1___Sc1111111	9111241	9112469	+	1229	0	0	0	0	0
lncRNA_5593	Pocillopora_meandrina_HIv1___Sc1111111	9151911	9154574	+	2664	0	0	0	0	0
lncRNA_5594	Pocillopora_meandrina_HIv1___Sc1111111	9151432	9154574	+	3143	0	0	0	0	0
lncRNA_5596	Pocillopora_meandrina_HIv1___Sc1111111	9512961	9513625	+	665	0	0	0	0	0
lncRNA_5597	Pocillopora_meandrina_HIv1___Sc1111111	9848146	9848688	+	543	0	0	0	0	0
lncRNA_5598	Pocillopora_meandrina_HIv1___Sc1111111	11111961	11112786	+	826	0	0	0	0	0
lncRNA_5599	Pocillopora_meandrina_HIv1___Sc1111111	11112923	11114111	+	1189	0	0	0	0	0
lncRNA_5611	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	11114313;11491516;11687773	11116227;11511175;11688195	+;+;+	21998	0	0	0	0	0
lncRNA_5612	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	11118373;11774514	11121264;11776354	+;+	4733	0	0	0	0	0
lncRNA_5613	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	11119766;11796961	11124711;11798615	+;+	6601	0	0	0	0	0
lncRNA_5614	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	11124119;11811186	11124711;11823614	+;+	13022	0	0	0	0	0
lncRNA_5615	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	11143758;11812258	11147617;11823686	+;+	15289	0	0	0	0	0
lncRNA_5616	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	11118519;11812766	11119823;11823686	+;+	12226	0	0	0	0	0
lncRNA_5617	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	11178599;11315155	11185457;11316311	+;+	8016	0	0	0	0	0
lncRNA_5618	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	11198971;11412424	11199424;11414572	+;+	2603	0	0	0	0	0
lncRNA_5619	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	11241436;11462516	11242514;11463639	+;+	2203	0	0	0	0	0
lncRNA_5621	Pocillopora_meandrina_HIv1___Sc1111111	11414457	11416912	+	2456	0	0	0	0	0
lncRNA_5622	Pocillopora_meandrina_HIv1___Sc1111111	11412142	11416512	+	4371	0	0	0	0	0
lncRNA_5623	Pocillopora_meandrina_HIv1___Sc1111111	11431391	11432431	+	1041	0	0	0	0	0
lncRNA_5624	Pocillopora_meandrina_HIv1___Sc1111111	11473142	11474146	+	1005	0	0	0	0	0
lncRNA_5625	Pocillopora_meandrina_HIv1___Sc1111111	11573814	11575917	+	2104	0	0	0	0	0
lncRNA_5626	Pocillopora_meandrina_HIv1___Sc1111111	11692776	11693141	+	366	0	0	0	0	0
lncRNA_5627	Pocillopora_meandrina_HIv1___Sc1111111	11732681	11746782	+	14102	0	0	0	0	0
lncRNA_5628	Pocillopora_meandrina_HIv1___Sc1111111	6719	6917	+	199	0	0	0	0	0
lncRNA_5629	Pocillopora_meandrina_HIv1___Sc1111111	178153	178491	+	339	0	0	0	0	0
lncRNA_5631	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	184225;218514	184511;219276	+;+	1050	0	0	0	0	0
lncRNA_5633	Pocillopora_meandrina_HIv1___Sc1111111	292168	292491	+	324	0	0	0	0	0
lncRNA_5634	Pocillopora_meandrina_HIv1___Sc1111111	346372	346717	+	346	0	0	0	0	0
lncRNA_5635	Pocillopora_meandrina_HIv1___Sc1111111	417454	417685	+	232	0	0	0	0	0
lncRNA_5636	Pocillopora_meandrina_HIv1___Sc1111111	619626	619845	+	220	0	0	0	0	0
lncRNA_5637	Pocillopora_meandrina_HIv1___Sc1111111	674129	674463	+	335	0	0	0	0	0
lncRNA_5638	Pocillopora_meandrina_HIv1___Sc1111111	733471	733693	+	223	0	0	0	0	0
lncRNA_5639	Pocillopora_meandrina_HIv1___Sc1111111	798326	798652	+	327	0	0	0	0	0
lncRNA_5641	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	829568;837667	829975;838985	+;+	1727	0	0	0	0	0
lncRNA_5642	Pocillopora_meandrina_HIv1___Sc1111111	875712	876128	+	417	0	0	0	0	0
lncRNA_5643	Pocillopora_meandrina_HIv1___Sc1111111	942832	943111	+	280	0	0	0	0	0
lncRNA_5644	Pocillopora_meandrina_HIv1___Sc1111111	1112171	1112311	+	141	0	0	0	0	0
lncRNA_5645	Pocillopora_meandrina_HIv1___Sc1111111	1157931	1158641	+	711	0	0	0	0	0
lncRNA_5646	Pocillopora_meandrina_HIv1___Sc1111111	1174581	1175165	+	585	0	0	0	0	0
lncRNA_5647	Pocillopora_meandrina_HIv1___Sc1111111	1418843	1419172	+	330	0	0	0	0	0
lncRNA_5648	Pocillopora_meandrina_HIv1___Sc1111111	1522136	1522366	+	231	0	0	0	0	0
lncRNA_5649	Pocillopora_meandrina_HIv1___Sc1111111	1556591	1556811	+	221	0	0	0	0	0
lncRNA_5651	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	1579619;1581537	1579826;1581754	+;+	426	0	0	0	0	0
lncRNA_5652	Pocillopora_meandrina_HIv1___Sc1111111	1854815	1855454	+	640	0	0	0	0	0
lncRNA_5653	Pocillopora_meandrina_HIv1___Sc1111111	1861373	1862641	+	1269	0	0	0	0	0
lncRNA_5654	Pocillopora_meandrina_HIv1___Sc1111111	2225113	2225671	+	559	0	0	0	0	0
lncRNA_5655	Pocillopora_meandrina_HIv1___Sc1111111	2242754	2243166	+	413	0	0	0	0	0
lncRNA_5656	Pocillopora_meandrina_HIv1___Sc1111111	2264289	2265151	+	863	0	0	0	0	0
lncRNA_5657	Pocillopora_meandrina_HIv1___Sc1111111	2328975	2329223	+	249	0	0	0	0	0
lncRNA_5659	Pocillopora_meandrina_HIv1___Sc1111111	2444257	2444478	+	222	0	0	0	0	0
lncRNA_5661	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	2449666;2521271	2449964;2521531	+;+	560	0	0	0	0	0
lncRNA_5662	Pocillopora_meandrina_HIv1___Sc1111111	2527824	2528233	+	410	0	0	0	0	0
lncRNA_5663	Pocillopora_meandrina_HIv1___Sc1111111	2535198	2535667	+	470	0	0	0	0	0
lncRNA_5664	Pocillopora_meandrina_HIv1___Sc1111111	2546926	2547141	+	216	0	0	0	0	0
lncRNA_5665	Pocillopora_meandrina_HIv1___Sc1111111	2552611	2553138	+	528	0	0	0	0	0
lncRNA_5666	Pocillopora_meandrina_HIv1___Sc1111111	2571565	2571887	+	323	0	0	0	0	0
lncRNA_5667	Pocillopora_meandrina_HIv1___Sc1111111	2582851	2583516	+	666	0	0	0	0	0
lncRNA_5668	Pocillopora_meandrina_HIv1___Sc1111111	2673618	2676989	+	3372	0	0	0	0	0
lncRNA_5671	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	2811692;2833137	2811894;2833443	+;+	510	0	0	0	0	0
lncRNA_5672	Pocillopora_meandrina_HIv1___Sc1111111	2842148	2842418	+	271	0	0	0	0	0
lncRNA_5673	Pocillopora_meandrina_HIv1___Sc1111111	2846561	2847182	+	622	0	0	0	0	0
lncRNA_5674	Pocillopora_meandrina_HIv1___Sc1111111	2947192	2947669	+	478	0	0	0	0	0
lncRNA_5675	Pocillopora_meandrina_HIv1___Sc1111111	2996765	2997167	+	403	0	0	0	0	0
lncRNA_5676	Pocillopora_meandrina_HIv1___Sc1111111	3118589	3119296	+	708	0	0	0	0	0
lncRNA_5677	Pocillopora_meandrina_HIv1___Sc1111111	3146535	3147261	+	727	0	0	0	0	0
lncRNA_5678	Pocillopora_meandrina_HIv1___Sc1111111	3148942	3149183	+	242	0	0	0	0	0
lncRNA_5681	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	3183755;3212853	3184341;3213124	+;+	859	0	0	0	0	0
lncRNA_5682	Pocillopora_meandrina_HIv1___Sc1111111	3324499	3324818	+	320	0	0	0	0	0
lncRNA_5683	Pocillopora_meandrina_HIv1___Sc1111111	3334711	3335165	+	455	0	0	0	0	0
lncRNA_5684	Pocillopora_meandrina_HIv1___Sc1111111	3335658	3335866	+	209	0	0	0	0	0
lncRNA_5685	Pocillopora_meandrina_HIv1___Sc1111111	3361786	3362157	+	372	0	0	0	0	0
lncRNA_5686	Pocillopora_meandrina_HIv1___Sc1111111	3374115	3374573	+	459	0	0	0	0	0
lncRNA_5687	Pocillopora_meandrina_HIv1___Sc1111111	3376573	3377334	+	762	0	0	0	0	0
lncRNA_5688	Pocillopora_meandrina_HIv1___Sc1111111	3395771	3395975	+	205	0	0	0	0	0
lncRNA_5689	Pocillopora_meandrina_HIv1___Sc1111111	3397687	3398179	+	493	0	0	0	0	0
lncRNA_5691	Pocillopora_meandrina_HIv1___Sc1111111	3495661	3496142	+	482	0	0	0	0	0
lncRNA_5692	Pocillopora_meandrina_HIv1___Sc1111111	3521572	3522146	+	575	0	0	0	0	0
lncRNA_5693	Pocillopora_meandrina_HIv1___Sc1111111	3615398	3616111	+	714	0	0	0	0	0
lncRNA_5694	Pocillopora_meandrina_HIv1___Sc1111111	3736244	3737511	+	1268	0	0	0	0	0
lncRNA_5695	Pocillopora_meandrina_HIv1___Sc1111111	3749732	3751138	+	1407	0	0	0	0	0
lncRNA_5697	Pocillopora_meandrina_HIv1___Sc1111111	4141949	4142263	+	315	0	0	0	0	0
lncRNA_5698	Pocillopora_meandrina_HIv1___Sc1111111	4126938	4127221	+	284	0	0	0	0	0
lncRNA_5699	Pocillopora_meandrina_HIv1___Sc1111111	4162112	4162328	+	217	0	0	0	0	0
lncRNA_5711	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	4174762;4184831;4513366;4534365	4175531;4185589;4513691;4535159	+;+;+;+	2650	0	0	0	0	0
lncRNA_5712	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	4357969;4541561	4361461;4542111	+;+	4044	0	0	0	0	0
lncRNA_5713	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	4371189;4872852	4371419;4873812	+;+	1192	0	0	0	0	0
lncRNA_5714	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	4371385;4874763	4373184;4875131	+;+	2169	0	0	0	0	0
lncRNA_5715	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	4375272;4959188	4375933;4959898	+;+	1373	0	0	0	0	0
lncRNA_5716	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	4442738;4999218	4442956;4999716	+;+	718	0	0	0	0	0
lncRNA_5717	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	4451143;5118145	4451927;5118852	+;+	1493	0	0	0	0	0
lncRNA_5718	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	4465445;5132292	4465648;5132515	+;+	428	0	0	0	0	0
lncRNA_5719	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	4489892;5135156	4491132;5135572	+;+	1658	0	0	0	0	0
lncRNA_5721	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	5545627;6154113	5545857;6154551	+;+	670	0	0	0	0	0
lncRNA_5722	Pocillopora_meandrina_HIv1___Sc1111111	6539792	6541161	+	1370	0	0	0	0	0
lncRNA_5723	Pocillopora_meandrina_HIv1___Sc1111111	6544275	6544598	+	324	0	0	0	0	0
lncRNA_5724	Pocillopora_meandrina_HIv1___Sc1111111	6654315	6654631	+	317	0	0	0	0	0
lncRNA_5725	Pocillopora_meandrina_HIv1___Sc1111111	6664666	6664949	+	284	0	0	0	0	0
lncRNA_5726	Pocillopora_meandrina_HIv1___Sc1111111	6667711	6667931	+	221	0	0	0	0	0
lncRNA_5727	Pocillopora_meandrina_HIv1___Sc1111111	6675614	6675816	+	203	0	0	0	0	0
lncRNA_5728	Pocillopora_meandrina_HIv1___Sc1111111	6724474	6724714	+	241	0	0	0	0	0
lncRNA_5729	Pocillopora_meandrina_HIv1___Sc1111111	6839461	6841512	+	2052	0	0	0	0	0
lncRNA_5731	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	6913627;7166334	6913861;7166551	+;+	453	0	0	0	0	0
lncRNA_5732	Pocillopora_meandrina_HIv1___Sc1111111	7181421	7182198	+	778	0	0	0	0	0
lncRNA_5733	Pocillopora_meandrina_HIv1___Sc1111111	7182691	7182916	+	226	0	0	0	0	0
lncRNA_5734	Pocillopora_meandrina_HIv1___Sc1111111	7913239	7913447	+	209	0	0	0	0	0
lncRNA_5735	Pocillopora_meandrina_HIv1___Sc1111111	7914217	7915183	+	967	0	0	0	0	0
lncRNA_5736	Pocillopora_meandrina_HIv1___Sc1111111	7916225	7916452	+	228	0	0	0	0	0
lncRNA_5737	Pocillopora_meandrina_HIv1___Sc1111111	8252712	8253124	+	413	0	0	0	0	0
lncRNA_5738	Pocillopora_meandrina_HIv1___Sc1111111	8343463	8344431	+	969	0	0	0	0	0
lncRNA_5739	Pocillopora_meandrina_HIv1___Sc1111111	8377465	8377984	+	520	0	0	0	0	0
lncRNA_5741	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	8419497;8427816	8419774;8428219	+;+	682	0	0	0	0	0
lncRNA_5742	Pocillopora_meandrina_HIv1___Sc1111111	8483456	8483759	+	304	0	0	0	0	0
lncRNA_5743	Pocillopora_meandrina_HIv1___Sc1111111	8491251	8491494	+	244	0	0	0	0	0
lncRNA_5744	Pocillopora_meandrina_HIv1___Sc1111111	8511215	8511426	+	212	0	0	0	0	0
lncRNA_5745	Pocillopora_meandrina_HIv1___Sc1111111	8518378	8518632	+	255	0	0	0	0	0
lncRNA_5746	Pocillopora_meandrina_HIv1___Sc1111111	8557633	8557854	+	222	0	0	0	0	0
lncRNA_5747	Pocillopora_meandrina_HIv1___Sc1111111	8589128	8591128	+	2001	0	0	0	0	0
lncRNA_5748	Pocillopora_meandrina_HIv1___Sc1111111	8591494	8591748	+	255	0	0	0	0	0
lncRNA_5749	Pocillopora_meandrina_HIv1___Sc1111111	8623161	8623484	+	324	0	0	0	0	0
