"POR.71" "POR.73" "POR.76" "POR.79" "POR.82"
"lncRNA_4630" 0 0 0 0 9
"lncRNA_4631" 490 251 22 235 167
"lncRNA_4632" 72 74 82 128 77
"lncRNA_4633" 53 38 164 4 89
"lncRNA_4634" 0 0 54 0 0
"lncRNA_4635" 26 23 0 0 33
"lncRNA_4636" 0 0 38 0 2
"lncRNA_4637" 115 41 52 30 225
"lncRNA_4638" 9 0 10 2 0
"lncRNA_4639" 25 14 52 38 14
"lncRNA_4640" 0 4 36 0 0
"lncRNA_4641" 49 32 104 13 14
"lncRNA_4642" 0 0 54 0 0
"lncRNA_4643" 19 20 30 16 21
"lncRNA_4644" 0 2 28 0 0
"lncRNA_4645" 70 13 75 37 36
"lncRNA_4646" 14 0 24 3 4
"lncRNA_4647" 34 7 2 30 676
"lncRNA_4648" 14 0 0 11 18
"lncRNA_4649" 0 0 215 80 32
"lncRNA_4650" 0 1 710 387 121
"lncRNA_4651" 0 2 36 1 3
"lncRNA_4652" 129 1250 175 75 260
"lncRNA_4653" 445 300 262 137 427
"lncRNA_4654" 157 86 244 94 290
"lncRNA_4656" 3 1 58 2 3
"lncRNA_4660" 2 0 24 0 8
"lncRNA_4663" 10 0 102 3 18
"lncRNA_4664" 103 65 41 33 53
"lncRNA_4668" 967 624 1410 805 1429
"lncRNA_4669" 7 23 86 4 15
"lncRNA_4670" 31 58 158 22 33
"lncRNA_4671" 41 4 31 7 9
"lncRNA_4672" 4 5 44 4 6
"lncRNA_4673" 0 4 44 4 20
"lncRNA_4674" 2 7 24 2 0
"lncRNA_4675" 6 26 0 0 0
"lncRNA_4676" 2 0 7 0 2
"lncRNA_4678" 0 0 25 0 18
"lncRNA_4679" 0 0 36 0 0
"lncRNA_4680" 35 23 299 54 80
"lncRNA_4681" 5 14 27 2 21
"lncRNA_4682" 0 0 33 5 1
"lncRNA_4683" 22 0 25 20 19
"lncRNA_4684" 2 12 30 0 0
"lncRNA_4685" 6 6 25 7 7
"lncRNA_4686" 16 5 7 4 11
"lncRNA_4687" 11 6 0 16 54
"lncRNA_4688" 3 56 1 55 88
"lncRNA_4689" 4 2 23 0 114
"lncRNA_4690" 0 14 104 7 20
"lncRNA_4691" 166 4 59 20 119
"lncRNA_4692" 2 0 34 8 0
"lncRNA_4693" 0 0 32 0 0
"lncRNA_4694" 7 21 32 60 123
"lncRNA_4695" 8 17 4 47 78
"lncRNA_4696" 12 10 34 48 51
"lncRNA_4699" 1 1 52 5 1
"lncRNA_4700" 0 34 9 61 100
"lncRNA_4701" 9 0 0 16 81
"lncRNA_4702" 507 221 701 99 523
"lncRNA_4703" 1 62 0 15 2
"lncRNA_4704" 62 16 231 21 78
"lncRNA_4705" 29 20 0 13 42
"lncRNA_4706" 160 30 277 36 218
"lncRNA_4709" 123 8 314 45 106
"lncRNA_4710" 2 16 0 0 28
"lncRNA_4711" 3415 2329 754 1404 4162
"lncRNA_4712" 62 3 40 9 26
"lncRNA_4713" 0 4 8 33 1
"lncRNA_4714" 18 12 94 8 65
"lncRNA_4715" 1 2 7 7 1
"lncRNA_4716" 97 78 96 106 117
"lncRNA_4717" 0 0 25 0 0
"lncRNA_4718" 12 13 24 29 16
"lncRNA_4719" 6 0 46 0 10
"lncRNA_4720" 0 6 51 2 2
"lncRNA_4721" 8 3 27 8 24
"lncRNA_4722" 4905 3518 7480 5178 9888
"lncRNA_4723" 1463 733 1954 607 2126
"lncRNA_4724" 36 0 55 14 44
"lncRNA_4725" 1819 898 2355 1107 2896
"lncRNA_4726" 0 0 32 0 0
"lncRNA_4727" 2 0 44 10 6
"lncRNA_4728" 181 41 309 80 231
"lncRNA_4729" 4 0 237 20 7
"lncRNA_4730" 7 0 45 0 8
"lncRNA_4731" 15 2 74 10 39
"lncRNA_4732" 6 0 42 11 8
"lncRNA_4733" 6 2 50 10 14
"lncRNA_4734" 223 44 146 45 147
"lncRNA_4735" 49 5 55 59 20
"lncRNA_4736" 48 19 68 2 0
"lncRNA_4737" 9 0 47 0 3
"lncRNA_4738" 7 8 16 7 11
"lncRNA_4746" 6 2 0 2 51
"lncRNA_4748" 42 0 29 0 175
"lncRNA_4749" 0 0 0 0 24
"lncRNA_4750" 1973 644 1020 798 2956
"lncRNA_4751" 1 0 4 23 2
"lncRNA_4752" 22 39 39 30 80
"lncRNA_4753" 0 0 24 0 0
"lncRNA_4754" 88 70 251 120 112
"lncRNA_4755" 118 48 664 68 132
"lncRNA_4756" 321 348 134 168 502
"lncRNA_4757" 4 1022 27 14 38
"lncRNA_4758" 184 49 158 27 139
"lncRNA_4759" 8 0 69 2 1
"lncRNA_4760" 25 6 46 6 10
"lncRNA_4761" 2 4 24 1 5
"lncRNA_4762" 11 0 196 4 17
"lncRNA_4763" 0 0 49 0 0
"lncRNA_4764" 1 0 27 4 6
"lncRNA_4765" 47 17 75 14 38
"lncRNA_4766" 20 1 65 0 23
"lncRNA_4767" 9 6 108 32 16
"lncRNA_4768" 14 0 0 9 52
"lncRNA_4769" 123 0 34 4 10
"lncRNA_4770" 38 60 68 49 90
"lncRNA_4771" 0 0 42 0 6
"lncRNA_4772" 0 5 28 1 0
"lncRNA_4773" 0 0 70 0 0
"lncRNA_4774" 1413 554 2014 1123 2285
"lncRNA_4775" 0 6 38 0 0
"lncRNA_4776" 0 0 36 0 0
"lncRNA_4777" 20 30 142 52 36
"lncRNA_4778" 0 6 34 6 1
"lncRNA_4779" 0 0 62 0 0
"lncRNA_4780" 10 4 61 0 25
"lncRNA_4781" 8 0 28 6 38
"lncRNA_4782" 269 78 38 7 206
"lncRNA_4783" 0 0 36 0 0
"lncRNA_4784" 56 99 110 0 193
"lncRNA_4785" 3 2 36 5 0
"lncRNA_4786" 838 270 998 219 849
"lncRNA_4787" 198 339 318 126 246
"lncRNA_4788" 1 11 38 0 2
"lncRNA_4789" 425 198 179 281 415
"lncRNA_4790" 32 25 86 13 15
"lncRNA_4791" 4 10 0 0 71
"lncRNA_4792" 2274 889 3199 1999 2747
"lncRNA_4793" 8 0 41 0 27
"lncRNA_4796" 1 0 12 0 1
"lncRNA_4797" 10 1 65 0 41
"lncRNA_4798" 157 20 25 114 0
"lncRNA_4799" 80 15 87 39 0
"lncRNA_4800" 91 55 138 40 0
"lncRNA_4801" 70 36 24 26 5
"lncRNA_4802" 87 2 64 17 0
"lncRNA_4803" 8 0 28 0 58
"lncRNA_4804" 8 0 54 0 9
"lncRNA_4805" 0 1 42 0 4
"lncRNA_4806" 6 0 46 6 7
"lncRNA_4807" 79 8 53 15 64
"lncRNA_4808" 328 30 186 57 614
"lncRNA_4809" 0 4 32 3 11
"lncRNA_4810" 0 0 30 10 3
"lncRNA_4811" 109 11 25 0 0
"lncRNA_4812" 0 6 37 0 4
"lncRNA_4813" 0 0 38 3 2
"lncRNA_4814" 11 0 44 8 24
"lncRNA_4815" 133 13 66 25 6
"lncRNA_4816" 454 87 419 551 464
"lncRNA_4817" 415 19 17 23 50
"lncRNA_4818" 0 0 53 0 1
"lncRNA_4819" 20 12 29 2 23
"lncRNA_4820" 3 22 58 8 8
"lncRNA_4821" 59 4 91 6 70
"lncRNA_4822" 39 16 145 17 5
"lncRNA_4823" 68 17 20 54 39
"lncRNA_4824" 33 60 43 33 139
"lncRNA_4825" 10 0 34 0 0
"lncRNA_4826" 6 2 30 0 0
"lncRNA_4827" 0 15 0 0 0
"lncRNA_4831" 0 50 0 0 0
"lncRNA_4833" 0 589 2 0 1
"lncRNA_4837" 30 2 140 114 58
"lncRNA_4838" 196 360 3 5 29
"lncRNA_4840" 71 4 24 6 86
"lncRNA_4841" 285 601 525 243 536
"lncRNA_4842" 79 46 150 51 160
"lncRNA_4843" 66 34 112 35 98
"lncRNA_4844" 3 0 3 1 669
"lncRNA_4845" 0 0 36 0 0
"lncRNA_4846" 347 105 297 144 289
"lncRNA_4847" 0 0 4 102 0
"lncRNA_4848" 0 0 30 0 6
"lncRNA_4849" 0 45 6 23 112
"lncRNA_4850" 309 474 1151 350 1351
"lncRNA_4851" 24 0 0 8 14
"lncRNA_4853" 4 0 46 2 4
"lncRNA_4854" 2 2 278 28 18
"lncRNA_4855" 0 10 75 16 1
"lncRNA_4856" 0 0 0 0 9
"lncRNA_4857" 140 36 172 185 261
"lncRNA_4858" 352 44 0 308 761
"lncRNA_4859" 179 134 106 115 98
"lncRNA_4860" 10 11 29 11 10
"lncRNA_4861" 1 13 35 0 2
"lncRNA_4862" 1 5 26 2 8
"lncRNA_4863" 1 0 38 1 6
"lncRNA_4864" 9 5 75 14 34
"lncRNA_4865" 17 0 0 0 0
"lncRNA_4867" 104 0 12 1 2
"lncRNA_4868" 223 6 0 2 7
"lncRNA_4869" 0 0 28 0 0
"lncRNA_4870" 24 3 4 6 2
"lncRNA_4871" 175 109 217 87 215
"lncRNA_4872" 0 47 35 20 6
"lncRNA_4873" 0 115 0 0 0
"lncRNA_4874" 35 12 589 40 72
"lncRNA_4876" 1699 262 611 563 2028
"lncRNA_4877" 74 22 72 39 53
"lncRNA_4878" 7 18 242 36 4
"lncRNA_4879" 9 22 0 27 1
"lncRNA_4880" 8 2 38 4 10
"lncRNA_4881" 37 0 0 1 0
"lncRNA_4882" 4 0 70 9 4
"lncRNA_4883" 850 85 416 189 1037
"lncRNA_4884" 2 31 131 0 0
"lncRNA_4885" 39 4 68 14 91
"lncRNA_4886" 176 46 395 544 68
"lncRNA_4887" 47 403 491 26 48
"lncRNA_4888" 0 0 58 40 4
"lncRNA_4889" 3 2 32 0 4
"lncRNA_4890" 160 17 31 32 36
"lncRNA_4891" 2 0 28 11 7
"lncRNA_4892" 97 105 156 136 141
"lncRNA_4893" 6 2 34 0 0
"lncRNA_4896" 182 27 137 182 382
"lncRNA_4897" 7 0 52 0 7
"lncRNA_4898" 290 230 1022 289 566
"lncRNA_4899" 66 48 83 30 6
"lncRNA_4900" 7 0 54 0 8
"lncRNA_4901" 624 0 4 136 1060
"lncRNA_4902" 0 0 140 0 0
"lncRNA_4903" 0 6 30 57 123
"lncRNA_4904" 25 19 3 33 71
"lncRNA_4905" 2006 436 582 596 3346
"lncRNA_4907" 7 0 36 0 1
"lncRNA_4908" 0 0 58 4 0
"lncRNA_4909" 2 0 56 0 0
"lncRNA_4910" 0 48 10 4 33
"lncRNA_4911" 5 2 1 0 31
"lncRNA_4912" 6 10 15 17 23
"lncRNA_4913" 1 0 24 0 0
"lncRNA_4914" 72 35 63 32 101
"lncRNA_4915" 6 2 53 8 12
"lncRNA_4916" 0 0 50 0 0
"lncRNA_4917" 176 35 68 20 147
"lncRNA_4918" 8 2 148 12 36
"lncRNA_4919" 5 4 0 0 21
"lncRNA_4920" 10 14 0 20 62
"lncRNA_4921" 12 8 34 0 6
"lncRNA_4922" 3 6 29 1 1
"lncRNA_4923" 0 0 24 0 0
"lncRNA_4924" 220 30 266 31 196
"lncRNA_4925" 439 127 309 167 231
"lncRNA_4926" 47 9 12 36 26
"lncRNA_4927" 5 42 0 2 21
"lncRNA_4928" 0 2 0 1 23
"lncRNA_4929" 37 37 91 20 25
"lncRNA_4930" 18 16 0 42 2
"lncRNA_4931" 1460 675 836 717 1815
"lncRNA_4932" 1 0 108 0 0
"lncRNA_4933" 2 0 110 0 0
"lncRNA_4934" 708 186 1062 243 1189
"lncRNA_4935" 0 0 32 0 0
"lncRNA_4936" 61 78 167 30 83
"lncRNA_4937" 9 2 34 2 7
"lncRNA_4938" 0 0 36 0 0
"lncRNA_4939" 0 0 24 10 0
"lncRNA_4940" 68 30 82 36 21
"lncRNA_4941" 18 8 57 0 17
"lncRNA_4942" 50 0 0 3 117
"lncRNA_4943" 0 6 32 8 2
"lncRNA_4944" 0 0 26 0 0
"lncRNA_4945" 0 0 27 0 1
"lncRNA_4946" 115 139 0 2 145
"lncRNA_4947" 16 3 47 10 0
"lncRNA_4948" 126 0 0 31 5
"lncRNA_4949" 0 0 36 0 0
"lncRNA_4950" 63 24 7 15 44
"lncRNA_4951" 211 168 86 136 388
"lncRNA_4952" 0 4 108 0 0
"lncRNA_4953" 76 53 304 47 119
"lncRNA_4954" 12 0 77 2 21
"lncRNA_4955" 90 2 74 8 62
"lncRNA_4956" 0 2 24 0 0
"lncRNA_4957" 0 8 132 0 0
"lncRNA_4958" 0 63 64 0 0
"lncRNA_4959" 20 1 0 0 18
"lncRNA_4960" 60 0 0 0 0
"lncRNA_4961" 4 0 28 6 0
"lncRNA_4962" 8 2 20 2 1991
"lncRNA_4963" 170 3 211 86 312
"lncRNA_4965" 2 0 2 0 26
"lncRNA_4970" 267 0 415 279 531
"lncRNA_4972" 468 22 70 58 93
"lncRNA_4976" 101 43 86 48 72
"lncRNA_4977" 0 6 44 0 0
"lncRNA_4978" 0 0 24 0 0
"lncRNA_4979" 24 1 42 0 77
"lncRNA_4980" 573 35 114 109 905
"lncRNA_4983" 2 2 33 0 16
"lncRNA_4984" 0 0 0 0 28
"lncRNA_4985" 3 4 26 13 0
"lncRNA_4986" 0 0 28 0 0
"lncRNA_4987" 0 0 38 0 0
"lncRNA_4988" 4 0 0 4 166
"lncRNA_4989" 0 16 71 0 8
"lncRNA_4990" 3 1 0 3 164
"lncRNA_4993" 0 4 2 344 311
"lncRNA_4994" 3 4 16 0 26
"lncRNA_4995" 27 18 49 5 31
"lncRNA_4996" 2 8 46 0 16
"lncRNA_4997" 19 56 166 10 61
"lncRNA_4998" 262 65 355 156 235
"lncRNA_4999" 648 190 557 202 787
"lncRNA_5000" 138 37 38 32 59
"lncRNA_5001" 363 78 355 147 530
"lncRNA_5002" 8 1 26 11 12
"lncRNA_5003" 15 8 18 12 2
"lncRNA_5004" 146 89 58 93 217
"lncRNA_5010" 2 1 54 4 14
"lncRNA_5011" 0 0 32 6 2
"lncRNA_5012" 278 102 269 188 212
"lncRNA_5013" 38 0 6 0 4
"lncRNA_5014" 608 146 1387 335 801
"lncRNA_5018" 151 64 119 11 226
"lncRNA_5019" 4 0 24 3 18
"lncRNA_5020" 41 0 28 10 26
"lncRNA_5025" 12 6 5 3 11
"lncRNA_5026" 17 10 283 3 39
"lncRNA_5027" 14 13 74 2 15
"lncRNA_5029" 8 6 3 11 4
"lncRNA_5030" 2 3 32 8 0
"lncRNA_5031" 19 0 46 27 13
"lncRNA_5032" 840 334 474 458 1559
"lncRNA_5033" 5 0 46 18 12
"lncRNA_5034" 32 23 145 9 16
"lncRNA_5035" 100 76 240 12 86
"lncRNA_5036" 40 9 0 11 24
"lncRNA_5037" 44 43 0 9 64
"lncRNA_5038" 2 0 80 212 555
"lncRNA_5039" 16 24 64 7 35
"lncRNA_5041" 5 0 28 0 0
"lncRNA_5042" 1 4 32 14 0
"lncRNA_5043" 1 0 34 0 0
"lncRNA_5044" 0 1 53 5 0
"lncRNA_5045" 449 179 951 319 650
"lncRNA_5046" 10 0 2 0 174
"lncRNA_5047" 714 456 995 682 1158
"lncRNA_5048" 32 4 29 26 0
"lncRNA_5054" 0 4 30 0 0
"lncRNA_5055" 657 689 1387 508 936
"lncRNA_5056" 104 76 65 36 133
"lncRNA_5057" 5 2 28 2 0
"lncRNA_5058" 217 0 560 206 154
"lncRNA_5059" 1416 685 2071 1184 2057
"lncRNA_5060" 198 59 237 28 228
"lncRNA_5061" 266 4 648 335 242
"lncRNA_5062" 16 18 25 0 60
"lncRNA_5063" 342 0 2 0 815
"lncRNA_5064" 8 11 48 5 23
"lncRNA_5065" 10 71 146 12 15
"lncRNA_5066" 106 61 6 121 150
"lncRNA_5067" 175 57 0 0 159
"lncRNA_5068" 1 10 85 31 20
"lncRNA_5069" 20 12 0 6 5
"lncRNA_5070" 24 24 110 116 16
"lncRNA_5071" 64 35 107 31 74
"lncRNA_5072" 8 2 65 28 3
"lncRNA_5073" 18 0 56 0 0
"lncRNA_5074" 32 24 112 51 42
"lncRNA_5075" 64 35 388 62 47
"lncRNA_5076" 80 17 191 6 57
"lncRNA_5077" 6 0 104 0 8
"lncRNA_5078" 204 66 380 154 391
"lncRNA_5080" 16 1 0 2 28
"lncRNA_5081" 14 8 34 0 1
"lncRNA_5082" 33 14 504 72 59
"lncRNA_5083" 2 0 24 7 0
"lncRNA_5086" 100 112 228 79 148
"lncRNA_5088" 115 59 191 0 624
"lncRNA_5091" 95 29 0 30 479
"lncRNA_5092" 117 87 149 135 422
"lncRNA_5093" 419 407 184 275 585
"lncRNA_5094" 206 114 261 133 342
"lncRNA_5095" 6 4 350 121 697
"lncRNA_5096" 1033 316 911 720 1187
"lncRNA_5097" 86 91 87 52 162
"lncRNA_5098" 1304 558 1992 980 1539
"lncRNA_5099" 30 38 354 84 32
"lncRNA_5100" 0 0 24 0 0
"lncRNA_5101" 2 2 34 6 6
"lncRNA_5102" 23 12 0 6 86
"lncRNA_5103" 177 82 24 20 0
"lncRNA_5104" 5 8 32 0 4
"lncRNA_5105" 78 153 76 91 236
"lncRNA_5106" 100 267 76 86 377
"lncRNA_5109" 362 13 278 12 46
"lncRNA_5110" 12 2 61 8 12
"lncRNA_5111" 55 1 46 41 35
"lncRNA_5112" 4 3 206 17 19
"lncRNA_5113" 14 0 39 0 0
"lncRNA_5114" 0 0 50 18 33
"lncRNA_5115" 0 6 24 0 49
"lncRNA_5116" 964 85 201 178 1164
"lncRNA_5117" 0 0 44 0 1
"lncRNA_5118" 10 7 36 63 100
"lncRNA_5124" 104 0 0 65 120
"lncRNA_5125" 46 0 0 0 47
"lncRNA_5126" 2 4 57 5 5
"lncRNA_5127" 92 20 85 163 207
"lncRNA_5128" 0 2 28 0 0
"lncRNA_5129" 9 10 69 10 25
"lncRNA_5130" 28 18 43 0 32
"lncRNA_5131" 11 6 37 7 14
"lncRNA_5132" 48 0 0 0 0
"lncRNA_5133" 142 78 251 143 185
"lncRNA_5134" 117 10 41 38 277
"lncRNA_5135" 168 124 64 48 272
"lncRNA_5136" 19623 8798 7526 7290 16917
"lncRNA_5137" 288 82 31 136 66
"lncRNA_5138" 5 0 68 0 1
"lncRNA_5139" 190 21 2 24 14
"lncRNA_5140" 23 0 98 0 0
"lncRNA_5141" 45 3 0 4 4
"lncRNA_5142" 27 6 55 17 0
"lncRNA_5143" 3 0 83 2 10
"lncRNA_5144" 12 2 117 1 18
"lncRNA_5145" 188 3 0 10 1
"lncRNA_5146" 524 45 299 24 77
"lncRNA_5147" 286 73 174 26 1548
"lncRNA_5148" 27 17 33 5 74
"lncRNA_5151" 217 57 95 29 425
"lncRNA_5152" 28 9 19 1 17
"lncRNA_5153" 2 0 37 4 3
"lncRNA_5154" 7 0 44 6 31
"lncRNA_5155" 48 64 80 28 96
"lncRNA_5156" 196 177 338 100 244
"lncRNA_5157" 15 0 0 0 87
"lncRNA_5158" 34 34 52 14 25
"lncRNA_5159" 0 0 58 0 1
"lncRNA_5160" 16 273 39 41 54
"lncRNA_5161" 0 0 38 0 0
"lncRNA_5162" 15 23 40 23 2
"lncRNA_5163" 0 2 38 0 0
"lncRNA_5164" 63 125 42 344 336
"lncRNA_5165" 431 199 428 155 863
"lncRNA_5166" 0 0 123 0 0
"lncRNA_5167" 1 2 24 1 4
"lncRNA_5168" 2 3 1190 2 2
"lncRNA_5169" 653 205 752 447 738
"lncRNA_5170" 9 9 131 5 5
"lncRNA_5171" 0 0 34 0 1
"lncRNA_5172" 50 17 254 26 26
"lncRNA_5173" 0 0 28 0 0
"lncRNA_5174" 271 89 38 131 520
"lncRNA_5175" 38 14 0 8 116
"lncRNA_5176" 3 0 0 0 32
"lncRNA_5177" 2 22 112 15 0
"lncRNA_5178" 37 0 103 9 11
"lncRNA_5179" 25 5 79 14 2
"lncRNA_5180" 254 79 134 38 142
"lncRNA_5183" 1585 574 3509 1843 3209
"lncRNA_5184" 35 0 10 6 0
"lncRNA_5188" 2 11 0 0 12
"lncRNA_5189" 84 26 160 41 129
"lncRNA_5190" 0 0 29 0 2
"lncRNA_5191" 4 3 119 0 4
"lncRNA_5192" 2 12 39 60 82
"lncRNA_5193" 64 120 310 107 142
"lncRNA_5194" 5 0 0 20 18
"lncRNA_5195" 62 45 154 36 98
"lncRNA_5196" 1 0 76 8 7
"lncRNA_5197" 0 0 40 0 0
"lncRNA_5200" 13 19 26 30 19
"lncRNA_5203" 2 5 26 7 3
"lncRNA_5204" 18 6 34 0 18
"lncRNA_5205" 264 45 467 4 434
"lncRNA_5206" 19 20 5 28 16
"lncRNA_5207" 90 82 103 93 123
"lncRNA_5208" 33 14 216 19 52
"lncRNA_5209" 20 14 186 20 47
"lncRNA_5210" 27 18 92 8 18
"lncRNA_5211" 20 2 104 23 5
"lncRNA_5212" 0 152 112 0 78
"lncRNA_5213" 9 3 144 81 53
"lncRNA_5214" 47 32 141 20 73
"lncRNA_5215" 1235 548 1896 818 1721
"lncRNA_5216" 159 12 0 11 205
"lncRNA_5217" 6 0 84 0 17
"lncRNA_5218" 2782 4740 72 2682 4571
"lncRNA_5219" 21 6 48 0 4
"lncRNA_5220" 5 4 0 2 24
"lncRNA_5221" 0 0 0 0 32
"lncRNA_5224" 63 137 0 1 43
"lncRNA_5225" 59 18 108 61 120
"lncRNA_5226" 10 1 42 18 37
"lncRNA_5227" 0 74 187 2 127
"lncRNA_5239" 78 0 0 193 0
"lncRNA_5240" 1 68 191 87 19
"lncRNA_5243" 22 1 28 3 20
"lncRNA_5244" 143 6 33 225 415
"lncRNA_5245" 34 8 134 15 6
"lncRNA_5246" 12 0 30 16 0
"lncRNA_5247" 5 0 26 13 0
"lncRNA_5248" 0 0 42 0 0
"lncRNA_5249" 0 2 40 0 0
"lncRNA_5250" 169 19 209 53 258
"lncRNA_5253" 0 19 37 0 10
"lncRNA_5254" 13 43 79 24 36
"lncRNA_5255" 64 14 24 18 67
"lncRNA_5256" 24 0 103 32 61
"lncRNA_5257" 1 0 32 0 2
"lncRNA_5258" 0 0 51 0 0
"lncRNA_5259" 0 0 58 0 0
"lncRNA_5260" 27 8 46 0 22
"lncRNA_5261" 1649 1473 1975 2518 2002
"lncRNA_5262" 0 0 26 0 0
"lncRNA_5263" 0 8 75 6 10
"lncRNA_5264" 0 2 30 0 0
"lncRNA_5265" 63 42 155 64 115
"lncRNA_5266" 9839 2749 802 2754 13534
"lncRNA_5267" 0 0 47 0 0
"lncRNA_5268" 33 3 0 14 13
"lncRNA_5269" 5891 5913 44 8595 24
"lncRNA_5270" 1 1 1 56 0
"lncRNA_5271" 11 12 34 9 13
"lncRNA_5272" 121 64 130 52 182
"lncRNA_5273" 1 1 41 11 37
"lncRNA_5274" 9 2 50 15 29
"lncRNA_5275" 19 2 138 21 31
"lncRNA_5276" 348 110 202 277 543
"lncRNA_5277" 383 36 1430 663 564
"lncRNA_5278" 8 3 40 0 3
"lncRNA_5279" 2 4 8 1 33
"lncRNA_5280" 377 225 370 143 1156
"lncRNA_5282" 1352 620 930 226 1710
"lncRNA_5283" 65 62 117 45 102
"lncRNA_5284" 67 7 188 40 58
"lncRNA_5287" 331 76 281 130 1330
"lncRNA_5288" 22 43 121 17 63
"lncRNA_5289" 820 52 2058 265 47
"lncRNA_5290" 933 306 893 506 792
"lncRNA_5291" 508 127 930 351 931
"lncRNA_5292" 102 74 64 36 137
"lncRNA_5293" 79 55 178 41 0
"lncRNA_5294" 229 120 153 89 551
"lncRNA_5295" 0 0 56 0 0
"lncRNA_5296" 2 172 2 0 1
"lncRNA_5297" 1956 115 6925 374 2988
"lncRNA_5298" 0 0 68 2 0
"lncRNA_5299" 18 2 0 0 31
"lncRNA_5300" 0 0 30 0 2
"lncRNA_5301" 0 0 18 3 8
"lncRNA_5302" 6 0 42 0 0
"lncRNA_5303" 371 0 293 69 378
"lncRNA_5304" 6 0 3 0 1523
"lncRNA_5305" 22 3 40 4 6
"lncRNA_5306" 5 407 2 4 12
"lncRNA_5307" 10 12 43 26 48
"lncRNA_5308" 1309 257 967 367 1646
"lncRNA_5309" 25 21 50 12 0
"lncRNA_5311" 6 2 118 12 10
"lncRNA_5312" 9 0 55 2 18
"lncRNA_5313" 199 0 0 2 0
"lncRNA_5315" 712 333 26 805 1480
"lncRNA_5316" 27 8 48 0 26
"lncRNA_5317" 865 108 143 4 1731
"lncRNA_5318" 2 0 87 0 0
"lncRNA_5319" 22 1 0 24 40
"lncRNA_5320" 7 5 97 2 9
"lncRNA_5321" 12 0 5 0 35
"lncRNA_5322" 680 37 278 215 540
"lncRNA_5323" 0 0 24 0 0
"lncRNA_5324" 1 4 34 0 46
"lncRNA_5325" 9 0 0 2 11
"lncRNA_5326" 0 2 34 2 10
"lncRNA_5327" 14 0 0 0 27
"lncRNA_5328" 225 31 0 22 0
"lncRNA_5329" 683 17 1068 241 725
"lncRNA_5330" 0 22 0 0 0
"lncRNA_5331" 2 11 38 46 107
"lncRNA_5332" 28 12 35 0 14
"lncRNA_5333" 116 2 0 37 7
"lncRNA_5334" 36 0 0 3 0
"lncRNA_5337" 0 2 6 4 77
"lncRNA_5338" 125 35 29 26 205
"lncRNA_5339" 34 0 32 0 31
"lncRNA_5340" 8 1 26 15 11
"lncRNA_5341" 0 0 0 2 211
"lncRNA_5342" 324 684 2 404 2
"lncRNA_5343" 17 0 122 0 69
"lncRNA_5344" 29 4 146 0 10
"lncRNA_5345" 0 0 83 0 8
"lncRNA_5346" 2 12 26 33 16
"lncRNA_5347" 0 0 36 0 0
"lncRNA_5348" 4 8 14 0 4
"lncRNA_5349" 2 2 36 0 0
"lncRNA_5350" 2 10 38 0 0
"lncRNA_5351" 133 132 30 97 155
"lncRNA_5352" 46 10 56 21 16
"lncRNA_5353" 7 32 31 12 0
"lncRNA_5356" 0 0 134 52 90
"lncRNA_5357" 35 10 4 8 5
"lncRNA_5358" 165 102 130 65 198
"lncRNA_5359" 70 18 40 26 38
"lncRNA_5360" 15 3 32 0 1
"lncRNA_5361" 45 0 41 26 12
"lncRNA_5362" 24 8 45 12 16
"lncRNA_5363" 12 0 41 10 46
"lncRNA_5364" 0 0 32 5 0
"lncRNA_5365" 1 0 30 0 0
"lncRNA_5366" 0 65 0 0 126
"lncRNA_5367" 5 0 54 3 1
"lncRNA_5368" 0 0 64 0 2
"lncRNA_5369" 2 16 67 14 5
"lncRNA_5370" 6 6 162 2 30
"lncRNA_5371" 7 5 77 0 8
"lncRNA_5372" 225 43 124 54 402
"lncRNA_5373" 14 0 31 8 21
"lncRNA_5374" 30 0 80 18 39
"lncRNA_5375" 21 2 28 0 36
"lncRNA_5376" 49 16 0 4 264
"lncRNA_5377" 3898 806 260 803 6529
"lncRNA_5378" 534 44 5 181 548
"lncRNA_5379" 0 13 56 2 0
"lncRNA_5380" 28 18 100 78 50
"lncRNA_5381" 10 26 277 104 57
"lncRNA_5382" 8 4 106 6 11
"lncRNA_5383" 0 2 7 0 164
"lncRNA_5384" 0 8 34 6 22
"lncRNA_5385" 0 0 32 0 2
"lncRNA_5386" 550 88 345 66 685
"lncRNA_5387" 538 5 0 10 14
"lncRNA_5388" 2 0 0 0 24
"lncRNA_5389" 27 9 1 2 6
"lncRNA_5390" 13 558 5 6 15
"lncRNA_5391" 2749 210 777 1256 1354
"lncRNA_5392" 23 5 3 2 27
"lncRNA_5393" 71 28 53 40 26
"lncRNA_5394" 2568 797 1355 739 292
"lncRNA_5395" 1026 710 1527 567 972
"lncRNA_5396" 538 310 631 165 914
"lncRNA_5397" 0 0 32 0 2
"lncRNA_5398" 6 6 32 0 2
"lncRNA_5400" 3 0 0 8 43
"lncRNA_5401" 7 2 18 6 2
"lncRNA_5402" 118 83 52 44 303
"lncRNA_5403" 47 23 203 28 38
"lncRNA_5406" 289 267 288 347 687
"lncRNA_5407" 677 293 210 241 1193
"lncRNA_5408" 2 0 0 34 0
"lncRNA_5409" 2 10 50 2 10
"lncRNA_5410" 6 0 50 0 0
"lncRNA_5411" 1151 427 3796 1299 2073
