"miRNA","lncRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"Cluster_3367","lncRNA_12445",0.893291602693092,0.0411675801896637,0.972855157123468,158,-20.9,"2 15","430 453",13,"84.62%","92.31%"
"Cluster_3367","lncRNA_13457",-0.907506770606418,0.0332950595504003,0.938361195652194,157,-20.24,"2 20","3188 3213",20,"70.00%","85.00%"
"Cluster_3367","lncRNA_13458",-0.910239112629618,0.0318441080301253,0.928131552389379,157,-20.24,"2 20","3188 3213",20,"70.00%","85.00%"
"Cluster_3367","lncRNA_13459",-0.910239112629618,0.0318441080301253,0.928131552389379,157,-20.24,"2 20","3188 3213",20,"70.00%","85.00%"
"Cluster_3367","lncRNA_13460",-0.90972347422953,0.0321163381342118,0.930151233559481,157,-20.24,"2 20","2370 2395",20,"70.00%","85.00%"
"Cluster_3367","lncRNA_1771",-0.968696632807793,0.0066171448968702,0.615916855969579,142,-20.46,"2 11","15618 15641",9,"88.89%","88.89%"
"Cluster_3367","lncRNA_1772",-0.968696632807793,0.0066171448968702,0.615916855969579,142,-20.46,"2 11","15618 15641",9,"88.89%","88.89%"
"Cluster_3367","lncRNA_18469",-0.885142771201786,0.0459138798580321,0.972855157123468,150,-23.3,"2 11","2111 2134",9,"100.00%","100.00%"
"Cluster_3367","lncRNA_19937",-0.897826336433857,0.0385986243451596,0.972855157123468,159,-21.76,"2 21","5542 5567",21,"66.67%","80.95%"
"Cluster_3367","lncRNA_19937",-0.897826336433857,0.0385986243451596,0.972855157123468,162,-28.34,"2 21","4126 4148",19,"63.16%","94.74%"
"Cluster_3367","lncRNA_26032",-0.935682772527977,0.0193905438631071,0.818307396591349,158,-21.75,"2 15","18699 18722",13,"76.92%","100.00%"
"Cluster_3367","lncRNA_27223",-0.943563525486327,0.0159574180206972,0.772003349130722,152,-21.36,"2 17","4318 4341",15,"73.33%","80.00%"
"Cluster_3367","lncRNA_27230",0.885620361416259,0.0456312016607663,0.972855157123468,176,-23.18,"2 21","5535 5558",19,"78.95%","89.47%"
"Cluster_3367","lncRNA_30534",0.976444155394197,0.00432455456526358,0.574078020524459,158,-20.51,"2 23","23422 23443",21,"71.43%","80.95%"
"Cluster_3367","lncRNA_350",-0.925376316656269,0.0241950724425053,0.870006746423998,166,-21.8,"2 23","4311 4332",21,"76.19%","85.71%"
"Cluster_3367","lncRNA_3959",0.929010223523434,0.0224619862184045,0.85326581656583,158,-23.05,"2 23","3012 3033",21,"66.67%","85.71%"
"Cluster_3367","lncRNA_4954",-0.951343692270851,0.0127893148469448,0.722354821136748,164,-21.56,"2 23","1156 1178",21,"66.67%","85.71%"
"Cluster_3367","lncRNA_5002",-0.909471801984047,0.0322494774213239,0.930915935416595,171,-22.75,"2 22","428 450",20,"80.00%","85.00%"
"Cluster_3367","lncRNA_5103",-0.972344257252801,0.00549796535002108,0.590549717723506,146,-23.07,"2 23","4444 4467",21,"57.14%","66.67%"
"Cluster_3367","lncRNA_5104",-0.972344257252801,0.00549796535002108,0.590549717723506,146,-23.07,"2 23","4444 4467",21,"57.14%","66.67%"
"Cluster_3367","lncRNA_5105",-0.972344257252801,0.00549796535002108,0.590549717723506,146,-23.07,"2 23","4444 4467",21,"57.14%","66.67%"
"Cluster_3367","lncRNA_5106",-0.972344257252801,0.00549796535002108,0.590549717723506,146,-23.07,"2 23","4444 4467",21,"57.14%","66.67%"
"Cluster_3367","lncRNA_5107",-0.972344257252801,0.00549796535002108,0.590549717723506,146,-23.07,"2 23","4444 4467",21,"57.14%","66.67%"
"Cluster_3367","lncRNA_5108",-0.972344257252801,0.00549796535002108,0.590549717723506,146,-23.07,"2 23","4444 4467",21,"57.14%","66.67%"
"Cluster_3367","lncRNA_5109",-0.972344257252801,0.00549796535002108,0.590549717723506,146,-23.07,"2 23","4422 4445",21,"57.14%","66.67%"
"Cluster_3367","lncRNA_5110",-0.972344257252801,0.00549796535002108,0.590549717723506,146,-23.07,"2 23","4422 4445",21,"57.14%","66.67%"
"Cluster_3367","lncRNA_5111",-0.972344257252801,0.00549796535002108,0.590549717723506,146,-23.07,"2 23","4422 4445",21,"57.14%","66.67%"
"Cluster_3437","lncRNA_12480",0.990483737834689,0.00111278830833647,0.572743866580232,172,-23.69,"2 22","11606 11631",23,"73.91%","82.61%"
"Cluster_3437","lncRNA_777",0.987458445028994,0.0016828377239449,0.572743866580232,165,-21.5,"2 19","962 985",18,"83.33%","83.33%"
"Cluster_4220","lncRNA_10656",0.883773192279221,0.0467275711537307,0.972855157123468,155,-20.02,"2 12","2802 2823",10,"100.00%","100.00%"
"Cluster_4220","lncRNA_11558",-0.965572816089042,0.00762834961602013,0.635791136967605,169,-26.61,"2 20","1395 1415",18,"83.33%","88.89%"
"Cluster_4220","lncRNA_14338",-0.939780025509599,0.0175785222612816,0.796736011747217,150,-22.17,"2 11","2229 2250",9,"100.00%","100.00%"
"Cluster_4220","lncRNA_15259",0.970353233385313,0.00610041068559475,0.605135413110871,161,-20.11,"2 14","836 857",12,"91.67%","100.00%"
"Cluster_4220","lncRNA_16901",0.930686950933883,0.0216764799847924,0.844685297440137,167,-20.1,"2 16","146 167",14,"85.71%","100.00%"
"Cluster_4220","lncRNA_17181",-0.907291743765815,0.0334101212554858,0.939342192730592,173,-22.98,"2 18","21 42",16,"87.50%","93.75%"
"Cluster_4220","lncRNA_17290",-0.925250034484826,0.0242560436553741,0.870486857371143,165,-21.86,"2 19","2275 2297",18,"83.33%","83.33%"
"Cluster_4220","lncRNA_17291",-0.925250034484826,0.0242560436553741,0.870486857371143,165,-21.86,"2 19","2262 2284",18,"83.33%","83.33%"
"Cluster_4220","lncRNA_1794",-0.885791933703352,0.0455297858441765,0.972855157123468,165,-20.31,"2 14","24815 24836",12,"100.00%","100.00%"
"Cluster_4220","lncRNA_1794",-0.885791933703352,0.0455297858441765,0.972855157123468,165,-20.31,"2 14","32789 32810",12,"100.00%","100.00%"
"Cluster_4220","lncRNA_18773",0.926383337046269,0.0237106432719957,0.864663660919045,146,-22.81,"2 21","1378 1398",19,"63.16%","73.68%"
"Cluster_4220","lncRNA_18776",0.890116819561681,0.0429971636968479,0.972855157123468,146,-22.81,"2 21","962 982",19,"63.16%","73.68%"
"Cluster_4220","lncRNA_20941",-0.897145778827956,0.0389807934311081,0.972855157123468,142,-21.06,"2 20","4559 4586",24,"58.33%","66.67%"
"Cluster_4220","lncRNA_20941",-0.897145778827956,0.0389807934311081,0.972855157123468,163,-22.41,"2 17","5140 5164",18,"83.33%","83.33%"
"Cluster_4220","lncRNA_21082",0.895188078530267,0.0400868075483898,0.972855157123468,150,-20.22,"2 11","1140 1161",9,"100.00%","100.00%"
"Cluster_4220","lncRNA_2243",-0.891204097177988,0.0423677365635077,0.972855157123468,165,-20.31,"2 14","23127 23148",12,"100.00%","100.00%"
"Cluster_4220","lncRNA_2243",-0.891204097177988,0.0423677365635077,0.972855157123468,165,-20.31,"2 14","31101 31122",12,"100.00%","100.00%"
"Cluster_4220","lncRNA_2244",-0.898346628178251,0.0383072637491718,0.972735036841003,165,-20.31,"2 14","1447 1468",12,"100.00%","100.00%"
"Cluster_4220","lncRNA_25436",-0.971961588838007,0.0056121458548063,0.592857571241237,152,-21.93,"2 19","2199 2224",21,"71.43%","76.19%"
"Cluster_4220","lncRNA_3191",0.880586197080773,0.0486384291061333,0.972855157123468,164,-20.69,"2 18","224 246",17,"82.35%","88.24%"
"Cluster_4220","lncRNA_3984",-0.883910343579171,0.0466458833447935,0.972855157123468,163,-22.18,"2 21","363 385",20,"75.00%","80.00%"
"Cluster_4220","lncRNA_5340",-0.931714711205101,0.0211994933859922,0.839090815465738,159,-22.2,"2 21","20099 20122",21,"71.43%","76.19%"
"Cluster_4220","lncRNA_7838",-0.908480017483626,0.0327758645284077,0.935149888234533,150,-20.44,"2 21","5679 5699",19,"68.42%","73.68%"
"Cluster_4220","lncRNA_8425",-0.934256766854463,0.0200346000940875,0.825551997270726,151,-20.08,"2 19","16634 16660",22,"72.73%","77.27%"
"Cluster_4254","lncRNA_14376",0.975824686006986,0.00449584025373658,0.576237497972864,172,-20.39,"2 21","11018 11039",19,"78.95%","84.21%"
"Cluster_4254","lncRNA_14376",0.975824686006986,0.00449584025373658,0.576237497972864,172,-20.39,"2 21","1548 1569",19,"78.95%","84.21%"
"Cluster_4254","lncRNA_14376",0.975824686006986,0.00449584025373658,0.576237497972864,172,-20.39,"2 21","6283 6304",19,"78.95%","84.21%"
"Cluster_4254","lncRNA_14377",0.972868954058907,0.00534266944667207,0.588392863082289,172,-20.39,"2 21","1318 1339",19,"78.95%","84.21%"
"Cluster_4254","lncRNA_14378",0.975101585140245,0.00469853802332939,0.578437414792167,172,-20.39,"2 21","10788 10809",19,"78.95%","84.21%"
"Cluster_4254","lncRNA_14378",0.975101585140245,0.00469853802332939,0.578437414792167,172,-20.39,"2 21","1318 1339",19,"78.95%","84.21%"
"Cluster_4254","lncRNA_14378",0.975101585140245,0.00469853802332939,0.578437414792167,172,-20.39,"2 21","15524 15545",19,"78.95%","84.21%"
"Cluster_4254","lncRNA_14378",0.975101585140245,0.00469853802332939,0.578437414792167,172,-20.39,"2 21","6053 6074",19,"78.95%","84.21%"
"Cluster_4254","lncRNA_14379",0.975685555120866,0.00453461152931923,0.576237497972864,172,-20.39,"2 21","10764 10785",19,"78.95%","84.21%"
"Cluster_4254","lncRNA_14379",0.975685555120866,0.00453461152931923,0.576237497972864,172,-20.39,"2 21","1294 1315",19,"78.95%","84.21%"
"Cluster_4254","lncRNA_14379",0.975685555120866,0.00453461152931923,0.576237497972864,172,-20.39,"2 21","6029 6050",19,"78.95%","84.21%"
"Cluster_4254","lncRNA_14380",0.975100837209724,0.00469874920448565,0.578437414792167,172,-20.39,"2 21","10734 10755",19,"78.95%","84.21%"
"Cluster_4254","lncRNA_14380",0.975100837209724,0.00469874920448565,0.578437414792167,172,-20.39,"2 21","1264 1285",19,"78.95%","84.21%"
"Cluster_4254","lncRNA_14380",0.975100837209724,0.00469874920448565,0.578437414792167,172,-20.39,"2 21","15470 15491",19,"78.95%","84.21%"
"Cluster_4254","lncRNA_14380",0.975100837209724,0.00469874920448565,0.578437414792167,172,-20.39,"2 21","5999 6020",19,"78.95%","84.21%"
"Cluster_4254","lncRNA_14381",0.975100837209724,0.00469874920448565,0.578437414792167,172,-20.39,"2 21","10734 10755",19,"78.95%","84.21%"
"Cluster_4254","lncRNA_14381",0.975100837209724,0.00469874920448565,0.578437414792167,172,-20.39,"2 21","1264 1285",19,"78.95%","84.21%"
"Cluster_4254","lncRNA_14381",0.975100837209724,0.00469874920448565,0.578437414792167,172,-20.39,"2 21","15470 15491",19,"78.95%","84.21%"
"Cluster_4254","lncRNA_14381",0.975100837209724,0.00469874920448565,0.578437414792167,172,-20.39,"2 21","5999 6020",19,"78.95%","84.21%"
"Cluster_4254","lncRNA_14382",0.975693002931132,0.0045325332832703,0.576237497972864,172,-20.39,"2 21","10695 10716",19,"78.95%","84.21%"
"Cluster_4254","lncRNA_14382",0.975693002931132,0.0045325332832703,0.576237497972864,172,-20.39,"2 21","1225 1246",19,"78.95%","84.21%"
"Cluster_4254","lncRNA_14382",0.975693002931132,0.0045325332832703,0.576237497972864,172,-20.39,"2 21","5960 5981",19,"78.95%","84.21%"
"Cluster_4254","lncRNA_14383",0.974187902655656,0.00495884024750642,0.582942595612627,172,-20.39,"2 21","10694 10715",19,"78.95%","84.21%"
"Cluster_4254","lncRNA_14383",0.974187902655656,0.00495884024750642,0.582942595612627,172,-20.39,"2 21","1224 1245",19,"78.95%","84.21%"
"Cluster_4254","lncRNA_14383",0.974187902655656,0.00495884024750642,0.582942595612627,172,-20.39,"2 21","5959 5980",19,"78.95%","84.21%"
"Cluster_4254","lncRNA_14384",0.975118415565138,0.00469378671421714,0.578437414792167,172,-20.39,"2 21","1223 1244",19,"78.95%","84.21%"
"Cluster_4254","lncRNA_14384",0.975118415565138,0.00469378671421714,0.578437414792167,172,-20.39,"2 21","5958 5979",19,"78.95%","84.21%"
"Cluster_4254","lncRNA_15654",0.984994442212651,0.00220156813153426,0.572743866580232,169,-22.38,"2 19","348 371",19,"84.21%","84.21%"
"Cluster_4254","lncRNA_16929",0.960097937510198,0.00951065192098898,0.667245171704415,169,-24.82,"2 21","700 719",19,"78.95%","89.47%"
"Cluster_4254","lncRNA_20425",-0.965391294322211,0.00768854950711909,0.635791136967605,166,-21.31,"2 19","16791 16812",17,"76.47%","88.24%"
"Cluster_4254","lncRNA_20426",-0.908265913752976,0.0328898574197145,0.936222019185185,166,-21.31,"2 19","13980 14001",17,"76.47%","88.24%"
"Cluster_4254","lncRNA_20427",-0.908265913752976,0.0328898574197145,0.936222019185185,166,-21.31,"2 19","13972 13993",17,"76.47%","88.24%"
"Cluster_4254","lncRNA_24655",0.8919694371527,0.0419264521933757,0.972855157123468,156,-21.82,"2 13","412 433",11,"90.91%","100.00%"
"Cluster_4254","lncRNA_7882",0.901931084133411,0.0363192570353241,0.96021791866124,168,-20.83,"2 21","42224 42245",19,"63.16%","94.74%"
"Cluster_4254","lncRNA_8425",0.90888759633447,0.0325592126027243,0.933561229677151,163,-20.32,"2 16","6119 6140",14,"85.71%","92.86%"
"Cluster_4254","lncRNA_8425",0.90888759633447,0.0325592126027243,0.933561229677151,176,-22.41,"2 21","310 331",19,"73.68%","94.74%"
"Cluster_5012","lncRNA_1592",0.993068685821114,0.000691998550603229,0.572743866580232,166,-25.28,"2 20","12848 12870",20,"75.00%","85.00%"
"Cluster_5012","lncRNA_196",0.97574912680471,0.00451688252570773,0.576237497972864,171,-20.36,"2 20","7463 7483",18,"77.78%","88.89%"
"Cluster_5012","lncRNA_197",0.97574912680471,0.00451688252570773,0.576237497972864,171,-20.36,"2 20","7417 7437",18,"77.78%","88.89%"
"Cluster_5012","lncRNA_20871",0.908087329538877,0.0329850359700376,0.936760071343144,154,-20.68,"2 20","9332 9353",19,"63.16%","84.21%"
"Cluster_5012","lncRNA_27373",0.903767312231805,0.0353140388368005,0.953694499438455,159,-21.41,"2 20","166 183",18,"77.78%","83.33%"
"Cluster_5012","lncRNA_27374",0.892562781507287,0.0415853503569372,0.972855157123468,159,-21.41,"2 20","153 170",18,"77.78%","83.33%"
"Cluster_5012","lncRNA_27375",0.892562781507287,0.0415853503569372,0.972855157123468,159,-21.41,"2 20","153 170",18,"77.78%","83.33%"
"Cluster_5012","lncRNA_29040",0.898394184929139,0.0382806673486267,0.97256885999349,175,-22.37,"2 20","3139 3159",18,"83.33%","88.89%"
"Cluster_5012","lncRNA_30731",0.909967047414104,0.0319876516523212,0.929307570469206,172,-24.98,"2 20","169 189",19,"89.47%","89.47%"
"Cluster_5012","lncRNA_5233",0.896400349253073,0.0394007657640984,0.972855157123468,158,-21.4,"2 20","1822 1843",19,"68.42%","84.21%"
"Cluster_5899","lncRNA_1512",0.897032075610173,0.0390447606935796,0.972855157123468,159,-20.61,"2 20","1927 1948",18,"72.22%","77.78%"
"Cluster_5899","lncRNA_1512",0.897032075610173,0.0390447606935796,0.972855157123468,159,-20.93,"2 20","1239 1260",18,"72.22%","77.78%"
"Cluster_5899","lncRNA_1852",0.938304244850972,0.0182245298330812,0.80361696747666,162,-21.01,"2 19","16587 16608",17,"70.59%","88.24%"
"Cluster_5899","lncRNA_1853",0.93897992161417,0.0179278195216865,0.800805258319524,162,-21.01,"2 19","16392 16413",17,"70.59%","88.24%"
"Cluster_5899","lncRNA_21543",0.99013141170148,0.00117509364789708,0.572743866580232,157,-22.67,"2 20","4462 4488",23,"69.57%","78.26%"
"Cluster_5899","lncRNA_23540",0.903732888275176,0.0353328007022209,0.953758364923845,176,-22.17,"2 21","1143 1164",19,"84.21%","84.21%"
"Cluster_5899","lncRNA_5112",0.975267048750745,0.0046518957896766,0.577344590329486,159,-20.61,"2 20","1866 1887",18,"72.22%","77.78%"
"Cluster_5900","lncRNA_10498",0.965695472568052,0.00758775995005644,0.635791136967605,143,-22.48,"2 12","454 475",10,"80.00%","90.00%"
"Cluster_5900","lncRNA_10499",0.964404141520968,0.00801863652494064,0.640703905405674,143,-22.48,"2 12","441 462",10,"80.00%","90.00%"
"Cluster_5900","lncRNA_1434",-0.952069509268618,0.0125055965571936,0.718279309131746,143,-20.42,"2 15","471 490",13,"76.92%","84.62%"
"Cluster_5900","lncRNA_1537",0.973708122132809,0.00509736884700967,0.584840214377901,158,-24.04,"2 21","22917 22941",22,"72.73%","77.27%"
"Cluster_5900","lncRNA_1538",0.973708122132809,0.00509736884700967,0.584840214377901,158,-24.04,"2 21","22909 22933",22,"72.73%","77.27%"
"Cluster_5900","lncRNA_17458",0.892101825458964,0.0418502680449808,0.972855157123468,167,-20.58,"2 20","1999 2020",18,"77.78%","83.33%"
"Cluster_5900","lncRNA_20396",0.926682170445342,0.0235674989084126,0.863649362468612,150,-21.29,"2 11","610 631",9,"100.00%","100.00%"
"Cluster_5900","lncRNA_20397",0.932989804857114,0.0206125174698626,0.832228217061249,150,-21.29,"2 11","201 222",9,"100.00%","100.00%"
"Cluster_5900","lncRNA_20398",0.932989804857114,0.0206125174698626,0.832228217061249,150,-21.29,"2 11","201 222",9,"100.00%","100.00%"
"Cluster_5900","lncRNA_22535",0.892624281491597,0.0415500459421993,0.972855157123468,160,-21.58,"2 21","129 150",19,"73.68%","73.68%"
"Cluster_5900","lncRNA_27452",-0.892693004393224,0.0415106064520921,0.972855157123468,165,-22.04,"2 18","5730 5751",16,"81.25%","87.50%"
"Cluster_5981","lncRNA_10621",0.956868408080507,0.0106830978136836,0.684942696592931,149,-22.55,"2 22","37 56",20,"60.00%","80.00%"
"Cluster_5981","lncRNA_10764",0.913274473153113,0.0302567623861951,0.918944993093845,153,-22.04,"2 21","327 347",19,"68.42%","78.95%"
"Cluster_5981","lncRNA_12472",0.900300992054667,0.0372191443652793,0.9664292320114,153,-20.07,"2 21","15595 15615",19,"73.68%","73.68%"
"Cluster_5981","lncRNA_12472",0.900300992054667,0.0372191443652793,0.9664292320114,153,-20.07,"2 21","2211 2231",19,"73.68%","73.68%"
"Cluster_5981","lncRNA_12472",0.900300992054667,0.0372191443652793,0.9664292320114,153,-20.26,"2 22","28049 28070",21,"71.43%","76.19%"
"Cluster_5981","lncRNA_12473",0.959176389636428,0.00984064454763527,0.672222224448124,153,-20.07,"2 21","137 157",19,"73.68%","73.68%"
"Cluster_5981","lncRNA_12473",0.959176389636428,0.00984064454763527,0.672222224448124,153,-20.26,"2 22","12591 12612",21,"71.43%","76.19%"
"Cluster_5981","lncRNA_12474",0.963444603563592,0.00834382735102244,0.646053219065764,153,-20.26,"2 22","870 891",21,"71.43%","76.19%"
"Cluster_5981","lncRNA_12571",0.953078303991396,0.0121147347916526,0.711366337316592,159,-20.2,"2 22","7873 7891",20,"80.00%","80.00%"
"Cluster_5981","lncRNA_13139",0.99097350280729,0.00102807272416637,0.572743866580232,173,-25.01,"2 22","139 161",20,"70.00%","90.00%"
"Cluster_5981","lncRNA_13368",0.961261063074035,0.00909945919922495,0.659660242313105,169,-21.41,"2 19","6623 6646",18,"83.33%","88.89%"
"Cluster_5981","lncRNA_14682",0.947215451683538,0.0144419313250607,0.74946537159145,159,-24.78,"2 22","106 130",22,"63.64%","86.36%"
"Cluster_5981","lncRNA_16072",0.905132164695695,0.0345727362655526,0.948118912939822,155,-24.51,"2 22","3958 3979",20,"70.00%","75.00%"
"Cluster_5981","lncRNA_16096",0.95231804253681,0.0124089251134844,0.716783077988869,178,-29.12,"2 22","3039 3059",20,"85.00%","90.00%"
"Cluster_5981","lncRNA_16278",0.905132164695695,0.0345727362655526,0.948118912939822,155,-24.51,"2 22","3958 3979",20,"70.00%","75.00%"
"Cluster_5981","lncRNA_16279",0.905132164695695,0.0345727362655526,0.948118912939822,155,-24.51,"2 22","3958 3979",20,"70.00%","75.00%"
"Cluster_5981","lncRNA_16280",0.905132164695695,0.0345727362655526,0.948118912939822,155,-24.51,"2 22","3952 3973",20,"70.00%","75.00%"
"Cluster_5981","lncRNA_16281",0.905132164695695,0.0345727362655526,0.948118912939822,155,-24.51,"2 22","3927 3948",20,"70.00%","75.00%"
"Cluster_5981","lncRNA_16740",0.960177120921685,0.00948247005874896,0.666742721273584,155,-24.51,"2 22","1238 1259",20,"70.00%","75.00%"
"Cluster_5981","lncRNA_16971",0.896037673167683,0.0396056139521967,0.972855157123468,159,-24.85,"2 22","376 401",23,"65.22%","82.61%"
"Cluster_5981","lncRNA_17182",0.976286085769158,0.00436805249829948,0.574131643836829,154,-22.64,"2 21","34769 34794",22,"68.18%","77.27%"
"Cluster_5981","lncRNA_17182",0.976286085769158,0.00436805249829948,0.574131643836829,155,-21.01,"2 21","20289 20313",21,"66.67%","76.19%"
"Cluster_5981","lncRNA_18042",0.957290722905009,0.0105272566135398,0.682048724540119,159,-22.18,"2 22","254 275",20,"70.00%","80.00%"
"Cluster_5981","lncRNA_1864",0.932069684012351,0.0210355496038431,0.836971981456565,152,-20.16,"2 19","29976 30003",22,"68.18%","77.27%"
"Cluster_5981","lncRNA_1921",0.94716070460865,0.0144642845902488,0.749802776523219,167,-22.33,"2 22","401 422",20,"75.00%","85.00%"
"Cluster_5981","lncRNA_1982",0.964918114355825,0.00784620389157978,0.63675421008974,164,-25.4,"2 22","829 853",22,"63.64%","86.36%"
"Cluster_5981","lncRNA_20390",0.98240680260574,0.00279384044507372,0.572743866580232,161,-23.64,"2 22","20163 20185",20,"60.00%","85.00%"
"Cluster_5981","lncRNA_20429",0.91533414141719,0.0291946033981502,0.909104780384087,153,-28.14,"2 21","1973 1995",20,"75.00%","75.00%"
"Cluster_5981","lncRNA_20798",0.895172318196915,0.0400957513558129,0.972855157123468,147,-27.75,"2 21","6586 6609",20,"65.00%","70.00%"
"Cluster_5981","lncRNA_20799",0.969945310740982,0.00622636530260205,0.607147653189127,141,-21.08,"2 21","8701 8723",20,"60.00%","75.00%"
"Cluster_5981","lncRNA_20799",0.969945310740982,0.00622636530260205,0.607147653189127,147,-27.75,"2 21","6584 6607",20,"65.00%","70.00%"
"Cluster_5981","lncRNA_20909",0.949857586366003,0.0133766695077419,0.728676938973294,150,-21.06,"2 17","14733 14758",18,"72.22%","83.33%"
"Cluster_5981","lncRNA_20909",0.949857586366003,0.0133766695077419,0.728676938973294,151,-22.03,"2 21","16596 16619",20,"60.00%","80.00%"
"Cluster_5981","lncRNA_20909",0.949857586366003,0.0133766695077419,0.728676938973294,154,-20.98,"2 21","14587 14614",24,"66.67%","75.00%"
"Cluster_5981","lncRNA_20909",0.949857586366003,0.0133766695077419,0.728676938973294,156,-20.68,"2 22","1566 1585",20,"75.00%","80.00%"
"Cluster_5981","lncRNA_20909",0.949857586366003,0.0133766695077419,0.728676938973294,162,-23.15,"2 20","18787 18810",19,"73.68%","84.21%"
"Cluster_5981","lncRNA_21431",0.913212859650128,0.0302887234888691,0.919061372266273,141,-21.08,"2 21","2285 2307",20,"60.00%","75.00%"
"Cluster_5981","lncRNA_21431",0.913212859650128,0.0302887234888691,0.919061372266273,147,-27.75,"2 21","168 191",20,"65.00%","70.00%"
"Cluster_5981","lncRNA_2196",0.886483068969294,0.0451219832209017,0.972855157123468,163,-22.84,"2 22","12880 12904",22,"68.18%","86.36%"
"Cluster_5981","lncRNA_22080",0.977197655116903,0.00411919250168131,0.573529706922503,144,-24.54,"2 21","5 24",19,"63.16%","73.68%"
"Cluster_5981","lncRNA_2262",0.964141247826243,0.00810730945418129,0.641477642640312,153,-20.39,"2 21","15249 15272",21,"66.67%","80.95%"
"Cluster_5981","lncRNA_22703",0.94369985360913,0.0158999640511589,0.771002518232259,140,-20.74,"2 9","968 990",7,"100.00%","100.00%"
"Cluster_5981","lncRNA_23590",0.94791880917842,0.0141557551918866,0.743513151514319,165,-22.85,"2 21","371 391",19,"73.68%","89.47%"
"Cluster_5981","lncRNA_24115",0.967411586362699,0.0070273937720244,0.625836661160357,165,-20.47,"2 22","1842 1863",21,"80.95%","80.95%"
"Cluster_5981","lncRNA_24157",0.895284971205443,0.0400318360319041,0.972855157123468,145,-20.32,"2 21","6830 6852",20,"70.00%","70.00%"
"Cluster_5981","lncRNA_24158",0.962186968564805,0.00877641930145132,0.653316056995113,145,-20.32,"2 21","3750 3772",20,"70.00%","70.00%"
"Cluster_5981","lncRNA_24213",0.940354343617066,0.0173291759710491,0.79355546603622,155,-22.3,"2 12","1886 1908",10,"100.00%","100.00%"
"Cluster_5981","lncRNA_24215",0.909025460354898,0.0324860341081775,0.932856887125746,155,-22.3,"2 12","7861 7883",10,"100.00%","100.00%"
"Cluster_5981","lncRNA_24222",0.882081696690521,0.0477387413596417,0.972855157123468,160,-22.8,"2 22","3425 3449",22,"59.09%","86.36%"
"Cluster_5981","lncRNA_24243",0.943186521666807,0.0161166528189332,0.775047621528058,143,-22.32,"2 21","4093 4116",20,"60.00%","70.00%"
"Cluster_5981","lncRNA_24402",0.956232792470762,0.0109190592840439,0.689527551738069,160,-22.8,"2 22","20375 20399",22,"59.09%","86.36%"
"Cluster_5981","lncRNA_24402",0.956232792470762,0.0109190592840439,0.689527551738069,160,-22.8,"2 22","5955 5979",22,"59.09%","86.36%"
"Cluster_5981","lncRNA_24403",0.8862659358211,0.0452499767716086,0.972855157123468,160,-22.8,"2 22","4565 4589",22,"59.09%","86.36%"
"Cluster_5981","lncRNA_24404",0.896120162920435,0.0395589920325086,0.972855157123468,164,-22.86,"2 20","16 36",18,"77.78%","88.89%"
"Cluster_5981","lncRNA_24405",0.947361837565393,0.0143822172743584,0.747954472022539,157,-20.81,"2 22","2042 2064",20,"60.00%","80.00%"
"Cluster_5981","lncRNA_25296",0.920566848128945,0.0265517493476207,0.889315519209463,144,-20.01,"2 22","880 903",21,"57.14%","71.43%"
"Cluster_5981","lncRNA_25478",0.932924811175214,0.0206423073055531,0.832557012865929,160,-22.25,"2 19","2826 2847",17,"76.47%","88.24%"
"Cluster_5981","lncRNA_25997",0.882851259879368,0.0472778498735655,0.972855157123468,140,-20.29,"2 9","10711 10733",7,"100.00%","100.00%"
"Cluster_5981","lncRNA_26010",0.991367505298121,0.000961557328670967,0.572743866580232,149,-20.28,"2 22","613 632",20,"60.00%","80.00%"
"Cluster_5981","lncRNA_27371",0.940991060438233,0.0170540957771885,0.789874248186869,171,-25.73,"2 21","4504 4527",20,"80.00%","85.00%"
"Cluster_5981","lncRNA_30383",0.991055459031597,0.0010141154542913,0.572743866580232,153,-20.43,"2 18","16547 16569",16,"75.00%","75.00%"
"Cluster_5981","lncRNA_30383",0.991055459031597,0.0010141154542913,0.572743866580232,153,-20.43,"2 18","557 579",16,"75.00%","75.00%"
"Cluster_5981","lncRNA_30541",0.944013188036788,0.0157681687735918,0.768748311251422,153,-20.43,"2 18","2360 2382",16,"75.00%","75.00%"
"Cluster_5981","lncRNA_30542",0.990488077673872,0.00111202789979446,0.572743866580232,153,-20.16,"2 18","38119 38141",16,"75.00%","75.00%"
"Cluster_5981","lncRNA_30542",0.990488077673872,0.00111202789979446,0.572743866580232,153,-20.43,"2 18","1282 1304",16,"75.00%","75.00%"
"Cluster_5981","lncRNA_30731",0.916773984928507,0.0284593658439941,0.902029823858576,149,-21.61,"2 22","348 367",20,"70.00%","70.00%"
"Cluster_5981","lncRNA_3882",0.889727330610593,0.0432233557086799,0.972855157123468,146,-24.88,"2 22","1505 1525",20,"65.00%","70.00%"
"Cluster_5981","lncRNA_5151",0.903435926799485,0.0354947838709726,0.954965674839993,152,-25.1,"2 17","16180 16202",15,"73.33%","80.00%"
"Cluster_5981","lncRNA_5269",0.892759293057228,0.0414725752362077,0.972855157123468,164,-25.24,"2 19","3042 3063",17,"82.35%","88.24%"
